operator,call_index,layer,head,discovery_mean_gain,validation_mean_gain,discovery_horizon_slope,validation_horizon_slope
landmark,0,7,6,-3.2353006056833924,-3.2711967792107206,0.6296567978676498,0.6280785934445183
landmark,0,7,7,-6.967262736837838,-6.9543864480243505,-0.1646900860835352,-0.14346914350583218
landmark,0,7,8,-4.484175438044137,-4.545172197500465,-1.7552692678603596,-1.7469864091177099
landmark,0,7,9,-3.9300442299338307,-4.001488808414024,-0.055288973922240574,0.06265789812271327
landmark,0,7,10,-2.3488931345521205,-2.3840538916458587,0.6341278337646508,0.6297827814033842
landmark,0,7,11,-3.830496962911379,-3.8124718939206157,0.3154307015908838,0.34225828869239594
landmark,0,8,0,-4.5122874288784915,-4.3793597323805775,-0.4062789173745027,-0.3744673854161966
landmark,0,8,1,-7.066708086439121,-6.9745548355150335,-0.42913799615898907,-0.3137345711164765
landmark,0,8,2,-1.9399194061977063,-1.931794839967287,-0.4735273297333359,-0.4378326201979069
landmark,0,8,3,-3.4099663198746093,-3.443293475389273,-0.04063344191539319,-0.15110136902709262
landmark,0,8,4,-2.8312392073499235,-2.7873915909761204,0.4555577835161938,0.3940866811298287
landmark,0,8,5,-4.957569806264339,-4.779884478788451,-0.8161977699480595,-0.7182327513696949
landmark,0,8,6,0.46441099450023726,0.54612467459915,0.4529086665440026,0.30425074956727016
landmark,0,8,7,-4.758044515376096,-4.6677490802545645,0.4646675233100626,0.36445536789410304
landmark,0,8,8,-5.045101564333967,-4.965797672916255,0.4998104980372914,0.6249839255086492
landmark,0,8,9,-2.161843517607046,-2.1959957941492445,0.5543582647704695,0.5737217845936898
landmark,0,8,10,-4.440611448551921,-4.339560475710726,-0.34484151421006576,-0.3305329166269395
landmark,0,8,11,-8.006059367886028,-7.996511808165645,-1.073733906975664,-0.8118922399000199
landmark,0,9,0,-3.6704574105850742,-3.8066517574968866,0.21693651427684313,0.39197582730817715
landmark,0,9,1,-1.7855573417708273,-1.8438890395206844,-0.10340332910342022,-0.05280058318811365
landmark,0,9,2,-2.3038150615091477,-2.308807095569189,0.7172283467494603,0.8473761740270909
landmark,0,9,3,-2.5746292855793667,-2.531640655630498,0.2166685133483327,0.5365860357270059
landmark,0,9,4,-3.724398142912315,-3.6987598211762744,-0.8345101964071138,-0.6675906658274932
landmark,0,9,5,-2.2511086369756406,-2.295284738130272,0.18867432527391292,0.2236610116100316
landmark,0,9,6,-2.4439777802735514,-2.506582994386514,0.19653397424197028,0.4835970196447646
landmark,0,9,7,-5.122138019919366,-5.011137824917158,0.17037884887768348,0.2876379231114967
landmark,0,9,8,-3.828131279121541,-3.8521760133633474,-0.1943690367423408,-0.07112646214244159
landmark,0,9,9,-4.4692230586405435,-4.488178441815244,-0.22255080023764529,-0.255486692555835
landmark,0,9,10,-4.086427334731124,-4.040487243870353,0.11967189800188695,0.3211759298211341
