layer,head,calibration_best,calibration_margin,validation_budget_full_fraction,supported,assigned_policy,assigned_label,min_validation_advantage,min_bootstrap_lower,max_q_value
9,7,recent,3.1799449246207576,1.0,True,recent,20,3.145973025809215,3.010300631762736,5.530711024294834e-13
9,8,recent,2.1333561296063737,1.0,True,recent,20,2.0586202457647147,1.8751678739565039,5.530711024294834e-13
9,9,recent,2.6729804642946675,1.0,True,recent,20,2.66088400858374,2.48913171971994,5.530711024294834e-13
9,10,recent,1.68495305995848,1.0,True,recent,20,1.734245732177499,1.6453620723342812,5.530711024294834e-13
9,11,recent,0.11066185455668354,1.0,False,recent,20,0.07387513241993676,0.007480348377577595,0.0305123750875031
10,0,recent,2.7365901744971306,1.0,True,recent,20,2.667726061059962,2.5573026925559383,5.530711024294834e-13
10,1,recent,1.0487542341132272,1.0,True,recent,20,0.9903158895431795,0.8571368090012302,5.530711024294834e-13
10,2,recent,0.9797957354312743,1.0,True,recent,20,1.03802409668099,0.9735429645110631,5.530711024294834e-13
10,3,recent,1.0037191078995322,1.0,True,recent,20,0.9801503380770246,0.8902601544552273,5.530711024294834e-13
10,4,recent,0.01736159288452388,1.0,False,recent,20,0.041135765900884635,-0.06735601661264295,0.5049088359046283
10,5,recent,0.6266092733059252,1.0,True,recent,20,0.5676440053547688,0.45985904894631296,4.335397785778419e-10
10,6,recent,0.8739016255435157,1.0,True,recent,20,0.7158847111583572,0.6104036645402975,2.1897388361157125e-11
10,7,recent,0.02212932334912132,1.0,False,recent,20,0.012887355183654775,-0.03840487201285039,0.7377439498812837
10,8,coverage,0.12011519753939215,1.0,False,recent,20,0.13007118954965155,0.07769580575038613,0.014241287498062492
10,9,recent,0.6961637142904005,1.0,True,recent,20,0.7376919858424137,0.6452693855099253,5.530711024294834e-13
10,10,recent,1.3007132811681212,1.0,True,recent,20,1.1119390224286836,0.9179119604340801,4.335397785778419e-10
10,11,recent,2.231355682782924,1.0,True,recent,20,2.1111427949332184,1.990197427520895,5.530711024294834e-13
11,0,recent,1.6507150026218107,1.0,True,recent,20,1.571958783071276,1.4209693562423904,5.530711024294834e-13
11,1,recent,1.699507754881787,1.0,True,recent,20,1.5778850787409326,1.30337438694552,2.1897388361157125e-11
11,2,recent,0.9199015265523238,1.0,True,recent,20,0.8881107168779249,0.7924158608698957,5.530711024294834e-13
11,3,recent,2.362521069811012,1.0,True,recent,20,2.3257838961627293,2.184065802022931,5.530711024294834e-13
11,4,recent,1.7435026852846942,1.0,True,recent,20,1.6523164481178318,1.536387726696683,5.530711024294834e-13
11,5,recent,1.9877722290221662,1.0,True,recent,20,1.8427423225809136,1.7079138287049762,5.530711024294834e-13
11,6,recent,1.5776278307937752,1.0,True,recent,20,1.497858435316628,1.3032124685717121,5.530711024294834e-13
11,7,recent,1.8139762671190982,1.0,True,recent,20,1.7954053546673352,1.6403675542398104,5.530711024294834e-13
11,8,recent,0.5133346741849989,1.0,True,recent,20,0.4513029835961835,0.3706396143314638,4.335397785778419e-10
11,9,recent,2.0541457114017945,1.0,True,recent,20,1.7719443535579589,1.485275618415828,4.335397785778419e-10
11,10,coverage,0.1398911096436377,1.0,False,recent,20,0.11991162608452778,0.06677778120452937,0.006004064209738989
11,11,recent,0.4246662825181624,1.0,True,recent,20,0.4430834767629944,0.352677382526421,5.750779364905434e-09
12,0,recent,2.8475095552244767,1.0,True,recent,20,2.6454289851238886,2.4552710537795903,5.530711024294834e-13
12,1,recent,1.436132536516559,1.0,True,recent,20,1.4573825497608575,1.3580384837266997,5.530711024294834e-13
12,2,recent,2.594855562376556,1.0,True,recent,20,2.465572219430846,2.236845438842642,5.530711024294834e-13
12,3,recent,0.36486949715335903,1.0,True,recent,20,0.32771709599121157,0.23089989881790565,2.614747225057095e-06
12,4,recent,0.25730980370032164,1.0,True,recent,20,0.2726525609058092,0.19989783070726572,5.553404737572025e-08
12,5,coverage,0.04253718928019801,1.0,False,recent,20,-0.01327729446453947,-0.094783382585278,0.17690140366432106
12,6,recent,3.6489769027728753,1.0,True,recent,20,3.4138257511848256,3.194333411964684,5.530711024294834e-13
12,7,recent,3.9042831609252575,1.0,True,recent,20,3.9521373961693063,3.7643698408258293,5.530711024294834e-13
12,8,recent,4.059693878627966,1.0,True,recent,20,3.976010005784721,3.7823275889825108,5.530711024294834e-13
12,9,recent,3.0107406549493634,1.0,True,recent,20,2.954925406244453,2.8049081325688325,5.530711024294834e-13
12,10,recent,1.5753738859316648,1.0,True,recent,20,1.4713449575282782,1.3402676658054697,5.530711024294834e-13
12,11,recent,2.1151791825017128,1.0,True,recent,20,2.1172355625975277,1.9354300327604215,5.530711024294834e-13
13,0,recent,0.68765412510907,1.0,True,recent,20,0.7379559022530903,0.5489387510705329,4.335397785778419e-10
13,1,recent,1.5934050902315788,1.0,True,recent,20,1.5353778101508015,1.3388295721600005,5.530711024294834e-13
13,2,recent,0.8963786489657277,1.0,True,recent,20,0.9647116364615661,0.8655010064337074,5.530711024294834e-13
13,3,recent,1.1325648096544563,1.0,True,recent,20,1.1865410757811474,1.122898224977787,5.530711024294834e-13
13,4,recent,0.7812620098634655,1.0,True,recent,20,0.7909719848734257,0.7260616437524484,5.530711024294834e-13
13,5,recent,1.6408391849937423,1.0,True,recent,20,1.614682618283995,1.4234166359185256,5.530711024294834e-13
13,6,recent,0.9024546050911049,1.0,True,recent,20,0.9068399367058998,0.8380139800125229,5.530711024294834e-13
13,7,recent,1.7148295615065123,1.0,True,recent,20,1.6546487749513843,1.4832700051507932,5.530711024294834e-13
13,8,recent,1.548518789187522,1.0,True,recent,20,1.462037084235211,1.3472183214167854,5.530711024294834e-13
13,9,recent,2.364436458346869,1.0,True,recent,20,2.2569957911083893,2.059185751248893,5.530711024294834e-13
13,10,recent,0.6273058495148245,1.0,True,recent,20,0.6838044009069331,0.5899301667347927,5.530711024294834e-13
13,11,recent,2.0024809249985225,1.0,True,recent,20,2.0195956038715774,1.902968604570298,5.530711024294834e-13
14,0,recent,2.2036818030731826,1.0,True,recent,20,2.0748386713681577,1.9491953985166337,5.530711024294834e-13
14,1,recent,1.425918400320525,1.0,True,recent,20,1.409379502308445,1.31159699938102,5.530711024294834e-13
14,2,recent,0.9022006000487157,1.0,True,recent,20,0.9043672438715019,0.7896948611692646,5.530711024294834e-13
14,3,recent,3.315997128718954,1.0,True,recent,20,3.332754099186634,3.2262554183508367,5.530711024294834e-13
14,4,recent,2.1448396297165013,1.0,True,recent,20,2.137836337006659,1.9779702006547735,5.530711024294834e-13
14,5,recent,3.05256843755342,1.0,True,recent,20,2.9898330448927948,2.7952872328554683,5.530711024294834e-13
14,6,recent,0.7763348681515083,1.0,True,recent,20,0.7576188869367259,0.68096689334668,5.530711024294834e-13
14,7,recent,1.391643429947043,1.0,True,recent,20,1.3746097969136537,1.2592858978156187,5.530711024294834e-13
14,8,recent,2.8581325875816646,1.0,True,recent,20,2.966828743062499,2.7872333821249518,5.530711024294834e-13
14,9,recent,0.27776182757482637,1.0,True,recent,20,0.27374659405936436,0.2328495524166157,5.530711024294834e-13
14,10,recent,3.070084255534087,1.0,True,recent,20,3.051807595088173,2.942553720479836,5.530711024294834e-13
14,11,recent,0.7805521638833377,1.0,True,recent,20,0.8159337216247682,0.6994831286412992,5.530711024294834e-13
15,0,recent,0.9006343256420677,1.0,True,recent,20,0.9308184284010294,0.8573858152622994,5.530711024294834e-13
15,1,recent,1.3194385606453993,1.0,True,recent,20,1.327548392285789,1.110949842964585,5.530711024294834e-13
15,2,recent,1.0031980216816412,1.0,True,recent,20,1.0113717917530856,0.8496675161566097,5.530711024294834e-13
15,3,recent,0.49280218843990875,1.0,True,recent,20,0.5085198788135958,0.4068229218436132,2.1897388361157125e-11
15,4,recent,1.6738853683998167,1.0,True,recent,20,1.6259480079317024,1.398929070927354,5.530711024294834e-13
15,5,recent,1.203444889063546,1.0,True,recent,20,1.1533244344993374,1.0215238184783366,5.530711024294834e-13
15,6,recent,0.4708043354511946,1.0,True,recent,20,0.4563991658121719,0.38386321472335744,5.530711024294834e-13
15,7,recent,0.4968291090071677,1.0,True,recent,20,0.5260987961778818,0.43409857982280203,5.530711024294834e-13
15,8,recent,1.2197066084554873,1.0,True,recent,20,1.2403268536650223,1.1268708858841456,2.1897388361157125e-11
15,9,recent,0.5850790477726666,1.0,True,recent,20,0.6817210383918404,0.553678156007558,4.335397785778419e-10
15,10,recent,0.9096878151926826,1.0,True,recent,20,0.9469390564109292,0.8702480439687759,5.530711024294834e-13
15,11,recent,1.887714161290504,1.0,True,recent,20,1.7747324173082144,1.6477931858339154,5.530711024294834e-13
16,0,recent,2.3677615558545257,1.0,True,recent,20,2.209004599705212,1.9491609181704812,5.530711024294834e-13
16,1,recent,0.6535462208539089,1.0,True,recent,20,0.6128040769019542,0.4987203804907504,5.530711024294834e-13
16,2,recent,3.947916574329362,1.0,True,recent,20,3.7161291022275615,3.504496646039349,5.530711024294834e-13
