candidate,control,window,prompt_count,metric,mean_delta,median_delta,win_fraction,tie_fraction,bootstrap_ci_lower,bootstrap_ci_upper,p_value,q_value,inferential_role
ours_correct,pooled_correct,late_half,64,quality_without_dynamic_degree,-0.12699008525060457,-0.018619913696845458,0.46875,0.0,-0.3030674036806997,0.03306396243764587,0.7338456119860789,,
ours_correct,pooled_correct,late_half,64,official_quality_score,-0.06689393140445038,-0.00578000499872644,0.5,0.0,-0.4313393360340642,0.2349191553837789,0.5496733768739834,,
ours_correct,pooled_correct,late_half,64,identity_background,-0.0008253600510895621,-0.00030172872484651725,0.359375,0.0,-0.002020151177823256,0.0001973300064451838,0.9915709049778594,,
ours_correct,pooled_correct,late_half,64,temporal_mechanics,-0.0008981649061668481,-0.00011919630749779309,0.4375,0.0,-0.0019183290091324269,-0.00011682390583098097,0.8697822617116733,,
ours_correct,pooled_correct,late_half,64,semantic_alignment,0.0002740841227932833,3.21781262755394e-05,0.5,0.0,-0.002643336283836106,0.003450969857840389,0.5496733768739834,,
ours_correct,pooled_correct,late_half,64,visual_quality,-0.00036740556650329166,0.0002873336523770975,0.53125,0.0,-0.003876394257706121,0.0031379528568213516,0.353990377067382,,
ours_correct,pooled_correct,late_half,64,dynamic_degree,0.0078125,0.0,0.203125,0.6875,-0.041015625,0.05078125,0.13158798217773438,,
ours_correct,pooled_correct,late_half,64,subject_consistency,-0.000794422141620784,-7.587208528464506e-05,0.453125,0.0,-0.0026434930754816633,0.0007320890023633321,0.8091336026033311,,
ours_correct,pooled_correct,late_half,64,imaging_quality,0.002460591545095669,0.0001892887055874315,0.515625,0.0,-0.0025022495927987717,0.0078068549239833415,0.45032662312601657,,
ours_random,sf_fifo21,late_half,64,quality_without_dynamic_degree,0.1511183611279276,0.055684311155076216,0.59375,0.0,-0.020778301901837735,0.33560643990505457,0.08432145571985168,,
ours_random,sf_fifo21,late_half,64,official_quality_score,0.1811664380510038,0.024022490892676274,0.5625,0.0,-0.07206349320724738,0.441976738408108,0.19086639739666883,,
ours_random,sf_fifo21,late_half,64,identity_background,1.1583573107485853e-05,1.632454240296788e-05,0.515625,0.0,-0.0007506110140315075,0.0007296592512366087,0.45032662312601657,,
ours_random,sf_fifo21,late_half,64,temporal_mechanics,0.000593352002910991,1.2934116267460105e-06,0.5,0.0,-0.0005281520926715262,0.0018135987111911698,0.5496733768739834,,
ours_random,sf_fifo21,late_half,64,semantic_alignment,0.0005232368348515593,0.0007437840104103088,0.5625,0.0,-0.0024799659453492496,0.0034897055167675715,0.19086639739666883,,
ours_random,sf_fifo21,late_half,64,visual_quality,0.003041900495591115,0.002447481900453574,0.578125,0.0,-0.001130164328729717,0.007155053744434567,0.13021773828832675,,
ours_random,sf_fifo21,late_half,64,dynamic_degree,0.00390625,0.0,0.171875,0.65625,-0.025390625,0.033203125,0.5840940475463867,,
ours_random,sf_fifo21,late_half,64,subject_consistency,0.00033102677304206775,9.086143972125704e-05,0.53125,0.0,-0.0006614097156942146,0.001299327539926551,0.353990377067382,,
ours_random,sf_fifo21,late_half,64,imaging_quality,0.006300755902775562,0.00044560335576537824,0.515625,0.0,-0.0005330213154083997,0.013912692937286903,0.45032662312601657,,
pooled_correct,sf_fifo21,late_half,64,quality_without_dynamic_degree,0.1846488447981653,0.12140108243161762,0.671875,0.0,-0.05770925687831271,0.4184739535076225,0.004073451114349284,,
pooled_correct,sf_fifo21,late_half,64,official_quality_score,-0.010663655201836264,0.04616792198795139,0.546875,0.0,-0.38289341203496263,0.3852260895292332,0.26615438801392105,,
pooled_correct,sf_fifo21,late_half,64,identity_background,0.00011781312150647982,7.631305341471162e-05,0.53125,0.0,-0.0007470970263751186,0.0010120957910259856,0.353990377067382,,
pooled_correct,sf_fifo21,late_half,64,temporal_mechanics,0.0005198613515611083,3.940051497214325e-05,0.515625,0.0,-0.0013126166525693594,0.0021839481969821587,0.45032662312601657,,
pooled_correct,sf_fifo21,late_half,64,semantic_alignment,0.0003491176466923207,0.0008596191182732582,0.578125,0.0,-0.003520704887159809,0.004037697071544241,0.13021773828832675,,
