candidate,control,window,metric,mean_delta,median_delta,win_fraction,bootstrap_ci_lower,bootstrap_ci_upper,p_value,q_value,inferential_role
retrieval_horizon_top10,retrieval_static_top10,early_half,semantic_alignment,-0.002303612085857566,-0.0024166852235794067,0.34375,-0.005032779933286032,0.0004475705175926623,0.9749487701337785,,descriptive_context
retrieval_horizon_top10,retrieval_static_top10,early_half,visual_quality,-0.0009984376068626205,-0.00030365109443664107,0.4375,-0.004578342152027715,0.0027220516564058273,0.8114572062622756,,descriptive_context
retrieval_horizon_top10,retrieval_static_top10,early_half,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
retrieval_horizon_top10,retrieval_horizon_shift_top10,early_half,quality_without_dynamic_degree,-0.032551623092971216,-0.04418368391368688,0.40625,-0.21016034236610476,0.1543900957515004,0.8923364251386374,,descriptive_context
retrieval_horizon_top10,retrieval_horizon_shift_top10,early_half,official_quality_score,-0.032551623092971216,-0.04418368391368688,0.40625,-0.20940400350582933,0.14477771834190908,0.8923364251386374,,descriptive_context
retrieval_horizon_top10,retrieval_horizon_shift_top10,early_half,identity_background,-0.00020365852998421516,-0.0003333129441059346,0.375,-0.0009165116373709708,0.0005537402776871047,0.9449079174082726,,descriptive_context
retrieval_horizon_top10,retrieval_horizon_shift_top10,early_half,temporal_mechanics,-0.0010035883064782175,-0.0006371664202590721,0.3125,-0.0022581799646912842,0.0002572031705086149,0.9899691964965314,,descriptive_context
retrieval_horizon_top10,retrieval_horizon_shift_top10,early_half,semantic_alignment,-0.003031780144998007,-0.0015199046049799297,0.3125,-0.005739565095531629,-0.0005132675270683033,0.9899691964965314,,descriptive_context
retrieval_horizon_top10,retrieval_horizon_shift_top10,early_half,visual_quality,0.0021816812668527807,0.0019282182625361965,0.59375,-0.001367855810493755,0.005835465056954754,0.18854279373772442,,descriptive_context
retrieval_horizon_top10,retrieval_horizon_shift_top10,early_half,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,early_half,quality_without_dynamic_degree,0.3218796216878341,0.40586572413157285,0.78125,-0.15331401680338155,0.721859642553848,0.0010512007866054773,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,early_half,official_quality_score,0.3218796216878341,0.40586572413157285,0.78125,-0.1315433162165666,0.7004890486472564,0.0010512007866054773,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,early_half,identity_background,0.0014464507843649117,0.0006387439647656534,0.5625,-0.0001068672253726788,0.003082757607175674,0.29830744792707264,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,early_half,temporal_mechanics,0.00035823530759122174,0.0025456515687348746,0.6875,-0.0034460086745684154,0.003111144778260908,0.025051229866221547,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,early_half,semantic_alignment,0.0027179611913327626,0.0012737384864262152,0.5625,-0.0014361476176418437,0.007330218491344028,0.29830744792707264,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,early_half,visual_quality,0.007449967761390973,0.0039482404504504465,0.6875,0.0006132784097654973,0.01421637710925589,0.025051229866221547,,descriptive_context
retrieval_horizon_top10,retrieval_all_coverage,early_half,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
retrieval_static_top10,retrieval_all_recent,early_half,quality_without_dynamic_degree,0.0908596258331702,0.040470633655068866,0.5625,-0.13770965179683176,0.3489782300543908,0.29830744792707264,,descriptive_context
retrieval_static_top10,retrieval_all_recent,early_half,official_quality_score,0.0908596258331702,0.040470633655068866,0.5625,-0.13180353237777398,0.34185895598874033,0.29830744792707264,,descriptive_context
retrieval_static_top10,retrieval_all_recent,early_half,identity_background,-0.0002579965014456523,0.00014226638263625802,0.53125,-0.0011421370544712072,0.0006115165665785024,0.4300250329542905,,descriptive_context
retrieval_static_top10,retrieval_all_recent,early_half,temporal_mechanics,0.00024261514868494788,-0.0008530710473043102,0.375,-0.0015158344809967125,0.0022421984154468205,0.9449079174082726,,descriptive_context
retrieval_static_top10,retrieval_all_recent,early_half,semantic_alignment,0.0035506972843515,0.0030518887298447706,0.75,-0.0009554901684168727,0.008206645987229411,0.0035001833457499743,,descriptive_context
retrieval_static_top10,retrieval_all_recent,early_half,visual_quality,0.0025296140834689153,0.002648695281573632,0.625,-0.0008257407178836553,0.005815820738939321,0.10766357486136258,,descriptive_context
retrieval_static_top10,retrieval_all_recent,early_half,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
retrieval_all_recent,sf_native,early_half,quality_without_dynamic_degree,-0.014711418968713197,-0.002009806094832811,0.5,-0.35244961917357176,0.31194166639918136,0.5699749670457095,,descriptive_context
retrieval_all_recent,sf_native,early_half,official_quality_score,-0.014711418968713197,-0.002009806094832811,0.5,-0.3606142607903955,0.30546446122877774,0.5699749670457095,,descriptive_context
retrieval_all_recent,sf_native,early_half,identity_background,0.0023514630190741917,0.0013026706956486,0.6875,0.0009420289820467596,0.003967171690312712,0.025051229866221547,,descriptive_context
retrieval_all_recent,sf_native,early_half,temporal_mechanics,-0.0023334851206769057,-0.001661814667057171,0.28125,-0.004744563936619194,-0.000126813972238334,0.99649981665425,,descriptive_context
retrieval_all_recent,sf_native,early_half,semantic_alignment,0.002699848098148195,0.001774038587297716,0.625,-0.0005335845460649578,0.006222950944045027,0.10766357486136258,,descriptive_context
retrieval_all_recent,sf_native,early_half,visual_quality,0.0032739893373634373,0.005333451884133533,0.59375,-0.00200302201449601,0.008227832109101963,0.18854279373772442,,descriptive_context
retrieval_all_recent,sf_native,early_half,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
landmark_horizon_top10,sf_native,late_half,quality_without_dynamic_degree,-0.9311490708918524,-0.808304170704794,0.15625,-1.3883068354573385,-0.4624297196249384,0.9999903494026512,1.0,development_primary_sf_efficacy
landmark_horizon_top10,sf_native,late_half,official_quality_score,-0.9311490708918524,-0.808304170704794,0.15625,-1.3860342761375746,-0.462301799266277,0.9999903494026512,,descriptive_context
landmark_horizon_top10,sf_native,late_half,identity_background,-0.00010069421449076729,-0.0002619598788037303,0.5,-0.0025406228324843356,0.0022025244339214877,0.5699749670457095,1.0,development_primary_sf_efficacy
landmark_horizon_top10,sf_native,late_half,temporal_mechanics,-0.012326784516501054,-0.009985744676239139,0.0,-0.01578960339216477,-0.0091953704375291,1.0,1.0,development_primary_sf_efficacy
landmark_horizon_top10,sf_native,late_half,semantic_alignment,0.013300199432705995,0.009941142052412033,0.78125,0.0016233203330557446,0.025922544580316752,0.0010512007866054773,0.010512007866054773,development_primary_sf_efficacy
landmark_horizon_top10,sf_native,late_half,visual_quality,0.0057420048885978795,0.00015301335603001842,0.5,-0.006584526234015355,0.018447814319049943,0.5699749670457095,1.0,development_primary_sf_efficacy
landmark_horizon_top10,sf_native,late_half,dynamic_degree,0.0,0.0,0.0,0.0,0.0,1.0,,descriptive_context
landmark_horizon_top10,landmark_all_recent,late_half,quality_without_dynamic_degree,-0.65437600426963,-0.3479924791305251,0.3125,-1.0571015770907566,-0.2542254603886411,0.9899691964965314,,descriptive_context
landmark_horizon_top10,landmark_all_recent,late_half,official_quality_score,-0.65437600426963,-0.3479924791305251,0.3125,-1.068315238141898,-0.26544743693675116,0.9899691964965314,,descriptive_context
