method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
sf_native,0.9686576940611346,0.9609772345772235,0.9680366522502275,0.9821789708822791,0.2331648859505852,0.6416666666666667,0.615662868320942,0.6890899443576732,0.2331648859505852
ours_middle10_reservoir2_directionmatch1,0.9716960362819455,0.9622209561973017,0.960993916378691,0.980517622633396,0.23682446133655807,0.775,0.6275514870882034,0.7078202423602343,0.23682446133655807
ours_middle10_reservoir2_multiscalemotion1,0.9732211904242365,0.9639440466035044,0.9615115615881347,0.9807476548752513,0.2348063842859119,0.7833333333333333,0.626534866169095,0.711792507191499,0.2348063842859119
ours_middle10_reservoir2_multiscalepareto1,0.9719225944864444,0.962518008289966,0.9614555681920517,0.9806695564828188,0.2366939303930849,0.7291666666666666,0.6232354814807574,0.7116127275377512,0.2366939303930849
ours_middle10_reservoir2_multiscalequeryweighted1,0.9724796453111187,0.962965583733761,0.9608188699702037,0.9803560178602388,0.23396369672069947,0.8041666666666667,0.6291473034769297,0.7136925253967443,0.23396369672069947
ours_middle10_reservoir2_multiscalebottleneck1,0.9709167783634347,0.9623092163967703,0.9604064712590641,0.9802897873953079,0.23749261951694886,0.7791666666666667,0.623848695680499,0.7103634245892365,0.23749261951694886
