clusters,feature_count,split_label_agreement,split_ari,discovery_silhouette,validation_silhouette,bootstrap_ari_median,bootstrap_ari_p10,minimum_cluster_fraction,boundary_fraction,passed
2,11,0.975,0.6111935484954781,0.6096560024559663,0.5267825394704111,0.16608957132682461,0.015996246833140475,0.025,0.0,0
3,11,0.9333333333333333,0.7933269192548618,0.22981102855271357,0.22339364855020072,0.8405172307925808,0.5480719614764392,0.025,0.025,0
4,11,0.9083333333333333,0.7593509448618205,0.23637468726361896,0.22019873156804518,0.8599520172312369,0.7382691934575151,0.022222222222222223,0.03611111111111111,0
5,11,0.8888888888888888,0.7827302100759957,0.23652159862963712,0.23111937275280062,0.6923794517828884,0.4909991335119228,0.019444444444444445,0.044444444444444446,0
6,11,0.85,0.7109146944797107,0.18718844693252004,0.16418791277247044,0.663109741980207,0.48160839541697825,0.019444444444444445,0.058333333333333334,0
