probe_name,context,unit_count,selected_head_count,mean_x0_relative_rms,mean_raw_projected_relative_rms,mean_projected_relative_rms,mean_calibration_scale,max_calibration_relative_error,calibration_clipped_count,calibration_degenerate_count
policy_bottom_policy_contrast_cal,noisy_t500,64,90,0.04389629259821959,0.034836652226113075,0.05000401109379406,2.8154128555596496,0.006927847862243652,0,0
policy_bottom_value_shift_cal,noisy_t1000,64,90,0.11622642746078782,0.053489497837714825,0.05000528100839195,2.4940545279222235,0.0064754486083984375,0,0
policy_bottom_value_shift_cal,noisy_t500,64,90,0.048257394693791866,0.05438367072686864,0.05000527892067719,3.089241723522233,0.0065614283084869385,0,0
policy_pfmatched_bottom_policy_contrast_cal,noisy_t1000,64,30,0.100158148445189,0.01865560414559392,0.0499995373073034,6.097212673770264,0.007339045405387878,0,0
policy_pfmatched_bottom_policy_contrast_cal,noisy_t500,64,30,0.04422810839605518,0.016712270706102574,0.050003540593509865,6.261698526058657,0.006838813424110413,0,0
policy_pfmatched_top_policy_contrast_cal,noisy_t1000,64,30,0.09995375596918166,0.02118475675533773,0.05000430959044024,7.245283278089483,0.005149245262145996,0,0
policy_pfmatched_top_policy_contrast_cal,noisy_t500,64,30,0.0449443407705985,0.01954004934086697,0.050002323451917616,7.644206949036258,0.004909932613372803,0,0
policy_random0_policy_contrast_cal,noisy_t1000,64,90,0.09277098666643724,0.04749044907342371,0.05000414202998703,2.026904950244352,0.005550384521484375,0,0
policy_random0_policy_contrast_cal,noisy_t500,64,90,0.04204504206427373,0.04499535406976065,0.05000425917096436,2.3288517708812533,0.005971193313598633,0,0
policy_random1_policy_contrast_cal,noisy_t1000,64,90,0.11873684398597106,0.04927038173324642,0.05000406721568046,1.98198887159427,0.006477236747741699,0,0
policy_random1_policy_contrast_cal,noisy_t500,64,90,0.06747431680560112,0.04885405572567833,0.05000401216675528,2.1506268578969565,0.008179396390914917,0,0
policy_top_key_shift_cal,noisy_t1000,64,90,0.1518547378364019,0.05674268742926264,0.05000332773585493,2.002750015708928,0.00691339373588562,0,0
policy_top_key_shift_cal,noisy_t500,64,90,0.07178096345160156,0.060203387840980824,0.05000535490107723,2.0092013999586924,0.007070377469062805,0,0
