method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
sf_native,0.96870463527342,0.9610411183941313,0.9680375241181421,0.9821807750761783,0.23313398441920677,0.65,0.6160467151552439,0.6892002715915442,0.23313398441920677
ours_middle10_reservoir2_directionmatch1,0.971675673167779,0.9621818606228166,0.9609930759902097,0.980516070505837,0.23681632353303333,0.775,0.6273895399024089,0.7078236433714628,0.23681632353303333
ours_middle10_reservoir2_multiscalemotion1,0.9731592501638349,0.9638633161256304,0.9615108405355538,0.9807447639753016,0.2348706679729124,0.7875,0.6265689067542553,0.7118876474002996,0.2348706679729124
ours_middle10_reservoir2_statemotionpair1_reference,0.9724227781891843,0.9636359289616955,0.9620610100556832,0.9805537499150786,0.23838935950770973,0.7666666666666667,0.6243316379686197,0.70942205071946,0.23838935950770973
ours_middle10_reservoir2_staterankmotion1,0.9729181293016491,0.9636274668972197,0.9609131835605587,0.9806541494741263,0.23719287275647125,0.7791666666666667,0.6268656792740027,0.7100901386539141,0.23719287275647125
ours_middle10_reservoir2_deficitstaterankmotion1,0.9723226507852971,0.963221903690707,0.9614549378592986,0.980906739024996,0.23800538467864196,0.7666666666666667,0.6250644385814667,0.7117391751855613,0.23800538467864196
