axis,count,median,q25,q75,zero_positive,zero_non_positive,otsu_threshold,gmm2_threshold,gmm2_high,gmm2_low,bic1,bic2,bic3,bic1_minus_bic2,bic3_minus_bic2
cphi_score,360,-0.3487201396540903,-0.5637146982437385,-0.2394846608485124,1,359,-0.4776962287034994,-0.35107504244295584,183,177,23.20794924346157,-42.28852138839841,-31.67677966799809,65.49647063185998,10.611741720400317
age_js_score,360,-0.064030967952275,-0.09727113270120785,-0.03877149630930654,0,360,-0.20766523536178377,-0.16419943085134694,331,29,-842.6965336255313,-1089.6644430296583,-1100.420676305832,246.967909404127,-10.756233276173816
age_w1_score,360,-0.3477327189626235,-0.5054841941850914,-0.24896749428400455,0,360,-0.4831182681900388,-0.6117948949331261,310,50,-51.033405681349585,-103.8281761933317,-121.16227814122084,52.794770511982115,-17.33410194788914
middle_recent_margin,360,-1.3952443301677704,-1.6768933236598969,-0.6190801113843918,49,311,-0.7103303372859955,-1.0166925586265063,117,243,886.3103891096293,694.6863661676332,694.3345973452946,191.62402294199615,-0.35176882233861306
old_mass_excess,360,-0.19743630290031433,-0.36754798144102097,-0.0671020895242691,60,300,-0.21655064821243286,-0.202055418055311,183,177,-81.73935317615607,-71.58856293979113,-59.28058928390594,-10.15079023636494,12.307973655885192
temporal_reach_ratio,360,0.30976733565330505,0.24918320402503014,0.3960098996758461,360,0,0.406149722635746,0.4042232929570156,86,274,-413.9253486515467,-475.21113170420494,-457.62581808944344,61.285783052658246,17.585313614761503
sign_switch_rate,360,0.0,0.0,0.0,24,336,0.05882352963089943,0.013888889085501442,24,336,-1043.4029604078214,-1025.7446483134715,-1008.0863362191061,-17.658312094349867,17.658312094365442
spectral_peak_ratio,360,0.5325187593698502,0.46440010890364647,0.6161073371767998,360,0,0.6489780396223068,0.6666026789613968,71,289,-410.3398996870127,-510.09209205998735,-507.8220709038719,99.75219237297466,2.2700211561154333
age_logit_correlation,360,-0.48582179099321365,-0.6576036214828491,-0.16075555235147476,55,305,-0.2770998477935791,-0.42349693954782086,154,206,288.4937876217362,203.23718098653168,213.95654758409557,85.25660663520452,10.71936659756389
