mode,current_frame,layer,head,cphi_score,cphi_score_samples,age_js_score,age_js_score_samples,age_w1_score,age_w1_score_samples,temporal_reach_ratio,temporal_reach_ratio_samples
clean,21,12,10,-0.3679435340078553,16,-0.046615126216615295,16,-0.6494709437591963,16,0.3627890795469284,16
clean,21,12,11,-0.3879148163643052,16,-0.010677216893974297,16,-0.2221889418126594,16,0.13877251744270325,16
clean,21,13,0,-0.45509906124740107,16,-0.012492371462112064,16,-0.41282232071825165,16,0.2553728520870209,16
clean,21,13,1,-0.4314045195817533,16,-0.0589624097056188,16,-0.3769077923755525,16,0.2857118248939514,16
clean,21,13,2,-0.18852106488275572,16,-0.06777125130014228,16,-0.46100921504795334,16,0.22014375030994415,16
clean,21,13,3,-0.24843154123928163,16,-0.049223972771836016,16,-0.3748690639133855,16,0.26958905160427094,16
clean,21,13,4,-0.20638928484056246,16,-0.04136269124806227,16,-0.2658220325056633,16,0.23833059519529343,16
clean,21,13,5,-0.15910536872482878,16,-0.056762758993451415,16,-0.6014644971610227,16,0.31021055579185486,16
clean,21,13,6,-0.2289958017095073,16,-0.0569703532032272,16,-0.6627318171358632,16,0.23178701102733612,16
clean,21,13,7,-0.38804313463982454,16,-0.05808063032959413,16,-0.5827026298017844,16,0.27959878742694855,16
clean,21,13,8,-0.44830826195905155,16,-0.040293462477966384,16,-0.2286190939417715,16,0.17411558330059052,16
clean,21,13,9,-0.13221907767008828,16,-0.054984550458782526,16,-0.3918792050356035,16,0.27642853558063507,16
clean,21,13,10,-0.25851051541681236,16,-0.035557679391126626,16,-0.25518825858084193,16,0.20015156269073486,16
clean,21,13,11,0.020833022140043202,16,-0.029583435092455132,16,-0.3789285869060242,16,0.1934676691889763,16
clean,21,14,0,-0.3365111506044903,16,-0.029823932260988187,16,-0.6424872063121628,16,0.27672895789146423,16
clean,21,14,1,-0.03329467185210519,16,-0.08958446694550601,16,-0.27098997316367157,16,0.2524878531694412,16
clean,21,14,2,-0.2153402889692142,16,-0.06571359024262764,16,-0.35571394760838404,16,0.3641246110200882,16
clean,21,14,3,-0.1625170800589118,16,-0.03668092154466375,16,-0.399905890436739,16,0.2064698338508606,16
clean,21,14,4,-0.19674646991904174,16,-0.01602230243811996,16,-0.1235097909185271,16,0.501282200217247,16
clean,21,14,5,-0.1743951160581264,16,-0.03272715518451978,16,-0.39596170775460804,16,0.30242736637592316,16
