job_id,layer,head,cphi_semantic,cphi_semantic_samples,cphi_null,cphi_null_samples,cphi_score,cphi_score_samples,age_js_semantic,age_js_semantic_samples,age_js_null,age_js_null_samples,age_js_score,age_js_score_samples,age_w1_semantic,age_w1_semantic_samples,age_w1_null,age_w1_null_samples,age_w1_score,age_w1_score_samples,semantic_expected_age_delta,semantic_expected_age_delta_samples,null_expected_age_delta,null_expected_age_delta_samples,native_score,native_score_samples,query_score,query_score_samples,current_key_score,current_key_score_samples,cphi_to_query_ratio,cphi_to_query_ratio_samples,temporal_reach_ratio,temporal_reach_ratio_samples
cf_00_action,2,7,0.005220325198024511,23,0.0029704240150749683,23,0.15096437578886138,23,1.2392963981255889e-05,23,9.05738997971639e-05,23,-0.38261752639126134,23,0.0019690007902681828,23,0.003511372720822692,23,-0.5474606685888392,23,0.009672164916992188,23,0.039508819580078125,23,-0.12069866675140835,23,-0.21537726933115925,23,-0.04896265191886004,23,0.7651994696903869,23,0.47593942284584045,23
cf_00_action,2,8,0.0026720857713371515,23,0.014273256994783878,23,-1.4853514418344136,23,4.715224349638447e-05,23,0.00033411290496587753,23,-0.626749742834083,23,0.0074940272606909275,23,0.016655704006552696,23,-0.7866839856965764,23,0.12739849090576172,23,0.2831449508666992,23,-0.12358224958644115,23,-0.4401555335169476,23,-0.24191943657770615,23,0.2877431918284306,23,0.32848453521728516,23
cf_00_action,2,9,0.003437741892412305,23,0.00558470468968153,23,-0.5115711367673271,23,7.81036214902997e-06,23,1.1247131624259055e-05,23,-0.012293499935820075,23,0.0012079681036993861,23,0.0006387047469615936,23,0.5060852209840042,23,-0.017617225646972656,23,0.005814552307128906,23,-0.227257927665377,23,-0.3247037220733989,23,-0.19083543510303752,23,0.3727559550485811,23,0.11247187107801437,23
cf_00_action,2,10,0.0032525919377803802,23,0.00495726615190506,23,-0.23936312357223566,23,4.350426024757326e-06,23,2.7738511562347412e-05,23,-0.11247174762893056,23,0.0007503979140892625,23,0.00290893972851336,23,-1.1696789555823908,23,-0.0056896209716796875,23,0.04945182800292969,23,-0.11279971779859022,23,-0.13682440058838982,23,0.07605709274361833,23,0.3970745087433827,23,0.22805513441562653,23
cf_00_action,2,11,0.01166786253452301,23,0.010317736305296421,23,0.041352219058896585,23,5.599331052508205e-05,23,8.986552711576223e-05,23,-0.11900950507279845,23,0.005688530392944813,23,0.004408158827573061,23,0.2978722128593951,23,-0.09506988525390625,23,-0.03455924987792969,23,-0.0024214854903282673,23,-0.17406184963719604,23,-0.12232986807433467,23,1.3792944107403886,23,0.4917926490306854,23
cf_00_action,3,0,0.002294455887749791,23,0.002262512920424342,23,-0.029530752712138085,23,4.572386387735605e-05,23,0.00024188851239159703,23,-1.0096196415628529,23,0.0024277796037495136,23,0.007744582369923592,23,-1.2426856934520205,23,0.03844261169433594,23,0.13165855407714844,23,0.04537735644805329,23,-0.25385126156587823,23,-0.09133585035796114,23,0.33467279247354453,23,0.5781532526016235,23
cf_00_action,3,1,0.005632198415696621,23,0.006582583766430616,23,-0.17555344122286803,23,6.684509571641684e-06,23,1.1484313290566206e-05,23,-0.03273040254866622,23,0.001079993206076324,23,0.0017081227852031589,23,-0.5145506882493918,23,-0.006457328796386719,23,-0.024229049682617188,23,-0.1892327311013498,23,0.012300753492659595,23,0.11991235610298616,23,0.41156796187061456,23,0.16443003714084625,23
cf_00_action,3,2,0.005652892868965864,23,0.005805348977446556,23,-0.04402696814810748,23,2.669131208676845e-05,23,2.1036190446466208e-05,23,0.006638604228302949,23,0.0013992987805977464,23,0.0025220916140824556,23,-0.5727514115491934,23,-0.013821601867675781,23,0.034905433654785156,23,-0.07130919833211613,23,-0.03261902433403304,23,-0.015101098336497825,23,0.5094669905614586,23,0.2529946565628052,23
cf_00_action,3,3,0.004369394853711128,23,0.00467735156416893,23,-0.03248577138570049,23,4.070723662152886e-06,23,9.48649540077895e-06,23,-0.028261774194563428,23,0.000962983351200819,23,0.0012047275668010116,23,-0.06015303498028062,23,-0.012117385864257812,23,0.010576725006103516,23,-0.1680101368678139,23,-0.23425258785777534,23,-0.3996943983124438,23,0.3969227285255965,23,0.15912896394729614,23
cf_00_action,3,4,0.0036272660363465548,23,0.005389032419770956,23,-0.03641330721516816,23,1.0080944775836542e-05,23,1.7530659533804283e-05,23,-0.03874851330020863,23,0.0014585080789402127,23,0.002538355067372322,23,-0.5319624422117191,23,-0.022325515747070312,23,-0.04312610626220703,23,-0.23069770638213655,23,0.07340386400204715,23,0.0166243930303611,23,0.42668776676840564,23,0.32692891359329224,23
cf_00_action,3,5,0.003568473272025585,23,0.008543960750102997,23,-1.01935891858829,23,1.8254606402479112e-05,23,4.494894528761506e-05,23,-0.20428698541700369,23,0.0011742353672161698,23,0.0026731351390480995,23,-0.7776322126018635,23,0.00040912628173828125,23,0.042755126953125,23,-0.4170996911251838,23,-0.15542968614343525,23,0.03253896844409364,23,0.4843822171867696,23,0.16616055369377136,23
cf_00_action,3,6,0.005172055214643478,23,0.0058641270734369755,23,0.11395793779550842,23,1.9058017642237246e-05,23,4.386663204059005e-05,23,-0.12893895138766037,23,0.001604852033779025,23,0.001774889649823308,23,-0.2686236624632434,23,-0.013485908508300781,23,0.020545005798339844,23,0.19102826235259862,23,-0.11994550101477675,23,-0.2234525078748096,23,0.6730241269611072,23,0.20327353477478027,23
cf_00_action,3,7,0.0021789807360619307,23,0.0024680185597389936,23,-0.34067390403130793,23,9.079412848223e-06,23,9.474271791987121e-06,23,-0.0021138410011255003,23,0.0004886739188805223,23,0.0008993218652904034,23,-0.3134739884513852,23,0.00791168212890625,23,-0.015287399291992188,23,-0.22026367854623372,23,-0.3531929226928542,23,-0.093326145071396,23,0.3934124315471413,23,0.5867690443992615,23
cf_00_action,3,8,0.0027682511135935783,23,0.00878809578716755,23,-1.0202545589121974,23,1.2570544640766457e-05,23,9.134921128861606e-06,23,0.0533709026374522,23,0.0014760169433429837,23,0.0012794926296919584,23,0.19545285457611916,23,0.0037789344787597656,23,-0.000213623046875,23,0.07850763063182191,23,-0.11418302673936553,23,-0.11702630657706284,23,0.384502384839422,23,0.2597258687019348,23
