mode,nominal_timestep,layer,head,cphi_score,cphi_score_samples,age_js_score,age_js_score_samples,age_w1_score,age_w1_score_samples,native_score,native_score_samples,query_score,query_score_samples
noisy,250,3,2,-0.23919144713610696,16,-0.06733794319728045,16,-0.47643267971408115,16,-0.2506231525163315,16,-0.18174068192573856,16
noisy,250,3,3,-0.14843376788699325,16,-0.022887416913557584,16,-0.16599767534904816,16,-0.17730167084606058,16,-0.22830063652375102,16
noisy,250,3,4,-0.12441768014515477,16,-0.04340775810311677,16,-0.26141678041786937,16,-0.23155027658795097,16,-0.12292321571184948,16
noisy,250,3,5,-0.3645601518752697,16,-0.04346382890959751,16,-0.5257928026348189,16,-0.3871987483671303,16,-0.28925862838151334,16
noisy,250,3,6,-0.26112887799859824,16,-0.023636437928254896,16,-0.2936545804191171,16,-0.2724038116465937,16,-0.16974966563201552,16
noisy,250,3,7,-0.24256906972755835,16,-0.03009666553247295,16,-0.1511076725818124,16,-0.25528604417134776,16,-0.26158193109823225,16
noisy,250,3,8,0.14299356730919044,16,-0.03657720374694902,16,-0.12270147180705727,16,-0.17719755670771759,16,-0.06444640870203604,16
noisy,250,3,9,-0.1753422552461059,16,-0.031938936210368404,16,-0.167474261692331,16,-0.21760712413403407,16,-0.2636434459121755,16
noisy,250,3,10,-0.10992946962150743,16,-0.0035976100991177416,16,-0.2972443186682798,16,-0.23636942136278272,16,-0.18418350249133783,16
noisy,250,3,11,-0.4514586219376042,16,-0.02188929078870813,16,-0.5294331245174742,16,-0.1839142872662663,16,-0.2404258509848126,16
noisy,250,4,0,-0.5439010530018532,16,-0.10498479337102273,16,-0.5655468433603873,16,-0.40249351056450666,16,-0.3952948748640008,16
noisy,250,4,1,-0.22873653605328867,16,-0.05178380091274593,16,-0.3163030600703766,16,-0.5222365769828449,16,-0.46800537983576007,16
noisy,250,4,2,-0.26645156353014016,16,-0.04136196041537118,16,0.00021820869942570063,16,-0.45745674459906704,16,-0.3463931844677102,16
noisy,250,4,3,-0.5170106199380528,16,-0.17903911158186644,16,-0.7634648119286502,16,-0.4319717792789774,16,-0.7256500194781641,16
noisy,250,4,4,-0.6960679812686009,16,-0.19804198959842717,16,-1.016091733624772,16,-0.4929123664748611,16,-0.48129467862398057,16
noisy,250,4,5,-0.2998020219607793,16,-0.08914676745201984,16,-0.5988403849741946,16,-0.31748863493217705,16,-0.4584239206200239,16
noisy,250,4,6,-0.7245474667371166,16,-0.02149303370709487,16,-0.6704149164611756,16,-0.37128498831053414,16,-0.29100091438694925,16
noisy,250,4,7,-0.3858984447071991,16,-0.025528910455199172,16,-0.6604092524172083,16,-0.5101506650503007,16,-0.45038794520563386,16
noisy,250,4,8,-0.34668834465129583,16,-0.009686159214281176,16,-0.16266497237924704,16,-0.3875251780985293,16,-0.389811306744244,16
noisy,250,4,9,-0.3917820635791659,16,-0.024587683654469936,16,-0.3694301036684974,16,-0.47408495249448157,16,-0.3504371111610086,16
noisy,250,4,10,-0.14671464906064374,16,-0.03529780340395032,16,-0.39075126848239927,16,-0.3990836246250389,16,-0.4797369598971225,16
noisy,250,4,11,-0.6302625244841653,16,-0.033239459859359055,16,-0.33493219807328556,16,-0.3445387577991829,16,-0.46091901985392797,16
noisy,250,5,0,-0.1727808746213928,16,-0.02973989595645725,16,-0.24640782784664142,16,-0.33438547447333283,16,-0.2681794676977144,16
noisy,250,5,1,-0.1947201248547514,16,-0.022594355328757768,16,-0.18982262457118415,16,-0.38047529130911706,16,-0.25197821462487513,16
noisy,250,5,2,-0.2413150622818516,16,-0.012516648769762618,16,-0.13454012863801387,16,-0.35448667868559897,16,-0.33812968039155744,16
noisy,250,5,3,-0.44231767886849804,16,-0.005416141192316036,16,-0.28993376371751933,16,-0.4681413645021799,16,-0.43001159152429286,16
noisy,250,5,4,-0.39813529848323626,16,-0.12828215725589304,16,-0.6024326747665929,16,-0.4716581616308863,16,-0.3428694971595595,16
noisy,250,5,5,-0.37720719371913264,16,-0.011607209780213047,16,-0.3364185656898787,16,-0.5261649773867889,16,-0.32931413007371096,16
noisy,250,5,6,-0.25538503336729307,16,-0.017086760954621708,16,-0.045087921218108964,16,-0.26866840189291535,16,-0.35646843509376985,16
noisy,250,5,7,-0.03253698457491371,16,-0.037283556932370156,16,-0.2820917956913103,16,-0.2901028979942384,16,-0.22103774169620916,16
noisy,250,5,8,-0.2624885861369707,16,-0.010309513459266582,16,-0.325200411611843,16,-0.20091288848377953,16,-0.1912906832188403,16
noisy,250,5,9,-0.3896561528724962,16,-0.014419169479465904,16,-0.278460794407463,16,-0.1981585605526778,16,-0.4138011941452763,16
noisy,250,5,10,-0.3056797713660328,16,-0.007403671156983845,16,-0.6022105248010801,16,-0.2985449864660452,16,-0.39578109221979696,16
noisy,250,5,11,-0.07799488459761197,16,-0.04545137544148794,16,-0.3834976598856005,16,-0.3803863766874968,16,-0.2395702567599415,16
noisy,250,6,0,-0.6742176763893968,16,-0.02673754914034252,16,-0.2684007462598264,16,-0.18270892826799418,16,-0.26132259092022186,16
noisy,250,6,1,-0.18430439340016108,16,-0.005319934760884791,16,-0.10468761524280532,16,-0.2572710818260604,16,-0.2007405780898711,16
noisy,250,6,2,-0.13785635043899241,16,-0.02335934085993013,16,-0.11439767351542048,16,-0.2200619937984215,16,-0.1822173523983221,16
noisy,250,6,3,-0.18276005793244945,16,-0.009670844898670908,16,-0.10931887259199183,16,-0.2797529701401802,16,-0.22542120380040515,16
noisy,250,6,4,-0.3417938568409379,16,-0.012356649483500796,16,-0.032874194808335505,16,-0.25708618290896057,16,-0.37964513524664967,16
noisy,250,6,5,-0.143218986737915,16,-0.004189927503445348,16,-0.13289077148274409,16,-0.2529724718019021,16,-0.1666452771914254,16
noisy,250,6,6,-0.30457098183096665,16,-0.016599052793431622,16,-0.19732151294071418,16,-0.2125065448436319,16,-0.2312075391200303,16
noisy,250,6,7,-0.1485394797428197,16,-0.009920322178072937,16,-0.21889782591100213,16,-0.30985191920036353,16,-0.23995597578499123,16
noisy,250,6,8,-0.10240849028207524,16,-0.011215196446842069,16,-0.12293293705501263,16,-0.2036661567643739,16,-0.16737353754035278,16
noisy,250,6,9,-0.24566613803120302,16,-0.04263839715892084,16,-0.42781237141745454,16,-0.31165128362728,16,-0.23122018686737045,16
noisy,250,6,10,-0.576654789241811,16,-0.01944573232596817,16,-0.32578164517585817,16,-0.36877427372683336,16,-0.2817047594605838,16
noisy,250,6,11,-0.15760904195525632,16,-0.01360512684617083,16,-0.13588379886459184,16,-0.219943507342508,16,-0.32587333937724483,16
noisy,250,7,0,-0.28015493747383935,16,-0.10736184780591432,16,-0.3010267843397696,16,-0.2903764550889925,16,-0.20582917632744274,16
noisy,250,7,1,-0.3002803059850859,16,-0.008249257928327331,16,-0.19291182336281892,16,-0.31707985482083717,16,-0.2853015890424256,16
noisy,250,7,2,-0.17432796701606593,16,-0.028838277280872418,16,-0.27460642925381706,16,-0.2780260846948786,16,-0.15379107548698737,16
noisy,250,7,3,-0.3117100851926672,16,-0.03697279875500328,16,-0.26273636267501704,16,-0.3409353554882013,16,-0.26963559084208333,16
noisy,250,7,4,-0.42713013757073637,16,-0.061036978351684486,16,-0.4466680080899297,16,-0.256128065613813,16,-0.23885590504036142,16
noisy,250,7,5,-0.27077521458710097,16,-0.03564452072070938,16,-0.3402960357008449,16,-0.2740633213791167,16,-0.2808867074112829,16
noisy,250,7,6,-0.20498518284344353,16,-0.03673362865346297,16,-0.2680308548871144,16,-0.3263115362126405,16,-0.28072613683338243,16
noisy,250,7,7,-0.12693635767596667,16,-0.014560707908892705,16,-0.28492767209897113,16,-0.20863034078132267,16,-0.21139664489714097,16
noisy,250,7,8,-0.22609393435844669,16,-0.02470455475489998,16,-0.14372835069142556,16,-0.29594350778434286,16,-0.24805060812982327,16
noisy,250,7,9,-0.19076746028976518,16,-0.03265740788902467,16,-0.19810129782077818,16,-0.3604078960969539,16,-0.26531108859884533,16
noisy,250,7,10,-0.25636238866846517,16,-0.005678286579721131,16,-0.12098835796646733,16,-0.23653253585237366,16,-0.2524629589481484,16
noisy,250,7,11,-0.304323301489433,16,-0.010882928977277337,16,-0.1910504546057029,16,-0.4361799422589274,16,-0.2610398833414588,16
noisy,250,8,0,-0.4023379994461827,16,-0.06839820631374131,16,-0.4501942565357583,16,-0.17395794529932285,16,-0.22036117044980227,16
noisy,250,8,1,-0.28311363429692393,16,-0.01876838352255747,16,-0.11249965396748512,16,-0.1808093687202143,16,-0.11969622664215371,16
noisy,250,8,2,-0.3431638128605484,16,-0.0353583567404539,16,-0.2858939588576904,16,-0.3595884002231645,16,-0.32298490870824004,16
noisy,250,8,3,-0.3671619509468463,16,-0.026084621059394422,16,-0.28863096291948465,16,-0.171992331255704,16,-0.15151378896730164,16
noisy,250,8,4,-0.19752858108563226,16,-0.05147182377101979,16,-0.23312337950602086,16,-0.2608977639440815,16,-0.20637432844664588,16
noisy,250,8,5,-0.10197159557057953,16,-0.050592382825786854,16,-0.1592340442691102,16,-0.13124655735257518,16,-0.09830961939047562,16
noisy,250,8,6,-0.2859542071584928,16,-0.011760463901138843,16,-0.24508739227714219,16,-0.19068926052919655,16,-0.24296402893971975,16
noisy,250,8,7,-0.20455131295929244,16,-0.018308405971593535,16,-0.385125281306261,16,-0.19230538805568256,16,-0.11875032986061843,16
noisy,250,8,8,-0.06758431095252651,16,-0.009539091113809114,16,-0.17640689217944377,16,-0.26384519124007544,16,-0.21552482284738667,16
noisy,250,8,9,-0.129879630203597,16,-0.010002345231121774,16,-0.1482547257413032,16,-0.20969291547138924,16,-0.104891710253774,16
noisy,250,8,10,-0.47463573016750327,16,-0.06685550636631722,16,-0.45137006301327276,16,-0.22171562954332813,16,-0.22211016992726396,16
noisy,250,8,11,-0.30492172728025524,16,-0.03504418164956555,16,-0.27379225176971167,16,-0.09572055018095345,16,-0.2074421864447234,16
noisy,250,9,0,0.0029760148680886833,16,-0.03515235896183819,16,-0.35250607717573995,16,-0.1428671134527638,16,-0.1301538327782119,16
noisy,250,9,1,0.029663773443958583,16,-0.026014160771199703,16,-0.20153078904949626,16,-0.14303816726220922,16,-0.09243380378617544,16
noisy,250,9,2,-0.2653753428927221,16,-0.02414759492863193,16,-0.044383278233150254,16,-0.19571775738039238,16,-0.2026201094649131,16
noisy,250,9,3,-0.3491815472729273,16,-0.03684992043036416,16,-0.22649870237938408,16,-0.1964140022784432,16,-0.21288962746582396,16
noisy,250,9,4,-0.15599812804922808,16,-0.031488113129353276,16,-0.18781750284638438,16,-0.1617856128603369,16,-0.09293374126039361,16
noisy,250,9,5,-0.16381077317646486,16,-0.009754473706874784,16,-0.2081863248856629,16,-0.2168216458442327,16,-0.15411780132323155,16
noisy,250,9,6,-0.10245109810019562,16,-0.04197121123259568,16,-0.3651522101625736,16,-0.39780317252404784,16,-0.15609085027066813,16
noisy,250,9,7,0.004699276092247413,16,-0.010643996463257942,16,-0.26266317276563256,16,-0.17155762363892263,16,-0.13322160837969182,16
noisy,250,9,8,-0.11559017101424413,16,-0.034378615238519664,16,-0.09309369563148776,16,-0.07881315596447253,16,-0.17163547279069558,16
noisy,250,9,9,-0.21582739473604123,16,-0.02719760423351508,16,-0.18838589636272252,16,-0.18230641876799203,16,-0.18794587815165514,16
noisy,250,9,10,-0.1636925178312406,16,-0.02085487897859315,16,-0.20900702136683,16,-0.20013082564978507,16,-0.20016379770805692,16
noisy,250,9,11,-0.12851619672036108,16,-0.028797552592059798,16,-0.21916822724763213,16,-0.1090488815645275,16,-0.16177125668795417,16
noisy,250,10,0,-0.15402889025334357,16,-0.0353160377430059,16,-0.33646300050512956,16,-0.18457504753438486,16,-0.10361744464496803,16
noisy,250,10,1,-0.19614321200821225,16,-0.036755514950452234,16,-0.11287936169881378,16,-0.1581156806473883,16,-0.2263046756432312,16
noisy,250,10,2,-0.1540359699403048,16,-0.05608175521033066,16,-0.29478401740384574,16,-0.10143417925028173,16,-0.18081726028323117,16
noisy,250,10,3,-0.19693207253997358,16,-0.046919849988357076,16,-0.31409764544555113,16,-0.12548439668303074,16,-0.12449780637920096,16
noisy,250,10,4,-0.11198379680983911,16,-0.02234628862405095,16,-0.15655858840993092,16,-0.16190878095760308,16,-0.20095570205696384,16
noisy,250,10,5,-0.03341837454970684,16,-0.06263892418653079,16,-0.14509496070487996,16,-0.11930564389762927,16,-0.19874996966188252,16
noisy,250,10,6,-0.18392049151108908,16,-0.01669044939653995,16,-0.12505343313321954,16,-0.11539106994381162,16,-0.18486024877896945,16
noisy,250,10,7,-0.12285912020459804,16,-0.013808288690419623,16,0.010468772006410967,16,-0.1190804259258691,16,-0.1695850661686506,16
noisy,250,10,8,-0.26150343259754816,16,-0.01826091573154846,16,-0.1942929014650425,16,-0.2447985850599969,16,-0.1532227505690128,16
noisy,250,10,9,-0.23623165140096938,16,-0.0348819219600985,16,-0.3221917774897309,16,-0.18290970327970849,16,-0.17038534958680424,16
noisy,250,10,10,-0.22845857764917524,16,-0.04461617073799713,16,-0.37891058196828054,16,-0.18196278840007682,16,-0.1614769127550043,16
noisy,250,10,11,-0.04535000753970206,16,-0.01581132069901037,16,-0.2427089628942823,16,-0.14988944008854127,16,-0.1934304455538371,16
noisy,250,11,0,-0.1970492188663835,16,-0.06208613747980869,16,-0.21006882298129084,16,-0.09208117670016201,16,-0.2554581431612979,16
noisy,250,11,1,-0.1400715244483417,16,-0.04297597079704672,16,-0.24904901117430053,16,-0.1266384577882393,16,-0.11438491886606121,16
noisy,250,11,2,-0.12854344412316127,16,-0.03198385120240839,16,-0.2787714928114987,16,-0.21175020391206795,16,-0.27733898127129575,16
noisy,250,11,3,-0.1649239062702484,16,-0.025618965070382083,16,-0.10227579304492695,16,-0.11068872245701045,16,-0.10780942615181105,16
noisy,250,11,4,-0.23852570495746822,16,-0.03477313210649195,16,-0.3211928461731888,16,-0.3023760542907979,16,-0.17483834277574,16
noisy,250,11,5,0.11624317351553613,16,-0.020774861107847313,16,-0.15138693704655917,16,-0.08447923663501214,16,-0.15372088107077458,16
noisy,250,11,6,-0.02378442441537772,16,-0.06813662334502513,16,-0.2749497595608792,16,-0.0491318037034489,16,-0.14706244857089668,16
noisy,250,11,7,-0.16604916679062004,16,-0.028901663447088957,16,-0.23473286670815552,16,-0.15380568448135704,16,-0.17410985580060553,16
noisy,250,11,8,-0.06802527787702448,16,-0.01873941752563901,16,-0.17092146331040814,16,-0.14758984738986022,16,-0.16146684163168645,16
noisy,250,11,9,-0.18978276241209135,16,-0.012767808117900094,16,-0.10688811433835753,16,-0.21422092381046215,16,-0.05865004309731199,16
noisy,250,11,10,-0.11519705684566481,16,-0.03915363591867181,16,-0.33891700611069897,16,-0.03145244863289326,16,-0.17244300007883678,16
noisy,250,11,11,-0.12954660719465846,16,-0.03006819412305491,16,-0.1249401198036412,16,-0.09179933248068844,16,-0.14466656601435776,16
noisy,250,12,0,0.028616938316208748,16,-0.023796760076936666,16,-0.10678071999388523,16,-0.2608855962420846,16,-0.18008590447841802,16
noisy,250,12,1,-0.18693474561536952,16,-0.07792027246825739,16,-0.1319435451698317,16,-0.10043950129498687,16,-0.27789579022792366,16
noisy,250,12,2,-0.14306750709970972,16,-0.04298606560068917,16,-0.22474872567005935,16,-0.3104235915990318,16,-0.19313842970661627,16
noisy,250,12,3,-0.08328449595210853,16,-0.017950030317395498,16,0.009086799156330677,16,-0.20398270729144422,16,-0.17026245657824973,16
noisy,250,12,4,-0.13887265980635216,16,-0.049261041563686436,16,-0.21835140991616722,16,-0.32501078653857457,16,-0.2724658259169882,16
noisy,250,12,5,-0.1504513470710197,16,-0.017982931540719248,16,-0.230139364900488,16,-0.2649036231144657,16,-0.30017204477110027,16
noisy,250,12,6,-0.28602690293784294,16,-0.019484792421473475,16,-0.05005737170607164,16,-0.12237464122500921,16,-0.19627075891371776,16
noisy,250,12,7,-0.09929517601433911,16,-0.021793436767294123,16,-0.10866638855123462,16,-0.1948840392091153,16,-0.2641478622620434,16
noisy,250,12,8,-0.1907050670873925,16,-0.014556991235707986,16,-0.1344441006461797,16,-0.20853975824642815,16,-0.27804400970038545,16
noisy,250,12,9,-0.12070955108702842,16,-0.022779323562715843,16,-0.19412713452579367,16,-0.28604383385215376,16,-0.2333048892252951,16
noisy,250,12,10,-0.1710767897563069,16,-0.028971961754624638,16,-0.25410579427864227,16,-0.26309646628408834,16,-0.14997984815873022,16
noisy,250,12,11,-0.048944285936479426,16,-0.028871280531778065,16,-0.3474051662826483,16,-0.2098261471571578,16,-0.18803225593141615,16
noisy,250,13,0,-0.14169760219985306,16,-0.02881795367289112,16,-0.1631520990810264,16,-0.13964085815978747,16,-0.18122711664697988,16
noisy,250,13,1,-0.1236111949260924,16,-0.075785631922705,16,-0.1551519865322548,16,-0.21690988521451077,16,-0.21035955597968153,16
noisy,250,13,2,-0.1501612982172924,16,-0.09988442226856271,16,-0.2607895294463921,16,-0.13788906973577314,16,-0.17685807289642902,16
noisy,250,13,3,-0.1680075841848986,16,-0.039147768768843696,16,-0.28268565723968886,16,-0.20597857639621397,16,-0.18339452541066592,16
noisy,250,13,4,-0.08122604707508274,16,-0.04974309815051706,16,-0.2992615413731543,16,-0.21168649259075706,16,-0.1895637269528296,16
noisy,250,13,5,-0.23537624935196677,16,-0.09300198100813357,16,-0.2013273034575071,16,-0.1309349996591652,16,-0.20887932163278994,16
noisy,250,13,6,-0.08591079664733053,16,-0.05151112809080961,16,-0.2394057000273315,16,-0.22892772632394323,16,-0.18448782810418313,16
noisy,250,13,7,-0.21874586151602649,16,-0.09315578932077226,16,-0.26454000484339485,16,-0.1999785712945401,16,-0.23773335965741454,16
noisy,250,13,8,-0.04954034482491488,16,-0.02901968902030378,16,-0.1787046691041113,16,-0.19515783995305583,16,-0.22200527002782428,16
noisy,250,13,9,-0.3007940209591222,16,-0.0448101233849878,16,-0.11908341833044499,16,-0.2875650983019352,16,-0.24681583743279348,16
noisy,250,13,10,-0.07721885630468132,16,-0.05176385901740688,16,-0.35484985240360367,16,-0.06946290310351076,16,-0.15728676827667268,16
noisy,250,13,11,-0.14985218951582654,16,-0.026356760385273015,16,-0.27169379259715165,16,-0.2892400854375179,16,-0.19155952461389109,16
noisy,250,14,0,-0.006411873221970427,16,-0.020374476859578827,16,-0.18174022755252559,16,-0.25160866012876715,16,-0.22036906197980585,16
noisy,250,14,1,-0.14172743221579603,16,-0.13350361789714876,16,-0.14904672177869535,16,-0.14253709138234444,16,-0.22274625152068298,16
noisy,250,14,2,-0.11835582890149077,16,-0.0765718208445703,16,-0.2873126400613479,16,-0.20657546376907218,16,-0.27933981608016933,16
noisy,250,14,3,-0.07905761788109442,16,-0.041254689022657554,16,-0.35121835601789014,16,-0.3263765194201689,16,-0.2681574777512018,16
noisy,250,14,4,-0.1474955717829134,16,-0.023613686615354717,16,-0.15412155272400713,16,-0.25818926930922403,16,-0.0800532797226855,16
noisy,250,14,5,-0.1924188513709033,16,-0.04144715151744232,16,-0.05535725677401861,16,-0.23603435192350333,16,-0.1414173893286327,16
noisy,250,14,6,-0.17064494689734422,16,-0.035090443460701067,16,-0.15687683120764812,16,-0.23520255332762613,16,-0.14967724463767929,16
noisy,250,14,7,-0.14392104901249891,16,-0.060894720053119855,16,-0.2023547272476217,16,-0.22427461398666962,16,-0.17828696295015592,16
noisy,250,14,8,-0.18474828937619023,16,-0.04778983969368575,16,-0.2813868916463518,16,-0.25668279423055684,16,-0.19474685375488926,16
noisy,250,14,9,-0.17237000559852056,16,-0.048064359908508464,16,-0.24988418698298095,16,-0.2890866344187262,16,-0.13636601604404147,16
noisy,250,14,10,-0.09533466640566396,16,-0.02548519106195888,16,-0.22735809559128725,16,-0.31209574612178137,16,-0.23792120658479787,16
noisy,250,14,11,-0.10465432820120253,16,-0.06293099251053534,16,-0.17992666760349318,16,-0.12073085745505908,16,-0.36099996774582777,16
noisy,250,15,0,-0.1768541198815163,16,-0.05296945312385002,16,-0.3319583943277077,16,-0.3247526425095494,16,-0.2615589266138726,16
noisy,250,15,1,-0.08758007847014568,16,-0.07474468278298693,16,-0.1649992094506929,16,-0.16751384866157296,16,-0.38323653376482936,16
noisy,250,15,2,-0.3256271055457651,16,-0.12512406643539592,16,-0.41870780743166897,16,-0.17224941416432948,16,-0.38272816009192256,16
noisy,250,15,3,-0.18052599654933799,16,-0.11157962392002192,16,-0.39407315462945397,16,-0.30079056453299696,16,-0.2910662288086816,16
noisy,250,15,4,-0.14960100442644048,16,-0.06646478856042674,16,-0.2783757617779038,16,-0.26445499610135353,16,-0.3603891628114008,16
noisy,250,15,5,-0.11197410204454881,16,-0.05262567966068037,16,-0.224359414095266,16,-0.31843180834872065,16,-0.3675291202306488,16
noisy,250,15,6,-0.28968404436605244,16,-0.05641802992966219,16,-0.1654729881676675,16,-0.3751660729426318,16,-0.30137091224803053,16
noisy,250,15,7,-0.1286314257033357,16,-0.08699408781199955,16,-0.359358539624306,16,-0.1065726430215847,16,-0.43273175603406466,16
noisy,250,15,8,-0.4204932145825152,16,-0.036122025578062655,16,-0.5056367003980454,16,-0.31550431029208326,16,-0.320571291071837,16
noisy,250,15,9,-0.21043682449832932,16,-0.07063931191354494,16,-0.19348358076384614,16,-0.1828220635505344,16,-0.37269482914316343,16
noisy,250,15,10,-0.1865243132006923,16,-0.056497343720974966,16,-0.1257600925975235,16,-0.27443830350708637,16,-0.2643660213211527,16
noisy,250,15,11,-0.2269808443673802,16,-0.023964266732060875,16,-0.0317126401090863,16,-0.25467741996452936,16,-0.35571641783268937,16
noisy,250,16,0,-0.443381508464344,16,-0.058304892051439475,16,-0.2968018379886628,16,-0.3087345664949805,16,-0.37529999511198897,16
noisy,250,16,1,-0.4086337659049658,16,-0.04703714471487759,16,-0.31465883163544606,16,-0.28935836439999496,16,-0.36176521566833114,16
noisy,250,16,2,-0.011952785462732658,16,-0.029256289406182724,16,-0.24957647673928862,16,-0.3218360130815212,16,-0.3663817914642739,16
noisy,250,16,3,-0.21133072998362795,16,-0.034276264175519905,16,-0.22342637585001623,16,-0.4080174783124765,16,-0.36919928235723803,16
noisy,250,16,4,-0.26427316458688366,16,-0.030080765569392116,16,-0.11257459655115257,16,-0.42853466801303275,16,-0.40953682958321475,16
noisy,250,16,5,0.10734613417788992,16,-0.05042955386636454,16,-0.289592537966964,16,-0.36972410952558754,16,-0.4164187789720379,16
noisy,250,16,6,-0.3924907459636504,16,-0.018682572514454904,16,-0.06071897081759464,16,-0.38156267224631946,16,-0.4514107084594009,16
noisy,250,16,7,-0.19774568405317258,16,-0.061985614846414176,16,-0.279297863181898,16,-0.3492607396633188,16,-0.30355412610513066,16
noisy,250,16,8,-0.4065319442163204,16,-0.026790267850054,16,-0.1972281947489422,16,-0.3191243306247453,16,-0.2467932379506244,16
noisy,250,16,9,-0.3400487428225578,16,-0.028274526576212253,16,-0.2447569597515166,16,-0.3544146046821163,16,-0.24905973067892356,16
noisy,250,16,10,-0.27082784599935383,16,-0.06532678582438387,16,-0.22919728454020588,16,-0.38104056612274406,16,-0.48026825693816466,16
noisy,250,16,11,-0.38723270645608887,16,-0.07168240732685016,16,-0.38761315550279896,16,-0.4395677347656816,16,-0.34104719338771394,16
noisy,250,17,0,-0.17964498657234873,16,-0.03520382583010827,16,-0.2135176726075648,16,-0.36542910612711854,16,-0.38412868162276814,16
noisy,250,17,1,-0.05728789071873472,16,-0.024828068311381103,16,-0.3979108701715658,16,-0.48760781192176295,16,-0.27221135044758826,16
noisy,250,17,2,-0.3539735800441366,16,-0.013858886253572138,16,-0.08450035947418559,16,-0.3726841452431975,16,-0.3868346860720393,16
noisy,250,17,3,-0.2694671933505825,16,-0.03335790326288379,16,-0.316660186180668,16,-0.39756757442098734,16,-0.3155974855754834,16
noisy,250,17,4,-0.03685313540841703,16,-0.02688910369075264,16,-0.24393385406326007,16,-0.5551346217518047,16,-0.3936114651197349,16
noisy,250,17,5,0.013603961460543452,16,-0.02514565747146555,16,-0.26079685749554626,16,-0.4475464077930619,16,-0.24860249790534333,16
noisy,250,17,6,-0.18991609747644822,16,-0.0334710534852332,16,-0.26531506014360184,16,-0.36915030444371266,16,-0.319489637644642,16
noisy,250,17,7,-0.039220005371678975,16,-0.015195965222972887,16,-0.18938443545528416,16,-0.37493218257178096,16,-0.2833842212713591,16
noisy,250,17,8,-0.045094700098670365,16,-0.012107523849826444,16,-0.17984863069291404,16,-0.47674063281452833,16,-0.30868878697426794,16
noisy,250,17,9,-0.2846226126324122,16,-0.07717747891081805,16,-0.2601797337943028,16,-0.5006640597725279,16,-0.3345500317014696,16
noisy,250,17,10,-0.39012755949534367,16,-0.04238455367270032,16,-0.2557852916452489,16,-0.43408557669720027,16,-0.2703837747038741,16
noisy,250,17,11,-0.401577007378099,16,-0.06521368595057837,16,-0.24242636840047194,16,-0.4482680547412964,16,-0.4487135584289855,16
noisy,250,18,0,-0.28537517844729493,16,-0.05819441632538955,16,-0.23792745668545093,16,-0.5147520314717862,16,-0.4148865208402288,16
noisy,250,18,1,-0.41042213149317147,16,-0.06704814185109731,16,-0.3672595004808041,16,-0.3427664289560287,16,-0.4903465479482353,16
noisy,250,18,2,-0.2612137400840866,16,-0.043332915386723986,16,-0.28840299943892966,16,-0.3995752397810415,16,-0.41071203861895883,16
noisy,250,18,3,-0.3637019455799267,16,-0.057396902892885085,16,-0.27018073089452077,16,-0.4437778723188968,16,-0.5011949899831689,16
noisy,250,18,4,-0.2727836383142553,16,-0.07413803940510377,16,-0.32639677548783064,16,-0.5728331249330814,16,-0.3396633789967717,16
noisy,250,18,5,-0.1967118281147388,16,-0.03951216379128972,16,-0.28970348335998786,16,-0.24437712565294314,16,-0.3992763828223072,16
noisy,250,18,6,-0.3589631564083572,16,-0.06478395732377606,16,-0.3192761538991359,16,-0.4733953615039221,16,-0.4145252834479092,16
noisy,250,18,7,-0.2938885248623181,16,-0.036910553346156935,16,-0.28628762248342576,16,-0.2850795642821414,16,-0.43509065918473333,16
noisy,250,18,8,-0.24500185150262915,16,-0.07814152631986529,16,-0.46922438161533153,16,-0.3921391309781549,16,-0.44555566342735053,16
noisy,250,18,9,-0.2713504210544666,16,-0.017036943190684113,16,-0.13239350065966748,16,-0.5929272775141564,16,-0.4096850508360114,16
noisy,250,18,10,-0.2559747756284293,16,-0.06000083312107496,16,-0.394133313752619,16,-0.3314543963780091,16,-0.45692381994289155,16
noisy,250,18,11,-0.37107585322478487,16,-0.02902620746535247,16,-0.28794421748962395,16,-0.36228117817241523,16,-0.4657533238027187,16
noisy,250,19,0,-0.4782854196720967,16,-0.09744877710562522,16,-0.421583910343853,16,-0.5790876996033163,16,-0.8492225765424154,16
noisy,250,19,1,-0.5406388933028986,16,-0.05341202493778355,16,-0.3569469423536597,16,-0.9043044257736916,16,-0.7309977004864365,16
noisy,250,19,2,-0.3796354597676511,16,-0.02812450946766977,16,-0.4040215936325441,16,-1.1222931394278501,16,-0.7059128692393977,16
noisy,250,19,3,-0.6475891372989633,16,-0.05973585298244286,16,-0.3647720299686716,16,-0.7317945857452989,16,-0.771966209118037,16
noisy,250,19,4,-0.16829112286382078,16,-0.04606036955944835,16,-0.43239646187006675,16,-0.9932335399546601,16,-0.7101263874959263,16
noisy,250,19,5,-0.8323882402885341,16,-0.030151465353313842,16,-0.48426495595007896,16,-0.9176934091870809,16,-0.7735753329844423,16
noisy,250,19,6,-0.3291804160485809,16,-0.04338385143564587,16,-0.47613628753887793,16,-0.6505134256502373,16,-0.6343857989788008,16
noisy,250,19,7,-0.4346726409602748,16,-0.044862148054270086,16,-0.530690845496454,16,-1.071006726229065,16,-0.8714783040927586,16
noisy,250,19,8,-0.36900044690785044,16,-0.011079396056744687,16,-0.16480877330786187,16,-0.65146499787999,16,-0.5725253175509315,16
