mode,nominal_timestep,layer,head,cphi_score,cphi_score_samples,age_js_score,age_js_score_samples,age_w1_score,age_w1_score_samples,native_score,native_score_samples,query_score,query_score_samples
clean,0,8,11,-0.46331758020747105,16,-0.023576922127350783,16,-0.3386171138797389,16,-0.11411750141344301,16,-0.1410082973856166,16
clean,0,9,0,-0.10204008005849415,16,-0.009453904399388171,16,-0.17900859903574984,16,-0.1232323992217571,16,-0.16062964157440818,16
clean,0,9,1,-0.006670753513654558,16,-0.020216074094819066,16,-0.28998971011529406,16,-0.12928453015592833,16,-0.0910623193751281,16
clean,0,9,2,-0.19469220564612258,16,-0.019356553572366313,16,-0.29414485884872393,16,-0.1856033897650136,16,-0.21132927039490113,16
clean,0,9,3,-0.3729261694893016,16,-0.019646077405105156,16,-0.0873317040957961,16,-0.34556842611542404,16,-0.1658940687634033,16
clean,0,9,4,-0.08297586674422285,16,-0.009025137080521143,16,0.2678063270574435,16,-0.18456328065934113,16,-0.14190300290056898,16
clean,0,9,5,-0.11489982794187903,16,-0.0038176874289476614,16,-0.1271053905773172,16,-0.24419336065960026,16,-0.1594903682454556,16
clean,0,9,6,-0.21669450481406677,16,-0.006635608668430876,16,-0.043099155202071485,16,-0.37971803226720635,16,-0.14128436903231176,16
clean,0,9,7,-0.2827625633404075,16,-0.0034709993426963806,16,0.021364131002351464,16,-0.14963824319846414,16,-0.10770580966030616,16
clean,0,9,8,-0.19842608027998268,16,-0.03669574154197425,16,-0.018848665463590507,16,-0.0796777958560581,16,-0.15026385608089268,16
clean,0,9,9,-0.11063344934057515,16,-0.010244470024310495,16,-0.25235567698054784,16,-0.18371562330546154,16,-0.17805618168920406,16
clean,0,9,10,-0.2731960890062878,16,-0.007369707199859188,16,-0.15705913094763457,16,-0.21643295067902502,16,-0.2578180352333793,16
clean,0,9,11,-0.14992829389481976,16,-0.016360795459218674,16,-0.21431048929364332,16,-0.18541748814103043,16,-0.19182192478724852,16
clean,0,10,0,-0.4129090040075951,16,-0.014632728635242452,16,-0.23340839808426178,16,-0.1714002381070033,16,-0.16329715141539153,16
clean,0,10,1,-0.18132126781280491,16,-0.02577180630679068,16,-0.25922511052067143,16,-0.27660922989074016,16,-0.24842019995301112,16
