job_id,layer,head,temporal_reach_ratio,temporal_reach_ratio_samples,expected_age,expected_age_samples,normalized_expected_age,normalized_expected_age_samples,recent_mass,recent_mass_samples,old_mass,old_mass_samples,old12_mass,old12_mass_samples,old_mass_excess,old_mass_excess_samples,temporal_entropy,temporal_entropy_samples,peak_age,peak_age_samples,positive_logit_fraction,positive_logit_fraction_samples,sign_switch_rate,sign_switch_rate_samples,dominant_period,dominant_period_samples,spectral_peak_ratio,spectral_peak_ratio_samples,middle_recent_margin,middle_recent_margin_samples,age_logit_correlation,age_logit_correlation_samples
moviebench_qwen_000,0,10,0.32425540685653687,23,15.134651184082031,23,0.840813934803009,23,0.0037548555992543697,23,0.9962450861930847,23,0.8484920859336853,23,0.21846729516983032,23,0.7481755614280701,23,18.0,23,1.0,23,0.0,23,18.0,23,0.5673984885215759,23,1.9266908168792725,23,0.9795794486999512,23
moviebench_qwen_000,0,11,0.609437108039856,23,11.949092864990234,23,0.6638385057449341,23,0.20935802161693573,23,0.7906420230865479,23,0.4976775050163269,23,0.012864232063293457,23,0.6981560587882996,23,18.0,23,1.0,23,0.0,23,6.0,23,0.475099116563797,23,-0.07299107313156128,23,0.30436840653419495,23
moviebench_qwen_000,1,0,0.3566318452358246,23,7.376561164855957,23,0.4098089635372162,23,0.4737151265144348,23,0.52628493309021,23,0.22923916578292847,23,-0.25149285793304443,23,0.862300455570221,23,1.0,23,1.0,23,0.0,23,9.0,23,0.4513929486274719,23,-1.3678754568099976,23,-0.364448606967926,23
moviebench_qwen_000,1,1,0.3643552362918854,23,12.830938339233398,23,0.7128298878669739,23,0.011647781357169151,23,0.9883522987365723,23,0.4928382635116577,23,0.21057450771331787,23,0.5627094507217407,23,18.0,23,0.6666666865348816,23,0.3529411852359772,23,6.0,23,0.9261193871498108,23,0.5075620412826538,23,0.1500939577817917,23
moviebench_qwen_000,1,2,0.4342793822288513,23,7.169801712036133,23,0.39832231402397156,23,0.5335643291473389,23,0.4664357304573059,23,0.2979295253753662,23,-0.3113420605659485,23,0.7748838067054749,23,1.0,23,1.0,23,0.0,23,18.0,23,0.5353060960769653,23,-1.1440366506576538,23,-0.057120468467473984,23
moviebench_qwen_000,1,3,0.44741153717041016,23,9.368168830871582,23,0.5204538106918335,23,0.3851693570613861,23,0.6148306131362915,23,0.42043745517730713,23,-0.1629471778869629,23,0.8369285464286804,23,1.0,23,1.0,23,0.0,23,18.0,23,0.6942014098167419,23,-0.9546478390693665,23,-0.017931116744875908,23
moviebench_qwen_000,1,4,0.4119950532913208,23,3.291808605194092,23,0.1828782558441162,23,0.8219713568687439,23,0.17802868783473969,23,0.09149470180273056,23,-0.5997490882873535,23,0.41514769196510315,23,1.0,23,1.0,23,0.0,23,9.0,23,0.3863021433353424,23,-1.4181898832321167,23,-0.5532965064048767,23
moviebench_qwen_000,1,5,0.14920933544635773,23,9.7320556640625,23,0.5406697392463684,23,0.22472459077835083,23,0.7752753496170044,23,0.34675130248069763,23,-0.00250244140625,23,0.9883660078048706,23,18.0,23,1.0,23,0.0,23,9.0,23,0.6254590153694153,23,-0.0876348465681076,23,0.1541234254837036,23
moviebench_qwen_000,1,6,0.29460081458091736,23,13.987786293029785,23,0.7770992517471313,23,0.06235324963927269,23,0.937646746635437,23,0.7267774939537048,23,0.15986895561218262,23,0.7947744131088257,23,16.0,23,0.6666666865348816,23,0.23529411852359772,23,18.0,23,0.5095277428627014,23,0.7907100915908813,23,0.7653405070304871,23
moviebench_qwen_000,1,7,0.2175137996673584,23,5.469335556030273,23,0.3038519620895386,23,0.3992807865142822,23,0.6007192134857178,23,0.047524578869342804,23,-0.17705857753753662,23,0.8356810212135315,23,5.0,23,1.0,23,0.0,23,18.0,23,0.7341756820678711,23,-1.0536555051803589,23,-0.7926002740859985,23
moviebench_qwen_000,1,8,0.4386921525001526,23,11.969599723815918,23,0.6649777889251709,23,0.03821580857038498,23,0.9617841839790344,23,0.45218175649642944,23,0.18400639295578003,23,0.6421248316764832,23,18.0,23,1.0,23,0.0,23,6.0,23,0.9046748876571655,23,0.38991251587867737,23,0.11179950833320618,23
moviebench_qwen_000,1,9,0.439044713973999,23,11.150775909423828,23,0.6194875240325928,23,0.23133787512779236,23,0.76866215467453,23,0.5046804547309875,23,-0.009115636348724365,23,0.8757306933403015,23,16.0,23,1.0,23,0.0,23,6.0,23,0.5595799684524536,23,-0.5679774284362793,23,0.13644452393054962,23
moviebench_qwen_000,1,10,0.25636693835258484,23,8.196981430053711,23,0.4553878605365753,23,0.381841778755188,23,0.6181582808494568,23,0.27432942390441895,23,-0.1596195101737976,23,0.9361255764961243,23,1.0,23,1.0,23,0.0,23,18.0,23,0.5021842122077942,23,-1.325818657875061,23,-0.4097353518009186,23
moviebench_qwen_000,1,11,0.22315287590026855,23,5.955106735229492,23,0.33083927631378174,23,0.5034489035606384,23,0.4965510964393616,23,0.12403763830661774,23,-0.2812266945838928,23,0.8762717843055725,23,1.0,23,1.0,23,0.0,23,18.0,23,0.5210651159286499,23,-1.608435869216919,23,-0.7612148523330688,23
moviebench_qwen_000,2,0,0.2465471476316452,23,5.573123931884766,23,0.3096179962158203,23,0.5681278705596924,23,0.43187209963798523,23,0.13884861767292023,23,-0.34590569138526917,23,0.8209190368652344,23,1.0,23,1.0,23,0.0,23,18.0,23,0.4243990480899811,23,-1.422389030456543,23,-0.7045344710350037,23
moviebench_qwen_000,2,1,0.21722820401191711,23,7.055208683013916,23,0.39195603132247925,23,0.47870734333992004,23,0.5212926864624023,23,0.2543526291847229,23,-0.25648510456085205,23,0.8925731778144836,23,1.0,23,1.0,23,0.0,23,18.0,23,0.4346235692501068,23,-1.5428520441055298,23,-0.467531681060791,23
moviebench_qwen_000,2,2,0.1855730414390564,23,5.227409362792969,23,0.2904116213321686,23,0.5885889530181885,23,0.4114110469818115,23,0.10075987875461578,23,-0.36636674404144287,23,0.853153645992279,23,3.0,23,1.0,23,0.0,23,18.0,23,0.8242354393005371,23,-1.8976490497589111,23,-0.8589780926704407,23
moviebench_qwen_000,2,3,0.8552109599113464,23,14.620805740356445,23,0.812267005443573,23,0.04243694990873337,23,0.957563042640686,23,0.6951156258583069,23,0.17978525161743164,23,0.547656238079071,23,18.0,23,1.0,23,0.0,23,6.0,23,0.9159231781959534,23,0.49744442105293274,23,0.20000538229942322,23
moviebench_qwen_000,2,4,0.8491047620773315,23,15.04737663269043,23,0.8359653949737549,23,0.03596929833292961,23,0.9640307426452637,23,0.7991776466369629,23,0.18625295162200928,23,0.4479198157787323,23,17.0,23,1.0,23,0.0,23,6.0,23,0.8546291589736938,23,0.47831442952156067,23,0.2893041968345642,23
moviebench_qwen_000,2,5,0.17284370958805084,23,6.904440879821777,23,0.3835800588130951,23,0.40195930004119873,23,0.5980406999588013,23,0.2000572383403778,23,-0.17973709106445312,23,0.8152514100074768,23,2.0,23,0.8333333134651184,23,0.1764705926179886,23,6.0,23,0.8884994983673096,23,-0.8928408026695251,23,-0.44594791531562805,23
moviebench_qwen_000,2,6,0.31294703483581543,23,8.16593074798584,23,0.45366281270980835,23,0.34367847442626953,23,0.6563215255737305,23,0.26667073369026184,23,-0.12145626544952393,23,0.9335442185401917,23,1.0,23,1.0,23,0.0,23,9.0,23,0.5142045021057129,23,-0.8965703248977661,23,-0.30286672711372375,23
moviebench_qwen_000,2,7,0.7510673403739929,23,13.352666854858398,23,0.7418148517608643,23,0.13631317019462585,23,0.863686740398407,23,0.6671835780143738,23,0.08590894937515259,23,0.6680182218551636,23,18.0,23,1.0,23,0.0,23,6.0,23,0.5915892124176025,23,0.03549599647521973,23,0.12300124764442444,23
moviebench_qwen_000,2,8,0.642840564250946,23,10.586181640625,23,0.5881211757659912,23,0.2577689588069916,23,0.742231011390686,23,0.46077460050582886,23,-0.03554677963256836,23,0.7649563550949097,23,18.0,23,1.0,23,0.0,23,6.0,23,0.48484766483306885,23,-0.1720116287469864,23,-0.10219870507717133,23
