cohort,prompt_count,selection_included,method,official_quality_score,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
v215,48,True,sf_fifo21,81.47738884603571,0.9696547700891313,0.9621587073342164,0.9727917138138094,0.9837324313000289,0.2377341709112645,0.4652777777777778,0.5906438768737846,0.6801567678343919,0.2377341709112645
v215,48,True,fifo_correct,81.36252848214144,0.969055293283651,0.9612859309608508,0.9732519253747518,0.9838826698092161,0.23743270038006206,0.45694444444444443,0.5886803836458259,0.6789480908173654,0.23743270038006206
v215,48,True,fifo_random,81.50308499279096,0.969865881962809,0.9617778759337992,0.9726028050901049,0.9834266078042696,0.23897239407007065,0.4736111111111111,0.5902136807640394,0.679917704857058,0.23897239407007065
v215,48,True,headwise_correct,81.47666137306675,0.9698847894502042,0.9615564202027956,0.9732825814262184,0.9840140348149998,0.2388180062536978,0.4527777777777778,0.5907446957296796,0.6845145974672504,0.2388180062536978
v215,48,True,centered_correct,81.36614084458532,0.9695107829367924,0.9615631419711279,0.9728120052249594,0.9834913323942359,0.2378223922672785,0.4527777777777778,0.5901399057772424,0.6814270736678607,0.2378223922672785
v215,48,True,fifo_full_a002,81.52323084115535,0.9691179478863869,0.9620682431013652,0.972154759583519,0.983291294808683,0.23861134078146684,0.4791666666666667,0.5891798069079717,0.6816389448949032,0.23861134078146684
v215,48,True,fifo_full_random,81.60060966501352,0.970942449807289,0.9624348458938676,0.97303964762289,0.9837971536872461,0.2356163392852371,0.4666666666666667,0.5915477810634507,0.6837948211568097,0.2356163392852371
