method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
sf_native,0.9686519480054966,0.9609651985782235,0.9680360755421753,0.9821836276713768,0.23309048175190886,0.6458333333333334,0.615842771405975,0.6890925434033076,0.23309048175190886
ours_depth_center_1of6_multiscalemotion,0.9710576790059999,0.9630832136831542,0.9619882459636611,0.9805257395402002,0.23439356031206746,0.7166666666666667,0.6230609272917111,0.7122001998573542,0.23439356031206746
ours_depth_center_1of4_multiscalemotion,0.9713417383700944,0.9619648109066865,0.9618457537616785,0.9803141116981796,0.23633772553876042,0.7541666666666667,0.6220620182653268,0.7054940387358267,0.23633772553876042
ours_depth_center_1of3_multiscalemotion_reference,0.9732465177663839,0.9638942892765857,0.9615119036233511,0.9807429530758655,0.23480475551138322,0.7791666666666667,0.6265819241603215,0.7117805917908748,0.23480475551138322
ours_depth_center_1of2_multiscalemotion,0.9711108178811654,0.9626329567933762,0.9601690790368839,0.9795648262810539,0.2379494068212807,0.7208333333333333,0.6269654974341392,0.7154725378205379,0.2379494068212807
ours_depth_early_1of3_multiscalemotion,0.9657238160041164,0.9589723854976907,0.9574648935459794,0.9782572612749028,0.23903142660856247,0.7416666666666667,0.6266732896367709,0.7066981531729302,0.23903142660856247
ours_depth_late_1of3_multiscalemotion,0.9669017395407119,0.9602230498942196,0.9598604394252005,0.9804359353414989,0.23532828773992756,0.7791666666666667,0.6177455605318148,0.7160958109547694,0.23532828773992756
ours_depth_interleaved_1of3_multiscalemotion,0.9701663509845425,0.9617614229851186,0.9601812975994901,0.9796467375769635,0.23549351906403898,0.725,0.6259546764194965,0.704538833886385,0.23549351906403898
ours_depth_all_multiscalemotion,0.9659426860695449,0.9589148988427746,0.9556564319016885,0.9786279155263163,0.24112896208340923,0.8416666666666667,0.6239386680225532,0.6971265445748965,0.24112896208340923
