axis,layer,head,context_count,residual_median,residual_iqr,rank_median,rank_iqr,top25_context_frequency,positive_context_frequency
prompt_history_excess,12,10,36,-0.025328736752271652,0.17187275970354676,0.4206128133704735,0.3635097493036212,0.1111111111111111,0.4166666666666667
prompt_history_excess,12,11,36,0.0803524199873209,0.3309680372476578,0.6894150417827298,0.520891364902507,0.4166666666666667,0.6388888888888888
prompt_history_excess,13,0,36,0.07351682335138321,0.24882152816280723,0.6643454038997214,0.45194986072423393,0.4444444444444444,0.6111111111111112
prompt_history_excess,13,1,36,-0.07544847950339317,0.21467228047549725,0.32590529247910865,0.4038997214484679,0.1111111111111111,0.3611111111111111
prompt_history_excess,13,2,36,-0.007834911346435547,0.14025162160396576,0.45821727019498604,0.35445682451253485,0.2222222222222222,0.4722222222222222
prompt_history_excess,13,3,36,0.04784351587295532,0.15728336200118065,0.6434540389972145,0.3210306406685236,0.2777777777777778,0.6666666666666666
prompt_history_excess,13,4,36,0.0386023223400116,0.10480473004281521,0.6128133704735376,0.2569637883008356,0.19444444444444445,0.7222222222222222
prompt_history_excess,13,5,36,-0.1835288628935814,0.3277221489697695,0.18523676880222842,0.366991643454039,0.05555555555555555,0.1388888888888889
prompt_history_excess,13,6,36,0.11153266578912735,0.1988829718902707,0.7144846796657381,0.38927576601671315,0.4722222222222222,0.7222222222222222
prompt_history_excess,13,7,36,-0.18702960014343262,0.2008022591471672,0.18662952646239556,0.18384401114206128,0.0,0.027777777777777776
prompt_history_excess,13,8,36,0.13825971726328135,0.2290752660483122,0.7562674094707521,0.2938718662952646,0.5555555555555556,0.8333333333333334
prompt_history_excess,13,9,36,-0.16060370579361916,0.26522353757172823,0.19637883008356546,0.2813370473537604,0.05555555555555555,0.19444444444444445
prompt_history_excess,13,10,36,0.0888640470802784,0.16508476063609123,0.6963788300835654,0.3474930362116992,0.3611111111111111,0.6944444444444444
prompt_history_excess,13,11,36,0.01007048785686493,0.24169782549142838,0.5459610027855153,0.5006963788300836,0.2777777777777778,0.5555555555555556
prompt_history_excess,14,0,36,-0.004122916609048843,0.2858003843575716,0.4749303621169917,0.5118384401114207,0.2222222222222222,0.4722222222222222
prompt_history_excess,14,1,36,-0.01266711950302124,0.22584683448076248,0.44568245125348194,0.4394150417827298,0.05555555555555555,0.4166666666666667
prompt_history_excess,14,2,36,0.012644659727811813,0.12378539424389601,0.552924791086351,0.31754874651810583,0.16666666666666666,0.6111111111111112
prompt_history_excess,14,3,36,0.041336942464113235,0.2395529318600893,0.6225626740947076,0.4428969359331476,0.3333333333333333,0.6388888888888888
prompt_history_excess,14,4,36,-0.030929201282560825,0.23457808420062065,0.4066852367688022,0.48607242339832873,0.19444444444444445,0.3888888888888889
prompt_history_excess,14,5,36,-0.012959729880094528,0.17165871756151319,0.4401114206128134,0.31963788300835655,0.05555555555555555,0.3611111111111111
prompt_history_excess,14,6,36,0.0052686817944049835,0.1146545447409153,0.5278551532033426,0.2639275766016712,0.08333333333333333,0.5277777777777778
prompt_history_excess,14,7,36,-0.016287293285131454,0.19820689503103495,0.4387186629526462,0.4240947075208914,0.19444444444444445,0.4722222222222222
prompt_history_excess,14,8,36,-0.06668117269873619,0.12311980128288269,0.3342618384401114,0.2903899721448468,0.1388888888888889,0.3611111111111111
prompt_history_excess,14,9,36,0.029061447829008102,0.12966728769242764,0.5668523676880223,0.2973537604456825,0.19444444444444445,0.6111111111111112
prompt_history_excess,14,10,36,-0.027803149074316025,0.13381292298436165,0.41086350974930363,0.2931754874651811,0.1388888888888889,0.3333333333333333
prompt_history_excess,14,11,36,0.053382229059934616,0.19466720893979073,0.6420612813370474,0.3001392757660166,0.3333333333333333,0.8055555555555556
prompt_history_excess,15,0,36,0.06817642599344254,0.14987019123509526,0.6754874651810585,0.26671309192200565,0.3055555555555556,0.75
prompt_history_excess,15,1,36,-0.09100309945642948,0.19314439850859344,0.29526462395543174,0.3802228412256268,0.08333333333333333,0.3055555555555556
prompt_history_excess,15,2,36,-0.0682239830493927,0.20404659118503332,0.3384401114206128,0.36559888579387184,0.027777777777777776,0.3611111111111111
prompt_history_excess,15,3,36,-0.003715900704264641,0.1251118667423725,0.47353760445682447,0.30710306406685234,0.19444444444444445,0.4722222222222222
prompt_history_excess,15,4,36,-0.041132308542728424,0.12885458767414093,0.383008356545961,0.2987465181058497,0.027777777777777776,0.3611111111111111
prompt_history_excess,15,5,36,-0.029728733003139496,0.16522227693349123,0.4011142061281337,0.3112813370473537,0.027777777777777776,0.3055555555555556
prompt_history_excess,15,6,36,0.06219101324677467,0.15928454766981304,0.6559888579387188,0.35236768802228413,0.2777777777777778,0.6666666666666666
prompt_history_excess,15,7,36,-0.06691446248441935,0.149327312130481,0.34958217270194986,0.30779944289693595,0.08333333333333333,0.2777777777777778
prompt_history_excess,15,8,36,-0.006140188314020634,0.14105612901039422,0.4596100278551532,0.3245125348189415,0.1388888888888889,0.4444444444444444
prompt_history_excess,15,9,36,0.0253969207406044,0.15369948628358543,0.5919220055710306,0.30362116991643445,0.2777777777777778,0.6666666666666666
prompt_history_excess,15,10,36,0.04465140961110592,0.17877566814422607,0.6253481894150418,0.37047353760445684,0.2222222222222222,0.6388888888888888
prompt_history_excess,15,11,36,0.10999269038438797,0.2895386712625623,0.7325905292479109,0.3516713091922006,0.4444444444444444,0.75
prompt_history_excess,16,0,36,-0.002692176029086113,0.299920454621315,0.4749303621169917,0.5459610027855153,0.19444444444444445,0.4722222222222222
prompt_history_excess,16,1,36,-0.06116635538637638,0.19945899210870266,0.34540389972144847,0.378133704735376,0.1111111111111111,0.3055555555555556
prompt_history_excess,16,2,36,-0.04226543568074703,0.30361289298161864,0.3816155988857939,0.5097493036211699,0.19444444444444445,0.3611111111111111
prompt_history_excess,16,3,36,0.07912508398294449,0.26767244935035706,0.701949860724234,0.4449860724233984,0.4444444444444444,0.6388888888888888
prompt_history_excess,16,4,36,0.01204924751073122,0.15446374285966158,0.5473537604456824,0.35654596100278546,0.2222222222222222,0.5555555555555556
prompt_history_excess,16,5,36,0.16137905046343803,0.33386160247027874,0.8036211699164346,0.3558495821727019,0.5833333333333334,0.8055555555555556
prompt_history_excess,16,6,36,0.15133734792470932,0.1627481272444129,0.7743732590529249,0.24512534818941512,0.5555555555555556,0.8333333333333334
prompt_history_excess,16,7,36,-0.0037517528980970383,0.13364289980381727,0.4735376044568245,0.29526462395543174,0.08333333333333333,0.4722222222222222
prompt_history_excess,16,8,36,-0.039948415011167526,0.1463063322007656,0.38718662952646243,0.35236768802228413,0.19444444444444445,0.3333333333333333
prompt_history_excess,16,9,36,-0.06834531761705875,0.2430417835712433,0.3384401114206128,0.47562674094707513,0.16666666666666666,0.3888888888888889
prompt_history_excess,16,10,36,0.006316235288977623,0.18902034871280193,0.5334261838440111,0.40529247910863514,0.2222222222222222,0.5555555555555556
prompt_history_excess,16,11,36,-0.05316820554435253,0.3870458509773016,0.3593314763231198,0.4623955431754875,0.0,0.2777777777777778
prompt_history_excess,17,0,36,-0.07311122305691242,0.1670577246695757,0.33565459610027853,0.2402506963788301,0.08333333333333333,0.2222222222222222
