axis,switch_type,mode,current_frame,nominal_timestep,episode,stale_a_visible,raw_split_spearman,layer_residual_split_spearman,raw_split_top25_jaccard,layer_residual_split_top25_jaccard,layer_eta_squared,raw_iqr,layer_residual_iqr
persistent_output,identity_scene,noisy,78,500,B,0,-0.019333164773021022,-0.011176937656948214,0.19205298013245034,0.16129032258064516,0.16850476052938207,0.002440623939037323,0.002369571477174759
prompt_history_excess,identity_scene,noisy,78,1000,B,0,0.16661518117961527,0.1042788169329551,0.22448979591836735,0.2080536912751678,0.2415015754325087,0.2576477713882923,0.2143615521490574
policy_prompt_score,identity_scene,noisy,78,1000,B,0,0.2404118516700626,0.2020990131505337,0.16883116883116883,0.17647058823529413,0.22567771002019776,0.399010128754607,0.3091392615347582
persistent_content,identity_scene,noisy,78,1000,B,0,0.2959374411424075,0.24868261885109602,0.25,0.2413793103448276,0.29925188131694497,0.0021690577268600464,0.001895936205983162
persistent_positioned,identity_scene,noisy,78,1000,B,0,0.2112136162437269,0.27239123551536637,0.2080536912751678,0.22448979591836735,0.17448705503310752,0.0020404718816280365,0.0017818799242377281
persistent_output,identity_scene,noisy,78,1000,B,0,0.11332385117212357,0.08465063963116737,0.25874125874125875,0.22448979591836735,0.19713145284161357,0.005581319332122803,0.005055412650108337
prompt_history_excess,identity_scene,noisy,117,500,B,0,0.20223893707204568,0.1746191381458074,0.18421052631578946,0.2080536912751678,0.16240941229165723,0.28836984001100063,0.2430078126490116
policy_prompt_score,identity_scene,noisy,117,500,B,0,0.28266021706944927,0.10770540973145155,0.18421052631578946,0.16129032258064516,0.3727117786096485,0.4367718603701244,0.29440359281828765
persistent_content,identity_scene,noisy,117,500,B,0,0.4378548736865092,0.18899452058952212,0.37404580152671757,0.2676056338028169,0.5050025953279417,0.0010797008872032166,0.0007420163601636887
persistent_positioned,identity_scene,noisy,117,500,B,0,0.1976013850410525,0.17080441079296996,0.2413793103448276,0.25874125874125875,0.27371167150882825,0.0009564384818077087,0.0007598800584673882
persistent_output,identity_scene,noisy,117,500,B,0,0.20019707669568074,0.23815734587453055,0.2413793103448276,0.2,0.14639524528511752,0.002764791250228882,0.002350177615880966
prompt_history_excess,identity_scene,noisy,117,1000,B,0,0.0012649739816097785,0.0012161034943170054,0.13924050632911392,0.1464968152866242,0.18283660232127602,0.237988643348217,0.22769437357783318
policy_prompt_score,identity_scene,noisy,117,1000,B,0,0.14576570470814937,0.11336898478250189,0.2,0.2,0.27749456298850805,0.3570265517788134,0.30093098105155863
persistent_content,identity_scene,noisy,117,1000,B,0,0.2544907476592966,0.14009856920073863,0.25,0.2,0.29243179186785784,0.002201646566390991,0.0019016824662685394
persistent_positioned,identity_scene,noisy,117,1000,B,0,0.22261485803090422,0.22861742562104742,0.2328767123287671,0.21621621621621623,0.18615593408557646,0.0021952465176582336,0.001721702516078949
persistent_output,identity_scene,noisy,117,1000,B,0,0.04498142535663239,0.07991533573896163,0.21621621621621623,0.2,0.13918673565264264,0.007040843367576599,0.005960538983345032
prompt_history_excess,scene_action,clean,54,0,A,1,0.3347916458216891,0.2790203885100854,0.2857142857142857,0.16883116883116883,0.12638643970633764,0.35603115148842335,0.2941340859979391
