axis,switch_type,mode,current_frame,nominal_timestep,episode,stale_a_visible,raw_split_spearman,layer_residual_split_spearman,raw_split_top25_jaccard,layer_residual_split_top25_jaccard,layer_eta_squared,raw_iqr,layer_residual_iqr
policy_prompt_score,scene_action,noisy,60,1000,B,1,0.20502146829064152,0.09384522510903906,0.18421052631578946,0.1320754716981132,0.2590887024504325,0.4024869158939767,0.3288029222164093
stale_a_mass,scene_action,noisy,60,1000,B,1,0.9462122229731874,0.9359719169625761,0.8181818181818182,0.8,0.20724535284890938,0.33689292147755623,0.24652130529284477
persistent_content,scene_action,noisy,60,1000,B,1,0.019447624598522516,0.0671686309067143,0.1320754716981132,0.16883116883116883,0.23728251008815343,0.0026022791862487793,0.0019333548843860626
persistent_positioned,scene_action,noisy,60,1000,B,1,0.0051751273912136525,0.08023916702054902,0.10429447852760736,0.17647058823529413,0.18946866157413217,0.002496924251317978,0.0019628070294857025
persistent_output,scene_action,noisy,60,1000,B,1,0.1713391568091893,0.16117435266538352,0.25,0.25,0.19152056020443356,0.008946754038333893,0.00735410675406456
prompt_history_excess,scene_action,noisy,75,500,B,0,0.1943437812433527,0.14294000221717684,0.22448979591836735,0.2,0.14057026537771874,0.31763153802603483,0.25407069618813694
policy_prompt_score,scene_action,noisy,75,500,B,0,0.31265850915739235,0.05921276846937892,0.18421052631578946,0.16883116883116883,0.4162098437446081,0.4638939989853579,0.32471308706572577
persistent_content,scene_action,noisy,75,500,B,0,0.2164411004168336,0.11627858674515291,0.25874125874125875,0.25,0.39240674902474226,0.000830523669719696,0.0006912760436534882
persistent_positioned,scene_action,noisy,75,500,B,0,0.128608354268873,0.11963406033975175,0.19205298013245034,0.2080536912751678,0.30875271274647664,0.0009019598364830017,0.0006955927237868309
persistent_output,scene_action,noisy,75,500,B,0,0.26623741231284215,0.24563748886186915,0.31386861313868614,0.31386861313868614,0.18502003367639128,0.0025610998272895813,0.002418890595436096
prompt_history_excess,scene_action,noisy,75,1000,B,0,0.0017310441025282246,-0.02620744184347709,0.16129032258064516,0.1320754716981132,0.17203317600704734,0.2639976814389229,0.235559799708426
policy_prompt_score,scene_action,noisy,75,1000,B,0,0.15803712459427852,0.08938540732393699,0.16129032258064516,0.1464968152866242,0.2239060012169467,0.3820934879294228,0.3233707006386696
persistent_content,scene_action,noisy,75,1000,B,0,0.23143853880329554,0.14153484710096412,0.2080536912751678,0.22448979591836735,0.3055126248447437,0.00222962349653244,0.0019080210477113724
persistent_positioned,scene_action,noisy,75,1000,B,0,0.13357667406497256,0.056048533023717366,0.125,0.1320754716981132,0.22456064326414596,0.0021470896899700165,0.0016540661454200745
persistent_output,scene_action,noisy,75,1000,B,0,0.06920755476002405,0.0927582425864114,0.2328767123287671,0.2413793103448276,0.14181847092205987,0.0059214308857917786,0.005189988762140274
prompt_history_excess,scene_action,noisy,78,500,B,0,0.16704858523797486,0.11033026932525548,0.18421052631578946,0.15384615384615385,0.19673590260262408,0.3223567605018616,0.26204716810025275
policy_prompt_score,scene_action,noisy,78,500,B,0,0.380954156965349,0.1116207074028757,0.2413793103448276,0.16883116883116883,0.43207012634656555,0.5256719700196946,0.31986774886651814
persistent_content,scene_action,noisy,78,500,B,0,0.17184595688145665,-0.008306440095356632,0.16883116883116883,0.17647058823529413,0.41001892763369224,0.0007389970123767853,0.000637812539935112
persistent_positioned,scene_action,noisy,78,500,B,0,0.14860718780743026,0.09648783861060702,0.19205298013245034,0.18421052631578946,0.1724916153628676,0.0007789880037307739,0.0006085522472858429
persistent_output,scene_action,noisy,78,500,B,0,0.13004179455515896,0.07809683918548845,0.2765957446808511,0.2413793103448276,0.22141276078189578,0.0025956332683563232,0.002012249082326889
prompt_history_excess,scene_action,noisy,78,1000,B,0,0.2295403061916078,0.15823286375654064,0.2413793103448276,0.17647058823529413,0.23788913963435757,0.2703311089426279,0.22069407533854246
policy_prompt_score,scene_action,noisy,78,1000,B,0,0.1800986802995795,0.0942176696648282,0.2080536912751678,0.21621621621621623,0.23096604608056545,0.3975234439812254,0.3183191781226787
persistent_content,scene_action,noisy,78,1000,B,0,0.17072698965257455,0.1414463657976551,0.19205298013245034,0.16883116883116883,0.2310283658788822,0.0021181218326091766,0.0017308928072452545
persistent_positioned,scene_action,noisy,78,1000,B,0,0.16194856406933744,0.17554819183055212,0.21621621621621623,0.21621621621621623,0.15247438278276162,0.001919027417898178,0.0017375312745571136
persistent_output,scene_action,noisy,78,1000,B,0,0.1239129210224632,0.1753727725024802,0.2328767123287671,0.2328767123287671,0.16050857785089792,0.005988426506519318,0.00548563152551651
prompt_history_excess,scene_action,noisy,117,500,B,0,0.16453818546967242,0.12001228449722687,0.2080536912751678,0.16883116883116883,0.15542757443513322,0.29449884593486786,0.2659882274456322
policy_prompt_score,scene_action,noisy,117,500,B,0,0.3138187783256622,0.14857554104130663,0.2328767123287671,0.22448979591836735,0.37664175111527903,0.4079773140538117,0.29977310979851735
persistent_content,scene_action,noisy,117,500,B,0,0.24534621079412877,0.13221718277441274,0.2413793103448276,0.18421052631578946,0.38603471175906867,0.0009356588125228882,0.0006881877779960632
persistent_positioned,scene_action,noisy,117,500,B,0,0.17072313145620935,0.1528571101543356,0.2413793103448276,0.2080536912751678,0.2180927155075974,0.0008426010608673096,0.0007333606481552124
persistent_output,scene_action,noisy,117,500,B,0,0.12400436825020585,0.08447598105574143,0.25,0.19205298013245034,0.18584129888672343,0.002576664090156555,0.001837402582168579
prompt_history_excess,scene_action,noisy,117,1000,B,0,0.08691847656801602,-0.008528414458770929,0.19205298013245034,0.13924050632911392,0.21930332714480064,0.3021815037354827,0.20502163283526897
policy_prompt_score,scene_action,noisy,117,1000,B,0,0.17306463861918664,0.1116893832981766,0.13924050632911392,0.1464968152866242,0.2610719574982607,0.37846436639025205,0.3195139352823215
persistent_content,scene_action,noisy,117,1000,B,0,0.18488682752601904,0.09631987225769047,0.17647058823529413,0.18421052631578946,0.22321902637152913,0.0020648501813411713,0.0016448646783828735
persistent_positioned,scene_action,noisy,117,1000,B,0,0.21213623960119626,0.16541747905819137,0.22448979591836735,0.18421052631578946,0.14295014314432786,0.002037275582551956,0.0016455277800559998
persistent_output,scene_action,noisy,117,1000,B,0,0.12137911486287842,0.10333047226638428,0.2328767123287671,0.17647058823529413,0.15885556161818395,0.005814030766487122,0.0051625631749629974
