method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
sf_fifo21,0.9660958420336733,0.9629372283568166,0.972635051924371,0.9781991775067477,0.21145421378993584,0.31145833333333334,0.5690917008556425,0.6648663588219011,0.21145421378993584
ours_correct,0.9668110590113852,0.9631729578294489,0.9732522343657928,0.9792587287280163,0.20973011238772113,0.3078125,0.5684341914175699,0.6671567195160314,0.20973011238772113
