probe_name,context,unit_count,selected_head_count,mean_x0_relative_rms,mean_raw_projected_relative_rms,mean_projected_relative_rms,mean_calibration_scale,max_calibration_relative_error,calibration_clipped_count,calibration_degenerate_count
policy_random5_key_shift_t020,noisy_t500,64,120,0.025088963186135516,0.07376343005071248,0.020016967626482557,0.8708123860803122,0.02107946202158928,0,0
policy_random5_policy_contrast_t020,noisy_t1000,64,120,0.045577787794172764,0.05290683705025004,0.020018039137357845,0.6675566233481125,0.016954727470874786,0,0
policy_random5_policy_contrast_t020,noisy_t500,64,120,0.021066675864858553,0.05200321410484321,0.02001959532208275,0.7695270592172164,0.017509423196315765,0,0
policy_random5_value_shift_t020,noisy_t1000,64,120,0.05597677844343707,0.07082611870694866,0.02001600997367253,0.7900730409892276,0.01785559579730034,0,0
policy_random5_value_shift_t020,noisy_t500,64,120,0.024779284140095115,0.0730770922322942,0.020017137128161264,0.892281578000014,0.01920275390148163,0,0
policy_random6_key_shift_t020,noisy_t1000,64,120,0.0597631965065375,0.07108096428085749,0.020013913292981064,0.752396140631754,0.02252468839287758,0,0
policy_random6_key_shift_t020,noisy_t500,64,120,0.028178577485959977,0.07449642721700608,0.020017501252975006,0.8469481457335254,0.014744699001312256,0,0
policy_random6_policy_contrast_t020,noisy_t1000,64,120,0.04537544513004832,0.05731473371949202,0.02001600788886814,0.5995891867574149,0.018177088350057602,0,0
policy_random6_policy_contrast_t020,noisy_t500,64,120,0.02056565083330497,0.055088785737704406,0.02001756147559111,0.7016103955761841,0.017927587032318115,0,0
policy_random6_value_shift_t020,noisy_t1000,64,120,0.06145358728826977,0.07162042635894371,0.020013946557689146,0.6872671364457346,0.022578146308660507,0,0
policy_random6_value_shift_t020,noisy_t500,64,120,0.0286309739749413,0.07425509876193245,0.020016303254912295,0.7763805691812498,0.019136909395456314,0,0
policy_random7_key_shift_t020,noisy_t1000,64,120,0.06738533367752098,0.07101246010564258,0.020017270218037692,0.9762563048745505,0.02091042697429657,0,0
policy_random7_key_shift_t020,noisy_t500,64,120,0.02857360412599519,0.07471541624660555,0.02001840761998513,1.0553514448867645,0.017612427473068237,0,0
policy_random7_policy_contrast_t020,noisy_t1000,64,120,0.05862288372009061,0.05351056877795296,0.020018350748190035,0.7764327039883938,0.02098875120282173,0,0
policy_random7_policy_contrast_t020,noisy_t500,64,120,0.02796414538170211,0.05302865679380678,0.020014686248032376,0.8485389817777711,0.018086843192577362,0,0
policy_random7_value_shift_t020,noisy_t1000,64,120,0.06491258880123496,0.07110007993451292,0.020017214654944836,0.9934572837490123,0.01748381182551384,0,0
policy_random7_value_shift_t020,noisy_t500,64,120,0.02814210159704089,0.0742858113014942,0.020017128260224126,1.0821345659865376,0.017434358596801758,0,0
policy_top4_key_shift_t020,noisy_t1000,64,120,0.07689248226233758,0.07095564116546788,0.020016635953409904,0.6410007004238045,0.024179276078939438,0,0
policy_top4_key_shift_t020,noisy_t500,64,120,0.03140838316176087,0.07435954528712803,0.020017767576306748,0.6508665576615991,0.026285555213689804,0,0
policy_top4_policy_contrast_t020,noisy_t1000,64,120,0.05449413167661987,0.05532241606827786,0.02001662434389194,0.6576599190865333,0.02193097025156021,0,0
policy_top4_policy_contrast_t020,noisy_t500,64,120,0.02364344235684257,0.05478198732307646,0.02001833079169349,0.7091564546572044,0.018581468611955643,0,0
policy_top4_value_shift_t020,noisy_t1000,64,120,0.07726270036073402,0.07147058355985791,0.020016873853940825,0.6280864008857557,0.021384935826063156,0,0
policy_top4_value_shift_t020,noisy_t500,64,120,0.03160477336496115,0.07437672489395482,0.02001692341970435,0.6426494300055008,0.02218363806605339,0,0
