method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
sf_fifo21,0.9707663007792634,0.9638051334407154,0.9762945049360305,0.9847569188846683,0.23566014948611458,0.4275,0.5922727051625649,0.6852553008782367,0.23566014948611458
ours_correct,0.9706719082244467,0.9638769352325627,0.9765398888661976,0.984956011343822,0.23665781498886646,0.42916666666666664,0.5946925759812196,0.6864858918122947,0.23665781498886646
