episode_label,boundary_phase,layer,head,switch_residual,switch_residual_samples,paraphrase_residual,paraphrase_residual_samples,parity_residual,parity_residual_samples,residual_log_ratio,residual_log_ratio_samples,query_log_ratio,query_log_ratio_samples,prompt_history_excess,prompt_history_excess_samples,native_log_ratio,native_log_ratio_samples,current_key_log_ratio,current_key_log_ratio_samples,switch_temporal_js,switch_temporal_js_samples,paraphrase_temporal_js,paraphrase_temporal_js_samples,temporal_js_excess,temporal_js_excess_samples,switch_temporal_w1,switch_temporal_w1_samples,paraphrase_temporal_w1,paraphrase_temporal_w1_samples,temporal_w1_excess,temporal_w1_excess_samples,previous_episode_mass,previous_episode_mass_samples,returned_a1_mass,returned_a1_mass_samples
A1,pre_b,5,0,0.007113134488463402,96,0.005533945048227906,96,0.0,96,0.253633944061133,96,0.6704610219475482,96,-0.353434431664168,96,0.5894825622245352,96,0.5854086996333014,96,4.114486728212796e-05,96,6.882375600980595e-06,96,2.2977534172241576e-05,96,0.02979425061494112,96,0.013060910627245903,96,0.01371108926832676,96,0.0,96,0.0,96
A1,pre_b,5,1,0.005715863546356559,96,0.0024941987358033657,96,0.0,96,0.7170340913588765,96,0.6199303929437558,96,0.17006565821090786,96,0.5868086230266889,96,0.580769784462275,96,9.021328878588974e-05,96,2.2533263290824834e-05,96,4.2822932300623506e-05,96,0.0756775438785553,96,0.04477938264608383,96,0.020165249705314636,96,0.0,96,0.0,96
A1,pre_b,5,2,0.005129185970872641,96,0.002277506748214364,96,0.0,96,0.6416537971815384,96,0.6378294755715965,96,-0.0823325009456572,96,0.5922909071975087,96,0.6134465875349595,96,2.6448731659911573e-05,96,7.379735961876577e-06,96,5.187888746149838e-06,96,0.01813170313835144,96,0.01231953501701355,96,0.003545999526977539,96,0.0,96,0.0,96
A1,pre_b,5,3,0.007330943830311298,96,0.003290122258476913,96,0.0,96,0.6653678599439563,96,0.5550230037500512,96,0.08387011126973185,96,0.5266983705074544,96,0.5307434698473789,96,1.010343294183258e-05,96,2.560219400038477e-06,96,5.95703659200808e-06,96,0.022806840017437935,96,0.010162904858589172,96,0.015215687453746796,96,0.0,96,0.0,96
A1,pre_b,5,4,0.0090788584202528,96,0.005327172810211778,96,0.0,96,0.3403503218880276,96,0.6764386806658755,96,-0.2487545692877428,96,0.5392886758661439,96,0.618000435157952,96,4.905537934973836e-05,96,3.637655754573643e-05,96,1.1871183232869953e-05,96,0.04785183072090149,96,0.04637408256530762,96,0.005490779876708984,96,0.0,96,0.0,96
A1,pre_b,5,5,0.01147644454613328,96,0.006662027444690466,96,0.0,96,0.6290224650413465,96,0.6533864640265172,96,-0.04159530516857989,96,0.4994249258883835,96,0.683207757377063,96,4.7158468078123406e-05,96,9.133316780207679e-06,96,2.3531727492809296e-05,96,0.05533766746520996,96,0.03195962496101856,96,0.025526298210024834,96,0.0,96,0.0,96
A1,pre_b,5,6,0.0063997546676546335,96,0.002991778776049614,96,0.0,96,0.6435786220377415,96,0.6408779113305734,96,-0.004494974779150451,96,0.6049980141125988,96,0.6488799552958107,96,5.213738404563628e-05,96,1.807206717785448e-05,96,2.905997280322481e-05,96,0.07767458260059357,96,0.043858543038368225,96,0.02800905704498291,96,0.0,96,0.0,96
A1,pre_b,5,7,0.006687210174277425,96,0.004604538669809699,96,0.0,96,0.4951489188046745,96,0.6344373117591008,96,-0.07966147657797734,96,0.6099915845751284,96,0.5825892994244444,96,2.4394197680521756e-05,96,6.097556251916103e-06,96,1.0873187420656905e-05,96,0.02771136164665222,96,0.011647742707282305,96,0.009108928963541985,96,0.0,96,0.0,96
A1,pre_b,5,8,0.008025252725929022,96,0.004153654212132096,96,0.0,96,0.5354129528667875,96,0.683310794599588,96,-0.11798454096540045,96,0.6314107746636366,96,0.6527387997906626,96,3.85922467103228e-05,96,9.69105531112291e-06,96,1.8664901290321723e-05,96,0.04536660946905613,96,0.021356355398893356,96,0.017778297886252403,96,0.0,96,0.0,96
A1,pre_b,5,9,0.0036904008593410254,96,0.0029607248725369573,96,0.0,96,0.3848644147136965,96,0.5398326651094382,96,-0.2715895086870225,96,0.5872488401239768,96,0.5354646395358142,96,4.552640893962234e-05,96,9.976050932891667e-06,96,3.3153544791275635e-05,96,0.03965787962079048,96,0.023291468620300293,96,0.01370861753821373,96,0.0,96,0.0,96
