cluster,head_count,v136_temporal.middle_recent_margin,v136_temporal.old_mass_excess,v136_temporal.spectral_peak_ratio,v136_temporal.temporal_reach_ratio,v138_cross.history_specificity,v138_local.freeze_latest_relative_log,v138_local.phase_shift_relative_log,v138_local.reverse_relative_log,v138_local.value_mismatch_relative_log
0,163,-1.5943524241447449,-0.3119034171104431,0.49203091859817505,0.2956976294517517,0.05918145179748535,-0.11931686259484411,-3.2596750722385543,-2.47614853183783,-0.37629919619614666
1,197,-0.8015371263027191,-0.09542238712310791,0.5833350718021393,0.3288632929325104,-0.011254817247390747,-0.08120314123164768,-1.8729667807495178,-1.306539400883299,-1.147735934455652
