clusters,feature_count,split_label_agreement,split_ari,discovery_silhouette,validation_silhouette,bootstrap_ari_median,bootstrap_ari_p10,minimum_cluster_fraction,boundary_fraction,passed
2,9,0.9583333333333334,0.8398345177815691,0.28247500765555267,0.2842338483300292,0.9022288968335206,0.7029062577974325,0.4527777777777778,0.019444444444444445,1
3,9,0.9638888888888889,0.8840168491738474,0.2820126960529232,0.2688836396199281,0.9259947194323701,0.8031334143645167,0.19166666666666668,0.030555555555555555,1
4,9,0.9416666666666667,0.8462773943067046,0.24197544554855613,0.226036716054958,0.8181659141734741,0.5063723637889936,0.18611111111111112,0.04722222222222222,1
5,9,0.9333333333333333,0.8359333625605051,0.22788850994038756,0.22627744227572946,0.7552573317900282,0.5946115501878525,0.1638888888888889,0.04722222222222222,1
6,9,0.95,0.875536586125328,0.22814692811070825,0.2251256976774999,0.7504137928202278,0.5896845196697129,0.008333333333333333,0.044444444444444446,0
