clusters,feature_count,split_label_agreement,split_ari,discovery_silhouette,validation_silhouette,bootstrap_ari_median,bootstrap_ari_p10,minimum_cluster_fraction,boundary_fraction,passed
2,7,0.975,0.6111935484954781,0.6493543297093853,0.5701628629258367,0.7588234030025791,0.035129604791586465,0.025,0.0,0
3,7,0.9027777777777778,0.6857893466599515,0.2404453803498688,0.23072342551216068,0.7719533612370658,0.5430901945835156,0.025,0.025,0
4,7,0.8888888888888888,0.6952654124826335,0.27536014114482216,0.24603966227427523,0.8338074704870061,0.7132573756313169,0.022222222222222223,0.03611111111111111,0
5,7,0.8694444444444445,0.723503438469244,0.27372441364747335,0.25685921606471424,0.7084903994548735,0.4647996624038139,0.019444444444444445,0.044444444444444446,0
6,7,0.8111111111111111,0.5982779375650508,0.20623860242994835,0.1755489366646951,0.6808672982717537,0.4218498721493164,0.019444444444444445,0.030555555555555555,0
