method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
ours_v170_v166_a,0.9733595357603899,0.9636487185323612,0.9615181333664198,0.9807580050966433,0.23469802079101404,0.7833333333333333,0.6269467825690905,0.7117748056252797,0.23469802079101404
ours_v170_queryweighted_a,0.9723467347407424,0.9629815445050733,0.9608161742761248,0.9803540635714313,0.23396219777253766,0.8083333333333333,0.6288725814471642,0.713865507250031,0.23396219777253766
ours_v170_v166_b,0.9731612863560671,0.963706955872105,0.9615073261950527,0.9807416016988836,0.23497419906780123,0.775,0.6267469131698211,0.7117529767006636,0.23497419906780123
ours_v170_queryweighted_b,0.9726359311513953,0.9628951795980747,0.9608200722465325,0.9803570564573615,0.2338825445001324,0.8041666666666667,0.6292134291181962,0.7136026230057081,0.2338825445001324
