probe_name,policy,rank_group,target,context,unit_count,calibrated_layer_count,calibration_clipped_count,calibration_degenerate_count,calibration_max_relative_error,calibration_scale_min,calibration_scale_max,target_consistent,policy_or_shift_valid,integrity_pass
scalar_middle4_uniform_t020,policy_contrast,scalar_middle4,0.02,noisy_t1000,64,1920,0,0,0.01888284459710121,0.06189344823360443,4.071476936340332,1,1,1
scalar_middle4_uniform_t020,policy_contrast,scalar_middle4,0.02,noisy_t250,64,1920,0,0,0.0192936509847641,0.06662070751190186,5.250500202178955,1,1,1
scalar_middle4_uniform_t020,policy_contrast,scalar_middle4,0.02,noisy_t500,64,1920,0,0,0.016158539801836014,0.06676957756280899,4.6992692947387695,1,1,1
scalar_middle4_uniform_t020,policy_contrast,scalar_middle4,0.02,noisy_t750,64,1920,0,0,0.018296856433153152,0.06564484536647797,4.074873447418213,1,1,1
scalar_middle4_value_shift_t020,value_shift,scalar_middle4,0.02,noisy_t1000,64,1920,0,0,0.018045026808977127,0.06525272130966187,11.626816749572754,1,1,1
scalar_middle4_value_shift_t020,value_shift,scalar_middle4,0.02,noisy_t250,64,1920,0,0,0.019341986626386642,0.06138245016336441,9.50063705444336,1,1,1
scalar_middle4_value_shift_t020,value_shift,scalar_middle4,0.02,noisy_t500,64,1920,0,0,0.017482507973909378,0.057878278195858,9.469419479370117,1,1,1
scalar_middle4_value_shift_t020,value_shift,scalar_middle4,0.02,noisy_t750,64,1920,0,0,0.019598379731178284,0.05617932602763176,11.143017768859863,1,1,1
signed_high4_boundary_t020,policy_contrast,signed_high4,0.02,noisy_t1000,64,1920,0,0,0.020340364426374435,0.03735603392124176,3.294788360595703,1,0,0
signed_high4_boundary_t020,policy_contrast,signed_high4,0.02,noisy_t250,64,1920,0,0,0.018888618797063828,0.046643130481243134,3.5414552688598633,1,0,0
signed_high4_boundary_t020,policy_contrast,signed_high4,0.02,noisy_t500,64,1920,0,0,0.015978049486875534,0.04658611863851547,3.881333589553833,1,0,0
signed_high4_boundary_t020,policy_contrast,signed_high4,0.02,noisy_t750,64,1920,0,0,0.016486458480358124,0.04293416813015938,3.750239610671997,1,0,0
signed_high4_key_shift_t020,key_shift,signed_high4,0.02,noisy_t1000,64,1920,0,0,0.028773490339517593,0.05581748113036156,4.295210361480713,1,1,0
signed_high4_key_shift_t020,key_shift,signed_high4,0.02,noisy_t250,64,1920,0,0,0.019697006791830063,0.05791904404759407,6.516594886779785,1,1,1
signed_high4_key_shift_t020,key_shift,signed_high4,0.02,noisy_t500,64,1920,0,0,0.020203087478876114,0.055374883115291595,5.190457344055176,1,1,0
signed_high4_key_shift_t020,key_shift,signed_high4,0.02,noisy_t750,64,1920,0,0,0.025816448032855988,0.05458004027605057,5.24265193939209,1,1,0
signed_high4_uniform_t020,policy_contrast,signed_high4,0.02,noisy_t1000,64,1920,0,0,0.020541716367006302,0.033164821565151215,3.577078342437744,1,1,0
signed_high4_uniform_t020,policy_contrast,signed_high4,0.02,noisy_t250,64,1920,0,0,0.01877695322036743,0.055562492460012436,4.219534397125244,1,1,1
signed_high4_uniform_t020,policy_contrast,signed_high4,0.02,noisy_t500,64,1920,0,0,0.01824311912059784,0.045607805252075195,4.440688610076904,1,1,1
signed_high4_uniform_t020,policy_contrast,signed_high4,0.02,noisy_t750,64,1920,0,0,0.017877668142318726,0.037252191454172134,4.157109260559082,1,1,1
signed_high4_value_shift_t020,value_shift,signed_high4,0.02,noisy_t1000,64,1920,0,0,0.01733163371682167,0.05590446665883064,5.1665802001953125,1,1,1
signed_high4_value_shift_t020,value_shift,signed_high4,0.02,noisy_t250,64,1920,0,0,0.02341773360967636,0.05805876478552818,6.666300296783447,1,1,0
