comparison,channel,family,intervention,comparison_group,metric,effect_definition,context,unit_count,prompt_count,mean_effect,median_effect,positive_fraction,prompt_bootstrap_mean_ci_low,prompt_bootstrap_mean_ci_high,seed_replicate_spearman
leverage:scalar:uniform:high>random0,leverage,scalar,uniform,high>random0,x0_relative_rms,paired_log_ratio,noisy_t750,64,32,0.12607829871569032,0.11673280367207228,0.78125,0.08078778607817305,0.17064248825454972,0.03079178885630498
leverage:scalar:uniform:high>random0,leverage,scalar,uniform,high>random0,x0_relative_rms,paired_log_ratio,pooled,256,32,0.11994675642668215,0.09991961229440646,0.8203125,0.08588674779329353,0.152047281696902,0.07331378299120234
leverage:scalar:uniform:random0>low,leverage,scalar,uniform,random0>low,x0_relative_rms,paired_log_ratio,noisy_t1000,64,32,0.003284539718568161,-0.029375535184988588,0.453125,-0.0829935851377676,0.10721355212189909,0.2686950146627566
leverage:scalar:uniform:random0>low,leverage,scalar,uniform,random0>low,x0_relative_rms,paired_log_ratio,noisy_t250,64,32,0.09539987395446944,0.08094376007151502,0.859375,0.062372320242816685,0.13752330697397672,-0.0784457478005865
leverage:scalar:uniform:random0>low,leverage,scalar,uniform,random0>low,x0_relative_rms,paired_log_ratio,noisy_t500,64,32,0.04946208459882487,0.005906794346137444,0.546875,-0.017181275601220947,0.13639382041434592,0.15615835777126097
leverage:scalar:uniform:random0>low,leverage,scalar,uniform,random0>low,x0_relative_rms,paired_log_ratio,noisy_t750,64,32,0.020000917970620386,-0.014569494262787076,0.453125,-0.05561458919293753,0.11477891232871268,0.0971407624633431
leverage:scalar:uniform:random0>low,leverage,scalar,uniform,random0>low,x0_relative_rms,paired_log_ratio,pooled,256,32,0.042036854060620715,0.0290448767611762,0.578125,-0.017296893876500602,0.1201405508997152,0.2456011730205278
leverage:scalar:uniform:high>random1,leverage,scalar,uniform,high>random1,x0_relative_rms,paired_log_ratio,noisy_t1000,64,32,0.31903941959308174,0.27414579922495425,0.921875,0.2502090444691236,0.39833157340684017,0.20894428152492667
leverage:scalar:uniform:high>random1,leverage,scalar,uniform,high>random1,x0_relative_rms,paired_log_ratio,noisy_t250,64,32,0.2313074001648389,0.2304972895138379,0.953125,0.19838409835995746,0.26808397533592204,0.21737536656891493
leverage:scalar:uniform:high>random1,leverage,scalar,uniform,high>random1,x0_relative_rms,paired_log_ratio,noisy_t500,64,32,0.24308338404227653,0.21211606885337317,0.953125,0.2025480252905336,0.2903208226209512,-0.06231671554252198
leverage:scalar:uniform:high>random1,leverage,scalar,uniform,high>random1,x0_relative_rms,paired_log_ratio,noisy_t750,64,32,0.2547399133483855,0.24933404015827063,0.90625,0.20149289585464347,0.3135044177379364,-0.1191348973607038
leverage:scalar:uniform:high>random1,leverage,scalar,uniform,high>random1,x0_relative_rms,paired_log_ratio,pooled,256,32,0.26204252928714566,0.2304972895138379,0.93359375,0.22159943546823835,0.3114678209168605,0.08284457478005865
leverage:scalar:uniform:random1>low,leverage,scalar,uniform,random1>low,x0_relative_rms,paired_log_ratio,noisy_t1000,64,32,-0.1245754188076061,-0.13136538736504827,0.234375,-0.17239775409400487,-0.07335064513923299,-0.22470674486803516
leverage:scalar:uniform:random1>low,leverage,scalar,uniform,random1>low,x0_relative_rms,paired_log_ratio,noisy_t250,64,32,-0.06226294528325031,-0.06510219491218155,0.109375,-0.08207897137219923,-0.040665493069119374,0.3713343108504399
leverage:scalar:uniform:random1>low,leverage,scalar,uniform,random1>low,x0_relative_rms,paired_log_ratio,noisy_t500,64,32,-0.10473661444644003,-0.10107357206522063,0.0625,-0.14468444701398053,-0.057292328842684134,0.24376832844574778
leverage:scalar:uniform:random1>low,leverage,scalar,uniform,random1>low,x0_relative_rms,paired_log_ratio,noisy_t750,64,32,-0.10866069666207483,-0.12388722810706175,0.1875,-0.14898899937073481,-0.06539545091981507,0.0377565982404692
leverage:scalar:uniform:random1>low,leverage,scalar,uniform,random1>low,x0_relative_rms,paired_log_ratio,pooled,256,32,-0.10005891879984281,-0.09621137710099406,0.1484375,-0.12597034115173636,-0.06973332251350978,0.014296187683284457
leverage:scalar:uniform:high>random2,leverage,scalar,uniform,high>random2,x0_relative_rms,paired_log_ratio,noisy_t1000,64,32,0.19819756381161602,0.19026077614296022,0.8125,0.13448396060734066,0.25964704412859707,0.2001466275659824
leverage:scalar:uniform:high>random2,leverage,scalar,uniform,high>random2,x0_relative_rms,paired_log_ratio,noisy_t250,64,32,0.17403778919197166,0.17937670820184806,0.890625,0.13710378478004534,0.21369595192987348,0.3075513196480938
leverage:scalar:uniform:high>random2,leverage,scalar,uniform,high>random2,x0_relative_rms,paired_log_ratio,noisy_t500,64,32,0.16918472512700913,0.16349668581776564,0.859375,0.12772670051133336,0.21640002710289566,-0.22434017595307917
leverage:scalar:uniform:high>random2,leverage,scalar,uniform,high>random2,x0_relative_rms,paired_log_ratio,noisy_t750,64,32,0.18004697821740634,0.13317397243899315,0.859375,0.13539900886525683,0.2281117281176349,0.03005865102639296
leverage:scalar:uniform:high>random2,leverage,scalar,uniform,high>random2,x0_relative_rms,paired_log_ratio,pooled,256,32,0.18036676408700078,0.16861786683477714,0.85546875,0.14517794936439368,0.22233009592775968,-0.021627565982404687
leverage:scalar:uniform:random2>low,leverage,scalar,uniform,random2>low,x0_relative_rms,paired_log_ratio,noisy_t1000,64,32,-0.0037335630261403456,0.011466375396052091,0.515625,-0.07165262805880444,0.06848099080922404,-0.14259530791788855
leverage:scalar:uniform:random2>low,leverage,scalar,uniform,random2>low,x0_relative_rms,paired_log_ratio,noisy_t250,64,32,-0.004993334310383062,-0.017685860904782413,0.453125,-0.03265170229037542,0.02497279439759659,0.38746334310850433
leverage:scalar:uniform:random2>low,leverage,scalar,uniform,random2>low,x0_relative_rms,paired_log_ratio,noisy_t500,64,32,-0.030837955531172613,-0.04374105540204632,0.34375,-0.07248595993000649,0.019070484357539563,0.4252199413489736
leverage:scalar:uniform:random2>low,leverage,scalar,uniform,random2>low,x0_relative_rms,paired_log_ratio,noisy_t750,64,32,-0.033967761531095625,-0.05115145212851402,0.40625,-0.0761503122366303,0.013395391940439327,-0.20527859237536655
leverage:scalar:uniform:random2>low,leverage,scalar,uniform,random2>low,x0_relative_rms,paired_log_ratio,pooled,256,32,-0.01838315359969791,-0.03649676009416752,0.4296875,-0.05398924515038302,0.02322724584071016,0.12903225806451613
