method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
sf_native,0.9687163625346609,0.9609482173951099,0.9680369281262355,0.9821847105050361,0.23316215003530186,0.6416666666666667,0.6158257382611434,0.6890308256844679,0.23316215003530186
ours_middle10_reservoir2_directionmatch1,0.971545525728101,0.9620743752939701,0.9609930740403968,0.9805166335154046,0.23675955632546294,0.7708333333333334,0.6275681162873904,0.7077587767591079,0.23675955632546294
ours_middle10_reservoir2_multiscalemotion1,0.9731854694988727,0.9638465293720817,0.9615116309301526,0.9807551098096827,0.2348765206988901,0.7833333333333333,0.6265415949126084,0.7117678351600965,0.2348765206988901
ours_middle10_reservoir2_staterankmotion1,0.9728252659771066,0.9636410457215369,0.9609153935975497,0.9806532927066021,0.23724049380980433,0.7666666666666667,0.626719601949056,0.710192987297972,0.23724049380980433
ours_middle10_reservoir2_multiscalepareto1,0.9719744557886537,0.9625173885603537,0.9614566362274235,0.9806639572308072,0.2367157897601525,0.7333333333333333,0.6236414541800817,0.7116315083404382,0.2367157897601525
ours_middle10_reservoir2_multiscaleconsensus1,0.9721336132890183,0.962630882238916,0.9606876907025288,0.980487233754289,0.2361834768826763,0.7208333333333333,0.624356031914552,0.7130416204184294,0.2361834768826763
