context,oracle_qk_score_spearman,oracle_mass_score_spearman,oracle_qk_uniform_jaccard,oracle_qk_recent_jaccard,oracle_mass_uniform_jaccard,oracle_mass_recent_jaccard
noisy_f117_t1000,0.5314685314685316,0.44755244755244755,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
noisy_f117_t750,0.5384615384615385,0.44755244755244755,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
noisy_f117_t500,0.5314685314685316,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
noisy_f117_t250,0.5384615384615385,0.4685314685314686,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
