mode,current_frame,nominal_timestep,layer,head,best_policy,policy_need,recent_budget_loss,boundary_recent_loss,uniform_recent_loss
clean,63,0,27,8,recent_budget,-0.006386496126651764,0.07176733016967773,0.07946842163801193,0.0781538262963295
clean,63,0,27,9,boundary_recent,0.009238333441317081,0.02663462981581688,0.017396296374499798,0.021146517246961594
clean,63,0,27,10,boundary_recent,0.004985831677913666,0.04849478043615818,0.043508948758244514,0.05112978629767895
clean,63,0,27,11,boundary_recent,0.001525659579783678,0.014743588864803314,0.013217929285019636,0.014114169869571924
clean,63,0,28,0,recent_budget,-5.091256753075868e-05,0.0003288168809376657,0.00040339889528695494,0.0003797294484684244
clean,63,0,28,1,recent_budget,-0.0013325328473001719,0.004416799172759056,0.005765658570453525,0.005749332020059228
clean,63,0,28,2,uniform_recent,0.00212102010846138,0.03273162245750427,0.03242362290620804,0.030610602349042892
clean,63,0,28,3,boundary_recent,0.00045092031359672546,0.057598233222961426,0.0571473129093647,0.0609977375715971
clean,63,0,28,4,boundary_recent,0.0095716193318367,0.06700045615434647,0.057428836822509766,0.06261041201651096
clean,63,0,28,5,boundary_recent,0.028236504644155502,0.0653153508901596,0.037078846246004105,0.054668257012963295
clean,63,0,28,6,boundary_recent,0.01518242061138153,0.02245866134762764,0.007276240736246109,0.017402459867298603
clean,63,0,28,7,boundary_recent,0.035152168944478035,0.09078756719827652,0.055635398253798485,0.06911740452051163
clean,63,0,28,8,boundary_recent,0.008742346893996,0.021915544755756855,0.013173197861760855,0.016420424915850163
clean,63,0,28,9,boundary_recent,0.03255735710263252,0.08967682719230652,0.057119470089673996,0.07695992290973663
clean,63,0,28,10,boundary_recent,0.023709943518042564,0.05535288341343403,0.031642939895391464,0.04394588619470596
clean,63,0,28,11,boundary_recent,0.00955119589343667,0.02512953896075487,0.015578343067318201,0.019163944758474827
clean,63,0,29,0,boundary_recent,0.021212122403085232,0.03822383098304272,0.017011708579957485,0.025723726488649845
clean,63,0,29,1,boundary_recent,0.019039731472730637,0.087802454829216,0.06876272335648537,0.07451613247394562
clean,63,0,29,2,boundary_recent,0.09744344744831324,0.11432723328471184,0.0168837858363986,0.07354166358709335
clean,63,0,29,3,recent_budget,-0.003957908600568771,0.03485948219895363,0.04033839516341686,0.0388173907995224
clean,63,0,29,4,boundary_recent,0.03445910103619099,0.07018650695681572,0.03572740592062473,0.0538827832788229
clean,63,0,29,5,boundary_recent,0.08109661750495434,0.13491399586200714,0.0538173783570528,0.10248805955052376
clean,63,0,29,6,uniform_recent,0.005905989557504654,0.06983618438243866,0.06535877287387848,0.063930194824934
clean,63,0,29,7,boundary_recent,0.04059637524187565,0.09348197653889656,0.05288560129702091,0.07426531240344048
clean,63,0,29,8,boundary_recent,0.0058807674795389175,0.04663669131696224,0.040755923837423325,0.04590877145528793
clean,63,0,29,9,boundary_recent,0.19810692848659528,0.1981288269162178,2.1898429622524418e-05,7.988875586306676e-05
clean,63,0,29,10,boundary_recent,0.03253174386918545,0.07509562373161316,0.04256387986242771,0.05721147730946541
clean,63,0,29,11,boundary_recent,0.12626093439757824,0.16141068190336227,0.035149747505784035,0.13310851901769638
clean,117,0,0,0,recent_budget,-0.003963258117437363,0.03396424278616905,0.04562334530055523,0.037927500903606415
clean,117,0,0,1,boundary_recent,0.004066755762323737,0.007193918572738767,0.0031271628104150295,0.004954089410603046
clean,117,0,0,2,uniform_recent,0.022408895194530487,0.08664540946483612,0.07361037656664848,0.06423651427030563
clean,117,0,0,3,boundary_recent,0.024037504568696022,0.08028551936149597,0.05624801479279995,0.05696100555360317
clean,117,0,0,4,boundary_recent,0.006581792025826871,0.00917621748521924,0.002594425459392369,0.006750954780727625
clean,117,0,0,5,boundary_recent,0.005523429135791957,0.008186427410691977,0.002662998274900019,0.006114846095442772
clean,117,0,0,6,boundary_recent,0.0013830161187797785,0.007316348608583212,0.005933332489803433,0.0076566708739846945
clean,117,0,0,7,boundary_recent,0.006448378786444664,0.03793437033891678,0.031485991552472115,0.03529716655611992
clean,117,0,0,8,uniform_recent,0.024334382265806198,0.08311666920781136,0.06313438341021538,0.05878228694200516
clean,117,0,0,9,uniform_recent,0.04727276787161827,0.13719378411769867,0.1073443703353405,0.0899210162460804
clean,117,0,0,10,uniform_recent,0.1860204767435789,0.23205791413784027,0.04664692282676697,0.04603743739426136
clean,117,0,0,11,boundary_recent,0.003419871092773974,0.00667143426835537,0.0032515631755813956,0.005376793444156647
clean,117,0,1,0,boundary_recent,0.01195263210684061,0.02355803456157446,0.011605402454733849,0.019966138526797295
clean,117,0,1,1,boundary_recent,0.014674552949145436,0.01982343290001154,0.005148879950866103,0.013902855571359396
clean,117,0,1,2,boundary_recent,0.006185120902955532,0.012099563609808683,0.005914442706853151,0.009287284221500158
clean,117,0,1,3,boundary_recent,0.02513387007638812,0.031856706365942955,0.006722836289554834,0.02149126213043928
clean,117,0,1,4,boundary_recent,0.003972260048612952,0.005530121270567179,0.0015578612219542265,0.0021972693502902985
clean,117,0,1,5,boundary_recent,0.014395183883607388,0.04493140988051891,0.030536225996911526,0.03221234120428562
clean,117,0,1,6,boundary_recent,0.05416699219495058,0.08538473024964333,0.031217738054692745,0.054288946092128754
clean,117,0,1,7,uniform_recent,0.0002458002418279648,0.03669886477291584,0.03809010796248913,0.036453064531087875
clean,117,0,1,8,boundary_recent,0.01869742851704359,0.02673732489347458,0.008039896376430988,0.019675453193485737
clean,117,0,1,9,boundary_recent,0.038422390818595886,0.1075533926486969,0.06913100183010101,0.09046230092644691
clean,117,0,1,10,boundary_recent,0.014933623373508453,0.049216555431485176,0.03428293205797672,0.03957371413707733
clean,117,0,1,11,boundary_recent,0.008830736391246319,0.03391033597290516,0.02507959958165884,0.029714149422943592
clean,117,0,2,0,boundary_recent,0.018018405884504318,0.06814964860677719,0.05013124272227287,0.05389629676938057
clean,117,0,2,1,boundary_recent,0.022029275074601173,0.07568025216460228,0.053650977090001106,0.06361964717507362
clean,117,0,2,2,recent_budget,-0.0028086453676223755,0.06548282131552696,0.06865207105875015,0.06829146668314934
clean,117,0,2,3,boundary_recent,0.005995444604195654,0.009521659929305315,0.0035262153251096606,0.007613091962412
clean,117,0,2,4,boundary_recent,0.15969180036336184,0.1759239286184311,0.016232128255069256,0.16604232043027878
clean,117,0,2,5,uniform_recent,0.0013527106493711472,0.05090136080980301,0.06717189028859138,0.04954865016043186
clean,117,0,2,6,boundary_recent,0.023440686985850334,0.08224838599562645,0.058807699009776115,0.06344116479158401
clean,117,0,2,7,boundary_recent,0.04904497694224119,0.060951076447963715,0.011906099505722523,0.03978673182427883
clean,117,0,2,8,boundary_recent,0.024541385588236153,0.026918682269752026,0.0023772966815158725,0.016962796449661255
clean,117,0,2,9,uniform_recent,0.009220151230692863,0.05691844783723354,0.05819329619407654,0.04769829660654068
clean,117,0,2,10,boundary_recent,0.03542711399495602,0.07479121536016464,0.039364101365208626,0.059606339782476425
clean,117,0,2,11,boundary_recent,0.00702751032076776,0.013592110946774483,0.0065646006260067225,0.010894621722400188
clean,117,0,3,0,boundary_recent,0.00819757953286171,0.032688045874238014,0.024490466341376305,0.025831829756498337
clean,117,0,3,1,boundary_recent,0.010179661214351654,0.06764804199337959,0.05746838077902794,0.06357845664024353
clean,117,0,3,2,recent_budget,-0.004304744303226471,0.0360142607241869,0.04031900502741337,0.04607074894011021
clean,117,0,3,3,boundary_recent,0.01457211747765541,0.08735118433833122,0.07277906686067581,0.07739289104938507
clean,117,0,3,4,boundary_recent,0.02481886837631464,0.03609834611415863,0.01127947773784399,0.026372002437710762
clean,117,0,3,5,uniform_recent,0.007812339812517166,0.07849323749542236,0.07514100521802902,0.0706808976829052
clean,117,0,3,6,uniform_recent,0.0020653754472732544,0.05634899623692036,0.06016874499619007,0.0542836207896471
clean,117,0,3,7,boundary_recent,0.0376262585632503,0.04758303798735142,0.009956779424101114,0.032178426161408424
clean,117,0,3,8,boundary_recent,0.009791877120733261,0.06933800876140594,0.059546131640672684,0.06601360067725182
clean,117,0,3,9,boundary_recent,0.01808154582977295,0.087999377399683,0.06991783156991005,0.07565971836447716
clean,117,0,3,10,boundary_recent,0.0227925106883049,0.09693023189902306,0.07413772121071815,0.07708489149808884
clean,117,0,3,11,uniform_recent,0.007671970874071121,0.08829638361930847,0.08462309092283249,0.08062441274523735
clean,117,0,4,0,boundary_recent,0.0679872166365385,0.10986367613077164,0.04187645949423313,0.08052874729037285
clean,117,0,4,1,boundary_recent,0.0033627599477767944,0.06671523675322533,0.06335247680544853,0.0652061328291893
clean,117,0,4,2,boundary_recent,0.010722553357481956,0.04657614603638649,0.03585359267890453,0.04295610822737217
clean,117,0,4,3,boundary_recent,0.0493671172298491,0.05111246183514595,0.0017453446052968502,0.00326325255446136
clean,117,0,4,4,boundary_recent,0.022766148671507835,0.06115826405584812,0.038392115384340286,0.05123355612158775
clean,117,0,4,5,boundary_recent,0.03159099328331649,0.0381732452660799,0.00658225198276341,0.026932411827147007
clean,117,0,4,6,boundary_recent,0.02397424727678299,0.10614155977964401,0.08216731250286102,0.08718207851052284
clean,117,0,4,7,boundary_recent,0.017565082758665085,0.08376851677894592,0.06620343402028084,0.07778315991163254
clean,117,0,4,8,boundary_recent,0.05064413696527481,0.15051352977752686,0.09986939281225204,0.10574205964803696
clean,117,0,4,9,boundary_recent,0.02710992470383644,0.11520415544509888,0.08809423074126244,0.0927581749856472
clean,117,0,4,10,boundary_recent,0.03167996183037758,0.08742848411202431,0.05574852228164673,0.06976138427853584
clean,117,0,4,11,boundary_recent,0.018582215532660484,0.07860318943858147,0.06002097390592098,0.06961356475949287
clean,117,0,5,0,boundary_recent,0.006541389971971512,0.05799808166921139,0.051456691697239876,0.05200277268886566
clean,117,0,5,1,boundary_recent,0.018045728094875813,0.028743493370711803,0.010697765275835991,0.02136689703911543
clean,117,0,5,2,boundary_recent,0.051016999874264,0.056184690445661545,0.005167690571397543,0.03374162130057812
clean,117,0,5,3,boundary_recent,0.0417197085916996,0.13121917098760605,0.08949946239590645,0.09974734485149384
clean,117,0,5,4,boundary_recent,0.0540764476172626,0.06897354871034622,0.01489710109308362,0.04484056122601032
clean,117,0,5,5,boundary_recent,0.02504705637693405,0.06068757362663746,0.03564051724970341,0.044133275747299194
clean,117,0,5,6,boundary_recent,0.041055088862776756,0.05820653960108757,0.017151450738310814,0.04121875390410423
clean,117,0,5,7,boundary_recent,0.011520078405737877,0.02674965839833021,0.015229579992592335,0.01619639527052641
clean,117,0,5,8,boundary_recent,0.020906824618577957,0.09620166942477226,0.0752948448061943,0.08336983621120453
clean,117,0,5,9,boundary_recent,0.14477933570742607,0.23993559926748276,0.09515626356005669,0.19191567599773407
clean,117,0,5,10,uniform_recent,0.01365740830078721,0.024207143113017082,0.012389305979013443,0.010549734812229872
clean,117,0,5,11,boundary_recent,0.021408298052847385,0.040426088497042656,0.01901779044419527,0.031730860471725464
clean,117,0,6,0,boundary_recent,0.037826113402843475,0.11748859286308289,0.07966247946023941,0.09906802326440811
clean,117,0,6,1,uniform_recent,0.01831049472093582,0.11388128995895386,0.1012854352593422,0.09557079523801804
clean,117,0,6,2,boundary_recent,0.014770448207855225,0.05078360438346863,0.0360131561756134,0.041263407096266747
clean,117,0,6,3,uniform_recent,0.008115611970424652,0.10400616750121117,0.09654233604669571,0.09589055553078651
clean,117,0,6,4,recent_budget,-0.0020492486655712128,0.09015517681837082,0.104963518679142,0.09220442548394203
clean,117,0,6,5,boundary_recent,0.03687438741326332,0.10744644328951836,0.07057205587625504,0.08558226376771927
clean,117,0,6,6,boundary_recent,0.0205821692943573,0.09756860136985779,0.07698643207550049,0.07899512350559235
clean,117,0,6,7,boundary_recent,0.037744443863630295,0.10084906965494156,0.06310462579131126,0.08463835343718529
clean,117,0,6,8,uniform_recent,0.009672511368989944,0.08910674974322319,0.08416308835148811,0.07943423837423325
clean,117,0,6,9,boundary_recent,0.019718371331691742,0.05936083383858204,0.0396424625068903,0.04806741140782833
clean,117,0,6,10,uniform_recent,0.021641410887241364,0.14568587392568588,0.12872444838285446,0.12404446303844452
clean,117,0,6,11,boundary_recent,0.04455405846238136,0.06272548995912075,0.018171431496739388,0.04621274583041668
clean,117,0,7,0,boundary_recent,0.02571761514991522,0.04270222969353199,0.01698461454361677,0.03566472418606281
clean,117,0,7,1,recent_budget,-0.010664084926247597,0.04708573780953884,0.06576230004429817,0.05774982273578644
clean,117,0,7,2,boundary_recent,0.021145276725292206,0.09264632686972618,0.07150105014443398,0.07680214196443558
clean,117,0,7,3,boundary_recent,0.028343703597784042,0.05671539530158043,0.028371691703796387,0.04654332622885704
clean,117,0,7,4,boundary_recent,0.022196218371391296,0.05477183498442173,0.032575616613030434,0.04465579241514206
clean,117,0,7,5,uniform_recent,0.010783486068248749,0.12398548424243927,0.13626013696193695,0.11320199817419052
clean,117,0,7,6,uniform_recent,0.01392730325460434,0.09768727421760559,0.09318733960390091,0.08375997096300125
clean,117,0,7,7,boundary_recent,0.0047483891248703,0.04588928073644638,0.04114089161157608,0.045120181515812874
clean,117,0,7,8,boundary_recent,0.05672802776098251,0.157648503780365,0.10092047601938248,0.12418199703097343
clean,117,0,7,9,boundary_recent,0.034780263900756836,0.15180376172065735,0.11702349781990051,0.11794506385922432
clean,117,0,7,10,boundary_recent,0.021404694765806198,0.1041812114417553,0.0827765166759491,0.0845833420753479
clean,117,0,7,11,uniform_recent,0.00864144042134285,0.10928542166948318,0.1067010648548603,0.10064398124814034
clean,117,0,8,0,boundary_recent,0.019831793382763863,0.05136238597333431,0.03153059259057045,0.045526301488280296
clean,117,0,8,1,boundary_recent,0.0035726362839341164,0.02629220951348543,0.022719573229551315,0.025682790204882622
clean,117,0,8,2,boundary_recent,0.021726826205849648,0.07974044233560562,0.058013616129755974,0.067625030875206
clean,117,0,8,3,boundary_recent,0.018931133672595024,0.04083934240043163,0.02190820872783661,0.03380424715578556
clean,117,0,8,4,boundary_recent,0.03418548218905926,0.05741703882813454,0.02323155663907528,0.044782787561416626
clean,117,0,8,5,boundary_recent,0.007721039699390531,0.012468605302274227,0.0047475656028836966,0.009551345836371183
clean,117,0,8,6,uniform_recent,0.09205485135316849,0.2502155005931854,0.16168606281280518,0.15816064924001694
clean,117,0,8,7,boundary_recent,0.009162092581391335,0.06319241598248482,0.05403032340109348,0.05781935341656208
clean,117,0,8,8,uniform_recent,0.002072155475616455,0.07599454000592232,0.07584069669246674,0.07392238453030586
clean,117,0,8,9,boundary_recent,0.02248966321349144,0.09339602664113045,0.07090636342763901,0.08401013538241386
clean,117,0,8,10,boundary_recent,0.029201571829617023,0.049759672954678535,0.020558101125061512,0.03829722851514816
clean,117,0,8,11,boundary_recent,0.0003524920903146267,0.010280515532940626,0.009928023442626,0.010407428722828627
clean,117,0,9,0,boundary_recent,0.028187889605760574,0.10890422761440277,0.0807163380086422,0.09220686554908752
clean,117,0,9,1,boundary_recent,0.027328163385391235,0.15992064028978348,0.13259247690439224,0.14188173413276672
clean,117,0,9,2,boundary_recent,0.039381418377161026,0.1636759638786316,0.12429454550147057,0.12884463369846344
clean,117,0,9,3,boundary_recent,0.055960871279239655,0.22512908279895782,0.16916821151971817,0.18892617523670197
clean,117,0,9,4,boundary_recent,0.02330170664936304,0.04014052450656891,0.016838817857205868,0.033079441636800766
clean,117,0,9,5,uniform_recent,0.0057955533266067505,0.15494496375322342,0.15672434121370316,0.14914941042661667
clean,117,0,9,6,boundary_recent,0.04969729483127594,0.2065720334649086,0.15687473863363266,0.16435084491968155
clean,117,0,9,7,boundary_recent,0.0042293481528759,0.06965292990207672,0.06542358174920082,0.06903258711099625
clean,117,0,9,8,recent_budget,-0.0024926895275712013,0.027593915350735188,0.03008660487830639,0.031176237389445305
clean,117,0,9,9,boundary_recent,0.013169649988412857,0.051283225417137146,0.03811357542872429,0.04511791095137596
clean,117,0,9,10,boundary_recent,0.019887547940015793,0.1138104796409607,0.0939229317009449,0.10120021924376488
clean,117,0,9,11,uniform_recent,0.016916684806346893,0.14938364923000336,0.14016886055469513,0.13246696442365646
clean,117,0,10,0,uniform_recent,0.010878879576921463,0.12412320077419281,0.12254313752055168,0.11324432119727135
clean,117,0,10,1,boundary_recent,0.018055275082588196,0.18124671280384064,0.16319143772125244,0.16472802311182022
clean,117,0,10,2,uniform_recent,0.010639514774084091,0.10330256074666977,0.09399259462952614,0.09266304597258568
clean,117,0,10,3,boundary_recent,0.017670735716819763,0.09137582406401634,0.07370508834719658,0.08234575018286705
clean,117,0,10,4,uniform_recent,0.03940640762448311,0.15860877931118011,0.12859762459993362,0.119202371686697
clean,117,0,10,5,uniform_recent,0.030493617057800293,0.16480624675750732,0.15148326754570007,0.13431262969970703
clean,117,0,10,6,boundary_recent,0.014525413513183594,0.07709537073969841,0.06256995722651482,0.07216234132647514
clean,117,0,10,7,boundary_recent,0.04523608088493347,0.14692670106887817,0.1016906201839447,0.117392897605896
clean,117,0,10,8,boundary_recent,0.04273813217878342,0.12588007003068924,0.08314193785190582,0.1020023487508297
clean,117,0,10,9,boundary_recent,0.03181072883307934,0.06180937960743904,0.029998650774359703,0.050229089334607124
clean,117,0,10,10,boundary_recent,0.01255352795124054,0.14824170619249344,0.1356881782412529,0.1398441269993782
clean,117,0,10,11,boundary_recent,0.007219687104225159,0.07818981260061264,0.07097012549638748,0.07360748574137688
clean,117,0,11,0,uniform_recent,0.004590250551700592,0.17847208678722382,0.2001519873738289,0.17388183623552322
clean,117,0,11,1,uniform_recent,0.0036983564496040344,0.1841300129890442,0.21189633011817932,0.18043165653944016
clean,117,0,11,2,boundary_recent,0.02105836570262909,0.08634597063064575,0.06528760492801666,0.07511375099420547
clean,117,0,11,3,boundary_recent,0.0029080454260110855,0.05432787537574768,0.051419829949736595,0.053125010803341866
clean,117,0,11,4,boundary_recent,0.01816592924296856,0.051131999120116234,0.032966069877147675,0.04508529230952263
clean,117,0,11,5,boundary_recent,0.002008650451898575,0.09297728538513184,0.09096863493323326,0.09387366101145744
clean,117,0,11,6,uniform_recent,0.02244941145181656,0.15926630795001984,0.14357450604438782,0.13681689649820328
clean,117,0,11,7,uniform_recent,0.03745529055595398,0.2010219246149063,0.18301739543676376,0.16356663405895233
clean,117,0,11,8,boundary_recent,0.009400609880685806,0.114132359623909,0.10473174974322319,0.10982589051127434
clean,117,0,11,9,boundary_recent,0.02372201532125473,0.10118931904435158,0.07746730372309685,0.0923767015337944
clean,117,0,11,10,boundary_recent,0.06605980172753334,0.1823170781135559,0.11625727638602257,0.1408681645989418
clean,117,0,11,11,uniform_recent,0.026671573519706726,0.1686069667339325,0.14438771456480026,0.14193539321422577
clean,117,0,12,0,boundary_recent,0.004816358909010887,0.054448917508125305,0.04963255859911442,0.0548582524061203
clean,117,0,12,1,uniform_recent,0.004639416933059692,0.10540831834077835,0.1030784510076046,0.10076890140771866
clean,117,0,12,2,boundary_recent,0.026945174671709538,0.04930480569601059,0.022359631024301052,0.039002856239676476
clean,117,0,12,3,boundary_recent,0.028143972158432007,0.10120352730154991,0.0730595551431179,0.09128317981958389
clean,117,0,12,4,boundary_recent,0.019660979509353638,0.11868421733379364,0.09902323782444,0.103712048381567
clean,117,0,12,5,boundary_recent,0.03758206218481064,0.16164258122444153,0.12406051903963089,0.13118227571249008
clean,117,0,12,6,recent_budget,-0.005370231345295906,0.04518947750329971,0.05055970884859562,0.052869146689772606
clean,117,0,12,7,recent_budget,-0.00110558420419693,0.021729485131800175,0.023548568598926067,0.022835069335997105
clean,117,0,12,8,boundary_recent,0.003791568800806999,0.038626277819275856,0.03483470901846886,0.04003576561808586
clean,117,0,12,9,boundary_recent,0.005149666219949722,0.08003861084580421,0.07488894462585449,0.07872307673096657
clean,117,0,12,10,boundary_recent,0.011743905954062939,0.03527013957500458,0.02352623362094164,0.03202814422547817
clean,117,0,12,11,boundary_recent,0.00825196411460638,0.03503929823637009,0.026787334121763706,0.03246397152543068
clean,117,0,13,0,boundary_recent,0.04426044970750809,0.1578434258699417,0.11358297616243362,0.12414197623729706
clean,117,0,13,1,boundary_recent,0.01802971214056015,0.13949594646692276,0.12146623432636261,0.1314198449254036
clean,117,0,13,2,boundary_recent,0.011104997247457504,0.09520311281085014,0.08409811556339264,0.08413782343268394
clean,117,0,13,3,boundary_recent,0.030930906534194946,0.17087970674037933,0.1399488002061844,0.14665184915065765
clean,117,0,13,4,uniform_recent,0.016187429428100586,0.14176180958747864,0.127962127327919,0.12557438015937805
clean,117,0,13,5,uniform_recent,0.016474619507789612,0.1518516018986702,0.1555757224559784,0.13537698239088058
clean,117,0,13,6,boundary_recent,0.040297284722328186,0.17427974939346313,0.13398246467113495,0.13976258784532547
clean,117,0,13,7,uniform_recent,0.0013423897325992584,0.12009948119521141,0.1201631985604763,0.11875709146261215
clean,117,0,13,8,uniform_recent,0.0005556605756282806,0.09190316870808601,0.09729177132248878,0.09134750813245773
clean,117,0,13,9,boundary_recent,0.014151103794574738,0.1429673433303833,0.12881623953580856,0.13327232748270035
clean,117,0,13,10,uniform_recent,0.01748368889093399,0.12018736451864243,0.10300497710704803,0.10270367562770844
clean,117,0,13,11,boundary_recent,0.025443239137530327,0.06487297639250755,0.039429737254977226,0.05204773508012295
clean,117,0,14,0,boundary_recent,0.01309700682759285,0.08594128862023354,0.07284428179264069,0.08051671832799911
clean,117,0,14,1,uniform_recent,0.0039003901183605194,0.11440363898873329,0.11421151459217072,0.11050324887037277
clean,117,0,14,2,boundary_recent,0.002462133765220642,0.18130802363157272,0.17884588986635208,0.18063165992498398
clean,117,0,14,3,boundary_recent,0.004796501249074936,0.05660393089056015,0.051807429641485214,0.05268798768520355
clean,117,0,14,4,boundary_recent,0.018773294985294342,0.10646407306194305,0.08769077807664871,0.10109784826636314
clean,117,0,14,5,boundary_recent,0.0018872451037168503,0.021402384154498577,0.019515139050781727,0.022309022955596447
clean,117,0,14,6,boundary_recent,0.024790219962596893,0.1544521227478981,0.1296619027853012,0.139887735247612
clean,117,0,14,7,uniform_recent,0.0015390627086162567,0.0956423468887806,0.09704586863517761,0.09410328418016434
clean,117,0,14,8,boundary_recent,0.003748849034309387,0.023531362414360046,0.01978251338005066,0.023480179719626904
clean,117,0,14,9,boundary_recent,0.0367959588766098,0.14822231233119965,0.11142635345458984,0.12209869548678398
clean,117,0,14,10,boundary_recent,0.003877555951476097,0.04290364682674408,0.03902609087526798,0.03941398672759533
clean,117,0,14,11,boundary_recent,0.04255367070436478,0.18210460245609283,0.13955093175172806,0.14177390187978745
clean,117,0,15,0,uniform_recent,0.013368964195251465,0.14344829320907593,0.13245182484388351,0.13007932901382446
clean,117,0,15,1,uniform_recent,0.015296779572963715,0.18706323951482773,0.19258972257375717,0.171766459941864
clean,117,0,15,2,uniform_recent,0.005254030227661133,0.16414587944746017,0.16625061631202698,0.15889184921979904
clean,117,0,15,3,boundary_recent,0.012418769299983978,0.1295204982161522,0.11710172891616821,0.11830197274684906
clean,117,0,15,4,uniform_recent,0.0246930792927742,0.2247323915362358,0.2161288931965828,0.2000393122434616
clean,117,0,15,5,uniform_recent,0.009523458778858185,0.14112717658281326,0.13992343097925186,0.13160371780395508
clean,117,0,15,6,uniform_recent,0.02453862875699997,0.1687217429280281,0.14440399408340454,0.14418311417102814
clean,117,0,15,7,uniform_recent,0.008842825889587402,0.1298353224992752,0.12522950023412704,0.1209924966096878
clean,117,0,15,8,boundary_recent,0.01920253038406372,0.08172933384776115,0.06252680346369743,0.07695078104734421
clean,117,0,15,9,boundary_recent,0.10126524418592453,0.3313541114330292,0.23008886724710464,0.23296339064836502
clean,117,0,15,10,uniform_recent,0.007333584129810333,0.15170588344335556,0.1462632715702057,0.14437229931354523
clean,117,0,15,11,boundary_recent,0.005580730736255646,0.09483646228909492,0.08925573155283928,0.09002835676074028
clean,117,0,16,0,boundary_recent,0.017005760222673416,0.12322316691279411,0.1062174066901207,0.11087561771273613
clean,117,0,16,1,uniform_recent,0.0031798407435417175,0.12112267315387726,0.12820709496736526,0.11794283241033554
clean,117,0,16,2,boundary_recent,0.0037144357338547707,0.015713505912572145,0.011999070178717375,0.013689065352082253
clean,117,0,16,3,uniform_recent,0.04028484970331192,0.19113269448280334,0.15098322927951813,0.15084784477949142
clean,117,0,16,4,boundary_recent,0.020116258412599564,0.12501072883605957,0.10489447042346,0.11212406679987907
clean,117,0,16,5,boundary_recent,0.00814831256866455,0.08705944940447807,0.07891113683581352,0.07972381636500359
clean,117,0,16,6,boundary_recent,0.01787737663835287,0.042749762535095215,0.024872385896742344,0.03615228272974491
clean,117,0,16,7,boundary_recent,0.043583787977695465,0.18320292979478836,0.1396191418170929,0.1497296839952469
clean,117,0,16,8,recent_budget,-0.0020643211901187897,0.09294148162007332,0.09696244448423386,0.09500580281019211
clean,117,0,16,9,boundary_recent,0.006323718465864658,0.0228275153785944,0.01650379691272974,0.0204478045925498
clean,117,0,16,10,boundary_recent,0.0009248107671737671,0.134749636054039,0.13382482528686523,0.1340874806046486
clean,117,0,16,11,boundary_recent,0.022043317556381226,0.22157185524702072,0.1995285376906395,0.20337778329849243
clean,117,0,17,0,boundary_recent,0.01390831172466278,0.21489807218313217,0.2009897604584694,0.20260272175073624
clean,117,0,17,1,boundary_recent,0.019284564070403576,0.04650464095175266,0.027220076881349087,0.040612662211060524
clean,117,0,17,2,boundary_recent,0.0058210864663124084,0.09867114946246147,0.09285006299614906,0.09649752452969551
clean,117,0,17,3,recent_budget,-0.0013450011610984802,0.055570660158991814,0.058299120515584946,0.056915661320090294
clean,117,0,17,4,boundary_recent,0.033152446150779724,0.1299467533826828,0.09679430723190308,0.11071207746863365
clean,117,0,17,5,boundary_recent,0.009596165269613266,0.05957590229809284,0.049979737028479576,0.05520523525774479
clean,117,0,17,6,boundary_recent,0.014212988317012787,0.1798347905278206,0.1656218022108078,0.1696350872516632
clean,117,0,17,7,uniform_recent,0.008826524019241333,0.10312281921505928,0.10020213201642036,0.09429629519581795
clean,117,0,17,8,boundary_recent,0.004522647708654404,0.05808708816766739,0.053564440459012985,0.05772046186029911
clean,117,0,17,9,boundary_recent,0.015518344938755035,0.09064045175909996,0.07512210682034492,0.08261620625853539
clean,117,0,17,10,boundary_recent,0.0023743435740470886,0.07561047747731209,0.073236133903265,0.07534956187009811
clean,117,0,17,11,uniform_recent,0.008553341031074524,0.13095616549253464,0.12351391091942787,0.12240282446146011
clean,117,0,18,0,recent_budget,-0.0055474042892456055,0.2253132462501526,0.2308606505393982,0.23371572047472
clean,117,0,18,1,boundary_recent,0.01282338798046112,0.14081496000289917,0.12799157202243805,0.1376994550228119
clean,117,0,18,2,uniform_recent,0.0046619027853012085,0.14058342576026917,0.137113556265831,0.13592152297496796
clean,117,0,18,3,boundary_recent,0.013238407671451569,0.2315114438533783,0.21827303618192673,0.22374515980482101
clean,117,0,18,4,uniform_recent,0.01062239333987236,0.09990400820970535,0.09410612657666206,0.08928161486983299
clean,117,0,18,5,boundary_recent,0.007730141282081604,0.16218461841344833,0.15445447713136673,0.16288281232118607
clean,117,0,18,6,boundary_recent,0.019685491919517517,0.2809220254421234,0.2612365335226059,0.2656232714653015
clean,117,0,18,7,boundary_recent,0.020045936107635498,0.28912484645843506,0.26907891035079956,0.2725885510444641
clean,117,0,18,8,boundary_recent,0.008167937397956848,0.1620568186044693,0.15388888120651245,0.16451410949230194
clean,117,0,18,9,boundary_recent,0.05092734843492508,0.21378886699676514,0.16286151856184006,0.18124502152204514
clean,117,0,18,10,boundary_recent,0.026871241629123688,0.14751523733139038,0.1206439957022667,0.1429983377456665
clean,117,0,18,11,boundary_recent,0.01501636952161789,0.17083587497472763,0.15581950545310974,0.16577620804309845
clean,117,0,19,0,boundary_recent,0.027521051466464996,0.1777498871088028,0.1502288356423378,0.15346501022577286
