layer,head,discovery_best_policy,validation_best_policy,split_label_agree,discovery_policy_need,validation_policy_need,modal_state_policy,modal_state_fraction,validation_static_regret,discovery_policy_margin,discovery_recent_budget_loss,validation_recent_budget_loss,discovery_boundary_recent_loss,validation_boundary_recent_loss,discovery_uniform_recent_loss,validation_uniform_recent_loss
14,11,boundary_recent,boundary_recent,1,0.042142100632190704,0.034229375422000885,boundary_recent,0.7100694444444444,0.0,0.06318972597234794,0.1813691034913063,0.17557156831026077,0.1392270028591156,0.1413421928882599,0.1491207629442215,0.1435929536819458
15,0,boundary_recent,boundary_recent,1,0.013789698481559753,0.013637073338031769,boundary_recent,0.5260416666666666,0.0,0.0151080183887204,0.16355513781309128,0.16816484928131104,0.14976543933153152,0.15452777594327927,0.15210934728384018,0.15577317774295807
15,1,boundary_recent,uniform_recent,0,0.010900676250457764,0.0062055811285972595,uniform_recent,0.4079861111111111,0.09283412996081286,0.012363190288236034,0.20416958630084991,0.19622592628002167,0.19326891005039215,0.19944299012422562,0.1957133263349533,0.1900203451514244
15,2,boundary_recent,uniform_recent,0,0.026850871741771698,0.014566585421562195,uniform_recent,0.4001736111111111,0.04774910500587813,0.04308087894910889,0.1994275450706482,0.18596968054771423,0.1725766733288765,0.1752580925822258,0.18051095306873322,0.17140309512615204
15,3,boundary_recent,boundary_recent,1,0.03719280660152435,0.04190470278263092,boundary_recent,0.7256944444444444,0.0,0.07836625101115108,0.17285869270563126,0.17887265980243683,0.1356658861041069,0.1369679570198059,0.14758029580116272,0.15056858956813812
15,4,uniform_recent,uniform_recent,1,0.025166623294353485,0.01936870813369751,uniform_recent,0.4253472222222222,0.03383363993841976,0.03512819177891971,0.24457990378141403,0.23288355767726898,0.22751037031412125,0.23025747388601303,0.21941328048706055,0.21351484954357147
15,5,uniform_recent,uniform_recent,1,0.005640313029289246,0.005647152662277222,uniform_recent,0.4392361111111111,0.011537386434072323,0.013794913178818638,0.14529750496149063,0.14457818120718002,0.14161870628595352,0.1414254531264305,0.13965719193220139,0.1389310285449028
15,6,boundary_recent,boundary_recent,1,0.04059892147779465,0.04713740199804306,boundary_recent,0.6527777777777778,0.0,0.028094023744946933,0.20343569666147232,0.20864605158567429,0.16283677518367767,0.16150864958763123,0.16783855110406876,0.16844090819358826
15,7,boundary_recent,boundary_recent,1,0.020367763936519623,0.018638499081134796,boundary_recent,0.5321180555555556,0.0,0.021480319996540705,0.14860907196998596,0.14551226794719696,0.12824130803346634,0.12687376886606216,0.13116272538900375,0.12940465658903122
15,8,boundary_recent,boundary_recent,1,0.028380587697029114,0.029231835156679153,boundary_recent,0.9513888888888888,0.0,0.17768256648096314,0.10390271991491318,0.1000773161649704,0.07552213221788406,0.07084548100829124,0.09157264232635498,0.08819544315338135
15,9,boundary_recent,boundary_recent,1,0.09009996801614761,0.09189526736736298,boundary_recent,0.6414930555555556,0.0,0.033837174875046984,0.3157656639814377,0.31971754133701324,0.22566569596529007,0.22782227396965027,0.23441652953624725,0.23569542169570923
15,10,boundary_recent,boundary_recent,1,0.016975805163383484,0.013468891382217407,boundary_recent,0.5373263888888888,0.0,0.0267824742046541,0.16952287405729294,0.16214166581630707,0.15254706889390945,0.14867277443408966,0.15682237595319748,0.14939481019973755
15,11,boundary_recent,boundary_recent,1,0.026585601270198822,0.02173159271478653,boundary_recent,0.7248263888888888,0.0,0.07063785243613367,0.13395653665065765,0.12802903354167938,0.10737093538045883,0.10629744082689285,0.11577935516834259,0.1134047582745552
16,0,boundary_recent,uniform_recent,0,0.017707284539937973,0.00902651622891426,boundary_recent,0.5373263888888888,0.0,0.10089033060733472,0.12779300659894943,0.11521422863006592,0.11008572205901146,0.10646617040038109,0.1221950426697731,0.10618771240115166
16,1,uniform_recent,uniform_recent,1,0.018208958208560944,0.020382478833198547,uniform_recent,0.453125,0.019378468120054546,0.02442432319060033,0.18062784522771835,0.17746514081954956,0.16656788438558578,0.16189608722925186,0.1624188870191574,0.157082661986351
16,2,boundary_recent,boundary_recent,1,0.006991649977862835,0.005489105358719826,boundary_recent,0.8116319444444444,0.0,0.18831201728597483,0.024790465831756592,0.021835843101143837,0.017798815853893757,0.01634673774242401,0.02184329181909561,0.01956801675260067
16,3,boundary_recent,boundary_recent,1,0.046239279210567474,0.049105674028396606,boundary_recent,0.7230902777777778,0.0,0.05171751971845354,0.20229321718215942,0.2096800059080124,0.15605393797159195,0.16057433187961578,0.165077343583107,0.1694059669971466
16,4,boundary_recent,boundary_recent,1,0.016868583858013153,0.012690771371126175,boundary_recent,0.7421875,0.0,0.0843360613681988,0.11639043688774109,0.11347663030028343,0.09952185302972794,0.10078585892915726,0.10864583775401115,0.1066744513809681
16,5,boundary_recent,boundary_recent,1,0.01607920601963997,0.02026437222957611,boundary_recent,0.7100694444444444,0.0,0.08093196004513982,0.09136459231376648,0.0897684097290039,0.07528538629412651,0.0695040374994278,0.08199311047792435,0.07863058894872665
16,6,boundary_recent,boundary_recent,1,0.021126922219991684,0.019664512015879154,boundary_recent,0.9921875,0.0,0.2968440857436028,0.05071011744439602,0.04902493394911289,0.029583195224404335,0.029360421933233738,0.04164916276931763,0.04047716595232487
16,7,boundary_recent,boundary_recent,1,0.059719547629356384,0.06311219930648804,boundary_recent,0.6614583333333334,0.0,0.0486078689275822,0.21633698791265488,0.2253887951374054,0.1566174402832985,0.16227659583091736,0.16533920913934708,0.1713600531220436
16,8,boundary_recent,boundary_recent,1,0.012184035032987595,0.012147199362516403,boundary_recent,0.6241319444444444,0.0,0.09353902566212849,0.10198823735117912,0.10521460324525833,0.08980420231819153,0.09306740388274193,0.09886686503887177,0.09692985936999321
16,9,boundary_recent,boundary_recent,1,0.011388750281184912,0.0099195740185678,boundary_recent,0.8914930555555556,0.0,0.30896278120780885,0.02567193564027548,0.02352321520447731,0.014283185359090567,0.01360364118590951,0.020510382018983364,0.018915832042694092
16,10,boundary_recent,boundary_recent,1,0.018307186663150787,0.029089778661727905,boundary_recent,0.5590277777777778,0.0,0.04593466227479727,0.17071637511253357,0.17989278584718704,0.15240918844938278,0.15080300718545914,0.1598035842180252,0.1574256643652916
16,11,boundary_recent,boundary_recent,1,0.024783819913864136,0.03352300077676773,boundary_recent,0.5364583333333334,0.0,0.03466807915441671,0.2701606750488281,0.2802745848894119,0.245376855134964,0.2467515841126442,0.25427280366420746,0.2517945021390915
17,0,boundary_recent,boundary_recent,1,0.024404451251029968,0.019093245267868042,boundary_recent,0.3880208333333333,0.05972673242121538,0.015871856585475762,0.26291900873184204,0.25957833230495453,0.23851455748081207,0.2404850870370865,0.24245016276836395,0.24743112176656723
17,1,boundary_recent,boundary_recent,1,0.021064216271042824,0.020866012200713158,boundary_recent,0.9965277777777778,0.0,0.27504406482498295,0.06129635497927666,0.05783858895301819,0.04023213870823383,0.03697257675230503,0.05454078130424023,0.05076216906309128
17,2,boundary_recent,boundary_recent,1,0.016157343983650208,0.015800215303897858,boundary_recent,0.6414930555555556,0.0,0.10032957635730043,0.09307512640953064,0.09425853192806244,0.07691778242588043,0.07845831662416458,0.08546097576618195,0.08690614998340607
17,3,boundary_recent,boundary_recent,1,0.0006063822656869888,0.0025498103350400925,boundary_recent,0.6197916666666666,0.0,0.014011966929389642,0.042600784450769424,0.03731148689985275,0.041994402185082436,0.03476167656481266,0.04523289576172829,0.037394819781184196
