mode,current_frame,layer,head,temporal_reach_ratio,temporal_reach_ratio_samples,expected_age,expected_age_samples,normalized_expected_age,normalized_expected_age_samples,recent_mass,recent_mass_samples,old_mass,old_mass_samples,old12_mass,old12_mass_samples,old_mass_excess,old_mass_excess_samples,temporal_entropy,temporal_entropy_samples,peak_age,peak_age_samples,positive_logit_fraction,positive_logit_fraction_samples,sign_switch_rate,sign_switch_rate_samples,dominant_period,dominant_period_samples,spectral_peak_ratio,spectral_peak_ratio_samples,middle_recent_margin,middle_recent_margin_samples,age_logit_correlation,age_logit_correlation_samples
clean,21,4,4,0.34637904167175293,128,8.73020315170288,128,0.4850112795829773,128,0.27735260128974915,128,0.7226473987102509,128,0.2611769437789917,128,-0.05513039231300354,128,0.8776616454124451,128,1.0,128,1.0,128,0.0,128,6.0,128,0.5749103128910065,128,-0.4627184569835663,128,-0.20557525753974915,128
clean,21,4,5,0.720359206199646,128,14.946901798248291,128,0.8303834199905396,128,0.02827880997210741,128,0.9717211723327637,128,0.740594208240509,128,0.19394338130950928,128,0.5214897692203522,128,18.0,128,1.0,128,0.0,128,6.0,128,0.8493111729621887,128,0.6137692928314209,128,0.21022788435220718,128
clean,21,4,6,0.19855321198701859,128,7.073662042617798,128,0.39298123121261597,128,0.4568594694137573,128,0.5431405305862427,128,0.22503668069839478,128,-0.23463726043701172,128,0.9411073327064514,128,1.0,128,1.0,128,0.0,128,18.0,128,0.5850608348846436,128,-2.1033260822296143,128,-0.7485426962375641,128
clean,21,4,7,0.26433227956295013,128,6.977355718612671,128,0.3876308649778366,128,0.4280630201101303,128,0.5719370245933533,128,0.18861763924360275,128,-0.20584076642990112,128,0.9149166941642761,128,1.0,128,1.0,128,0.0,128,18.0,128,0.4714861959218979,128,-1.422077715396881,128,-0.6796386539936066,128
clean,21,4,8,0.31760334968566895,128,9.945785522460938,128,0.5525436401367188,128,0.2104596272110939,128,0.7895403802394867,128,0.3785400390625,128,0.0117625892162323,128,0.9720190763473511,128,14.5,128,1.0,128,0.0,128,9.0,128,0.470604807138443,128,0.12494246661663055,128,0.1959829404950142,128
clean,21,4,9,0.2932530641555786,128,8.876902103424072,128,0.49316123127937317,128,0.24926188588142395,128,0.7507380843162537,128,0.270250529050827,128,-0.027039706707000732,128,0.9726863205432892,128,10.0,128,1.0,128,0.0,128,6.0,128,0.3777390122413635,128,-0.46718190610408783,128,-0.34488022327423096,128
clean,21,4,10,0.26669830083847046,128,6.541556119918823,128,0.3634197860956192,128,0.5233851671218872,128,0.476614847779274,128,0.19231150299310684,128,-0.3011629432439804,128,0.8935650885105133,128,1.0,128,1.0,128,0.0,128,18.0,128,0.5603484511375427,128,-1.9416371583938599,128,-0.6487047374248505,128
clean,21,4,11,0.20977028459310532,128,6.4518959522247314,128,0.3584386706352234,128,0.4818686693906784,128,0.5181313455104828,128,0.1762174740433693,128,-0.2596464455127716,128,0.8820440471172333,128,1.0,128,1.0,128,0.0,128,18.0,128,0.5546806752681732,128,-1.5181173086166382,128,-0.667030394077301,128
clean,21,5,0,0.3240464925765991,128,4.596778631210327,128,0.25537657737731934,128,0.6638633906841278,128,0.3361366242170334,128,0.14137251675128937,128,-0.441641166806221,128,0.6765632629394531,128,1.0,128,1.0,128,0.0,128,18.0,128,0.5551832616329193,128,-1.3824875354766846,128,-0.4828603118658066,128
clean,21,5,1,0.7621073424816132,128,14.672810554504395,128,0.8151561319828033,128,0.039532702416181564,128,0.9604673385620117,128,0.697897344827652,128,0.18268954753875732,128,0.533635675907135,128,18.0,128,1.0,128,0.0,128,6.0,128,0.8675013184547424,128,0.4943854659795761,128,0.13237842172384262,128
