method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
sf_native,0.9686754966992907,0.961025162877718,0.968037148164768,0.9821834467437298,0.23314183177426456,0.6416666666666667,0.6162859880675872,0.6891360936909914,0.23314183177426456
ours_qk_top4_reservoir4,0.9695934938697625,0.9623342857538412,0.9634580531190422,0.9816599735639115,0.2382421828340739,0.725,0.6166061555345853,0.706719378794233,0.2382421828340739
ours_qk_bottom4_reservoir4_control,0.9689084130309715,0.9601908594660986,0.9612651208276837,0.979892998598047,0.23740890476231774,0.7625,0.619651693602403,0.7149371659954389,0.23740890476231774
ours_qk_random4_reservoir4_control,0.9695926086561364,0.9619351294835012,0.9642261005051778,0.9830767925112646,0.23794058980420232,0.7083333333333334,0.621672606592377,0.7109285818239053,0.23794058980420232
ours_all_reservoir4_control,0.9645697840087493,0.9584191388387365,0.954679480415154,0.9770828578021494,0.24141877498477698,0.8333333333333334,0.6182404876997073,0.6968356855263313,0.24141877498477698
ours_qk_top4_prototype4_reference,0.9716377116193714,0.9637661053049066,0.9634410959053666,0.9817457260793013,0.23165777411001423,0.6791666666666667,0.6220214329659939,0.6957946469982466,0.23165777411001423
ours_all_recent8_reference,0.9685702549629435,0.9612114602974354,0.9594078600737782,0.9795980372744902,0.23086967514827847,0.7333333333333333,0.6196842184911172,0.7079033275917171,0.23086967514827847
