comparison,channel,axis,policy,target,control,metric,effect_definition,context,unit_count,prompt_count,mean_effect,median_effect,positive_fraction,prompt_bootstrap_mean_ci_low,prompt_bootstrap_mean_ci_high,seed_replicate_spearman
leverage:policy_contrast:top4>random3:target=0.02,leverage,policy,policy_contrast,0.02,random3,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,0.2072103419867679,0.22311701309281984,0.8125,0.11674654903281138,0.29740206563873606,0.15294117647058825
leverage:policy_contrast:top4>random3:target=0.02,leverage,policy,policy_contrast,0.02,random3,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,0.12931212291321836,0.12349418515516145,0.875,0.09394541083340828,0.1654545303458109,0.16176470588235295
leverage:policy_contrast:top4>random3:target=0.02,leverage,policy,policy_contrast,0.02,random3,x0_relative_rms,paired_log_ratio,pooled,64,16,0.16826123244999314,0.14612296186366489,0.84375,0.1119804039794519,0.22109253698083456,0.2441176470588235
leverage:policy_contrast:top4>random4:target=0.02,leverage,policy,policy_contrast,0.02,random4,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,-0.01887459988056793,0.05158295397205691,0.65625,-0.19205235094759682,0.13438149786191134,0.3558823529411765
leverage:policy_contrast:top4>random4:target=0.02,leverage,policy,policy_contrast,0.02,random4,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,-0.10827670175194307,-0.06460777869418655,0.34375,-0.23241132523313843,-0.00992356329291609,0.5294117647058824
leverage:policy_contrast:top4>random4:target=0.02,leverage,policy,policy_contrast,0.02,random4,x0_relative_rms,paired_log_ratio,pooled,64,16,-0.06357565081625549,-0.006001047133554325,0.5,-0.19705447857417926,0.04991373826716109,0.5823529411764706
leverage:policy_contrast:top4>random5:target=0.02,leverage,policy,policy_contrast,0.02,random5,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,0.19640495011614567,0.19809173560721302,0.875,0.10349921854857269,0.3060733985004158,0.0588235294117647
leverage:policy_contrast:top4>random5:target=0.02,leverage,policy,policy_contrast,0.02,random5,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,0.13359142452287098,0.12310462696291208,0.8125,0.08370417411568351,0.1887843041260689,0.38823529411764707
leverage:policy_contrast:top4>random5:target=0.02,leverage,policy,policy_contrast,0.02,random5,x0_relative_rms,paired_log_ratio,pooled,64,16,0.16499818731950833,0.14339520654103644,0.84375,0.11073118595195777,0.2371936299472858,0.049999999999999996
leverage:policy_contrast:top4>random6:target=0.02,leverage,policy,policy_contrast,0.02,random6,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,0.21607279379391164,0.22230256670453974,0.84375,0.09491265710652129,0.33427496467438494,0.22941176470588234
leverage:policy_contrast:top4>random6:target=0.02,leverage,policy,policy_contrast,0.02,random6,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,0.14829221217094615,0.1359327622529159,0.96875,0.1092761170454474,0.18845068686876473,0.09117647058823529
leverage:policy_contrast:top4>random6:target=0.02,leverage,policy,policy_contrast,0.02,random6,x0_relative_rms,paired_log_ratio,pooled,64,16,0.1821825029824289,0.17318913982853712,0.90625,0.11361856894693458,0.24529170936309566,0.35000000000000003
leverage:policy_contrast:top4>random7:target=0.02,leverage,policy,policy_contrast,0.02,random7,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,-0.07163670970954289,-0.00977381319192832,0.4375,-0.24028806618227339,0.07867384938633523,0.23823529411764705
leverage:policy_contrast:top4>random7:target=0.02,leverage,policy,policy_contrast,0.02,random7,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,-0.12611096442853775,-0.08144593576859241,0.21875,-0.23894209321292093,-0.02684640305939201,0.3294117647058824
leverage:policy_contrast:top4>random7:target=0.02,leverage,policy,policy_contrast,0.02,random7,x0_relative_rms,paired_log_ratio,pooled,64,16,-0.09887383706904031,-0.04534601828959206,0.328125,-0.23383423588860924,0.016537179210095947,0.30882352941176466
leverage:policy_contrast:top4>random0:target=0.05,leverage,policy,policy_contrast,0.05,random0,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,0.14873879256845773,0.10680470518131549,0.6875,0.05100488570866263,0.2507010518735486,0.2411764705882353
leverage:policy_contrast:top4>random0:target=0.05,leverage,policy,policy_contrast,0.05,random0,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,0.16602135553005273,0.1648268561318848,0.84375,0.11374738861018582,0.23335626743652135,0.3147058823529411
leverage:policy_contrast:top4>random0:target=0.05,leverage,policy,policy_contrast,0.05,random0,x0_relative_rms,paired_log_ratio,pooled,64,16,0.15738007404925525,0.14635289820278607,0.765625,0.10829486753229912,0.20730292591720179,-0.0058823529411764705
leverage:policy_contrast:top4>random1:target=0.05,leverage,policy,policy_contrast,0.05,random1,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,0.2691442935677849,0.2871779708661078,0.78125,0.18351044160305235,0.3465018602798804,-0.0411764705882353
leverage:policy_contrast:top4>random1:target=0.05,leverage,policy,policy_contrast,0.05,random1,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,0.1765865557190291,0.19932633110564793,0.90625,0.12594649231892482,0.22337031087833634,-0.1323529411764706
leverage:policy_contrast:top4>random1:target=0.05,leverage,policy,policy_contrast,0.05,random1,x0_relative_rms,paired_log_ratio,pooled,64,16,0.22286542464340697,0.21614401186738866,0.84375,0.1668271810252956,0.2698584857712779,0.0411764705882353
leverage:policy_contrast:top4>random2:target=0.05,leverage,policy,policy_contrast,0.05,random2,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,0.36122980801601723,0.3886679247891789,0.90625,0.2401424077879162,0.4804010847233305,0.4676470588235294
leverage:policy_contrast:top4>random2:target=0.05,leverage,policy,policy_contrast,0.05,random2,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,0.19231819459396138,0.21656079236280817,0.90625,0.13956618637564308,0.24431311584435375,-0.0411764705882353
leverage:policy_contrast:top4>random2:target=0.05,leverage,policy,policy_contrast,0.05,random2,x0_relative_rms,paired_log_ratio,pooled,64,16,0.2767740013049893,0.24653299905854165,0.90625,0.20307904346869746,0.3438834433777609,0.411764705882353
leverage:policy_contrast:top4>random3:target=0.05,leverage,policy,policy_contrast,0.05,random3,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,0.2826393570292878,0.2922915037861613,0.875,0.1839713436602995,0.37792704293002166,0.07941176470588236
leverage:policy_contrast:top4>random3:target=0.05,leverage,policy,policy_contrast,0.05,random3,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,0.1683653252910447,0.18226792823146876,0.875,0.12635667333552544,0.2103720295578026,0.3411764705882353
leverage:policy_contrast:top4>random3:target=0.05,leverage,policy,policy_contrast,0.05,random3,x0_relative_rms,paired_log_ratio,pooled,64,16,0.22550234116016626,0.22138552271275624,0.875,0.1588845239445544,0.2892784528136917,0.25
leverage:policy_contrast:top4>random4:target=0.05,leverage,policy,policy_contrast,0.05,random4,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,-0.07063644858630463,0.029209233591342573,0.5625,-0.28203666289782997,0.10861747351794346,0.3205882352941176
leverage:policy_contrast:top4>random4:target=0.05,leverage,policy,policy_contrast,0.05,random4,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,-0.18038810999457727,-0.07072685047508862,0.3125,-0.3562788650390875,-0.027555022670050344,0.5794117647058823
leverage:policy_contrast:top4>random4:target=0.05,leverage,policy,policy_contrast,0.05,random4,x0_relative_rms,paired_log_ratio,pooled,64,16,-0.12551227929044095,-0.032272411348332516,0.4375,-0.3077548924765427,0.03213199234749845,0.5029411764705883
leverage:policy_contrast:top4>random5:target=0.05,leverage,policy,policy_contrast,0.05,random5,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,0.2292288208469919,0.21807868333922903,0.84375,0.13413991176146695,0.3219847102997428,0.4441176470588235
leverage:policy_contrast:top4>random5:target=0.05,leverage,policy,policy_contrast,0.05,random5,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,0.16347848949990368,0.14461797233049917,0.9375,0.11617527182602594,0.21821582013591023,0.2441176470588235
leverage:policy_contrast:top4>random5:target=0.05,leverage,policy,policy_contrast,0.05,random5,x0_relative_rms,paired_log_ratio,pooled,64,16,0.19635365517344777,0.17596260873768993,0.890625,0.13872528194353248,0.2617916006627737,0.4323529411764706
leverage:policy_contrast:top4>random6:target=0.05,leverage,policy,policy_contrast,0.05,random6,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,0.28751872602835143,0.30693057397940315,0.78125,0.16231543053533531,0.4008901282991625,0.2647058823529412
leverage:policy_contrast:top4>random6:target=0.05,leverage,policy,policy_contrast,0.05,random6,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,0.19306176835978017,0.17800166292609482,0.9375,0.14219532089017795,0.24386643887181872,0.11470588235294117
leverage:policy_contrast:top4>random6:target=0.05,leverage,policy,policy_contrast,0.05,random6,x0_relative_rms,paired_log_ratio,pooled,64,16,0.2402902471940658,0.23040995858987576,0.859375,0.16718317010213402,0.31243057963035153,0.4176470588235294
leverage:policy_contrast:top4>random7:target=0.05,leverage,policy,policy_contrast,0.05,random7,x0_relative_rms,paired_log_ratio,noisy_t1000,32,16,-0.1240824159722758,-0.06350781084270264,0.375,-0.3342214286736873,0.0661055891354725,0.22058823529411767
leverage:policy_contrast:top4>random7:target=0.05,leverage,policy,policy_contrast,0.05,random7,x0_relative_rms,paired_log_ratio,noisy_t500,32,16,-0.21469972208354868,-0.12108737435066608,0.34375,-0.3974294426805644,-0.05769343948118736,0.5735294117647058
leverage:policy_contrast:top4>random7:target=0.05,leverage,policy,policy_contrast,0.05,random7,x0_relative_rms,paired_log_ratio,pooled,64,16,-0.16939106902791223,-0.07353043821259636,0.359375,-0.35785770780069537,-0.005788504739530592,0.4823529411764706
