probe_name,context,unit_count,selected_head_count,mean_x0_relative_rms,mean_raw_projected_relative_rms,mean_projected_relative_rms,mean_calibration_scale,max_calibration_relative_error,calibration_clipped_count,calibration_degenerate_count
native_replay,noisy_t1000,32,0,0.0,0.0,0.0,1.0,0.0,0,0
native_replay,noisy_t500,32,0,0.0,0.0,0.0,1.0,0.0,0,0
policy_bottom4_policy_contrast_t010,noisy_t1000,32,120,0.027756745810620487,0.048150120204809355,0.010024120623711497,0.3415387729454475,0.02599405124783516,0,0
policy_bottom4_policy_contrast_t010,noisy_t500,32,120,0.013965818216092885,0.04451066524270572,0.01002492957341019,0.45460074704994136,0.037741195410490036,0,0
policy_bottom4_policy_contrast_t020,noisy_t1000,32,120,0.04474878479959443,0.04807397837527484,0.020014490109557907,0.6831340186841165,0.015565566718578339,0,0
policy_bottom4_policy_contrast_t020,noisy_t500,32,120,0.021360941551392898,0.04452202613974805,0.020011236615634212,0.9067240526511644,0.014396756887435913,0,0
policy_bottom4_policy_contrast_t050,noisy_t1000,32,120,0.09535696625243872,0.047852367553180855,0.050006055265354614,1.7075815869960933,0.005802363157272339,0,0
policy_bottom4_policy_contrast_t050,noisy_t500,32,120,0.0442803914193064,0.044495087447042656,0.050004077334112176,2.2496887563106913,0.006821677088737488,0,0
policy_middle4_policy_contrast_t010,noisy_t1000,32,120,0.03244534248369746,0.062248942228810236,0.010028838972599867,0.3044194246060215,0.03156792372465134,0,0
policy_middle4_policy_contrast_t010,noisy_t500,32,120,0.017948135966435075,0.06051651678183892,0.010031269764294849,0.3258779349251806,0.03449944779276848,0,0
policy_middle4_policy_contrast_t020,noisy_t1000,32,120,0.05458273598924279,0.06221451605621647,0.02001484269082236,0.6102687019466733,0.014335662126541138,0,0
policy_middle4_policy_contrast_t020,noisy_t500,32,120,0.02905013255076483,0.060500604743234966,0.02001679627574049,0.6531548283683757,0.013732444494962692,0,0
policy_middle4_policy_contrast_t050,noisy_t1000,32,120,0.12229566590394825,0.06204865373923288,0.05000656017800793,1.5348545756191014,0.008437037467956543,0,0
policy_middle4_policy_contrast_t050,noisy_t500,32,120,0.06840815651230514,0.06021159154479392,0.05000542988224575,1.6539287654062111,0.006058588624000549,0,0
policy_random0_policy_contrast_t010,noisy_t1000,32,120,0.02753524453146383,0.05695351688821877,0.010027171698554108,0.3192775440150095,0.02999464049935341,0,0
policy_random0_policy_contrast_t010,noisy_t500,32,120,0.013850166025804356,0.05550157813753079,0.010029326836229303,0.3778452669541973,0.03397827968001366,0,0
policy_random0_policy_contrast_t020,noisy_t1000,32,120,0.04949703742749989,0.05700440048773696,0.0200138078071177,0.6379427350242622,0.018710270524024963,0,0
policy_random0_policy_contrast_t020,noisy_t500,32,120,0.02090161805972457,0.05553317286054759,0.020017303898930548,0.7552403125368679,0.017705652862787247,0,0
policy_random0_policy_contrast_t050,noisy_t1000,32,120,0.10359180916566402,0.05714413789488995,0.050006748347853625,1.5905839663464576,0.007501840591430664,0,0
policy_random0_policy_contrast_t050,noisy_t500,32,120,0.04373663035221398,0.055540238703300326,0.050004019522263354,1.8872418923691534,0.005842074751853943,0,0
policy_random1_policy_contrast_t010,noisy_t1000,32,120,0.027002851449651644,0.05613867253171824,0.010026159868963685,0.30385792689048685,0.04265615716576576,0,0
policy_random1_policy_contrast_t010,noisy_t500,32,120,0.014233248395612463,0.05583286271091008,0.010026214573493536,0.33208463515814707,0.0299026258289814,0,0
policy_random1_policy_contrast_t020,noisy_t1000,32,120,0.04599730821792036,0.05607616142515326,0.020016727388914052,0.6072765517669418,0.012077763676643372,0,0
policy_random1_policy_contrast_t020,noisy_t500,32,120,0.02198001218494028,0.05580971946668191,0.020021220940786105,0.6638947885250672,0.020109117031097412,0,0
policy_random1_policy_contrast_t050,noisy_t1000,32,120,0.09226373885758221,0.0558561473711355,0.050006182041640077,1.5202803786223134,0.00654563307762146,0,0
policy_random1_policy_contrast_t050,noisy_t500,32,120,0.0464282498578541,0.05562304492244342,0.050008049386087806,1.664839498248572,0.006029903888702393,0,0
policy_random2_policy_contrast_t010,noisy_t1000,32,120,0.026993166276952252,0.060215239041766226,0.010028558194365662,0.34104275234664483,0.026759132742881775,0,0
policy_random2_policy_contrast_t010,noisy_t500,32,120,0.01441356906434521,0.057469493938454734,0.010028757453740884,0.36967704511674426,0.030297599732875824,0,0
policy_random2_policy_contrast_t020,noisy_t1000,32,120,0.0437943622819148,0.060158501740806974,0.020015984754233312,0.6825082280556671,0.01779254525899887,0,0
policy_random2_policy_contrast_t020,noisy_t500,32,120,0.02205676049925387,0.05741708408750128,0.02001528532321875,0.7397258960758336,0.020307209342718124,0,0
policy_random2_policy_contrast_t050,noisy_t1000,32,120,0.08815384935587645,0.059959831134377355,0.05000679021468386,1.7105653359632318,0.00568978488445282,0,0
policy_random2_policy_contrast_t050,noisy_t500,32,120,0.046025970310438424,0.057141638560278804,0.05000735190697014,1.8566528507197897,0.006407797336578369,0,0
policy_random3_policy_contrast_t010,noisy_t1000,32,120,0.028082000208087265,0.06139559111810134,0.010030619924267133,0.3000352624163497,0.04212455824017525,0,0
policy_random3_policy_contrast_t010,noisy_t500,32,120,0.014220907032722607,0.0596095736133672,0.010028769858763553,0.3325398537213914,0.037149712443351746,0,0
policy_random3_policy_contrast_t020,noisy_t1000,32,120,0.046775471593718976,0.06139200051450947,0.02001783194136806,0.6001983661049357,0.016399100422859192,0,0
policy_random3_policy_contrast_t020,noisy_t500,32,120,0.021884501038584858,0.05953948744766724,0.020015063858591017,0.6654525505184816,0.016334746032953262,0,0
policy_random3_policy_contrast_t050,noisy_t1000,32,120,0.09363649715669453,0.061337977039996376,0.050007419012642156,1.5022967687575146,0.006087198853492737,0,0
policy_random3_policy_contrast_t050,noisy_t500,32,120,0.04568539920728654,0.05929496268897007,0.05000778270962958,1.670535932465767,0.0069160014390945435,0,0
policy_random4_policy_contrast_t010,noisy_t1000,32,120,0.03416706042480655,0.056946589248642945,0.010025393884279764,0.2800543916140062,0.03095734864473343,0,0
policy_random4_policy_contrast_t010,noisy_t500,32,120,0.018285277095856145,0.05535296919357885,0.010028434050036596,0.3071966529241763,0.033645424991846085,0,0
policy_random4_policy_contrast_t020,noisy_t1000,32,120,0.05798268143553287,0.05690448379415708,0.020014806097606197,0.5595639719084526,0.01398799940943718,0,0
policy_random4_policy_contrast_t020,noisy_t500,32,120,0.029990726499818265,0.05535854684809844,0.020014550034344818,0.6151382786454633,0.01580221578478813,0,0
policy_random4_policy_contrast_t050,noisy_t1000,32,120,0.13032569165807217,0.05661980688601033,0.0500047640564541,1.4015121524377414,0.006248578429222107,0,0
policy_random4_policy_contrast_t050,noisy_t500,32,120,0.07156846928410232,0.05512124072653629,0.05000537654462581,1.5488179225785035,0.0067871809005737305,0,0
policy_random5_policy_contrast_t010,noisy_t1000,32,120,0.025872695085126907,0.057423447515369236,0.010025857477254856,0.3182883073071328,0.03200611099600792,0,0
policy_random5_policy_contrast_t010,noisy_t500,32,120,0.0140621765749529,0.05693661318146041,0.010024122624114777,0.3648797275382094,0.03125406801700592,0,0
policy_random5_policy_contrast_t020,noisy_t1000,32,120,0.044652332144323736,0.057545702056571224,0.020018512276389323,0.635174157769264,0.01624850556254387,0,0
policy_random5_policy_contrast_t020,noisy_t500,32,120,0.02133967197733,0.057060932891909034,0.020020716918709998,0.7283662789695275,0.01429729163646698,0,0
