operator,factor,call_index,layer,head,discovery_gain,validation_gain,validation_ci_lower,validation_ci_upper,validation_win_fraction,full_budget_fraction,relative_reference_energy,selected
landmark,head_only,-1,5,3,-1.201392678706124,-1.0599627008167163,-1.3212516338942375,-0.7982733900957163,0.0625,0.03515625,0.31100953298595363,False
landmark,head_only,-1,5,4,-2.2530541920753113,-2.223460721535249,-2.365746527726585,-2.0922513824438074,0.0,0.03515625,0.6860368874425125,False
landmark,head_only,-1,5,5,-3.1456237073069757,-3.0223315894231275,-3.224819539575501,-2.816885421356053,0.0,0.03515625,0.4904809451072324,False
landmark,head_only,-1,5,6,-3.9365277975522615,-3.687149786457676,-3.947177859010536,-3.369030552341182,0.0,0.03515625,1.0090263688478252,False
landmark,head_only,-1,5,7,-3.781060017348505,-3.79210399481643,-4.234934362557248,-3.3874405531939242,0.0,0.03515625,1.6049729083548423,False
landmark,head_only,-1,5,8,-1.6524661962307072,-1.5579393875701328,-1.8802711603804256,-1.2352774492348348,0.0625,0.03515625,0.657599381284834,False
landmark,head_only,-1,5,9,-5.789031678336436,-5.726743924565671,-6.003194887035948,-5.469813959181981,0.0,0.03515625,1.055781497837874,False
landmark,head_only,-1,5,10,-3.0023959212116664,-3.0353009574105334,-3.3144061096811672,-2.744087860998616,0.0,0.03515625,0.6816303302629322,False
landmark,head_only,-1,5,11,-3.727158099744474,-3.6019930013518104,-3.805065061398306,-3.3800081198780747,0.0,0.03515625,0.9909736311521748,False
landmark,head_only,-1,6,0,-2.719298913692038,-2.74302972739679,-2.9833016161266026,-2.5161418730989222,0.0,0.07942708333333333,0.7021341692339836,False
landmark,head_only,-1,6,1,-2.318551205284959,-2.308377272518198,-2.540780772189026,-2.057384328724802,0.0,0.07942708333333333,1.0463104094134872,False
landmark,head_only,-1,6,2,-3.9644670148323615,-3.9463407822987544,-4.168205653299362,-3.713389802243571,0.0,0.07942708333333333,1.4203792176904917,False
