method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
all_recent,0.9689247587720927,0.961492568791316,0.958466150219145,0.9789500472778959,0.2343131496881445,0.6875,0.6161786567419767,0.7084604591727256,0.2343131496881445
strict5_reservoir,0.9668949740698203,0.9601104025719894,0.9555052731921473,0.977943195192555,0.23511635665781797,0.7375,0.6182161625474691,0.7025796294063329,0.23511635665781797
strict5_landmark,0.9691047806840617,0.9615998663261779,0.9589075908220672,0.9800073438152822,0.23587920853557687,0.7416666666666667,0.6224929757416249,0.7093629666964213,0.23587920853557687
strict5_prototype,0.9663769609999172,0.9610458697898665,0.9564813163973923,0.976876875566265,0.23386245345075926,0.7166666666666667,0.6179630100727082,0.7057327847331762,0.23386245345075926
strict5_retrieval,0.9686747962941777,0.961774394222531,0.95836071633046,0.978225911312857,0.2375682651375731,0.7708333333333334,0.620273112008969,0.710027291432023,0.2375682651375731
