method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
sf_native,0.9686596992459833,0.9609572938147957,0.9680371297886164,0.9821794948906273,0.2331734993805488,0.6416666666666667,0.6157287754118442,0.6892518314172824,0.2331734993805488
ours_layer_early10_reservoir4,0.9670609085117862,0.9586857973219314,0.9581075996004677,0.9790534917896588,0.23471920415759087,0.775,0.6217205745478471,0.710291190167268,0.23471920415759087
ours_layer_middle10_reservoir4,0.9709593647884359,0.9620509640668774,0.9613232209830505,0.9800252153181827,0.23943240189303955,0.775,0.629723559319973,0.7078396348953246,0.23943240189303955
ours_layer_late10_reservoir4,0.9672259360950691,0.9597034156662351,0.9588171405262413,0.9798839217448357,0.23895717601602276,0.7583333333333333,0.6154640109588703,0.7092650889803965,0.23895717601602276
ours_layer_interleaved10_reservoir4,0.9721258963656766,0.9626757995555256,0.9623042815767864,0.9815032423346117,0.23863841372852523,0.7916666666666666,0.6267250003914039,0.7124029331753651,0.23863841372852523
ours_all_reservoir4_reference,0.964568090389943,0.9583014054620407,0.9546788498233346,0.9770784787822827,0.2414269988425076,0.8333333333333334,0.6182914459457,0.6968890206366777,0.2414269988425076
ours_qk_top4_reservoir4_reference,0.9695947905997683,0.9623800874780333,0.9634594195263053,0.9816637810393143,0.23814869777609904,0.7208333333333333,0.616651592652003,0.7068043368061383,0.23814869777609904
ours_all_recent8_reference,0.9684779582300245,0.9611733937350201,0.9594080396181615,0.9795984656914387,0.23091211918120583,0.7333333333333333,0.6196783860524495,0.7078873717014988,0.23091211918120583
