left_feature,right_feature,discovery_source_spearman,validation_source_spearman,discovery_coordinate_spearman,validation_coordinate_spearman
v136_temporal.temporal_reach_ratio,v143_ab.policy_prompt_score,-0.07646997246607694,-0.058923130082688215,-0.16772197116521173,-0.09384285625298541
v136_temporal.temporal_reach_ratio,v143_ab.prompt_history_excess,-0.037495320421726944,-0.026379546692729607,-0.11032875474309228,-0.09076227171559963
v136_temporal.temporal_reach_ratio,v143_ab.stale_a_mass_B_visible,0.364690313968472,0.38285300555302637,0.5482642612983125,0.5195305004925449
v136_temporal.temporal_reach_ratio,v143_natural.current_mass,0.392309788023643,0.3654153487652079,0.4653207799083853,0.430482480210974
v136_temporal.temporal_reach_ratio,v143_natural.history_mean_logit,-0.2378459710337271,-0.2411417783573433,-0.266736111646952,-0.26269981507058954
v136_temporal.temporal_reach_ratio,v143_natural.history_positive_rate,-0.3130377323690134,-0.30191793066224,-0.4410476294700438,-0.4267857503380328
v136_temporal.temporal_reach_ratio,v143_natural.last4_mass,0.35546694028010684,0.33282231232360227,0.40122138303811616,0.354623417682497
v136_temporal.temporal_reach_ratio,v143_natural.middle_mass,-0.33787186344954884,-0.3170290869675626,-0.36302157681257824,-0.3166341304073848
v136_temporal.temporal_reach_ratio,v143_natural.oldest1_mass,-0.036640338438913664,-0.0064298348038633445,-0.0076440943616127395,0.028946471930914305
v136_temporal.temporal_reach_ratio,v143_natural.policy_need,0.41383472609099353,0.42876076718698963,0.41256182532272623,0.4267532928494818
v136_temporal.temporal_reach_ratio,v143_natural.recent4_mass,-0.4157219895171784,-0.405847757531002,-0.5558021424553723,-0.540896663297299
v136_temporal.temporal_reach_ratio,v143_natural.recent4_non_oldest_ratio,-0.4149818591006122,-0.4005670313430049,-0.5512480006430377,-0.5347631372575421
v138_cross.history_specificity,v143_ab.policy_prompt_score,0.044774541606794824,-0.029367940728421887,0.21533136735477304,0.07844379169146863
v138_cross.history_specificity,v143_ab.prompt_history_excess,0.24747984037204349,0.10081178818487145,0.08658340747756786,-0.05803379384470935
v138_cross.history_specificity,v143_ab.stale_a_mass_B_visible,-0.4731780337811248,-0.30953145214597844,-0.25378693765641197,-0.13826264091543916
v138_cross.history_specificity,v143_natural.current_mass,-0.3898856427132998,-0.40015470808341924,-0.3424179382065653,-0.3726280908580691
v138_cross.history_specificity,v143_natural.history_mean_logit,0.6199908949914738,0.6380514767346455,0.5697016695087667,0.5889387006586985
v138_cross.history_specificity,v143_natural.history_positive_rate,0.6059926799804101,0.6218975608630974,0.46748405003597726,0.5045239119110926
v138_cross.history_specificity,v143_natural.last4_mass,-0.35668299974973616,-0.3490451824706837,-0.31568380358951115,-0.3335383675997775
v138_cross.history_specificity,v143_natural.middle_mass,0.33208208037640485,0.3127225977002528,0.29701618068040647,0.3042472035535253
v138_cross.history_specificity,v143_natural.oldest1_mass,-0.059375859221101716,-0.09543889782564688,-0.07025339388337781,-0.08363607276240276
v138_cross.history_specificity,v143_natural.policy_need,-0.06824461094092804,-0.0665766453959264,-0.17466518517375393,-0.1757791340982569
v138_cross.history_specificity,v143_natural.recent4_mass,0.5471819023225518,0.5455227395074576,0.41795266371724,0.4351911151577815
v138_cross.history_specificity,v143_natural.recent4_non_oldest_ratio,0.5448850379777639,0.5418658870307608,0.41571694731344827,0.42902206781999935
v143_ab.policy_prompt_score,v143_ab.prompt_history_excess,-0.0677608137757113,-0.18618591584308256,0.12020776644639795,0.13822194248869613
v143_ab.policy_prompt_score,v143_ab.stale_a_mass_B_visible,-0.10877216089179725,-0.09609738371547609,-0.14955200093272084,-0.10496133066977123
v143_ab.policy_prompt_score,v143_natural.current_mass,-0.15069804484037572,-0.09734221241288128,-0.19348038454852262,-0.06627305192129872
v143_ab.policy_prompt_score,v143_natural.history_mean_logit,0.11325506789707551,0.0022274355766658807,0.2401814245299637,0.11070234988716449
v143_ab.policy_prompt_score,v143_natural.history_positive_rate,0.19016823419791057,0.0773480144790527,0.25577004383038704,0.14791166400182
v143_ab.policy_prompt_score,v143_natural.last4_mass,-0.17001169087271503,-0.13330089921460758,-0.18558215779331447,-0.08823678821049169
v143_ab.policy_prompt_score,v143_natural.middle_mass,0.1927931904772925,0.1635429088865525,0.18493718396238695,0.08417426536606883
v143_ab.policy_prompt_score,v143_natural.oldest1_mass,0.10693712614217739,0.1296259727618226,0.05690723952031328,0.10972510083112624
v143_ab.policy_prompt_score,v143_natural.policy_need,0.019719749514066943,0.07980392396085097,0.016306881470985177,0.12424527031291734
v143_ab.policy_prompt_score,v143_natural.recent4_mass,0.10503533100212208,0.025596482201001122,0.22042877934433638,0.07556318665461034
v143_ab.policy_prompt_score,v143_natural.recent4_non_oldest_ratio,0.10384097085037486,0.028317893253882582,0.21995064302164777,0.07646414290728486
v143_ab.prompt_history_excess,v143_ab.stale_a_mass_B_visible,-0.15320435965618065,-0.09187341183428599,-0.05200547288829462,-0.038464995941969435
v143_ab.prompt_history_excess,v143_natural.current_mass,-0.07476304509546886,-0.005379452023226382,-0.045475344268157594,-0.021145818902199683
v143_ab.prompt_history_excess,v143_natural.history_mean_logit,0.11000081408306332,0.05452238530297181,0.041163111646835164,-0.029168328344779813
v143_ab.prompt_history_excess,v143_natural.history_positive_rate,0.05767499817663819,0.0295143381793885,0.013952095319642924,-0.009905913189551033
v143_ab.prompt_history_excess,v143_natural.last4_mass,-0.060568360083516716,0.020567548547852643,-0.03328598127357742,-0.024290127068734672
v143_ab.prompt_history_excess,v143_natural.middle_mass,0.04395164174278583,-0.033582797600715274,0.0253836359196848,0.028035454119605258
v143_ab.prompt_history_excess,v143_natural.oldest1_mass,-0.04144875219228229,-0.07844740774123997,0.012113746063553563,0.06092057971672467
v143_ab.prompt_history_excess,v143_natural.policy_need,-0.04967850884807344,-0.005938298030132262,-0.04608029248456352,0.013460227937753396
v143_ab.prompt_history_excess,v143_natural.recent4_mass,0.14712002403682742,0.10144326080223104,0.07859993738267038,0.049603146798356985
v143_ab.prompt_history_excess,v143_natural.recent4_non_oldest_ratio,0.1451933947308278,0.09844242274474724,0.07713282547499264,0.05262786635543748
v143_ab.stale_a_mass_B_visible,v143_natural.current_mass,0.22921226272876336,0.12125834385192197,0.1995326866633101,0.09169456202409593
v143_ab.stale_a_mass_B_visible,v143_natural.history_mean_logit,-0.26770885577820813,-0.14593862606964558,-0.17902272908484373,-0.09250688662721163
v143_ab.stale_a_mass_B_visible,v143_natural.history_positive_rate,-0.2513768482359553,-0.13513947131694204,-0.20875996325813806,-0.13072588338732408
v143_ab.stale_a_mass_B_visible,v143_natural.last4_mass,0.07869008172715714,-0.03672483929909374,0.060975401170200005,-0.0466786249269603
v143_ab.stale_a_mass_B_visible,v143_natural.middle_mass,0.005073213665899427,0.12731271893254856,0.02567586684053632,0.13428215752693565
v143_ab.stale_a_mass_B_visible,v143_natural.oldest1_mass,0.3641506658103619,0.4122214958361694,0.3350371578989844,0.35853573439812514
v143_ab.stale_a_mass_B_visible,v143_natural.policy_need,0.2772233324845613,0.2675318996802959,0.3724218551069066,0.3177830590256612
v143_ab.stale_a_mass_B_visible,v143_natural.recent4_mass,-0.6635770068610874,-0.549050416811469,-0.5439558545863071,-0.43304063560161216
v143_ab.stale_a_mass_B_visible,v143_natural.recent4_non_oldest_ratio,-0.6508541253064676,-0.5355607947955737,-0.5300029739179634,-0.4188848985164372
v143_natural.current_mass,v143_natural.history_mean_logit,-0.43001007016972664,-0.4103637697589627,-0.4099239976033796,-0.3945314361211604
v143_natural.current_mass,v143_natural.history_positive_rate,-0.6025871515962713,-0.5958929104459408,-0.571288315584049,-0.5661043697276026
v143_natural.current_mass,v143_natural.last4_mass,0.9688185930638361,0.96390393639039,0.9624355286783407,0.9576756173842345
v143_natural.current_mass,v143_natural.middle_mass,-0.9203065020280028,-0.9045982833318847,-0.9094736982890501,-0.8965232543404157
v143_natural.current_mass,v143_natural.oldest1_mass,-0.5914838917431834,-0.5650739554293315,-0.5457531063943332,-0.5247891427069522
v143_natural.current_mass,v143_natural.policy_need,-0.11966700088151364,-0.1215244211789573,-0.04393591564954442,-0.04601928603961027
v143_natural.current_mass,v143_natural.recent4_mass,-0.7814479123310419,-0.7859353340622217,-0.8215921759654241,-0.8253232038770221
v143_natural.current_mass,v143_natural.recent4_non_oldest_ratio,-0.7944257242924193,-0.7990132243955073,-0.8352759825135043,-0.840083380342738
v143_natural.history_mean_logit,v143_natural.history_positive_rate,0.865825708993481,0.8603148659227099,0.7596070575101699,0.7621587819563137
v143_natural.history_mean_logit,v143_natural.last4_mass,-0.42065485239692996,-0.3997394011473875,-0.40690609841461284,-0.3877463754846232
v143_natural.history_mean_logit,v143_natural.middle_mass,0.4154131095935843,0.38985655688293436,0.3979300251802354,0.3765378848087819
v143_natural.history_mean_logit,v143_natural.oldest1_mass,0.04979990838404483,0.01335620131254921,0.029885013864889214,0.0011810792240011239
v143_natural.history_mean_logit,v143_natural.policy_need,-0.1978682963088707,-0.18692968309940663,-0.22305727667651754,-0.21181387716469005
v143_natural.history_mean_logit,v143_natural.recent4_mass,0.4235895944116117,0.407210036911316,0.36434948426801933,0.35136922352795924
v143_natural.history_mean_logit,v143_natural.recent4_non_oldest_ratio,0.4254744845878932,0.4098824360331414,0.36708435478039103,0.355880666744011
v143_natural.history_positive_rate,v143_natural.last4_mass,-0.6164797376749597,-0.6076789100600073,-0.584405557557078,-0.5756506780957527
v143_natural.history_positive_rate,v143_natural.middle_mass,0.6167323422889701,0.6029574230394843,0.5739049935817974,0.5587565256713635
v143_natural.history_positive_rate,v143_natural.oldest1_mass,0.252390205539591,0.23250400007857305,0.24143888264590457,0.22960232411929143
v143_natural.history_positive_rate,v143_natural.policy_need,-0.06343994710426819,-0.0436088388900699,-0.06705814855875146,-0.04800438123617027
v143_natural.history_positive_rate,v143_natural.recent4_mass,0.5134592126201563,0.5053413307099127,0.4892736314806811,0.4797345733444953
v143_natural.history_positive_rate,v143_natural.recent4_non_oldest_ratio,0.5197255950707186,0.5117587566945718,0.49474343742553484,0.4866085991970825
v143_natural.last4_mass,v143_natural.middle_mass,-0.9775748496853683,-0.9728570279422671,-0.9714248015577361,-0.966685039588931
v143_natural.last4_mass,v143_natural.oldest1_mass,-0.6762596413665667,-0.6688570357685328,-0.616551845555849,-0.6099571305573352
v143_natural.last4_mass,v143_natural.policy_need,-0.19020360958501362,-0.19540695808198535,-0.11756175042011101,-0.12838351550220217
v143_natural.last4_mass,v143_natural.recent4_mass,-0.6516538691661862,-0.6445340199646971,-0.702357542248612,-0.6937143001177881
v143_natural.last4_mass,v143_natural.recent4_non_oldest_ratio,-0.6658892251258044,-0.6595846440549374,-0.7186075915100519,-0.7113490160796353
v143_natural.middle_mass,v143_natural.oldest1_mass,0.679213193213891,0.6870349274904256,0.6263539283848732,0.6226985576918801
v143_natural.middle_mass,v143_natural.policy_need,0.17949793587629886,0.18495745755223572,0.11855878517581153,0.1272039136104445
v143_natural.middle_mass,v143_natural.recent4_mass,0.5609551055975954,0.5342823293011393,0.6234159788825684,0.594518733426441
v143_natural.middle_mass,v143_natural.recent4_non_oldest_ratio,0.5747038957944272,0.5491972574622003,0.6390250693244713,0.6125277747842328
v143_natural.oldest1_mass,v143_natural.policy_need,0.57027332265254,0.5618601536007624,0.5599583329984615,0.5485419831611378
v143_natural.oldest1_mass,v143_natural.recent4_mass,0.16458728114368373,0.14205903044604368,0.22154581914934912,0.21329424009113415
v143_natural.oldest1_mass,v143_natural.recent4_non_oldest_ratio,0.18685661680192733,0.16594903597130198,0.24352319045876797,0.23593156683239785
v143_natural.policy_need,v143_natural.recent4_mass,-0.13571586292431104,-0.12816794578352259,-0.20256385789084894,-0.1954029995087411
v143_natural.policy_need,v143_natural.recent4_non_oldest_ratio,-0.11838932604590088,-0.10927943474851497,-0.18505125587751628,-0.176808122698515
v143_natural.recent4_mass,v143_natural.recent4_non_oldest_ratio,0.9989837877363826,0.9988416827044034,0.998501787984226,0.9982688905184502
