variant,measure,mode,current_frame,nominal_timestep,raw_split_spearman,layer_residual_split_spearman,discovery_layer_eta_squared,validation_layer_eta_squared
camera_excess_seed,compatibility_loss,noisy,63,1000,0.15168326916102745,0.10825392171235888,0.12333898824827376,0.22597579054716854
camera_excess_seed,policy_shift,noisy,63,1000,0.03654529227334573,0.05566709619672991,0.13321226047319223,0.1312912545701924
camera_excess_seed,topology_normalized_entropy_shift,noisy,63,1000,-0.0784083853448243,-0.06652718476106405,0.19528324268383587,0.10227572303903969
camera_excess_seed,topology_diagonal_mass_shift,noisy,63,1000,-0.1289400790277289,-0.1181764969555599,0.13564581431380324,0.10440002999966605
camera_excess_seed,topology_expected_displacement_shift,noisy,63,1000,0.031136916436005635,0.013859299731710685,0.09420990320789793,0.07070007308581405
camera_excess_seed,topology_directional_coherence_shift,noisy,63,1000,0.1349598452865716,0.12688593027438472,0.09435321358972858,0.051036543539419305
camera_excess_seed,topology_top1_displacement_shift,noisy,63,1000,-0.048517818272694184,-0.014197233097636812,0.09752628700904034,0.06246589168615157
camera_excess_seed,query_shift,noisy,117,500,0.6518982913962813,0.5406872995419203,0.3879030153358332,0.29767154524783174
camera_excess_seed,key_shift,noisy,117,500,0.04266828190546738,-0.0935439376810997,0.17140662691459516,0.30755885767159674
camera_excess_seed,value_shift,noisy,117,500,0.2696383974156179,0.19048835253358434,0.19477415750827062,0.3230378959718262
camera_excess_seed,value_scale_shift,noisy,117,500,-0.06821914778149007,-0.06469314320840952,0.3878500957804197,0.41346062583520027
camera_excess_seed,compatibility_loss,noisy,117,500,0.05573319752981633,0.034347744452760696,0.1019172246070563,0.18104815371115932
camera_excess_seed,policy_shift,noisy,117,500,-0.016084229044977198,0.010113503962221928,0.07794347693020649,0.14961332921003662
camera_excess_seed,topology_normalized_entropy_shift,noisy,117,500,-0.07505188171465046,-0.057845182089833164,0.15153294912984033,0.1265679112877762
camera_excess_seed,topology_diagonal_mass_shift,noisy,117,500,-0.1573786759377226,-0.1386448070256527,0.1076576171477124,0.17287601935785815
camera_excess_seed,topology_expected_displacement_shift,noisy,117,500,-0.019613495326571664,0.019747198360686665,0.08893834620339455,0.09972231295431927
camera_excess_seed,topology_directional_coherence_shift,noisy,117,500,0.022621351432268032,0.0437515034358876,0.08330874311816931,0.15241430355077612
camera_excess_seed,topology_top1_displacement_shift,noisy,117,500,-0.028527901347349036,-0.049040686602286755,0.09978737745305379,0.07642394838773846
camera_excess_seed,query_shift,noisy,117,1000,0.6498463208306648,0.5347047430921534,0.4177387763670263,0.285702939370428
camera_excess_seed,key_shift,noisy,117,1000,0.04266828190546738,-0.0935439376810997,0.17140662691459516,0.30755885767159674
camera_excess_seed,value_shift,noisy,117,1000,0.2696383974156179,0.19048835253358434,0.19477415750827062,0.3230378959718262
camera_excess_seed,value_scale_shift,noisy,117,1000,-0.06821914778149007,-0.06469314320840952,0.3878500957804197,0.41346062583520027
camera_excess_seed,compatibility_loss,noisy,117,1000,0.002454751451271486,0.017086037186500924,0.0938145077466961,0.18372237100393832
camera_excess_seed,policy_shift,noisy,117,1000,0.0019051072924945406,-0.00405815888497082,0.08038743799836452,0.18377729608158225
camera_excess_seed,topology_normalized_entropy_shift,noisy,117,1000,-0.04726643296471262,-0.05852353476237034,0.27711967924665926,0.14218690717408225
camera_excess_seed,topology_diagonal_mass_shift,noisy,117,1000,-0.0010252999926857911,-0.06664249795608249,0.1975991283046657,0.1546941922772394
camera_excess_seed,topology_expected_displacement_shift,noisy,117,1000,0.033154096166407125,-0.05462994714527594,0.0895982043836527,0.20178163244219843
camera_excess_seed,topology_directional_coherence_shift,noisy,117,1000,0.08364449128415888,0.07114505460151116,0.06987715864281908,0.10574101602950041
camera_excess_seed,topology_top1_displacement_shift,noisy,117,1000,-0.05495872377277311,-0.06285269018099636,0.08215891907502587,0.1254382359199602
full_semantic,query_shift,clean,63,0,0.9830770299153542,0.9646144388974195,0.340501146530586,0.360314001439981
full_semantic,key_shift,clean,63,0,0.9877344732598246,0.9730365717842472,0.5018010674097664,0.5017869943624638
full_semantic,value_shift,clean,63,0,0.9257147045887699,0.868278304616548,0.4678993276201873,0.4185369714452462
full_semantic,value_scale_shift,clean,63,0,0.8155091217267623,0.7216436855222648,0.4883735315416544,0.5244255962331915
full_semantic,compatibility_loss,clean,63,0,0.8971005434712717,0.8188977795610564,0.3069954849131445,0.3067217409281443
full_semantic,policy_shift,clean,63,0,0.7250498332034454,0.676118642890763,0.1737794223265245,0.17326969380325852
full_semantic,topology_normalized_entropy_shift,clean,63,0,0.6021335773348753,0.5038440398285314,0.21699092545208698,0.295266521967125
full_semantic,topology_diagonal_mass_shift,clean,63,0,0.7509207494764474,0.7013187966509808,0.21120600884556986,0.4033454049312935
full_semantic,topology_expected_displacement_shift,clean,63,0,0.8550801183807083,0.815007317443293,0.09138088301465386,0.07115406178179186
full_semantic,topology_directional_coherence_shift,clean,63,0,0.4352869938565607,0.3108785474985202,0.19432773255899216,0.22786169101203416
full_semantic,topology_top1_displacement_shift,clean,63,0,0.867736977138495,0.7628754629421208,0.13251927854217943,0.14432323756998822
full_semantic,query_shift,clean,117,0,0.9856403212987753,0.9700488944101934,0.3478099490173186,0.34622096111627554
full_semantic,key_shift,clean,117,0,0.9905115008603461,0.9772315630007432,0.4750731175942402,0.4893975163398737
full_semantic,value_shift,clean,117,0,0.9249590403218131,0.8717284341185759,0.42525451439680123,0.4336647970048473
full_semantic,value_scale_shift,clean,117,0,0.8797753069082322,0.7104319220570117,0.48200723427564035,0.5132615505017719
full_semantic,compatibility_loss,clean,117,0,0.9170624334204265,0.8418537180070834,0.3227436761922884,0.33384855956386605
full_semantic,policy_shift,clean,117,0,0.6943209438344432,0.6341918790525647,0.1297467095377408,0.13235102983057676
full_semantic,topology_normalized_entropy_shift,clean,117,0,0.7422147475797137,0.6166758231229894,0.2530679900783735,0.32444970598704437
full_semantic,topology_diagonal_mass_shift,clean,117,0,0.7588951776585569,0.6533110842818666,0.2893384409473072,0.2741059998617506
full_semantic,topology_expected_displacement_shift,clean,117,0,0.8552227938148722,0.8066132197522099,0.09685071996576702,0.07804130284409656
full_semantic,topology_directional_coherence_shift,clean,117,0,0.37446292625428884,0.2751355527783295,0.22183393831323647,0.22019707217106896
full_semantic,topology_top1_displacement_shift,clean,117,0,0.8990084622509908,0.825714306130976,0.12286691161404897,0.11869300193074184
full_semantic,query_shift,noisy,63,500,0.9840065638366551,0.9557239381991115,0.4817613619996589,0.48166549652832397
full_semantic,key_shift,noisy,63,500,0.9877344732598246,0.9730365717842472,0.5018010674097664,0.5017869943624638
full_semantic,value_shift,noisy,63,500,0.9257147045887699,0.868278304616548,0.4678993276201873,0.4185369714452462
full_semantic,value_scale_shift,noisy,63,500,0.8155091217267623,0.7216436855222648,0.4883735315416544,0.5244255962331915
full_semantic,compatibility_loss,noisy,63,500,0.88083858671749,0.782722860515899,0.367853858694559,0.3953223485100633
full_semantic,policy_shift,noisy,63,500,0.7245395412001635,0.6562972450919117,0.24610890310849948,0.22082996773602387
full_semantic,topology_normalized_entropy_shift,noisy,63,500,0.5324780670132395,0.4017370912546829,0.20716500191763498,0.24831139785496723
full_semantic,topology_diagonal_mass_shift,noisy,63,500,0.732086998655059,0.662065430731405,0.23614564742093486,0.288943528069452
full_semantic,topology_expected_displacement_shift,noisy,63,500,0.8460060577943561,0.7587088040884084,0.13067928821677605,0.12408249788668985
full_semantic,topology_directional_coherence_shift,noisy,63,500,0.326717638928908,0.20957613087965127,0.1692964322959826,0.21574773518144041
full_semantic,topology_top1_displacement_shift,noisy,63,500,0.8623084688278467,0.7660055493196476,0.17228844293445514,0.19543070768957765
full_semantic,query_shift,noisy,63,1000,0.9865292359973836,0.9374295718405167,0.5778390523836874,0.5989028507201137
full_semantic,key_shift,noisy,63,1000,0.9877344732598246,0.9730365717842472,0.5018010674097664,0.5017869943624638
full_semantic,value_shift,noisy,63,1000,0.9257147045887699,0.868278304616548,0.4678993276201873,0.4185369714452462
full_semantic,value_scale_shift,noisy,63,1000,0.8155091217267623,0.7216436855222648,0.4883735315416544,0.5244255962331915
full_semantic,compatibility_loss,noisy,63,1000,0.7916048734943942,0.6141276810263453,0.428827837478644,0.46157182981963246
full_semantic,policy_shift,noisy,63,1000,0.7186405759303698,0.6510469473787092,0.21981397806056852,0.2789432807984672
full_semantic,topology_normalized_entropy_shift,noisy,63,1000,0.4951819007689207,0.31986366622277423,0.2621081967879681,0.305368624006479
full_semantic,topology_diagonal_mass_shift,noisy,63,1000,0.729856775237793,0.6288124092028657,0.252453664250749,0.3734450484502093
full_semantic,topology_expected_displacement_shift,noisy,63,1000,0.8065743137203233,0.7317905914642652,0.1479552481609847,0.17576509576926203
full_semantic,topology_directional_coherence_shift,noisy,63,1000,0.39848913268392244,0.31631259896315345,0.23459659857510698,0.16939422429753342
full_semantic,topology_top1_displacement_shift,noisy,63,1000,0.873114085808551,0.7491535542344476,0.18908070045808792,0.1964688709745048
full_semantic,query_shift,noisy,117,500,0.9858118761204431,0.9620388017397253,0.4947104976231455,0.47792603088865376
full_semantic,key_shift,noisy,117,500,0.9905115008603461,0.9772315630007432,0.4750731175942402,0.4893975163398737
full_semantic,value_shift,noisy,117,500,0.9249590403218131,0.8717284341185759,0.42525451439680123,0.4336647970048473
full_semantic,value_scale_shift,noisy,117,500,0.8797753069082322,0.7104319220570117,0.48200723427564035,0.5132615505017719
full_semantic,compatibility_loss,noisy,117,500,0.8952103539893569,0.7797830230171529,0.39425720608273024,0.4175517472214941
full_semantic,policy_shift,noisy,117,500,0.7224816549510413,0.6170109337263405,0.24380116210607086,0.29013831592620287
full_semantic,topology_normalized_entropy_shift,noisy,117,500,0.6970169504734752,0.5718572569454763,0.30471273110034136,0.2832450899737669
full_semantic,topology_diagonal_mass_shift,noisy,117,500,0.729714485050186,0.6370470222787435,0.35964390192943285,0.20349074887202798
full_semantic,topology_expected_displacement_shift,noisy,117,500,0.8186570196400289,0.7592932684965654,0.20065399104597392,0.1654021164312744
full_semantic,topology_directional_coherence_shift,noisy,117,500,0.3346603552268373,0.23458041530418575,0.2168728167074968,0.17844690597249116
full_semantic,topology_top1_displacement_shift,noisy,117,500,0.8709027266079433,0.7541299228565695,0.22739594928122156,0.21428550311819347
full_semantic,query_shift,noisy,117,1000,0.9865346374722951,0.9545283264918939,0.5793095928857865,0.5742117769020288
full_semantic,key_shift,noisy,117,1000,0.9905115008603461,0.9772315630007432,0.4750731175942402,0.4893975163398737
full_semantic,value_shift,noisy,117,1000,0.9249590403218131,0.8717284341185759,0.42525451439680123,0.4336647970048473
full_semantic,value_scale_shift,noisy,117,1000,0.8797753069082322,0.7104319220570117,0.48200723427564035,0.5132615505017719
full_semantic,compatibility_loss,noisy,117,1000,0.7966735854443321,0.6482568023930225,0.47783663675869,0.4783013659244506
full_semantic,policy_shift,noisy,117,1000,0.6800569448838338,0.5796955737827194,0.2164554689418749,0.3091897235577484
full_semantic,topology_normalized_entropy_shift,noisy,117,1000,0.6960569169208694,0.5852850413661886,0.33762277737003227,0.29157301834884763
full_semantic,topology_diagonal_mass_shift,noisy,117,1000,0.7842443417505622,0.6756907186454346,0.3622437645695188,0.27829022712823454
full_semantic,topology_expected_displacement_shift,noisy,117,1000,0.8502169996974797,0.7756820240909934,0.1477908312377055,0.17989606731945043
full_semantic,topology_directional_coherence_shift,noisy,117,1000,0.34509010044196625,0.24041880986978104,0.22146524376801846,0.21935523104098928
full_semantic,topology_top1_displacement_shift,noisy,117,1000,0.8985222290807697,0.8109649777931001,0.21060808279755147,0.24926143854092164
full_semantic_excess_seed,query_shift,clean,63,0,0.05393508694768735,0.06594341005717637,0.2200129362969077,0.14328372429872416
full_semantic_excess_seed,key_shift,clean,63,0,0.3541503663865719,0.31867967088223415,0.1353055929667786,0.15182457740897232
full_semantic_excess_seed,value_shift,clean,63,0,0.5259726798303485,0.3916496269261336,0.4303917968943552,0.5448702245555005
full_semantic_excess_seed,value_scale_shift,clean,63,0,0.08745180646970012,0.05231264644531722,0.20029239795969325,0.4201906703926498
full_semantic_excess_seed,compatibility_loss,clean,63,0,0.18119738578229766,0.13416615868949605,0.09170913642788597,0.06948051920446822
full_semantic_excess_seed,policy_shift,clean,63,0,0.05251918096075844,0.04563461137817421,0.11715330230161386,0.09226242501189828
full_semantic_excess_seed,topology_normalized_entropy_shift,clean,63,0,-0.19664847389505796,-0.23026067426918229,0.13397384223762338,0.1969642158302997
full_semantic_excess_seed,topology_diagonal_mass_shift,clean,63,0,0.014321977736400565,-0.01494107995792938,0.15803349628161695,0.16054748985998182
full_semantic_excess_seed,topology_expected_displacement_shift,clean,63,0,0.026021910182297867,0.04113651626337591,0.05346149558074189,0.05427128538425397
full_semantic_excess_seed,topology_directional_coherence_shift,clean,63,0,0.015539871549819681,0.005981530327568917,0.0735089899405618,0.09745515533551244
full_semantic_excess_seed,topology_top1_displacement_shift,clean,63,0,-0.04793991610952926,-0.051122143341354245,0.04777037084063795,0.07642399079070684
full_semantic_excess_seed,query_shift,clean,117,0,0.009934747438894847,0.030629351563926675,0.1653369973026391,0.1939247765104905
full_semantic_excess_seed,key_shift,clean,117,0,0.09991975246722581,0.11663953168362924,0.16616894672131063,0.13247251252778794
full_semantic_excess_seed,value_shift,clean,117,0,0.3219255807014971,0.1766047577527604,0.27765440379692946,0.35950230844261244
full_semantic_excess_seed,value_scale_shift,clean,117,0,0.009575433966825876,0.06445985951537692,0.33928154314662234,0.20170609335316372
full_semantic_excess_seed,compatibility_loss,clean,117,0,0.06523944371998755,0.07001571514183494,0.11312755039831093,0.10509420439181166
full_semantic_excess_seed,policy_shift,clean,117,0,-0.013314917553376182,-0.032431577404146636,0.09318131026561469,0.09697352997299985
full_semantic_excess_seed,topology_normalized_entropy_shift,clean,117,0,0.01258374427156752,0.10802378697714807,0.1708223950459901,0.2718036674929606
full_semantic_excess_seed,topology_diagonal_mass_shift,clean,117,0,-0.024378757125257444,0.014531111038151015,0.16240174299737906,0.19143038391566838
full_semantic_excess_seed,topology_expected_displacement_shift,clean,117,0,0.06195418006058912,0.09192484663267035,0.07542403700933815,0.12140020170556752
full_semantic_excess_seed,topology_directional_coherence_shift,clean,117,0,-0.02472290442027061,0.0003771892941769787,0.0636807542568414,0.10111444621317539
full_semantic_excess_seed,topology_top1_displacement_shift,clean,117,0,0.013040331879225554,0.004419743933036418,0.10075723316434085,0.09870801131820445
full_semantic_excess_seed,query_shift,noisy,63,500,0.3338289647296661,0.18977744169836702,0.3102210383076157,0.39752142641746235
full_semantic_excess_seed,key_shift,noisy,63,500,0.3541503663865719,0.31867967088223415,0.1353055929667786,0.15182457740897232
full_semantic_excess_seed,value_shift,noisy,63,500,0.5259726798303485,0.3916496269261336,0.4303917968943552,0.5448702245555005
full_semantic_excess_seed,value_scale_shift,noisy,63,500,0.08745180646970012,0.05231264644531722,0.20029239795969325,0.4201906703926498
full_semantic_excess_seed,compatibility_loss,noisy,63,500,0.20433465278795876,0.15575943230014636,0.09220897543354405,0.10971032685061353
full_semantic_excess_seed,policy_shift,noisy,63,500,0.08252815736746939,0.06047963333050409,0.1288831747142185,0.1113076041116162
full_semantic_excess_seed,topology_normalized_entropy_shift,noisy,63,500,-0.18257822353186254,-0.18995754784042257,0.15674763302925643,0.15546909087618788
full_semantic_excess_seed,topology_diagonal_mass_shift,noisy,63,500,-0.1738897493623928,-0.15128322206365563,0.145908421107491,0.35502387618128856
full_semantic_excess_seed,topology_expected_displacement_shift,noisy,63,500,-0.0755274725819,0.03226145587241621,0.15853004882579771,0.16335153588798718
full_semantic_excess_seed,topology_directional_coherence_shift,noisy,63,500,-0.013930558628608695,-0.02006523587223261,0.06879592422177552,0.13358244130024058
full_semantic_excess_seed,topology_top1_displacement_shift,noisy,63,500,-0.18433448023813795,-0.1260959018428651,0.10591375058014267,0.08957655994026942
full_semantic_excess_seed,query_shift,noisy,63,1000,0.5505644333675414,0.3563381404691909,0.343295767231633,0.42963075391510225
full_semantic_excess_seed,key_shift,noisy,63,1000,0.3541503663865719,0.31867967088223415,0.1353055929667786,0.15182457740897232
full_semantic_excess_seed,value_shift,noisy,63,1000,0.5259726798303485,0.3916496269261336,0.4303917968943552,0.5448702245555005
full_semantic_excess_seed,value_scale_shift,noisy,63,1000,0.08745180646970012,0.05231264644531722,0.20029239795969325,0.4201906703926498
full_semantic_excess_seed,compatibility_loss,noisy,63,1000,0.10368778565678233,0.0518023544420353,0.09166419660864662,0.09178020114012723
full_semantic_excess_seed,policy_shift,noisy,63,1000,0.1825549065450608,0.15831732240732307,0.11634261154372474,0.1080948568560721
full_semantic_excess_seed,topology_normalized_entropy_shift,noisy,63,1000,-0.07156683822807029,-0.07461063587946667,0.1666709981944104,0.12994590150480692
full_semantic_excess_seed,topology_diagonal_mass_shift,noisy,63,1000,0.05235476587640404,0.032751518506092786,0.11668186599004084,0.16011605946540375
full_semantic_excess_seed,topology_expected_displacement_shift,noisy,63,1000,0.14588982987091784,0.163321014347145,0.0858177059325124,0.0655020268399763
full_semantic_excess_seed,topology_directional_coherence_shift,noisy,63,1000,0.008350326491766695,-0.011665347318615604,0.09085462207698668,0.09054632809368422
full_semantic_excess_seed,topology_top1_displacement_shift,noisy,63,1000,-0.02231192583437365,-0.0040237881485700195,0.09965891757269868,0.04455750271237894
full_semantic_excess_seed,query_shift,noisy,117,500,0.4609526308073364,0.30526084306206064,0.37154451402648864,0.35862011190907495
full_semantic_excess_seed,key_shift,noisy,117,500,0.09991975246722581,0.11663953168362924,0.16616894672131063,0.13247251252778794
full_semantic_excess_seed,value_shift,noisy,117,500,0.3219255807014971,0.1766047577527604,0.27765440379692946,0.35950230844261244
full_semantic_excess_seed,value_scale_shift,noisy,117,500,0.009575433966825876,0.06445985951537692,0.33928154314662234,0.20170609335316372
full_semantic_excess_seed,compatibility_loss,noisy,117,500,-0.03749565968873216,-0.002891740419807766,0.08973250287696201,0.08306222447067671
full_semantic_excess_seed,policy_shift,noisy,117,500,-0.19363369573324896,-0.153922226766153,0.12679340564074557,0.1854346643058005
full_semantic_excess_seed,topology_normalized_entropy_shift,noisy,117,500,0.07852769083529434,0.085133107568258,0.11196390506368432,0.20551553408690953
full_semantic_excess_seed,topology_diagonal_mass_shift,noisy,117,500,0.14309447366291997,0.1844850706944305,0.18606481254075544,0.22956356979206413
full_semantic_excess_seed,topology_expected_displacement_shift,noisy,117,500,0.08451541134977579,0.0900911073189293,0.08364289079548329,0.11747941203537543
full_semantic_excess_seed,topology_directional_coherence_shift,noisy,117,500,0.10137932143123334,0.09450479129276992,0.05986621637756637,0.12627878997727976
full_semantic_excess_seed,topology_top1_displacement_shift,noisy,117,500,0.040016741336901654,0.04826824115324298,0.07769046806678824,0.10407926808783745
full_semantic_excess_seed,query_shift,noisy,117,1000,0.5931156876210464,0.388285710574636,0.4243276130324146,0.4294176252905535
full_semantic_excess_seed,key_shift,noisy,117,1000,0.09991975246722581,0.11663953168362924,0.16616894672131063,0.13247251252778794
full_semantic_excess_seed,value_shift,noisy,117,1000,0.3219255807014971,0.1766047577527604,0.27765440379692946,0.35950230844261244
full_semantic_excess_seed,value_scale_shift,noisy,117,1000,0.009575433966825876,0.06445985951537692,0.33928154314662234,0.20170609335316372
full_semantic_excess_seed,compatibility_loss,noisy,117,1000,-0.002969930323536447,0.037315874350882336,0.12093324217677605,0.07925590815957459
full_semantic_excess_seed,policy_shift,noisy,117,1000,-0.06589685620002211,-0.03927345118403691,0.07851733580242665,0.12994643993690982
full_semantic_excess_seed,topology_normalized_entropy_shift,noisy,117,1000,-0.010565322460038482,-0.009340888881373289,0.15062646594489745,0.20938023668158504
full_semantic_excess_seed,topology_diagonal_mass_shift,noisy,117,1000,-0.03126740171513399,0.013919313251414534,0.09378293049865694,0.3904752971951336
full_semantic_excess_seed,topology_expected_displacement_shift,noisy,117,1000,0.04242688227590883,0.039018191634011753,0.11446021215087505,0.11808516589298543
full_semantic_excess_seed,topology_directional_coherence_shift,noisy,117,1000,0.1383140714172501,0.10503223631005926,0.07969544666127196,0.12326089828566429
full_semantic_excess_seed,topology_top1_displacement_shift,noisy,117,1000,-0.07351511560848015,-0.08687934677582085,0.10076671316564612,0.15067633905771116
identity,query_shift,clean,63,0,0.9777971537846227,0.9513823409131243,0.3801443955170254,0.3754568635925175
identity,key_shift,clean,63,0,0.98687104067161,0.960638842377899,0.5691331701934494,0.6041196010396439
identity,value_shift,clean,63,0,0.9512709717410371,0.8437904613461523,0.70525405575547,0.7176377321478774
identity,value_scale_shift,clean,63,0,0.817975961748676,0.7732600817393137,0.3969136587308475,0.29617587507270604
identity,compatibility_loss,clean,63,0,0.8629925128023107,0.7871629667924392,0.3372679310084462,0.34792695157285497
identity,policy_shift,clean,63,0,0.713478241858862,0.6449409331862128,0.15957336295867386,0.21550617871397382
identity,topology_normalized_entropy_shift,clean,63,0,0.5840780812814058,0.3870459161834265,0.2910798028294338,0.34392419985435624
identity,topology_diagonal_mass_shift,clean,63,0,0.7380700592218485,0.6231720713725396,0.31701080990920216,0.36780692522124137
identity,topology_expected_displacement_shift,clean,63,0,0.8166443874466633,0.7582757571919254,0.09200022760639365,0.1403385706797819
identity,topology_directional_coherence_shift,clean,63,0,0.5096261154614682,0.34425934356489374,0.2799286623183239,0.22819990830799253
identity,topology_top1_displacement_shift,clean,63,0,0.8530575431333091,0.7761710008223306,0.10750217813310967,0.13823714639738852
identity,query_shift,clean,117,0,0.9857385730856978,0.9719295673577727,0.34884218330663136,0.35094093277640204
identity,key_shift,clean,117,0,0.9860348716682484,0.973463272607556,0.49950026366640643,0.5405995206686917
identity,value_shift,clean,117,0,0.9240207614770688,0.8503972510075952,0.5334420159694575,0.6206260415241541
identity,value_scale_shift,clean,117,0,0.8867411528381134,0.8417485217221324,0.4703224262588101,0.37404444620869254
identity,compatibility_loss,clean,117,0,0.8932193406842132,0.8126546758334041,0.33642134496666737,0.3282640804100012
identity,policy_shift,clean,117,0,0.6727063223224459,0.5694809887936377,0.1238768069604732,0.18803356799028634
identity,topology_normalized_entropy_shift,clean,117,0,0.5965349066931307,0.4580982729196785,0.28510602581359984,0.23968047580676313
identity,topology_diagonal_mass_shift,clean,117,0,0.7312547129411306,0.636388275438627,0.41583828597712524,0.2271323732838804
identity,topology_expected_displacement_shift,clean,117,0,0.8427017154917815,0.7618102456822318,0.09207814185419164,0.08020992007865971
identity,topology_directional_coherence_shift,clean,117,0,0.4751109673627712,0.35187027882611555,0.1719030005154882,0.1744626978597848
identity,topology_top1_displacement_shift,clean,117,0,0.8917547702562039,0.8452725716433135,0.16519330681228023,0.14597972767229572
identity,query_shift,noisy,63,500,0.9818221334012349,0.9397533931588977,0.5367840576069471,0.5322605155057396
identity,key_shift,noisy,63,500,0.98687104067161,0.960638842377899,0.5691331701934494,0.6041196010396439
identity,value_shift,noisy,63,500,0.9512709717410371,0.8437904613461523,0.70525405575547,0.7176377321478774
identity,value_scale_shift,noisy,63,500,0.817975961748676,0.7732600817393137,0.3969136587308475,0.29617587507270604
identity,compatibility_loss,noisy,63,500,0.8367430818653435,0.750624619017122,0.39412038649179953,0.4484691249937178
identity,policy_shift,noisy,63,500,0.7516171678279411,0.6435242555883919,0.30723011978613063,0.3374852254440768
identity,topology_normalized_entropy_shift,noisy,63,500,0.5703142908969965,0.41890656441271673,0.25776293144317386,0.3697410274249408
identity,topology_diagonal_mass_shift,noisy,63,500,0.6340198253929276,0.5110055512591428,0.30881680569608144,0.3918610329661606
identity,topology_expected_displacement_shift,noisy,63,500,0.8106932060070582,0.7226653091456435,0.11688849572232408,0.28778146363775253
identity,topology_directional_coherence_shift,noisy,63,500,0.4257891243605889,0.29217461711055326,0.24258178342703196,0.26094016177383433
identity,topology_top1_displacement_shift,noisy,63,500,0.8332444554289028,0.7247366802210068,0.1703903886396614,0.2477832562610657
identity,query_shift,noisy,63,1000,0.9842382389957166,0.901678238254943,0.6419239097646203,0.6289706325640689
identity,key_shift,noisy,63,1000,0.98687104067161,0.960638842377899,0.5691331701934494,0.6041196010396439
identity,value_shift,noisy,63,1000,0.9512709717410371,0.8437904613461523,0.70525405575547,0.7176377321478774
identity,value_scale_shift,noisy,63,1000,0.817975961748676,0.7732600817393137,0.3969136587308475,0.29617587507270604
identity,compatibility_loss,noisy,63,1000,0.7330751008881241,0.5639493103084643,0.3590937893929095,0.5120212313509992
identity,policy_shift,noisy,63,1000,0.7565747678094223,0.6275902334637355,0.28981409060296365,0.3664969218288229
identity,topology_normalized_entropy_shift,noisy,63,1000,0.6355621691963622,0.42314866095089776,0.3727999520210484,0.3655073132430492
identity,topology_diagonal_mass_shift,noisy,63,1000,0.7219508773068157,0.4971893655968481,0.33799621075663894,0.42909331512779575
identity,topology_expected_displacement_shift,noisy,63,1000,0.8272919632149317,0.7468015426053877,0.1602865645938184,0.3373877390709841
identity,topology_directional_coherence_shift,noisy,63,1000,0.4508847753110915,0.32629838355192636,0.2945385459510776,0.309235373052884
identity,topology_top1_displacement_shift,noisy,63,1000,0.8749852038951462,0.7602480939489062,0.24312039471046926,0.2940069721440987
identity,query_shift,noisy,117,500,0.986405244896437,0.970780124332235,0.4992554473257605,0.4989685374673591
identity,key_shift,noisy,117,500,0.9860348716682484,0.973463272607556,0.49950026366640643,0.5405995206686917
identity,value_shift,noisy,117,500,0.9240207614770688,0.8503972510075952,0.5334420159694575,0.6206260415241541
identity,value_scale_shift,noisy,117,500,0.8867411528381134,0.8417485217221324,0.4703224262588101,0.37404444620869254
identity,compatibility_loss,noisy,117,500,0.851015825739396,0.7491384964390158,0.4037448813733899,0.40780066184016045
identity,policy_shift,noisy,117,500,0.7072791199520572,0.5458380594500473,0.31864960407573356,0.3081548570862203
identity,topology_normalized_entropy_shift,noisy,117,500,0.6820923712259941,0.5904688540370374,0.28297487650113234,0.24415018741597555
identity,topology_diagonal_mass_shift,noisy,117,500,0.7096465109761676,0.5764894594946338,0.366445189049574,0.27325326143769035
identity,topology_expected_displacement_shift,noisy,117,500,0.8451764168175474,0.7406310814612401,0.17857466348345272,0.20619442433014615
identity,topology_directional_coherence_shift,noisy,117,500,0.4820655489609439,0.334639156670125,0.22167046031169046,0.2352032887694382
identity,topology_top1_displacement_shift,noisy,117,500,0.8905768440802487,0.7793810207488043,0.20218206538109437,0.24851963573584931
identity,query_shift,noisy,117,1000,0.9872484037998605,0.9547976899948044,0.6051789563132601,0.5791791450955192
identity,key_shift,noisy,117,1000,0.9860348716682484,0.973463272607556,0.49950026366640643,0.5405995206686917
identity,value_shift,noisy,117,1000,0.9240207614770688,0.8503972510075952,0.5334420159694575,0.6206260415241541
identity,value_scale_shift,noisy,117,1000,0.8867411528381134,0.8417485217221324,0.4703224262588101,0.37404444620869254
identity,compatibility_loss,noisy,117,1000,0.7615285097364435,0.6008516012212027,0.4455902432170901,0.4728647788828863
identity,policy_shift,noisy,117,1000,0.7093694138586459,0.60778221025368,0.30262407859284124,0.31890708896375736
identity,topology_normalized_entropy_shift,noisy,117,1000,0.5983343079299513,0.4637336617319463,0.34451385664523043,0.32443704507635907
identity,topology_diagonal_mass_shift,noisy,117,1000,0.6945569203316591,0.5668713699900958,0.3477846869552572,0.3526195671520612
identity,topology_expected_displacement_shift,noisy,117,1000,0.8220150973542465,0.7057254132669551,0.1849893433095573,0.2415099925950472
identity,topology_directional_coherence_shift,noisy,117,1000,0.4402110384359847,0.3047767944092808,0.20713785864579606,0.19816608197520597
identity,topology_top1_displacement_shift,noisy,117,1000,0.884535123859748,0.7720853418064741,0.22325067347218994,0.26061898561760155
identity_excess_seed,query_shift,clean,63,0,0.549519672219693,0.42438058935639933,0.2868019989757319,0.2915701462861151
