variant,measure,mode,current_frame,nominal_timestep,raw_split_spearman,layer_residual_split_spearman,discovery_layer_eta_squared,validation_layer_eta_squared
action,topology_top1_displacement_shift,clean,117,0,0.8248352569843415,0.775722391746421,0.16196973362227024,0.1219740648593183
action,query_shift,noisy,63,500,0.9822735257730897,0.9400980460240177,0.516477867641476,0.5030981612274227
action,key_shift,noisy,63,500,0.9853000408953771,0.9638297106201951,0.542841303468326,0.5886109546235451
action,value_shift,noisy,63,500,0.9264868298880907,0.8061355926100252,0.637799244578356,0.6572578042194455
action,value_scale_shift,noisy,63,500,0.8276144106050201,0.8079205858069892,0.5041217240518082,0.3093419684567254
action,compatibility_loss,noisy,63,500,0.8670159491971389,0.7515729288034629,0.4322326953960028,0.4184215111737277
action,policy_shift,noisy,63,500,0.7218998603384285,0.6461734529844622,0.2824774729873187,0.2738584976424973
action,topology_normalized_entropy_shift,noisy,63,500,0.5815217443727408,0.43395699873766075,0.30211601578497116,0.30270874564348405
action,topology_diagonal_mass_shift,noisy,63,500,0.7394966239735068,0.6146147069793834,0.34766274674690156,0.29502459775785844
action,topology_expected_displacement_shift,noisy,63,500,0.8365573963290249,0.7938909239058427,0.09604585475081727,0.20268860216069678
action,topology_directional_coherence_shift,noisy,63,500,0.3614690995923053,0.1908932278721087,0.24661711103709827,0.1957865251740652
action,topology_top1_displacement_shift,noisy,63,500,0.8560449549854701,0.7519482262857444,0.16499230009003435,0.190010144334988
action,query_shift,noisy,63,1000,0.9852591177539537,0.9085435128672136,0.625320820974877,0.6032547051225752
action,key_shift,noisy,63,1000,0.9853000408953771,0.9638297106201951,0.542841303468326,0.5886109546235451
action,value_shift,noisy,63,1000,0.9264868298880907,0.8061355926100252,0.637799244578356,0.6572578042194455
action,value_scale_shift,noisy,63,1000,0.8276144106050201,0.8079205858069892,0.5041217240518082,0.3093419684567254
action,compatibility_loss,noisy,63,1000,0.7933998976329549,0.6415219253234979,0.43875781339546155,0.46526284304913873
action,policy_shift,noisy,63,1000,0.6763046011157494,0.5546573147426549,0.32248497079762006,0.2737743658311278
action,topology_normalized_entropy_shift,noisy,63,1000,0.5166052158801028,0.4247219683757351,0.3116662698249444,0.31629439653008784
action,topology_diagonal_mass_shift,noisy,63,1000,0.6512742523202606,0.6151628997825377,0.26365801678043466,0.23958413615976018
action,topology_expected_displacement_shift,noisy,63,1000,0.81994038653271,0.7926004020609814,0.1108478674446926,0.23067438601989432
action,topology_directional_coherence_shift,noisy,63,1000,0.3371076521601421,0.25218864298926497,0.21179725847098652,0.22571125100183964
action,topology_top1_displacement_shift,noisy,63,1000,0.8598150884211166,0.7256666784470759,0.18985975562455945,0.21098919208798583
action,query_shift,noisy,117,500,0.978273494908654,0.9439599585387747,0.506550295789784,0.5019146925155269
action,key_shift,noisy,117,500,0.9871519070363197,0.9745620465178485,0.4881990078775605,0.518715833680184
action,value_shift,noisy,117,500,0.8882334483033563,0.8147961532624993,0.4811327880707265,0.5637355369155121
action,value_scale_shift,noisy,117,500,0.8645761155564472,0.7221223414789723,0.48480871459730834,0.4324097014924829
action,compatibility_loss,noisy,117,500,0.9034552735746416,0.8035653567285755,0.4105237173282883,0.42302171773576364
action,policy_shift,noisy,117,500,0.7425365936465558,0.6418740370939076,0.27227155796266733,0.2584251858233288
action,topology_normalized_entropy_shift,noisy,117,500,0.5051645448770707,0.4156567174785425,0.3121788929259348,0.25287424082536186
action,topology_diagonal_mass_shift,noisy,117,500,0.61862982886851,0.5198135366032741,0.31503815127658896,0.26372372933423227
action,topology_expected_displacement_shift,noisy,117,500,0.8344079956470808,0.7706047020053995,0.134661607976738,0.1652508082388417
action,topology_directional_coherence_shift,noisy,117,500,0.3504905681730198,0.23916325480670267,0.1833275747545892,0.24410333774817472
action,topology_top1_displacement_shift,noisy,117,500,0.8723329534318728,0.8087281435846124,0.1862779874393318,0.2526219102667183
action,query_shift,noisy,117,1000,0.9844218891427011,0.9366417281427389,0.6022032003405966,0.5913203365771245
action,key_shift,noisy,117,1000,0.9871519070363197,0.9745620465178485,0.4881990078775605,0.518715833680184
action,value_shift,noisy,117,1000,0.8882334483033563,0.8147961532624993,0.4811327880707265,0.5637355369155121
action,value_scale_shift,noisy,117,1000,0.8645761155564472,0.7221223414789723,0.48480871459730834,0.4324097014924829
action,compatibility_loss,noisy,117,1000,0.8296175124808062,0.6914785865117271,0.4811196078471165,0.4779218378002794
action,policy_shift,noisy,117,1000,0.6474183185569847,0.5847347073151284,0.27793614744436324,0.24806768393355305
action,topology_normalized_entropy_shift,noisy,117,1000,0.4837924848029719,0.4065839394994066,0.37319252844798634,0.21590030091684168
action,topology_diagonal_mass_shift,noisy,117,1000,0.7147780418490833,0.6340226026104402,0.3398119562464926,0.3113237973646811
action,topology_expected_displacement_shift,noisy,117,1000,0.8161239537270005,0.7516612307726552,0.17363865831733588,0.2562640917528647
action,topology_directional_coherence_shift,noisy,117,1000,0.3633797850327091,0.2783648558948917,0.19019362538848772,0.2788118276285334
action,topology_top1_displacement_shift,noisy,117,1000,0.886749793699613,0.7727767483937531,0.22305543553551493,0.2865460332083835
action_excess_seed,query_shift,clean,63,0,0.21079174993634206,0.10114892861827636,0.17467006129145687,0.28080930590798453
