variant,mode,current_frame,nominal_timestep,layer,head,discovery_query_shift,discovery_key_shift,discovery_value_shift,discovery_value_scale_shift,discovery_compatibility_loss,discovery_policy_shift,discovery_topology_normalized_entropy_shift,discovery_topology_diagonal_mass_shift,discovery_topology_expected_displacement_shift,discovery_topology_directional_coherence_shift,discovery_topology_top1_displacement_shift,validation_query_shift,validation_key_shift,validation_value_shift,validation_value_scale_shift,validation_compatibility_loss,validation_policy_shift,validation_topology_normalized_entropy_shift,validation_topology_diagonal_mass_shift,validation_topology_expected_displacement_shift,validation_topology_directional_coherence_shift,validation_topology_top1_displacement_shift
action,clean,63,0,0,10,0.025765687227249146,0.05933564901351929,0.541851282119751,0.2595313936471939,0.012276917695999146,0.16857734322547913,0.005126953125,0.003509521484375,0.0244140625,0.061309814453125,0.02587890625,0.01943144202232361,0.050745487213134766,0.4407111406326294,0.2514977902173996,0.0037109553813934326,0.13635068386793137,0.010498046875,0.0062255859375,0.0313720703125,0.09876251220703125,0.064697265625
action,clean,63,0,0,11,0.013249188661575317,0.008048057556152344,0.5469369888305664,0.09114415943622589,0.0120619535446167,0.18831998854875565,0.01263427734375,0.02392578125,0.001743316650390625,0.09814453125,0.0,0.011395186185836792,0.00652843713760376,0.49829819798469543,0.07436732202768326,0.009829223155975342,0.2274981215596199,0.00848388671875,0.031005859375,0.00246429443359375,0.110595703125,0.0
action,clean,63,0,1,0,0.03777080774307251,0.03046560287475586,0.39360949397087097,0.1443992406129837,0.03035372495651245,0.08154061064124107,0.002178192138671875,0.00146484375,0.0003819465637207031,0.19012451171875,0.0,0.036782532930374146,0.022898316383361816,0.36192357540130615,0.12070512771606445,0.011224478483200073,0.04501532018184662,0.0044727325439453125,0.001953125,0.0003674030303955078,0.1424560546875,0.0
action,clean,63,0,1,1,0.12613025307655334,0.09260377287864685,0.5338037610054016,0.19671496748924255,0.028054922819137573,0.07945306599140167,0.0361328125,0.027587890625,0.011322021484375,0.045928955078125,0.0086212158203125,0.10486781597137451,0.07668781280517578,0.4084951877593994,0.16786283999681473,0.03790047764778137,0.04860269837081432,0.075927734375,0.0496826171875,0.023284912109375,0.06964111328125,0.00431060791015625
action,clean,63,0,1,2,0.02272471785545349,0.020849645137786865,0.4946841895580292,0.14376723021268845,0.0028255581855773926,0.12130940333008766,0.00302886962890625,0.001708984375,0.000354766845703125,0.14990234375,0.0,0.028742104768753052,0.019263267517089844,0.3879491686820984,0.0868317075073719,0.0050379931926727295,0.1154743880033493,0.0016632080078125,0.0009765625,0.00016641616821289062,0.17437744140625,0.0
action,clean,63,0,1,3,0.026431947946548462,0.022942304611206055,0.47683224081993103,0.13281292468309402,0.005928784608840942,0.08831017091870308,0.007080078125,0.027099609375,0.002716064453125,0.08154296875,0.006458282470703125,0.024968445301055908,0.022709935903549194,0.40760618448257446,0.12359317392110825,0.023476630449295044,0.08343160897493362,0.0113525390625,0.019775390625,0.0024871826171875,0.052001953125,0.0043182373046875
action,clean,63,0,1,4,0.013348996639251709,0.02048194408416748,0.6139008402824402,0.18025881052017212,0.007954180240631104,0.04334508441388607,0.000606536865234375,0.00048828125,4.7206878662109375e-05,0.2906494140625,0.0,0.0117872953414917,0.017549633979797363,0.4916286766529083,0.14417170733213425,0.006402045488357544,0.03493801970034838,0.0007510185241699219,0.0,7.897615432739258e-05,0.190673828125,0.0
action,clean,63,0,1,5,0.018062114715576172,0.021878838539123535,0.16641950607299805,0.06791246309876442,-0.03288142383098602,0.08523998409509659,0.012939453125,0.0145263671875,0.005401611328125,0.054931640625,0.004302978515625,0.01813030242919922,0.01872768998146057,0.16772356629371643,0.060013407841324806,-0.0025072991847991943,0.08151254430413246,0.01513671875,0.0078125,0.003997802734375,0.0284423828125,0.0021514892578125
action,clean,63,0,1,6,0.033593177795410156,0.07131418585777283,0.36601269245147705,0.12304418906569481,-0.01671496033668518,0.09762268140912056,0.005615234375,0.005035400390625,0.021240234375,0.06256103515625,0.049560546875,0.0363105833530426,0.06458023190498352,0.30433425307273865,0.14370780438184738,-0.011533588171005249,0.046959299594163895,0.013427734375,0.007843017578125,0.03564453125,0.106231689453125,0.06036376953125
action,clean,63,0,1,7,0.3306652009487152,0.3328418731689453,0.5157514214515686,0.1458745077252388,0.232715904712677,0.12768786028027534,0.0225067138671875,0.017822265625,0.0018856525421142578,0.1630859375,0.0,0.36572661995887756,0.2919315993785858,0.4502044916152954,0.14326075464487076,0.23374530673027039,0.0815516859292984,0.027637481689453125,0.0263671875,0.0023818016052246094,0.12750244140625,0.0
action,clean,63,0,1,8,0.21959128975868225,0.12226766347885132,0.5793065428733826,0.17500703036785126,0.051946669816970825,0.061002522706985474,0.0234375,0.043212890625,0.011688232421875,0.1361083984375,0.00431060791015625,0.21329957246780396,0.09418895840644836,0.5234603881835938,0.15004677325487137,0.08246031403541565,0.06850525364279747,0.05810546875,0.07421875,0.0122528076171875,0.199798583984375,0.00431060791015625
action,clean,63,0,1,9,0.05080452561378479,0.020394474267959595,0.5311905443668365,0.12260888889431953,0.012411564588546753,0.04133455455303192,0.00724029541015625,0.00390625,0.000732421875,0.06999969482421875,0.0,0.04329434037208557,0.01681247353553772,0.49462223052978516,0.12644383311271667,0.006971955299377441,0.05995136499404907,0.0079498291015625,0.0048828125,0.0009813308715820312,0.06682586669921875,0.0
action,clean,63,0,1,10,0.23012176156044006,0.22325757145881653,0.5191464424133301,0.15218859165906906,0.09376785159111023,0.07768801599740982,0.053009033203125,0.04736328125,0.004543304443359375,0.0509033203125,0.0,0.17498788237571716,0.18809065222740173,0.3995403051376343,0.1353958696126938,0.11133944988250732,0.071502186357975,0.03790283203125,0.03076171875,0.006015777587890625,0.035114288330078125,0.0
action,clean,63,0,1,11,0.23126137256622314,0.2439923882484436,0.5646997094154358,0.17512373626232147,0.0660640299320221,0.12231430783867836,0.0850830078125,0.090087890625,0.011432647705078125,0.229705810546875,0.00431060791015625,0.2090252935886383,0.20771345496177673,0.5658392310142517,0.1729312464594841,0.14328283071517944,0.14424457401037216,0.06787109375,0.05322265625,0.00732421875,0.1673583984375,0.0
action,clean,63,0,2,0,0.3374413847923279,0.38254672288894653,0.5027673840522766,0.14159918576478958,0.08497676253318787,0.0722256749868393,0.1202392578125,0.130859375,0.020294189453125,0.12945556640625,0.021549224853515625,0.2774474620819092,0.34569400548934937,0.5246379971504211,0.13192196935415268,0.17571550607681274,0.0787704586982727,0.06756591796875,0.057373046875,0.00800323486328125,0.12225341796875,0.006465911865234375
action,clean,63,0,2,1,0.18119549751281738,0.2880116403102875,0.5349507927894592,0.15555758774280548,0.10966622829437256,0.058657582849264145,0.0550537109375,0.071533203125,0.0117034912109375,0.15032958984375,0.002155303955078125,0.1619090735912323,0.2186402976512909,0.43441203236579895,0.1529705822467804,0.1299084722995758,0.05880510061979294,0.059814453125,0.05810546875,0.00989532470703125,0.16363525390625,0.00431060791015625
action,clean,63,0,2,2,0.08771535754203796,0.062051981687545776,0.5640906989574432,0.16073714941740036,0.029666274785995483,0.0862734206020832,0.0066070556640625,0.005126953125,0.0008029937744140625,0.08685302734375,0.0,0.07522928714752197,0.06474176049232483,0.5108065009117126,0.1886596828699112,0.031704097986221313,0.07554348558187485,0.0033416748046875,0.001953125,0.0004520416259765625,0.0717315673828125,0.0
action,clean,63,0,2,3,0.02717253565788269,0.017207711935043335,0.5354415476322174,0.17850133031606674,0.003721773624420166,0.11828666925430298,0.01593017578125,0.03826904296875,0.002288818359375,0.03564453125,0.004302978515625,0.022502899169921875,0.015363305807113647,0.3810541331768036,0.14689234644174576,0.007640719413757324,0.06259415857493877,0.0220947265625,0.037353515625,0.00347900390625,0.0224609375,0.004302978515625
action,clean,63,0,2,4,0.05768221616744995,0.032675594091415405,0.53606778383255,0.16177305579185486,0.009692579507827759,0.027955712750554085,0.0025234222412109375,0.0009765625,0.00022459030151367188,0.1093292236328125,0.0,0.050550878047943115,0.030893594026565552,0.4517402648925781,0.12176525592803955,0.023115992546081543,0.021793042309582233,0.0024700164794921875,0.0009765625,0.00026929378509521484,0.23365020751953125,0.0
action,clean,63,0,2,5,0.10451120138168335,0.07754862308502197,0.17927539348602295,0.0821816623210907,0.0069208890199661255,0.15860701352357864,0.013427734375,0.00830078125,0.03875732421875,0.1788330078125,0.0301513671875,0.0882766842842102,0.07740497589111328,0.17767533659934998,0.08232887461781502,0.006525665521621704,0.11554605886340141,0.01171875,0.00836181640625,0.00823974609375,0.169708251953125,0.02587890625
