clusters,feature_count,split_label_agreement,split_ari,discovery_silhouette,validation_silhouette,bootstrap_ari_median,bootstrap_ari_p10,minimum_cluster_fraction,boundary_fraction,cluster_exact_layer_nmi,cluster_layer_band_nmi,passed
2,21,0.9861111111111112,0.8763734915276676,0.4547151987405338,0.43103529840343274,0.39335326532384696,-0.0032727823310439086,0.06111111111111111,0.002777777777777778,0.052031534407147716,0.03265846388343956,0
3,21,0.9638888888888889,0.8907579265799965,0.19755098609725433,0.18746410510888106,0.839259656043924,0.508621995484831,0.05555555555555555,0.05277777777777778,0.14171244253156687,0.10844383682333501,1
4,21,0.9583333333333334,0.8779066574762844,0.19771350747881516,0.19463848299272835,0.7582383308040803,0.38350483779264233,0.002777777777777778,0.05277777777777778,0.14333359884502245,0.10439419258454877,0
5,21,0.9333333333333333,0.8211703100236959,0.1614986894432984,0.15898939667170417,0.5386775582135641,0.3603690921506512,0.002777777777777778,0.06388888888888888,0.15406606617553725,0.11086247456240564,0
6,21,0.9444444444444444,0.8638094816596249,0.16399960641889658,0.16190248883855937,0.5430108475552836,0.3279186289052798,0.002777777777777778,0.05555555555555555,0.1500170822792253,0.1035146747749448,0
