layer,head,reverse_relative_log_category_count,reverse_relative_log_dominant_category,reverse_relative_log_dominant_value,reverse_relative_log_range,reverse_relative_log_std,reverse_relative_log_positive_fraction,reverse_relative_log_absolute_entropy,freeze_latest_relative_log_category_count,freeze_latest_relative_log_dominant_category,freeze_latest_relative_log_dominant_value,freeze_latest_relative_log_range,freeze_latest_relative_log_std,freeze_latest_relative_log_positive_fraction,freeze_latest_relative_log_absolute_entropy,history_specificity_category_count,history_specificity_dominant_category,history_specificity_dominant_value,history_specificity_range,history_specificity_std,history_specificity_positive_fraction,history_specificity_absolute_entropy
19,1,3,noisy:1000,-2.6212157030619774,0.6471238453717767,0.2672537111884044,0.0,0.9939005204418936,3,noisy:1000,-0.31992888615014325,0.10429775958198445,0.04394634918026993,0.0,0.9880392356202836,3,clean:0,0.027357131242752075,0.04485428333282471,0.01833337854869434,0.6666666666666666,0.785263975304781
19,2,3,clean:0,-2.1429869787284783,0.07083902212384441,0.031120867455017805,0.0,0.9999003061429947,3,noisy:1000,-0.09650010113969731,0.011130846994094515,0.004996781910769623,0.0,0.9986518732483441,3,noisy:1000,-0.024851471185684204,0.004743903875350952,0.001940557863935017,0.0,0.996588894308371
19,3,3,clean:0,-3.248446383426906,0.7996026930506006,0.3293101989334095,0.0,0.9938300129993005,3,noisy:500,-0.22293584907360653,0.05191507729172129,0.02129602895364526,0.0,0.99462431404672,3,clean:0,0.10456345975399017,0.05229555070400238,0.021350901357577553,1.0,0.9655305348663775
19,4,3,clean:0,-1.656063836986853,0.16314623847323495,0.06754544380493334,0.0,0.999157625349899,3,noisy:1000,-0.35827986815634594,0.09847052280434804,0.04037231435411778,0.0,0.9921323856588132,3,noisy:1000,-0.01529473066329956,0.016060680150985718,0.006595851106090183,0.3333333333333333,0.653330546023253
19,5,3,noisy:1000,-1.82197251591926,0.461254852700435,0.19101902305001797,0.0,0.9933210298136145,3,noisy:1000,-0.381171661881766,0.05707618154772032,0.02497616691875881,0.0,0.9977619676949262,3,clean:0,0.03553122282028198,0.01808050274848938,0.0078142081738599,1.0,0.9625914628674599
19,6,3,clean:0,-3.0900072310681272,0.39941709033331385,0.16314046923567374,0.0,0.9985506638510758,3,clean:0,-0.19668802818696016,0.08804506382466411,0.03855923999634978,0.0,0.9726686949966912,3,clean:0,0.0768151581287384,0.059446364641189575,0.024353989224079668,1.0,0.8725326844158205
19,7,3,clean:0,-2.2470765178216436,0.8939263119218435,0.36549558609392624,0.0,0.9808891139990974,3,noisy:500,-0.43671268309809463,0.046155844085763564,0.021281978729071106,0.0,0.9987678341147087,3,clean:0,0.038933008909225464,0.034398674964904785,0.0146923317679646,1.0,0.7207061599870989
19,8,3,noisy:1000,-2.5470644299282377,0.07648844026568957,0.03406104531855543,0.0,0.9999164969423456,3,noisy:500,0.03737166841020462,0.006668281610695138,0.0028998359475227616,1.0,0.9967695054743441,3,clean:0,0.02976691722869873,0.028613507747650146,0.011683668818770341,1.0,0.6724937170286007
19,9,3,clean:0,-2.7473131273421654,0.11103857389666683,0.04546879149543903,0.0,0.999870254215294,3,clean:0,-0.2585152591370595,0.07063291621235585,0.028855360983523884,0.0,0.9923869945279448,3,clean:0,0.08702823519706726,0.05953812599182129,0.0243671573136411,1.0,0.9152262754575549
19,10,3,clean:0,-1.275123572376175,0.4099678532618076,0.16737133442393423,0.0,0.9887910543430212,3,clean:0,-0.09781460821469999,0.05566796686121447,0.02283833845138339,0.0,0.9512994480762232,3,noisy:1000,-0.03137567639350891,0.01557604968547821,0.006950348075890258,0.0,0.9635571869593963
19,11,3,noisy:500,-2.9696301016559072,0.18177554808328233,0.07457014187437529,0.0,0.999694005580226,3,noisy:1000,-0.3317889104817216,0.04568846698896678,0.019825207788775938,0.0,0.9981569987777044,3,clean:0,0.04574859142303467,0.04372215270996094,0.01786675173603691,1.0,0.692575278783133
20,0,3,noisy:500,-3.102340685723593,0.3304630131619182,0.14245727632588787,0.0,0.9989420710291649,3,noisy:500,-0.36409662395556663,0.058309445051145936,0.02675236523422885,0.0,0.9969945165416577,3,clean:0,0.10106292366981506,0.05463138222694397,0.02230322684920941,1.0,0.9573861609112779
20,1,3,noisy:500,-1.3914481095784572,0.2711668218215777,0.11249521709515735,0.0,0.9962978387737563,3,clean:0,-0.06214951397650282,0.03664473750935145,0.015720430475332375,0.0,0.9446072965111572,3,noisy:1000,-0.011428624391555786,0.0021580159664154053,0.0009091868438129013,0.0,0.9964223670577128
20,2,3,clean:0,-0.9753454557054567,0.48667150282760474,0.2075199556942814,0.0,0.9602134106879655,3,clean:0,-0.11202238843370343,0.05128172037858772,0.021377760663339466,0.0,0.9706209981941679,3,noisy:1000,-0.014697879552841187,0.02318674325942993,0.009616351804114565,0.6666666666666666,0.6771216765737044
20,3,3,noisy:500,-0.991471862452326,0.11215427452278659,0.045822556404024516,0.0,0.9989056650025914,3,noisy:500,-0.04769828416677835,0.012350679658067382,0.005401685385754931,0.0,0.9925598860808192,3,noisy:1000,-0.020828306674957275,0.007864981889724731,0.003277769440177432,0.0,0.9832070212817736
20,4,3,clean:0,-2.6962424932436715,1.123502673290607,0.4838838314799961,0.0,0.9749027684903967,3,clean:0,-0.23927857726202045,0.11407867835229665,0.04665178173447164,0.0,0.9693447958973822,3,clean:0,0.12922948598861694,0.06987893581390381,0.030052298241424514,1.0,0.9562458227571288
20,5,3,noisy:500,-0.8613965189710588,0.1949494577409826,0.08397149864733049,0.0,0.9946380723554168,3,clean:0,-0.11951470714811727,0.03941354755496562,0.01616141395754059,0.0,0.988117561852546,3,noisy:1000,-0.01612299680709839,0.0049589574337005615,0.0021153235465811875,0.0,0.9886004690930157
20,6,3,noisy:500,-2.4130533334778583,0.1047308910137259,0.04585924768426868,0.0,0.9998272274759334,3,clean:0,-0.1856434221204421,0.030951740499991692,0.012644703433662292,0.0,0.9974786223550487,3,noisy:500,0.1216897964477539,0.0443556010723114,0.020320282265099784,1.0,0.9823599601283506
20,7,3,noisy:500,-0.37465329920953183,0.05983631131588285,0.026857376118069178,0.0,0.997154475699472,3,clean:0,-0.06734418640463694,0.01622818896917167,0.006663183161891693,0.0,0.9942716583722399,3,noisy:500,-0.02277994155883789,0.007952779531478882,0.003690189745066491,0.0,0.9837550016818338
20,8,3,clean:0,-1.0525593670125408,0.18989727426240588,0.0794074200588544,0.0,0.9969073097516247,3,noisy:1000,-0.20904828167261502,0.09901819236204876,0.04561889799835195,0.0,0.9663244494437957,3,noisy:1000,-0.028821885585784912,0.008205980062484741,0.0033554715726229734,0.0,0.991528518433246
20,9,3,noisy:500,-1.4551190497107527,0.26070850536801804,0.11039605439130218,0.0,0.9967795934224749,3,noisy:500,-0.12566821644560452,0.013111718838582975,0.005428907843116313,0.0,0.9990487848361138,3,noisy:1000,-0.020722538232803345,0.02000012993812561,0.008323656868874669,0.0,0.6156449791405295
20,10,3,clean:0,-2.2798285393865396,0.8592684117584501,0.3571016176904887,0.0,0.982425743402042,3,clean:0,-0.27846225873802544,0.12309196398700914,0.050436163880595,0.0,0.9746975961441139,3,clean:0,0.17537054419517517,0.09263071417808533,0.0378191674056224,1.0,0.9599290203364746
20,11,3,clean:0,-1.7755132080003408,0.129348463422861,0.060466974795505786,0.0,0.999440341156194,3,noisy:1000,-0.1344924882166033,0.020497588626245844,0.009355234116921216,0.0,0.9974927090852291,3,noisy:500,-0.04681912064552307,0.002878636121749878,0.0011752107549522417,0.0,0.9996946897736618
