mode,current_frame,layer,head,old_history_effect,old_history_effect_samples,reverse_effect,reverse_effect_samples,reverse_relative_log,reverse_relative_log_samples,phase_shift_effect,phase_shift_effect_samples,phase_shift_relative_log,phase_shift_relative_log_samples,freeze_latest_effect,freeze_latest_effect_samples,freeze_latest_relative_log,freeze_latest_relative_log_samples,value_mismatch_effect,value_mismatch_effect_samples,value_mismatch_relative_log,value_mismatch_relative_log_samples,reverse_vs_phase_log,reverse_vs_phase_log_samples,correct_top1,correct_top1_samples,correct_margin,correct_margin_samples,hard_wrong_top1,hard_wrong_top1_samples,random_wrong_top1,random_wrong_top1_samples,wrong_top1,wrong_top1_samples,history_specificity,history_specificity_samples,hard_history_specificity,hard_history_specificity_samples,correct_peak_age,correct_peak_age_samples
clean,21,1,11,0.07482287287712097,128,0.012083078268915415,128,-1.7508533584753283,128,0.0098297786898911,128,-1.9768364307494712,128,0.054589029401540756,128,-0.2659004052424072,128,0.019578910432755947,128,-1.3402422598537105,128,0.2870129603487067,128,0.7259572446346283,128,0.06027880311012268,128,0.633526086807251,128,0.6750543117523193,128,0.6820723116397858,128,0.040326714515686035,128,0.08832523226737976,128,1.0,128
clean,21,2,0,0.05888674221932888,128,0.010552776511758566,128,-1.7468650700697712,128,0.00444066128693521,128,-2.587758389226898,128,0.046376124024391174,128,-0.22255266645402488,128,0.024728963151574135,128,-0.8899910767549954,128,0.8823527439670404,128,0.7281767129898071,128,0.009906500577926636,128,0.5763493478298187,128,0.6049138307571411,128,0.629381000995636,128,0.09501785039901733,128,0.13719609379768372,128,2.0,128
clean,21,2,1,0.08386042714118958,128,0.012478212360292673,128,-1.84991417111175,128,0.007287336280569434,128,-2.4335194169384256,128,0.07797134295105934,128,-0.1134496019686747,128,0.02432551048696041,128,-1.226879839182692,128,0.5916573000873733,128,0.7162958979606628,128,0.025210469961166382,128,0.6198457777500153,128,0.6529050469398499,128,0.67210453748703,128,0.03284844756126404,128,0.08932790160179138,128,1.0,128
clean,21,2,2,0.07439654693007469,128,0.0198871698230505,128,-1.3265708374634428,128,0.004167924867942929,128,-2.7906207217492156,128,0.0514232125133276,128,-0.32278623575076676,128,0.008459419943392277,128,-2.163195733322973,128,1.4735502510815377,128,0.8861827552318573,128,0.00455862283706665,128,0.8661275506019592,128,0.8834792077541351,128,0.8854016959667206,128,0.0036999881267547607,128,0.018379509449005127,128,6.0,128
clean,21,2,3,0.07062828913331032,128,0.056068966165184975,128,-0.21243710670722724,128,0.027915237471461296,128,-0.8866609375627339,128,0.06289693713188171,128,-0.07573938142955634,128,0.02867492102086544,128,-0.9022233631934169,128,0.6603234450271672,128,0.7171230912208557,128,0.010361284017562866,128,0.7107762694358826,128,0.7189501225948334,128,0.7212639451026917,128,-6.183981895446777e-05,128,0.0061454176902771,128,6.0,128
clean,21,2,4,0.13956162333488464,128,0.10159531980752945,128,-0.304922465191369,128,0.0438232496380806,128,-1.109492282556983,128,0.130797877907753,128,-0.07063893230824142,128,0.041677333414554596,128,-1.1786568985826094,128,0.8274270113248576,128,0.7504786849021912,128,0.016735464334487915,128,0.7306559681892395,128,0.7543118000030518,128,0.7559043765068054,128,-0.0071250200271606445,128,0.01595243811607361,128,10.0,128
clean,21,2,5,0.12608402967453003,128,0.025559358298778534,128,-1.6042217109278973,128,0.01648333203047514,128,-2.036098215107793,128,0.16003143042325974,128,0.1580876169636094,128,0.025786982849240303,128,-1.6422919863005219,128,0.4509576525357333,128,0.5913668572902679,128,0.046054840087890625,128,0.589512974023819,128,0.618164598941803,128,0.6265259981155396,128,-0.025094151496887207,128,0.011680364608764648,128,2.0,128
clean,21,2,6,0.07340522482991219,128,0.011849789414554834,128,-1.777613433892809,128,0.003916590823791921,128,-2.8507668924000384,128,0.06553525477647781,128,-0.13918037388355348,128,0.03193953447043896,128,-0.8393943944076356,128,1.078938995257638,128,0.72651606798172,128,0.028100937604904175,128,0.5587213933467865,128,0.5969245135784149,128,0.6257956922054291,128,0.09738245606422424,128,0.16032585501670837,128,1.0,128
clean,21,2,7,0.11461678519845009,128,0.07930982857942581,128,-0.3337508388112752,128,0.04692109860479832,128,-0.8738738855630622,128,0.09045294672250748,128,-0.2379288652717938,128,0.048873111605644226,128,-0.875942145487808,128,0.5506808155518093,128,0.5583658516407013,128,0.03372889757156372,128,0.5487559139728546,128,0.5622652471065521,128,0.5647529065608978,128,-0.005047529935836792,128,0.0054750144481658936,128,17.0,128
clean,21,2,8,0.10155154764652252,128,0.08081619441509247,128,-0.21505721649514337,128,0.04358925484120846,128,-0.8338125578873903,128,0.09087109193205833,128,-0.13345041090664908,128,0.043935250490903854,128,-0.8170842005229814,128,0.5993486261146619,128,0.7637736201286316,128,0.010492533445358276,128,0.7576783001422882,128,0.763152688741684,128,0.7672418057918549,128,-0.003422766923904419,128,0.00750383734703064,128,11.0,128
clean,21,2,9,0.1397194117307663,128,0.037151990458369255,128,-1.3022563931003124,128,0.010473279748111963,128,-2.581011611308611,128,0.17037031054496765,128,0.15932567514253115,128,0.021672187373042107,128,-1.8677790039386573,128,1.234317241929912,128,0.6594944298267365,128,0.013477504253387451,128,0.6606140434741974,128,0.684797465801239,128,0.6915639042854309,128,-0.030354619026184082,128,-0.006859689950942993,128,2.0,128
clean,21,2,10,0.16281156241893768,128,0.0372138898819685,128,-1.4781734939988165,128,0.04041764326393604,128,-1.454073512099666,128,0.11790632829070091,128,-0.2897823868485323,128,0.049712421372532845,128,-1.222195876202172,128,0.006070748754985377,128,0.6600252687931061,128,0.030976325273513794,128,0.6364307701587677,128,0.6664031744003296,128,0.6722256541252136,128,-0.008247911930084229,128,0.030721068382263184,128,11.0,128
clean,21,2,11,0.06943511217832565,128,0.0493539460003376,128,-0.3647021618412688,128,0.025103284046053886,128,-0.9929921010953114,128,0.06385738030076027,128,-0.10013254447470493,128,0.02429315820336342,128,-0.993163447148935,128,0.6508899618276653,128,0.6273475289344788,128,0.011647641658782959,128,0.6185317039489746,128,0.6284228265285492,128,0.6337907016277313,128,-0.0068398118019104,128,0.011664271354675293,128,5.0,128
clean,21,3,0,0.10533016175031662,128,0.07025687769055367,128,-0.3908155159799222,128,0.035798205062747,128,-1.0517089607176002,128,0.08721771091222763,128,-0.18468293776421746,128,0.03347059153020382,128,-1.1221277453654799,128,0.647502959992722,128,0.3089302182197571,128,0.025052763521671295,128,0.28830793499946594,128,0.3150620460510254,128,0.3241838961839676,128,-0.029809921979904175,128,0.01861979067325592,128,14.0,128
clean,21,3,1,0.14810050278902054,128,0.021032891236245632,128,-1.8740742646124344,128,0.018086258322000504,128,-2.0329522570412806,128,0.1343199834227562,128,-0.07020870816197672,128,0.022800465114414692,128,-1.7661830530371976,128,0.20565243635822647,128,0.21557524800300598,128,0.028709635138511658,128,0.18045000731945038,128,0.23456145077943802,128,0.24405288696289062,128,-0.025198213756084442,128,0.03516189754009247,128,17.0,128
clean,21,3,2,0.1546463668346405,128,0.04644826799631119,128,-1.213194270055053,128,0.04293740168213844,128,-1.2331024168603446,128,0.11241975799202919,128,-0.29344308276115216,128,0.05010750703513622,128,-1.098838246563489,128,0.03690306092278947,128,0.723097026348114,128,0.09539014101028442,128,0.6810292303562164,128,0.7209748923778534,128,0.7265053689479828,128,0.0017986893653869629,128,0.030550062656402588,128,5.0,128
clean,21,3,3,0.08331888914108276,128,0.010229934472590685,128,-2.1358241127600963,128,0.007029904052615166,128,-2.5104883416986317,128,0.08807400986552238,128,0.0558478773437949,128,0.04533841460943222,128,-0.5859568984131833,128,0.3736942499162099,128,0.5392810106277466,128,0.016872838139533997,128,0.33691826462745667,128,0.3685150593519211,128,0.39401474595069885,128,0.14168643951416016,128,0.1902218759059906,128,2.0,128
clean,21,3,4,0.23333706706762314,128,0.10549386590719223,128,-0.8059967559297676,128,0.07052478939294815,128,-1.1901231036495765,128,0.18916107714176178,128,-0.2138075678098299,128,0.08183624967932701,128,-1.0265491737587018,128,0.4144106350314691,128,0.5292127132415771,128,0.04319287836551666,128,0.4830324798822403,128,0.5288852155208588,128,0.5365702211856842,128,-0.01700165867805481,128,0.038430556654930115,128,18.0,128
clean,21,3,5,0.045931244269013405,128,0.0031922997441142797,128,-2.6422965606944704,128,0.0011535646626725793,128,-3.643608935484358,128,0.03330041468143463,128,-0.2730707643448592,128,0.03347485139966011,128,-0.36729457915441766,128,0.9054491313923487,128,0.6697752475738525,128,0.017870396375656128,128,0.5120774805545807,128,0.5574570000171661,128,0.5731249749660492,128,0.09425196051597595,128,0.1354585587978363,128,2.0,128
clean,21,3,6,0.044813018292188644,128,0.0033341904636472464,128,-2.594955392861474,128,0.0014136348036117852,128,-3.363306817974691,128,0.03406182490289211,128,-0.2741005277329335,128,0.04116423986852169,128,-0.08604579543556641,128,0.6539790262260562,128,0.6337912082672119,128,0.017922431230545044,128,0.44443051517009735,128,0.4780704081058502,128,0.5088700652122498,128,0.13112613558769226,128,0.19236604124307632,128,2.0,128
clean,21,3,7,0.10783015936613083,128,0.07602094486355782,128,-0.3387905552486279,128,0.0428011417388916,128,-0.8917829745673418,128,0.09348674491047859,128,-0.13931649686639724,128,0.04267442040145397,128,-0.910918989145681,128,0.5551964875670437,128,0.5864662826061249,128,0.017834365367889404,128,0.5728202164173126,128,0.5970548689365387,128,0.6081182658672333,128,-0.026558339595794678,128,0.01255086064338684,128,15.0,128
clean,21,3,8,0.14567945897579193,128,0.023036101832985878,128,-1.8788419303330874,128,0.013628208078444004,128,-2.3717142311033284,128,0.09136819466948509,128,-0.41604005559572466,128,0.02870785351842642,128,-1.580642477306057,128,0.4464367055418361,128,0.7176946103572845,128,0.022030800580978394,128,0.6515244841575623,128,0.6772662699222565,128,0.6889162957668304,128,0.030345499515533447,128,0.0696888267993927,128,6.0,128
clean,21,3,9,0.07730714231729507,128,0.013930386863648891,128,-1.675909080450468,128,0.005076267058029771,128,-2.7190017288640265,128,0.06260071322321892,128,-0.21240717394515976,128,0.035722916945815086,128,-0.7816337865597573,128,0.9799288343144812,128,0.756580263376236,128,0.015139222145080566,128,0.6464343667030334,128,0.6766544282436371,128,0.6889896094799042,128,0.05541011691093445,128,0.09631374478340149,128,1.5,128
clean,21,3,10,0.08571763336658478,128,0.008059416431933641,128,-2.3851001669165295,128,0.004888851894065738,128,-2.879346324060176,128,0.0749678760766983,128,-0.12197772424033204,128,0.03930346481502056,128,-0.7138385694727674,128,0.5386543024075561,128,0.5361424088478088,128,0.02750740945339203,128,0.4120749831199646,128,0.43728332221508026,128,0.45774663984775543,128,0.07144208252429962,128,0.1216123104095459,128,1.0,128
clean,21,3,11,0.10657429322600365,128,0.013377349823713303,128,-2.013387733432214,128,0.00463757268153131,128,-3.042207136245006,128,0.08808285742998123,128,-0.18485281549331545,128,0.0254417909309268,128,-1.3816016331374499,128,0.9926609942419632,128,0.7096355557441711,128,0.01684015989303589,128,0.6196364760398865,128,0.6357615888118744,128,0.6535520553588867,128,0.040226906538009644,128,0.07748955488204956,128,1.0,128
clean,21,4,0,0.1502525731921196,128,0.0718352198600769,128,-0.7549858050341836,128,0.027793041430413723,128,-1.6312936795052915,128,0.14120761305093765,128,-0.06510198129316266,128,0.026909715496003628,128,-1.7075587855478804,128,0.9180058161982405,128,0.7023476362228394,128,0.035450905561447144,128,0.6736128926277161,128,0.7123833894729614,128,0.7208276093006134,128,-0.008379131555557251,128,0.025394082069396973,128,17.0,128
clean,21,4,1,0.050584468990564346,128,0.004490314517170191,128,-2.444590135950944,128,0.002163679921068251,128,-3.077784114863837,128,0.03810272924602032,128,-0.2841866882761842,128,0.040493423119187355,128,-0.2249026194874787,128,0.6270325814125617,128,0.699381023645401,128,0.016666650772094727,128,0.5213276743888855,128,0.5621120929718018,128,0.5795726180076599,128,0.1169813871383667,128,0.15908914804458618,128,2.0,128
clean,21,4,2,0.07744535803794861,128,0.013462935574352741,128,-1.8196724257544317,128,0.010419401805847883,128,-1.938273107419419,128,0.07030640915036201,128,-0.06194769385604616,128,0.03548550046980381,128,-0.7480924457308995,128,0.16569140210604172,128,0.7391950190067291,128,0.014257639646530151,128,0.6984995603561401,128,0.7188997864723206,128,0.7257313430309296,128,0.010653376579284668,128,0.04321551322937012,128,11.0,128
clean,21,4,3,0.1274562031030655,128,0.09582500904798508,128,-0.31553358899083905,128,0.0926612950861454,128,-0.34120313971911587,128,0.10139742866158485,128,-0.2130222994392183,128,0.08703554421663284,128,-0.37711456986473746,128,0.025664017711838863,128,0.8376802206039429,128,0.017613261938095093,128,0.8324461877346039,128,0.8397166728973389,128,0.8428745567798615,128,-0.007066011428833008,128,0.006067931652069092,128,18.0,128
clean,21,4,4,0.1389666423201561,128,0.03928873501718044,128,-1.2811056154788498,128,0.02368700224906206,128,-1.7588879715247026,128,0.13921482115983963,128,0.04705056066908633,128,0.05313481204211712,128,-0.996919509632151,128,0.4736120328980077,128,0.6382056772708893,128,0.030365586280822754,128,0.554844468832016,128,0.5937391519546509,128,0.6028918027877808,128,0.04920575022697449,128,0.07730928063392639,128,6.0,128
clean,21,4,5,0.11609584093093872,128,0.07086865603923798,128,-0.49878598093733617,128,0.037867192178964615,128,-1.1252455117426605,128,0.0975663848221302,128,-0.1627722980261967,128,0.037700068205595016,128,-1.1547328100602958,128,0.6092418770808558,128,0.4491298198699951,128,0.027226150035858154,128,0.4226149767637253,128,0.46965253353118896,128,0.4779197722673416,128,-0.013911768794059753,128,0.026035219430923462,128,18.0,128
clean,21,4,6,0.09258683025836945,128,0.009119458496570587,128,-2.304154301399132,128,0.006234129890799522,128,-2.7316754446232565,128,0.12972696125507355,128,0.30759281134075145,128,0.013737309258431196,128,-1.8837882120819716,128,0.410053279145366,128,0.6291718184947968,128,0.013408482074737549,128,0.6054080128669739,128,0.644566535949707,128,0.6571667790412903,128,-0.016532063484191895,128,0.02121475338935852,128,2.0,128
clean,21,4,7,0.10179489478468895,128,0.015057625249028206,128,-1.9106072810118828,128,0.008527546655386686,128,-2.4614295880741963,128,0.09407525882124901,128,-0.03016400173023287,128,0.02973614539951086,128,-1.2177305726642187,128,0.6218360774178044,128,0.7911974787712097,128,0.010192900896072388,128,0.7522967457771301,128,0.7783091366291046,128,0.7890304923057556,128,0.012663513422012329,128,0.03670331835746765,128,5.0,128
clean,21,4,8,0.13590505719184875,128,0.035417450591921806,128,-1.3080520142522918,128,0.009571975097060204,128,-2.536432781060898,128,0.14193183183670044,128,0.0738982903386339,128,0.05247830040752888,128,-0.8649995552194156,128,1.2804153296286145,128,0.6958477795124054,128,0.01415601372718811,128,0.5984594523906708,128,0.640837699174881,128,0.656279444694519,128,0.028496593236923218,128,0.09440675377845764,128,8.0,128
clean,21,4,9,0.15934239327907562,128,0.03313804976642132,128,-1.442248367862349,128,0.013140375725924969,128,-2.4496960293017604,128,0.3063424527645111,128,0.6807640306764466,128,0.054897164925932884,128,-1.0584773124136526,128,0.9835882807698546,128,0.4753001481294632,128,0.028115183115005493,128,0.4174785763025284,128,0.477850541472435,128,0.4898957312107086,128,-0.009958341717720032,128,0.03494350612163544,128,3.0,128
clean,21,4,10,0.0915028378367424,128,0.018663449212908745,128,-1.5540124621044606,128,0.007806848734617233,128,-2.4420700065089096,128,0.07994793355464935,128,-0.10745390601119104,128,0.018626290373504162,128,-1.5747587078892877,128,0.8448477809017471,128,0.73178431391716,128,0.013901829719543457,128,0.6897508800029755,128,0.7023927271366119,128,0.7132943272590637,128,0.014775067567825317,128,0.039605945348739624,128,4.0,128
clean,21,4,11,0.06340549513697624,128,0.00976579450070858,128,-1.8342662763986948,128,0.00452392315492034,128,-2.645536182810539,128,0.056829286739230156,128,-0.054780791372750146,128,0.04291859269142151,128,-0.4228704795394463,128,0.8005616786439003,128,0.7552058398723602,128,0.021035075187683105,128,0.6326286792755127,128,0.6603673100471497,128,0.6770952343940735,128,0.08753037452697754,128,0.1323220133781433,128,1.0,128
clean,21,5,0,0.07613230869174004,128,0.02113704103976488,128,-1.2359124404592676,128,0.020278265699744225,128,-1.343653244610583,128,0.05750742554664612,128,-0.2597365926576771,128,0.022511440329253674,128,-1.1930248520363151,128,-0.006648965037700381,128,0.7612224221229553,128,0.01585155725479126,128,0.7410793900489807,128,0.7580731213092804,128,0.7634825110435486,128,-0.0023989081382751465,128,0.01916104555130005,128,6.0,128
clean,21,5,1,0.14118420332670212,128,0.063845694065094,128,-0.7646257925933095,128,0.03438359871506691,128,-1.3634906534061775,128,0.13622162491083145,128,-0.032073827964010246,128,0.03148435242474079,128,-1.4605961264269234,128,0.5990203847144492,128,0.7449012696743011,128,0.01885366439819336,128,0.7405580878257751,128,0.750999391078949,128,0.7529358267784119,128,-0.010387033224105835,128,0.0023941099643707275,128,5.0,128
