mode,nominal_timestep,layer,head,old_history_effect,old_history_effect_samples,reverse_effect,reverse_effect_samples,reverse_relative_log,reverse_relative_log_samples,phase_shift_effect,phase_shift_effect_samples,phase_shift_relative_log,phase_shift_relative_log_samples,freeze_latest_effect,freeze_latest_effect_samples,freeze_latest_relative_log,freeze_latest_relative_log_samples,value_mismatch_effect,value_mismatch_effect_samples,value_mismatch_relative_log,value_mismatch_relative_log_samples,reverse_vs_phase_log,reverse_vs_phase_log_samples,correct_top1,correct_top1_samples,correct_margin,correct_margin_samples,hard_wrong_top1,hard_wrong_top1_samples,random_wrong_top1,random_wrong_top1_samples,wrong_top1,wrong_top1_samples,history_specificity,history_specificity_samples,hard_history_specificity,hard_history_specificity_samples,correct_peak_age,correct_peak_age_samples
clean,0,24,4,0.11557827144861221,128,0.004828088451176882,128,-3.138722008059563,128,0.003057835972867906,128,-3.6825185857773493,128,0.1200154721736908,128,0.01004668835705035,128,0.0372867826372385,128,-1.1246877129519575,128,0.48630665092346653,128,0.6812208294868469,128,0.015989482402801514,128,0.4972115606069565,128,0.5610860288143158,128,0.5778791010379791,128,0.10584208369255066,128,0.16746345162391663,128,5.0,128
clean,0,24,5,0.08812427148222923,128,0.008772824890911579,128,-2.2701485081020545,128,0.0025819825241342187,128,-3.427653970889705,128,0.07518547400832176,128,-0.16496652974271175,128,0.027971355244517326,128,-1.1677913833378983,128,1.152483733610116,128,0.5690582692623138,128,0.023906737565994263,128,0.4161853790283203,128,0.49012887477874756,128,0.5119228065013885,128,0.05286630988121033,128,0.1468774527311325,128,3.0,128
clean,0,24,6,0.22107233852148056,128,0.015284073539078236,128,-2.577984683064301,128,0.007679350208491087,128,-3.3091059503398146,128,0.1635488122701645,128,-0.2091763141790186,128,0.21919234842061996,128,-0.04535616151788885,128,0.6735887695049476,128,0.4905175715684891,128,0.029416203498840332,128,0.3280099034309387,128,0.38569238781929016,128,0.4176425635814667,128,0.08548232913017273,128,0.1693178489804268,128,7.0,128
clean,0,24,7,0.2551202178001404,128,0.005406602751463652,128,-3.822466625877226,128,0.0030450791819021106,128,-4.388979903312232,128,0.18035544455051422,128,-0.2507600059417987,128,0.12214872986078262,128,-0.7218134092077837,128,0.5499699189423692,128,0.6094097197055817,128,0.036612287163734436,128,0.4130195826292038,128,0.46982426941394806,128,0.4910849332809448,128,0.10469788312911987,128,0.18470682203769684,128,4.0,128
clean,0,24,8,0.23621104657649994,128,0.007122675655409694,128,-3.5415719762094033,128,0.004100163700059056,128,-4.054715838877176,128,0.17516477406024933,128,-0.15687899786923853,128,0.3243316560983658,128,0.27890684809553773,128,0.482659856448871,128,0.5062072575092316,128,0.023273766040802002,128,0.4040980488061905,128,0.4542882740497589,128,0.4757489562034607,128,0.03203922510147095,128,0.11062758043408394,128,4.0,128
clean,0,24,9,0.16062738746404648,128,0.005321494769304991,128,-3.3635569357080186,128,0.0035937438951805234,128,-3.7721886632316703,128,0.11763766035437584,128,-0.3009236091981665,128,0.04741794988512993,128,-1.2604755124959115,128,0.4164072099262654,128,0.6364176869392395,128,0.017184823751449585,128,0.4814330190420151,128,0.5304300487041473,128,0.5475003719329834,128,0.08822570741176605,128,0.141124427318573,128,4.0,128
clean,0,24,10,0.27451756596565247,128,0.01087119709700346,128,-3.0761767807321467,128,0.004595714621245861,128,-4.02920164886944,128,0.17614147067070007,128,-0.2097290437610241,128,0.2790554612874985,128,-0.039456961634279086,128,0.7826796352321221,128,0.5585176646709442,128,0.02814832329750061,128,0.403750017285347,128,0.457806721329689,128,0.4749012738466263,128,0.08246797323226929,128,0.1443053036928177,128,4.0,128
clean,0,24,11,0.25400497019290924,128,0.008009047247469425,128,-3.389483086792807,128,0.004696810385212302,128,-3.9470305656103397,128,0.20264773070812225,128,-0.1587745650623782,128,0.2008121758699417,128,-0.19130357926517758,128,0.5481532732405535,128,0.5657772719860077,128,0.02612505853176117,128,0.40431614220142365,128,0.4629068225622177,128,0.4831249266862869,128,0.08738213777542114,128,0.1619654893875122,128,7.0,128
clean,0,25,0,0.06462354585528374,128,0.005311100278049707,128,-2.4649376028870806,128,0.002840151311829686,128,-3.1077853204962214,128,0.05738014169037342,128,-0.10404104510370088,128,0.03630482032895088,128,-0.6382952439620748,128,0.5430790444077034,128,0.6853843331336975,128,0.01696506142616272,128,0.5037084221839905,128,0.5486180782318115,128,0.5708479285240173,128,0.11010357737541199,128,0.1824769526720047,128,6.0,128
clean,0,25,1,0.14422139525413513,128,0.013133009430021048,128,-2.3542198059577992,128,0.006358232581987977,128,-3.1486207995780626,128,0.10439452528953552,128,-0.2971166015301504,128,0.09390192106366158,128,-0.6081948893398966,128,0.6793270021624599,128,0.7168771326541901,128,0.02309092879295349,128,0.49298742413520813,128,0.5533854365348816,128,0.5705392062664032,128,0.13748788833618164,128,0.200372576713562,128,3.0,128
clean,0,25,2,0.10377608612179756,128,0.0039328334387391806,128,-3.314621724909384,128,0.0024656375171616673,128,-3.737175669813336,128,0.07383398339152336,128,-0.31472692163430416,128,0.05675412900745869,128,-0.6245925742056658,128,0.41553518206845597,128,0.633499801158905,128,0.03165799379348755,128,0.41690778732299805,128,0.4587703347206116,128,0.4830530136823654,128,0.13931910693645477,128,0.2075650691986084,128,1.0,128
clean,0,25,3,0.08655303716659546,128,0.005841570906341076,128,-2.6286283456101076,128,0.0024179687025025487,128,-3.468238709627766,128,0.05724436603486538,128,-0.3948908154175984,128,0.0563725084066391,128,-0.4419765056428256,128,0.8809237960543727,128,0.7672487795352936,128,0.016848593950271606,128,0.5696195065975189,128,0.6191414594650269,128,0.6419887244701385,128,0.11462131142616272,128,0.18035730719566345,128,3.0,128
clean,0,25,4,0.06049814261496067,128,0.0030596497235819697,128,-2.928870908898628,128,0.0011254158453084528,128,-3.888296980931945,128,0.05481759272515774,128,-0.08309074383041067,128,0.0549260713160038,128,-0.10745306492494006,128,0.9526892318223931,128,0.6370324194431305,128,0.02442014217376709,128,0.4487450569868088,128,0.5029125511646271,128,0.5253950953483582,128,0.11376911401748657,128,0.17074783146381378,128,5.0,128
clean,0,25,5,0.08587299659848213,128,0.007521205116063356,128,-2.4495369108663496,128,0.0034008281072601676,128,-3.1664317643281503,128,0.09601571410894394,128,0.13440543622189055,128,0.04549679160118103,128,-0.6213037121121961,128,0.793754971703286,128,0.6569967269897461,128,0.01450645923614502,128,0.4921165555715561,128,0.5366397202014923,128,0.5610358417034149,128,0.09568673372268677,128,0.16323333978652954,128,6.0,128
clean,0,25,6,0.1933022141456604,128,0.02517184242606163,128,-1.9839866185004804,128,0.03664521500468254,128,-1.6091497247450355,128,0.14737826585769653,128,-0.19981476097229517,128,0.05439359322190285,128,-1.2205800707499255,128,-0.3682961039773043,128,0.4847327470779419,128,0.042635828256607056,128,0.4265713542699814,128,0.4935823976993561,128,0.5023065507411957,128,-0.016179919242858887,128,0.053652405738830566,128,11.0,128
clean,0,25,7,0.37116076052188873,128,0.09289013221859932,128,-1.4052690891305137,128,0.06502953171730042,128,-1.808940720680122,128,0.2978450804948807,128,-0.28029279318530287,128,0.1748449206352234,128,-0.7766995707517347,128,0.35278543981824007,128,0.335716113448143,128,0.03637223690748215,128,0.30501751601696014,128,0.3340192586183548,128,0.3421838730573654,128,-0.020893976092338562,128,0.038253188133239746,128,6.0,128
clean,0,25,8,0.060726456344127655,128,0.002193807391449809,128,-3.227246405468441,128,0.0010641593835316598,128,-3.972549006917666,128,0.048056162893772125,128,-0.24853171878327585,128,0.04314984194934368,128,-0.3095675742393834,128,0.7457834201425595,128,0.6318029761314392,128,0.020897656679153442,128,0.4354510009288788,128,0.4889116734266281,128,0.5086301267147064,128,0.12719552218914032,128,0.20024824142456055,128,5.0,128
clean,0,25,9,0.16473134607076645,128,0.03298722021281719,128,-1.6629691771318016,128,0.036416804417967796,128,-1.544502180291703,128,0.16415365040302277,128,-0.05868714530041552,128,0.043774232268333435,128,-1.3008173650272075,128,-0.09727424767157888,128,0.3124586045742035,128,0.03756539523601532,128,0.23940309137105942,128,0.3246636390686035,128,0.33985021710395813,128,-0.026083245873451233,128,0.053423937410116196,128,6.5,128
clean,0,25,10,0.0819552019238472,128,0.005494439043104649,128,-2.7286696730953945,128,0.004689544439315796,128,-2.844720516295918,128,0.0733620673418045,128,-0.14669376904644038,128,0.02269893605262041,128,-1.2436107643013043,128,0.1564418428255353,128,0.6517825424671173,128,0.020282477140426636,128,0.46796658635139465,128,0.5139433443546295,128,0.535646915435791,128,0.09596166014671326,128,0.1663837730884552,128,2.0,128
clean,0,25,11,0.08415402844548225,128,0.012332155369222164,128,-1.9206282721812586,128,0.008684761356562376,128,-2.311814136845862,128,0.07345522195100784,128,-0.11656296686462947,128,0.03506303206086159,128,-0.8636228107492181,128,0.41782081335926613,128,0.5380963087081909,128,0.0270855575799942,128,0.45314639806747437,128,0.5009999871253967,128,0.5211195051670074,128,0.0030924081802368164,128,0.059755221009254456,128,1.0,128
clean,0,26,0,0.11427035927772522,128,0.014427324756979942,128,-2.077082674352956,128,0.006283638766035438,128,-2.8805637908103083,128,0.12269873917102814,128,0.05373850429132516,128,0.021055497229099274,128,-1.7619376700506844,128,0.8137430707649267,128,0.686359316110611,128,0.014372721314430237,128,0.480729877948761,128,0.5273703634738922,128,0.5521803200244904,128,0.11961567401885986,128,0.1817578673362732,128,10.0,128
clean,0,26,1,0.11343731731176376,128,0.023132004775106907,128,-1.5958464518442275,128,0.01397256413474679,128,-2.1498744842960744,128,0.1139071173965931,128,0.021946656557348426,128,0.030140969902276993,128,-1.378889508977763,128,0.5912150720617455,128,0.6620360016822815,128,0.020360946655273438,128,0.5805948972702026,128,0.6287939250469208,128,0.6391362249851227,128,0.024478405714035034,128,0.07775026559829712,128,11.0,128
clean,0,26,2,0.05225303769111633,128,0.0038860716158524156,128,-2.606374563552552,128,0.0018485079053789377,128,-3.333292514910881,128,0.0397285595536232,128,-0.2657652388124704,128,0.025174684822559357,128,-0.7002382744836921,128,0.6859668821009122,128,0.742757111787796,128,0.01881110668182373,128,0.5607600510120392,128,0.5934830904006958,128,0.6203376054763794,128,0.11816143989562988,128,0.16943156719207764,128,2.0,128
clean,0,26,3,0.08797144517302513,128,0.01029192004352808,128,-2.126412510542998,128,0.0060241923201829195,128,-2.7266555397691006,128,0.09437588602304459,128,0.08782554159013825,128,0.018229852430522442,128,-1.558818789907121,128,0.5552252532177805,128,0.7078941464424133,128,0.015838801860809326,128,0.5755032598972321,128,0.6218500435352325,128,0.6401995122432709,128,0.06613746285438538,128,0.12765038013458252,128,4.0,128
clean,0,26,4,0.14808272570371628,128,0.05193995498120785,128,-1.0017039929361493,128,0.03783772513270378,128,-1.3554139631391324,128,0.13690806180238724,128,-0.06907540283410056,128,0.04131797328591347,128,-1.2291182519817143,128,0.3206460522043846,128,0.6112144589424133,128,0.028862684965133667,128,0.5795557200908661,128,0.6421384811401367,128,0.6537260115146637,128,-0.0435214638710022,128,0.03396579623222351,128,11.0,128
clean,0,26,5,0.11494426056742668,128,0.024008525535464287,128,-1.5250352139493795,128,0.023396417498588562,128,-1.5264463585686805,128,0.09825857356190681,128,-0.14875084900364516,128,0.028580320067703724,128,-1.3298171064793114,128,0.006754958789811888,128,0.6299410462379456,128,0.04673758149147034,128,0.5507165193557739,128,0.5985957384109497,128,0.6132094860076904,128,0.012427359819412231,128,0.0711146891117096,128,5.0,128
clean,0,26,6,0.05705710127949715,128,0.007635635090991855,128,-2.0147375825802794,128,0.0036486483877524734,128,-2.723497884808426,128,0.04233738034963608,128,-0.2704213422656098,128,0.019451591186225414,128,-1.1171984477643455,128,0.7210086463206582,128,0.7429742813110352,128,0.01575365662574768,128,0.5531708896160126,128,0.589780181646347,128,0.6055887043476105,128,0.12620216608047485,128,0.1793873906135559,128,6.0,128
clean,0,26,7,0.15691957622766495,128,0.023489882238209248,128,-1.9167107912528005,128,0.029028278775513172,128,-1.6659752735089939,128,0.15529918670654297,128,-0.1034564782806621,128,0.0369708426296711,128,-1.4793822772802905,128,-0.24293395711529803,128,0.4717997610569,128,0.025531336665153503,128,0.43082287907600403,128,0.47580455243587494,128,0.4957692623138428,128,-0.0320398211479187,128,0.03748008608818054,128,11.0,128
clean,0,26,8,0.044006796553730965,128,0.0026222257874906063,128,-2.8048622667302094,128,0.0009339489042758942,128,-3.6820160419914645,128,0.02874143235385418,128,-0.42303677060627476,128,0.0358256921172142,128,-0.25235844064486734,128,0.8533106854493373,128,0.767230749130249,128,0.01536792516708374,128,0.5789379179477692,128,0.603766530752182,128,0.6292169094085693,128,0.12315240502357483,128,0.1815156638622284,128,3.0,128
clean,0,26,9,0.040721919387578964,128,0.00347669399343431,128,-2.458127305103506,128,0.0012154442956671119,128,-3.469778199681983,128,0.03633166290819645,128,-0.15834195313706736,128,0.030383482575416565,128,-0.40948535503387684,128,0.9121730874358893,128,0.7278698086738586,128,0.01791784167289734,128,0.518084853887558,128,0.576726496219635,128,0.6008056998252869,128,0.12949711084365845,128,0.20092535018920898,128,5.0,128
clean,0,26,10,0.08678144216537476,128,0.03350052237510681,128,-0.9354635324833684,128,0.020767750218510628,128,-1.5410527985621891,128,0.08841357752680779,128,-0.026587937950754648,128,0.021863057278096676,128,-1.3650095797323298,128,0.6192333854109199,128,0.17598985135555267,128,0.01807284541428089,128,0.14177049696445465,128,0.18121255934238434,128,0.18735816329717636,128,-0.01858588308095932,128,0.0235748291015625,128,9.0,128
clean,0,26,11,0.04631916247308254,128,0.0022628603037446737,128,-2.9028871078910052,128,0.0010210425243712962,128,-3.710715892932649,128,0.043570131063461304,128,-0.07313139313528003,128,0.03638039343059063,128,-0.24524327811341137,128,0.7238541456536378,128,0.7423017621040344,128,0.017455995082855225,128,0.5223128795623779,128,0.5721368789672852,128,0.6013573408126831,128,0.120817631483078,128,0.18707051873207092,128,5.0,128
clean,0,27,0,0.08943861722946167,128,0.006376242730766535,128,-2.581035943149923,128,0.004547399468719959,128,-3.028946207118368,128,0.08834267035126686,128,-0.03802535568255255,128,0.011334190610796213,128,-2.117880811466935,128,0.41011677838988014,128,0.7048268914222717,128,0.015383660793304443,128,0.5659209787845612,128,0.6063451170921326,128,0.623415619134903,128,0.07596322894096375,128,0.14102236926555634,128,7.5,128
clean,0,27,1,0.06685608997941017,128,0.016703258268535137,128,-1.462680134741176,128,0.008436537347733974,128,-2.097970904346346,128,0.07061701640486717,128,-0.006354497503821781,128,0.008936393074691296,128,-1.9891459185296576,128,0.6857713448127309,128,0.7917867600917816,128,0.02107277512550354,128,0.7679948508739471,128,0.7900654077529907,128,0.7944927215576172,128,-0.009416639804840088,128,0.012384623289108276,128,1.0,128
clean,0,27,2,0.03154058940708637,128,0.0019506386597640812,128,-2.620923661629182,128,0.0012027702177874744,128,-3.0829611624725843,128,0.017543607391417027,128,-0.5214814966524355,128,0.015359363984316587,128,-0.7376641793894073,128,0.4132400050611328,128,0.8236027657985687,128,0.0162164568901062,128,0.701855331659317,128,0.7208723425865173,128,0.7382560968399048,128,0.08549416065216064,128,0.10640153288841248,128,1.0,128
clean,0,27,3,0.10307079926133156,128,0.022825440391898155,128,-1.4745378735947945,128,0.01417719479650259,128,-1.8994495359814727,128,0.07857067883014679,128,-0.1948014713868254,128,0.014528503641486168,128,-1.9589383580326614,128,0.4599293388552568,128,0.7931988537311554,128,0.015468388795852661,128,0.7558634281158447,128,0.7827210426330566,128,0.788187563419342,128,0.002360790967941284,128,0.029409259557724,128,2.0,128
clean,0,27,4,0.07697045803070068,128,0.004663098836317658,128,-2.776492192875467,128,0.002808907302096486,128,-3.337161423582887,128,0.08465196564793587,128,0.10093877304055397,128,0.009448325727134943,128,-2.023464020247739,128,0.5765642392328627,128,0.7165587544441223,128,0.019936949014663696,128,0.6120573282241821,128,0.6501863598823547,128,0.6637109816074371,128,0.05199390649795532,128,0.09855431318283081,128,2.0,128
clean,0,27,5,0.08277243003249168,128,0.008281468879431486,128,-2.3343697451946928,128,0.0039065557066351175,128,-3.0007073827039474,128,0.09478418529033661,128,0.12612279147196703,128,0.018668043427169323,128,-1.4447279476569497,128,0.6891808837362835,128,0.770257443189621,128,0.010152697563171387,128,0.6967160105705261,128,0.7277126312255859,128,0.7437781691551208,128,0.0256730318069458,128,0.06788459420204163,128,3.5,128
clean,0,27,6,0.12471256777644157,128,0.07082626968622208,128,-0.6197537379514361,128,0.04625096917152405,128,-1.0259504888250686,128,0.12682077288627625,128,-0.026967315516480815,128,0.04572112858295441,128,-1.0422661959150514,128,0.41260554280284834,128,0.8103941679000854,128,0.019292116165161133,128,0.8062695562839508,128,0.8171402215957642,128,0.8219156861305237,128,-0.011175304651260376,128,0.0035689175128936768,128,10.0,128
clean,0,27,7,0.10081586241722107,128,0.06128230132162571,128,-0.5412795883112551,128,0.04260661266744137,128,-0.9050133616091203,128,0.1010088324546814,128,-0.04222400167881757,128,0.041969357058405876,128,-0.8570088436613377,128,0.3716812066758538,128,0.6768242716789246,128,0.022090047597885132,128,0.6676087379455566,128,0.6844343543052673,128,0.6878126859664917,128,-0.011858999729156494,128,0.005647510290145874,128,18.0,128
clean,0,27,8,0.041098400950431824,128,0.004964759340509772,128,-2.0172015489370203,128,0.0016771453083492815,128,-3.1009557085208885,128,0.03422542102634907,128,-0.1441651063322298,128,0.02724036294966936,128,-0.37732262915535697,128,1.0612875210835733,128,0.709322988986969,128,0.019455820322036743,128,0.5413178503513336,128,0.5790275037288666,128,0.5964518785476685,128,0.10725763440132141,128,0.1640586256980896,128,2.0,128
clean,0,27,9,0.08948249369859695,128,0.022719182074069977,128,-1.297877946380686,128,0.017567885108292103,128,-1.638873779733228,128,0.07822802290320396,128,-0.09871279983793387,128,0.017805774696171284,128,-1.5981024785177511,128,0.2940350756513619,128,0.08748377487063408,128,0.0115913525223732,128,0.07930413633584976,128,0.10012786462903023,128,0.10353527590632439,128,-0.020217925310134888,128,0.001392219215631485,128,9.0,128
clean,0,27,10,0.12596149742603302,128,0.019821041263639927,128,-1.8466751559746326,128,0.02445068769156933,128,-1.722083870744416,128,0.11233783885836601,128,-0.10770251794235597,128,0.04121377319097519,128,-1.2747026275344244,128,-0.11978388329773418,128,0.5873684287071228,128,0.03630015254020691,128,0.5032451450824738,128,0.5466621518135071,128,0.5618323385715485,128,0.026323169469833374,128,0.0710667073726654,128,12.0,128
clean,0,27,11,0.056924376636743546,128,0.015469360630959272,128,-1.2431512085377996,128,0.007063755067065358,128,-2.074940881245844,128,0.03947138041257858,128,-0.3809057574919605,128,0.009875414427369833,128,-1.718907193149798,128,0.8150745630179834,128,0.4545203745365143,128,0.006148338317871094,128,0.4475162923336029,128,0.45913949608802795,128,0.46330489218235016,128,-0.007762610912322998,128,0.008466541767120361,128,13.0,128
clean,0,28,0,0.0035345633514225483,128,0.000894498050911352,128,-1.4435817848996537,128,0.0006444637838285416,128,-1.3947440171442222,128,0.0009451941878069192,128,-1.113322643380314,128,0.0006201335345394909,128,-1.482177688490796,128,-0.040410502768821126,128,0.7426725625991821,128,0.03096863627433777,128,0.7453988492488861,128,0.7530607283115387,128,0.7560147047042847,128,-0.015121310949325562,128,-0.003149271011352539,128,1.0,128
clean,0,28,1,0.029614320024847984,128,0.006377747980877757,128,-1.6081970616296637,128,0.006181786535307765,128,-1.497521711800189,128,0.026384174823760986,128,-0.18747835926297965,128,0.006784762255847454,128,-1.3878955067919865,128,-0.0994300498374969,128,0.7863674163818359,128,0.02116858959197998,128,0.7878306806087494,128,0.7998636364936829,128,0.8046855032444,128,-0.015840142965316772,128,-0.0011972486972808838,128,1.0,128
clean,0,28,2,0.030241764150559902,128,0.004042992368340492,128,-1.8553574631416094,128,0.0020712402183562517,128,-2.540350292963086,128,0.0239262692630291,128,-0.2602092606837494,128,0.0060784348752349615,128,-1.5036503452386007,128,0.6233059162107466,128,0.8668252527713776,128,0.011231690645217896,128,0.7933976054191589,128,0.807222843170166,128,0.8150220811367035,128,0.04400867223739624,128,0.06875669956207275,128,1.0,128
clean,0,28,3,0.06851435080170631,128,0.019294708967208862,128,-1.2142740072152816,128,0.009096174035221338,128,-1.9977326072780146,128,0.07472394406795502,128,0.09721166146820334,128,0.013663881458342075,128,-1.5622761564773233,128,0.771917517449279,128,0.743973582983017,128,0.019905775785446167,128,0.6066920161247253,128,0.6498140394687653,128,0.6625891327857971,128,0.07702553272247314,128,0.1279224157333374,128,5.0,128
clean,0,28,4,0.07075759395956993,128,0.013751262333244085,128,-1.4921523735306383,128,0.006319407606497407,128,-2.2219308190339278,128,0.0780763290822506,128,0.18804413482982157,128,0.01173797668889165,128,-1.6717655700300027,128,0.6847515688085062,128,0.7448895573616028,128,0.012229353189468384,128,0.6724331378936768,128,0.7009822726249695,128,0.7160717248916626,128,0.027343779802322388,128,0.0707516074180603,128,4.0,128
clean,0,28,5,0.12828180938959122,128,0.029840891249477863,128,-1.457378607614547,128,0.02467589732259512,128,-1.7341187164163927,128,0.11928372085094452,128,-0.09274144339336751,128,0.02798861637711525,128,-1.54655531636548,128,0.25369214299313847,128,0.7201266288757324,128,0.021258264780044556,128,0.6722972095012665,128,0.7020019292831421,128,0.7102790474891663,128,0.0034666359424591064,128,0.04471653699874878,128,11.0,128
clean,0,28,6,0.07640543207526207,128,0.0522338692098856,128,-0.3393839920478213,128,0.031881390139460564,128,-0.89263085864396,128,0.06925344839692116,128,-0.053468112784637215,128,0.03167370893061161,128,-0.8897522708838164,128,0.5471473310731474,128,0.6248135566711426,128,0.024656355381011963,128,0.6211193799972534,128,0.6336734294891357,128,0.6388284862041473,128,-0.01511460542678833,128,0.003269195556640625,128,6.0,128
clean,0,28,7,0.07779200375080109,128,0.02130381390452385,128,-1.3682853495376992,128,0.007065810030326247,128,-2.3468406656348657,128,0.10255051031708717,128,0.2620554039267825,128,0.010425773449242115,128,-1.9665516651957335,128,1.0520143629036536,128,0.6593450903892517,128,0.015273600816726685,128,0.6015949845314026,128,0.6455975472927094,128,0.6582953929901123,128,-0.007226675748825073,128,0.046201735734939575,128,10.0,128
clean,0,28,8,0.07244092971086502,128,0.0494826715439558,128,-0.41031027545250864,128,0.025957895442843437,128,-1.056658704459159,128,0.06792552396655083,128,-0.07299518405530259,128,0.027206293307244778,128,-0.9997656295184454,128,0.6367666816178562,128,0.765465646982193,128,0.0028196871280670166,128,0.7623660564422607,128,0.766059398651123,128,0.7671358585357666,128,-0.0015573203563690186,128,0.0018933117389678955,128,17.0,128
clean,0,28,9,0.09120883420109749,128,0.014390540774911642,128,-1.9627410006974593,128,0.007767325500026345,128,-2.633732974132055,128,0.05989755131304264,128,-0.3671248384955317,128,0.028127867728471756,128,-1.2386987657807116,128,0.5981011775637284,128,0.79217928647995,128,0.015840858221054077,128,0.7206489145755768,128,0.7633791565895081,128,0.769064337015152,128,0.020517617464065552,128,0.07811638712882996,128,6.0,128
clean,0,28,10,0.15364784747362137,128,0.04610821604728699,128,-1.3472342959800072,128,0.03536202572286129,128,-1.540442793103785,128,0.13068724423646927,128,-0.14735221484175767,128,0.04301925376057625,128,-1.3266542766179406,128,0.1669969930092956,128,0.5861355364322662,128,0.03105655312538147,128,0.5408746898174286,128,0.5544795095920563,128,0.569739818572998,128,-0.0003865063190460205,128,0.0476192831993103,128,11.0,128
clean,0,28,11,0.06868308410048485,128,0.05127763748168945,128,-0.26536718354683375,128,0.028939727693796158,128,-0.9008394050758715,128,0.06475561857223511,128,-0.06157668603314108,128,0.029441374354064465,128,-0.8613057175476756,128,0.6244679543985933,128,0.7784121334552765,128,0.005899697542190552,128,0.7807838618755341,128,0.7841687202453613,128,0.7847688794136047,128,-0.0034949779510498047,128,0.0013160109519958496,128,11.0,128
clean,0,29,0,0.09317496791481972,128,0.04727381281554699,128,-0.6005821870394333,128,0.026059184223413467,128,-1.2186147302019887,128,0.08592622727155685,128,-0.0445958747615022,128,0.025295119732618332,128,-1.2533387052065708,128,0.6415962049019179,128,0.49055375158786774,128,0.013933584094047546,128,0.4820842742919922,128,0.49864625930786133,128,0.5012336075305939,128,-0.010380208492279053,128,0.00669194757938385,128,12.0,128
clean,0,29,1,0.0669364482164383,128,0.006040286039933562,128,-2.5230600025261976,128,0.003186487127095461,128,-3.0166034748573187,128,0.06145396642386913,128,-0.04248971954989965,128,0.005993124330416322,128,-2.353783416892819,128,0.5621042289905525,128,0.8192425966262817,128,0.00657576322555542,128,0.7316619157791138,128,0.75981205701828,128,0.7693490087985992,128,0.04708564281463623,128,0.08090731501579285,128,6.0,128
clean,0,29,2,0.0994010902941227,128,0.06661192700266838,128,-0.407478233356357,128,0.03902903385460377,128,-0.9797643983400233,128,0.09478767588734627,128,-0.03757689078566318,128,0.03961498849093914,128,-0.9949855910123122,128,0.5731357755697359,128,0.6224194169044495,128,0.012929588556289673,128,0.6161422431468964,128,0.6297475099563599,128,0.6340169906616211,128,-0.012955844402313232,128,0.006670087575912476,128,6.0,128
clean,0,29,3,0.03605722263455391,128,0.004385860403999686,128,-1.985122322600715,128,0.0015658235060982406,128,-3.0139538723480577,128,0.023547358810901642,128,-0.397449781095645,128,0.007604058599099517,128,-1.583855647820426,128,0.9390176882248087,128,0.7787344455718994,128,0.014952927827835083,128,0.6194537878036499,128,0.6534076035022736,128,0.6696684956550598,128,0.09613963961601257,128,0.1493898630142212,128,2.0,128
clean,0,29,4,0.08223216235637665,128,0.02408028207719326,128,-1.1500313473702026,128,0.014090369455516338,128,-1.7032224710416413,128,0.07670795544981956,128,-0.06849948528564512,128,0.015425584744662046,128,-1.6771978314921676,128,0.5619247126479192,128,0.7368244528770447,128,0.01690465211868286,128,0.7230451703071594,128,0.7425563931465149,128,0.7459284961223602,128,-0.012417465448379517,128,0.009984880685806274,128,4.0,128
clean,0,29,5,0.10660000145435333,128,0.04909122735261917,128,-0.7976643677924705,128,0.017004582099616528,128,-1.823485396877346,128,0.1287311539053917,128,0.10368284647164358,128,0.01879083178937435,128,-1.6503015406370745,128,1.053062899666466,128,0.8587125241756439,128,0.010168254375457764,128,0.8493213951587677,128,0.8668640553951263,128,0.8690007328987122,128,-0.00879812240600586,128,0.007919847965240479,128,16.0,128
clean,0,29,6,0.050236593931913376,128,0.005384394433349371,128,-2.2663789909504524,128,0.0020909601589664817,128,-3.127696097644372,128,0.057770343497395515,128,0.10592552387014097,128,0.00476002087816596,128,-2.3748009988646337,128,0.9345237023010444,128,0.8448989987373352,128,0.008547753095626831,128,0.7442193627357483,128,0.7758786678314209,128,0.7870747745037079,128,0.04943627119064331,128,0.08778661489486694,128,2.0,128
clean,0,29,7,0.09917294979095459,128,0.02220455091446638,128,-1.423614343180161,128,0.018746448680758476,128,-1.621195820543259,128,0.09673755243420601,128,0.06399722276601526,128,0.02669794298708439,128,-1.3129808955630886,128,0.1637882719994403,128,0.6578965783119202,128,0.024705201387405396,128,0.514887660741806,128,0.5511471629142761,128,0.568809449672699,128,0.0798138976097107,128,0.12610429525375366,128,5.5,128
clean,0,29,8,0.03850219585001469,128,0.0028727278113365173,128,-2.5833410173340665,128,0.0027314189355820417,128,-2.615510884050578,128,0.03217083215713501,128,-0.1866207196276733,128,0.005829970818012953,128,-1.8862036108742015,128,0.05388210634428145,128,0.8069647550582886,128,0.016393661499023438,128,0.6595205664634705,128,0.6840282380580902,128,0.6981222629547119,128,0.09555131196975708,128,0.14620253443717957,128,1.0,128
clean,0,29,9,0.04115676321089268,128,0.03672877699136734,128,-0.1403478150470232,128,0.03656860254704952,128,-0.14230715271007274,128,0.03815152868628502,128,-0.11982033398290595,128,0.037147508934140205,128,-0.13375160012813386,128,-0.0049179915391565476,128,0.9761131703853607,128,0.0033725202083587646,128,0.9765169024467468,128,0.9774145483970642,128,0.9774594306945801,128,-0.0006997287273406982,128,0.0010308623313903809,128,12.0,128
