method,subject_consistency,background_consistency,temporal_flickering,motion_smoothness,overall_consistency,dynamic_degree,aesthetic_quality,imaging_quality,temporal_style
sf_native,0.9687138303231134,0.9610889369456097,0.968036534719997,0.982182453149622,0.2331038260832429,0.6458333333333334,0.6157389556368192,0.6891810847272475,0.2331038260832429
ours_interleaved10_reservoir2_motionpair1,0.9720890976526024,0.9629483798066153,0.9601762563262887,0.9799233209955104,0.23329729260876775,0.725,0.6252631564935048,0.7132212069978316,0.23329729260876775
ours_interleaved10_motionpair2,0.9721036565405755,0.9632271701749054,0.9621861118545714,0.9807219011865972,0.23308419471917052,0.7208333333333333,0.6278304841369391,0.7100969735383987,0.23308419471917052
ours_middle10_reservoir2_motionpair1,0.9711621090903655,0.961933256588619,0.9611782267923444,0.980563694771111,0.24225124816099802,0.7458333333333333,0.626907613625129,0.7106102258165677,0.24225124816099802
ours_interleaved10_reservoir4_reference,0.9720757361512358,0.9627470309089061,0.9623049785157822,0.9814985030487782,0.2386395137757063,0.7958333333333333,0.626816597332557,0.7124161357929308,0.2386395137757063
ours_middle10_reservoir4_reference,0.971054297279535,0.9619650423403762,0.9613252166984907,0.9800287509752355,0.23946375572122633,0.7791666666666667,0.6301161900162697,0.7079118690639734,0.23946375572122633
ours_all_reservoir4_reference,0.9645814936276248,0.9582798928020847,0.9546790654324244,0.977082423731638,0.24136696448549627,0.8333333333333334,0.6180404425909122,0.6968314876457056,0.24136696448549627
ours_all_recent8_reference,0.968383215786354,0.9611677263952025,0.9594075880896038,0.9796010084272093,0.23085111151449383,0.7291666666666666,0.6198064514746269,0.7078519302035372,0.23085111151449383
