cohort,base_seed,candidate,control,window,effective_seed,source_index,motion_group,delta_imaging_quality,delta_dynamic_degree,delta_official_quality_score,delta_subject_consistency
v219,21600,ours_correct,sf_fifo21,early_half,21649,49,dd_tied,-0.000235101836068341,0.0,-0.05107721362922746,0.0003096683531543798
v219,21600,ours_correct,sf_fifo21,early_half,21650,50,dd_tied,-0.00041891949517391947,0.0,-0.07635061905679663,0.00044356725289462773
v219,21600,ours_correct,sf_fifo21,early_half,21652,52,dd_tied,0.0006359025410241914,0.0,-0.012148610854282538,-2.1002722758067804e-05
v219,21600,ours_correct,sf_fifo21,early_half,21653,53,dd_tied,-5.6478977203289205e-05,0.0,-0.007914053544467947,0.00014302501656304756
v219,21600,ours_correct,sf_fifo21,early_half,21657,57,dd_tied,0.0013212372575487352,0.0,0.005636864996915847,-2.9706043935595616e-05
v219,21600,ours_correct,sf_fifo21,early_half,21658,58,dd_down,-0.0014152186257498922,-0.14285714285714285,-1.2339245649167765,-0.00010408461712951844
v219,21600,ours_correct,sf_fifo21,early_half,21660,60,dd_tied,0.0034156222002846848,0.0,0.09536954682691601,0.0027468808519266474
v219,21600,ours_correct,sf_fifo21,early_half,21661,61,dd_tied,0.00016848291669580018,0.0,0.4022753837989512,-0.003927324601448845
v219,21600,ours_correct,sf_fifo21,early_half,21665,65,dd_tied,6.670236587524858e-05,0.0,-0.014360039290664872,-5.963425468769046e-06
v219,21600,ours_correct,sf_fifo21,early_half,21666,66,dd_tied,-0.007032831055777455,0.0,-0.07609746157521613,0.00010083671495864088
v219,21600,ours_correct,sf_fifo21,early_half,21668,68,dd_tied,0.0009495902061462669,0.0,0.012806264647878152,0.00012301033659178895
v219,21600,ours_correct,sf_fifo21,early_half,21669,69,dd_tied,0.003386911153793415,0.0,0.11200610322414661,-0.0005949631871933203
v219,21600,ours_correct,sf_fifo21,early_half,21673,73,dd_tied,-0.005643518652234669,0.0,-0.26062018161279354,-0.0011108220521941492
v219,21600,ours_correct,sf_fifo21,early_half,21674,74,dd_tied,0.0010999713625227114,0.0,0.09569907649651554,0.00010388051859100411
v219,21600,ours_correct,sf_fifo21,early_half,21676,76,dd_tied,0.014245940957750558,0.0,0.016197536764195775,-0.0009332991023540682
v219,21600,ours_correct,sf_fifo21,early_half,21677,77,dd_tied,0.0005686545372010077,0.0,-0.03725614076542172,9.70000174174146e-05
v219,21600,ours_correct,sf_fifo21,early_half,21681,81,dd_tied,1.184735979353757e-05,0.0,-0.17652727982024885,-0.003361401517432916
v219,21600,ours_correct,sf_fifo21,early_half,21682,82,dd_tied,-0.010060648577553899,0.0,0.04313242801646311,-0.0012097044632084497
v219,21600,ours_correct,sf_fifo21,early_half,21684,84,dd_down,0.013364417638097481,-0.1428571428571429,-0.7110212898931536,0.006963933727088589
v219,21600,ours_correct,sf_fifo21,early_half,21685,85,dd_tied,-0.023911013858658903,0.0,-0.7762523776581958,0.0021127122247102115
v219,21600,ours_correct,sf_fifo21,early_half,21689,89,dd_tied,0.004114821127482848,0.0,0.04168455881486466,0.0032702757198048715
v219,21600,ours_correct,sf_fifo21,early_half,21690,90,dd_tied,0.002004941190992038,0.0,0.07504504839766923,0.00010599844514669332
v219,21600,ours_correct,sf_fifo21,early_half,21692,92,dd_tied,0.00018955060413894387,0.0,-0.04266795073715457,-7.113756194354615e-05
v219,21600,ours_correct,sf_fifo21,early_half,21693,93,dd_tied,-0.00930224946566971,0.0,-0.30597253872207375,-0.0016317984392011375
v219,21600,ours_correct,sf_fifo21,early_half,21697,97,dd_tied,-0.002227302619389082,0.0,-0.12404141073163544,-0.0012439563017416777
v219,21600,ours_correct,sf_fifo21,early_half,21698,98,dd_tied,-0.0015532643454415629,0.0,-0.11887838866169886,-0.00022494702204178818
v219,21600,ours_correct,sf_fifo21,early_half,21700,100,dd_tied,-0.006439610038484922,0.0,-0.10910635871357499,0.0014532689043991187
v219,21600,ours_correct,sf_fifo21,early_half,21701,101,dd_up,-0.0049097111395427495,0.14285714285714285,0.8991668531195245,0.0016341211025198144
v219,21600,ours_correct,sf_fifo21,early_half,21705,105,dd_down,0.002553010668073341,-0.1428571428571428,-1.1901442723846003,0.002315236654408359
v219,21600,ours_correct,sf_fifo21,early_half,21706,106,dd_tied,-0.0003266899926321898,0.0,0.0804700511950216,-0.0001428115088508708
v219,21600,ours_correct,sf_fifo21,early_half,21708,108,dd_down,0.0007806771142142566,-0.1428571428571429,-0.7084888965488148,0.0006902717225996113
v219,21600,ours_correct,sf_fifo21,early_half,21709,109,dd_tied,0.00038928065981191917,0.0,0.020419996843287436,-0.00014723914018366369
v219,21600,ours_correct,sf_fifo21,early_half,21713,113,dd_down,0.033901181561606264,-0.1428571428571429,-0.621272485715366,0.006277275393418602
v219,21600,ours_correct,sf_fifo21,early_half,21714,114,dd_up,0.004992781026022741,0.1428571428571429,1.2805103885021794,0.00315288985964568
v219,21600,ours_correct,sf_fifo21,early_half,21716,116,dd_tied,0.004459228175027086,0.0,0.055700768744671336,-0.0007977504088014786
