cohort,base_seed,candidate,control,window,effective_seed,source_index,motion_group,delta_imaging_quality,delta_dynamic_degree,delta_official_quality_score,delta_subject_consistency
v219,21600,ours_correct,ours_random,full,21610,10,dd_tied,-0.004385105768839437,0.0,0.029935270990520735,-0.000141337292879129
v219,21600,ours_correct,ours_random,full,21612,12,dd_tied,-0.007501525084177563,0.0,0.07387488674004317,-0.00023430566630811
v219,21600,ours_correct,ours_random,full,21613,13,dd_tied,-0.008174069484074953,0.0,-0.4322068876344076,-0.0026267001297825
v219,21600,ours_correct,ours_random,full,21617,17,dd_tied,-0.001695939461390128,0.0,0.08739626245409227,0.0001625993157194916
v219,21600,ours_correct,ours_random,full,21618,18,dd_up,0.010930061737696284,0.06666666666666665,0.35680108171227687,-0.0016766850056143534
v219,21600,ours_correct,ours_random,full,21620,20,dd_up,0.0031512571970622183,0.06666666666666671,0.4264624124299843,0.00044340828368860663
v219,21600,ours_correct,ours_random,full,21621,21,dd_tied,0.014591034094492583,0.0,0.7013283472505663,0.002271025041900576
v219,21600,ours_correct,ours_random,full,21625,25,dd_down,-0.0010602254867554395,-0.20000000000000007,-1.441653872517179,0.0013526390934168742
v219,21600,ours_correct,ours_random,full,21626,26,dd_down,0.0010678375562030995,-0.13333333333333341,0.2198602579640152,0.004709921295565134
v219,21600,ours_correct,ours_random,full,21628,28,dd_down,-0.003638052781422929,-0.06666666666666671,-0.7935268562817868,-0.00014523494795881664
v219,21600,ours_correct,ours_random,full,21629,29,dd_down,-0.002017573833465569,-0.33333333333333337,-2.689494657132684,0.0001936881971759119
v219,21600,ours_correct,ours_random,full,21633,33,dd_tied,-0.016501164913177435,0.0,-0.448700141200419,-0.0031829164073576832
v219,21600,ours_correct,ours_random,full,21634,34,dd_down,0.024477140188217117,-0.2666666666666667,-1.5382103046128321,0.0018511085734917998
v219,21600,ours_correct,ours_random,full,21636,36,dd_up,-0.000671486536661714,0.06666666666666665,0.37724026935792665,-0.0004561767457151866
v219,21600,ours_correct,ours_random,full,21637,37,dd_tied,0.00030564546585087893,0.0,0.13032267305514722,0.00036863963589606197
v219,21600,ours_correct,ours_random,full,21641,41,dd_tied,0.0010684892336527696,0.0,-0.0012485268811275319,2.1101215795793493e-06
v219,21600,ours_correct,ours_random,full,21642,42,dd_tied,-0.0039003931681313997,0.0,-0.058153976247467654,0.0005569710692592267
v219,21600,ours_correct,ours_random,full,21644,44,dd_down,0.029330308755238788,-0.06666666666666668,0.04398806536551092,0.0019051114178999518
v219,21600,ours_correct,ours_random,full,21645,45,dd_up,0.001916844844818133,0.06666666666666665,-0.08944582624540942,0.0019900782584028054
v219,21600,ours_correct,ours_random,full,21649,49,dd_tied,-0.011716388384501064,0.0,-0.029547838412526062,0.0003866281276503347
v219,21600,ours_correct,ours_random,full,21650,50,dd_tied,-0.0022210710843405534,0.0,-0.2127405297960081,-0.00024367941582525976
v219,21600,ours_correct,ours_random,full,21652,52,dd_tied,-7.917817433678032e-05,0.0,0.012637875295965273,-0.00014138261175056233
v219,21600,ours_correct,ours_random,full,21653,53,dd_tied,0.0005583016077678193,0.0,0.04224606831837718,0.00014321623745383594
v219,21600,ours_correct,ours_random,full,21657,57,dd_tied,0.01371215089162181,0.0,0.2875151922692396,0.00012915204856822626
v219,21600,ours_correct,ours_random,full,21658,58,dd_tied,-0.0021660261154176075,0.0,-0.047981363924549214,0.00015404072127300772
v219,21600,ours_correct,ours_random,full,21660,60,dd_up,0.00039613612492894745,0.06666666666666665,0.6143017614705428,0.002240564184740168
v219,21600,ours_correct,ours_random,full,21661,61,dd_tied,-0.01606349039077759,0.0,-0.6862622518491435,-0.005835655404944573
v219,21600,ours_correct,ours_random,full,21665,65,dd_tied,0.0002035838762920461,0.0,-0.04543009530156894,7.66050133587104e-05
v219,21600,ours_correct,ours_random,full,21666,66,dd_tied,0.010304820617039967,0.0,0.1816510931827935,-0.0006127104728828048
v219,21600,ours_correct,ours_random,full,21668,68,dd_tied,0.001159240722656274,0.0,0.04534327652437753,6.760870410749131e-05
v219,21600,ours_correct,ours_random,full,21669,69,dd_tied,0.001183477560679158,0.0,0.050005180026559515,0.0006835279867561939
v219,21600,ours_correct,ours_random,full,21673,73,dd_tied,-0.004948508659998518,0.0,-0.0040297564944182795,-0.004058196411310222
v219,21600,ours_correct,ours_random,full,21674,74,dd_up,-0.009193986892700234,0.06666666666666665,-0.38628274431144405,-0.0029672677278442805
v219,21600,ours_correct,ours_random,full,21676,76,dd_down,-0.010623094320297177,-0.06666666666666665,-0.8636103505846506,-0.0010665865905751248
v219,21600,ours_correct,ours_random,full,21677,77,dd_tied,0.008835535049438459,0.0,0.09261117540414432,0.0002319783282146437
v219,21600,ours_correct,ours_random,full,21681,81,dd_tied,0.00442269682884211,0.0,0.26569260723857724,-0.0011299548805246973
v219,21600,ours_correct,ours_random,full,21682,82,dd_tied,-0.0012622783382733593,0.0,-0.07150168173793503,-0.0007310725032321219
v219,21600,ours_correct,ours_random,full,21684,84,dd_down,-0.04353992319107047,-0.3333333333333333,-3.3201205867784864,0.0059503986787475815
v219,21600,ours_correct,ours_random,full,21685,85,dd_tied,0.01270276957750327,0.0,-2.993903458901471,-0.036018289674787374
v219,21600,ours_correct,ours_random,full,21689,89,dd_tied,0.011900810082753566,0.0,0.7864108037981907,0.00637630252201693
v219,21600,ours_correct,ours_random,full,21690,90,dd_tied,-0.004761614481608167,0.0,0.13140593498442854,-0.00042901490383628893
v219,21600,ours_correct,ours_random,full,21692,92,dd_tied,-0.00021269369125376247,0.0,-0.02174315658560033,0.00020488359219417163
v219,21600,ours_correct,ours_random,full,21693,93,dd_tied,0.003735483566919995,0.0,-0.0747125709251435,-0.0009063663289509138
v219,21600,ours_correct,ours_random,full,21697,97,dd_tied,-0.011193149248759027,0.0,-0.486714188187932,-0.0037233430617299446
v219,21600,ours_correct,ours_random,full,21698,98,dd_tied,0.007490092277526728,0.0,-0.044983781180917504,-7.368883658809278e-05
v219,21600,ours_correct,ours_random,full,21700,100,dd_tied,-0.05426336320241287,0.0,-1.3168829933280364,-0.0013172411997907085
v219,21600,ours_correct,ours_random,full,21701,101,dd_up,0.012046049793561331,0.26666666666666666,2.016159768127025,-0.002240219536605581
v219,21600,ours_correct,ours_random,full,21705,105,dd_down,-0.005371903181076054,-0.06666666666666676,-0.8865106168802583,-0.00615417716863631
v219,21600,ours_correct,ours_random,full,21706,106,dd_tied,0.00869265580177303,0.0,0.14204692542034536,0.0005160213208018627
v219,21600,ours_correct,ours_random,full,21708,108,dd_tied,0.00046423617998747613,0.0,0.0015976396322230357,-0.0012965251574091896
v219,21600,ours_correct,ours_random,full,21709,109,dd_down,-0.0016177776654561216,-0.06666666666666665,-0.5407583122443924,0.0003501653122478521
v219,21600,ours_correct,ours_random,full,21713,113,dd_up,0.035986067533493094,0.26666666666666666,2.763965434760209,-0.0010104561796225875
v219,21600,ours_correct,ours_random,full,21714,114,dd_up,-0.006458045641581256,0.06666666666666665,0.4425161725074105,-0.0001382640288807302
v219,21600,ours_correct,ours_random,full,21716,116,dd_tied,0.007421346028645859,0.0,0.1290812915863313,0.0021080340863054436
v219,21600,ours_correct,ours_random,full,21717,117,dd_down,-0.000887041012446077,-0.19999999999999996,-1.4079442146328631,0.001127557458554862
v219,21600,ours_correct,ours_random,full,21721,121,dd_down,0.023179528236389024,-0.19999999999999996,-1.2126669113314108,-0.0014381125430489305
v219,21600,ours_correct,ours_random,full,21722,122,dd_tied,0.004085656404495208,0.0,0.26992722963389326,-0.0014256622533499463
v219,21600,ours_correct,ours_random,full,21724,124,dd_tied,0.0011571466128031949,0.0,-0.05821350552261606,-0.0011594173317872603
v219,21600,ours_correct,ours_random,full,21725,125,dd_tied,-0.003591858069101894,0.0,-0.11357625687351458,0.000582182475376114
v219,21600,ours_correct,ours_random,early_half,21601,1,dd_tied,0.00030667441231857495,0.0,0.005196267689896672,-0.000517300605533344
v219,21600,ours_correct,ours_random,early_half,21602,2,dd_tied,-0.0009434948648724406,0.0,-0.1485789456833828,-0.0002805724608148097
v219,21600,ours_correct,ours_random,early_half,21604,4,dd_tied,-0.00026292119707371775,0.0,0.03208696132641364,0.00011653675700884492
v219,21600,ours_correct,ours_random,early_half,21605,5,dd_tied,-0.00025362014770513586,0.0,-0.012032660588843669,-0.0006088348401708243
v219,21600,ours_correct,ours_random,early_half,21609,9,dd_tied,-0.00030497091157100087,0.0,0.04222176461796323,0.0004019059885903564
v219,21600,ours_correct,ours_random,early_half,21610,10,dd_tied,0.002131515741348178,0.0,-0.029642133829426598,-6.160642305963471e-06
v219,21600,ours_correct,ours_random,early_half,21612,12,dd_tied,0.0010959703581674418,0.0,-0.030338044722043378,0.0004554373877700968
v219,21600,ours_correct,ours_random,early_half,21613,13,dd_tied,-0.002698660067149583,0.0,-0.08792014678131466,-0.00036968973415663076
v219,21600,ours_correct,ours_random,early_half,21617,17,dd_tied,-0.0004071291855403114,0.0,0.12384119739692778,-0.00012846632023277849
v219,21600,ours_correct,ours_random,early_half,21618,18,dd_tied,0.0006235490526471654,0.0,0.05795073417895935,-0.00019629783835029002
v219,21600,ours_correct,ours_random,early_half,21620,20,dd_up,0.0011678535597664519,0.1428571428571429,1.0226498347334285,0.00011369528447380262
v219,21600,ours_correct,ours_random,early_half,21621,21,dd_tied,0.002055112293788297,0.0,0.2711707239903376,0.0017936370946627367
v219,21600,ours_correct,ours_random,early_half,21625,25,dd_down,0.0017248650959560408,-0.1428571428571428,-1.092937252336867,0.001245016713335989
v219,21600,ours_correct,ours_random,early_half,21626,26,dd_tied,0.00027936765125824436,0.0,0.08408786576576688,0.0013558395414373647
v219,21600,ours_correct,ours_random,early_half,21628,28,dd_down,0.00016029460089539427,-0.1428571428571428,-1.2869926441010477,-0.00010816893437681774
v219,21600,ours_correct,ours_random,early_half,21629,29,dd_down,0.001345219952719634,-0.14285714285714285,-1.0626509138964906,-0.0001955452861547302
v219,21600,ours_correct,ours_random,early_half,21633,33,dd_tied,4.366414887568837e-05,0.0,-0.029258740744609213,-0.0016085373069462117
v219,21600,ours_correct,ours_random,early_half,21634,34,dd_up,-0.004468963486807698,0.1428571428571428,1.0689076558368669,0.0007884014031283026
v219,21600,ours_correct,ours_random,early_half,21636,36,dd_tied,0.0004025053977966264,0.0,0.04995356576245058,-0.00031963419198943743
v219,21600,ours_correct,ours_random,early_half,21637,37,dd_tied,0.00021340097699851235,0.0,0.03778760871567499,0.00014284500925854093
v219,21600,ours_correct,ours_random,early_half,21641,41,dd_tied,-0.0005019681794302677,0.0,-0.009014698362165063,1.8079789878444608e-05
v219,21600,ours_correct,ours_random,early_half,21642,42,dd_tied,0.0001809317725045556,0.0,-0.021556213368882027,0.000165356700824959
v219,21600,ours_correct,ours_random,early_half,21644,44,dd_tied,-0.0008991040502275283,0.0,-0.023725313475566168,3.0211233248311764e-05
v219,21600,ours_correct,ours_random,early_half,21645,45,dd_tied,0.004010771342686237,0.0,0.0040624892466638585,-0.00016544611025692824
v219,21600,ours_correct,ours_random,early_half,21649,49,dd_tied,-0.0001651992116654677,0.0,-0.039709318131286864,0.0006656721293497592
v219,21600,ours_correct,ours_random,early_half,21650,50,dd_tied,-0.00023122583116808038,0.0,-0.128301309502163,0.0001786114581420195
v219,21600,ours_correct,ours_random,early_half,21652,52,dd_tied,-0.0005521259989058613,0.0,-0.00047236211921131144,-0.00010949825608808084
v219,21600,ours_correct,ours_random,early_half,21653,53,dd_tied,-0.00021030664443966174,0.0,0.017635821033650245,0.00014168067622666314
v219,21600,ours_correct,ours_random,early_half,21657,57,dd_tied,0.000730596269880035,0.0,0.026844627557821354,0.0001272386479119758
v219,21600,ours_correct,ours_random,early_half,21658,58,dd_tied,-0.0009192286218914214,0.0,-0.08963167518521686,0.00029024188504700454
v219,21600,ours_correct,ours_random,early_half,21660,60,dd_tied,0.001469328744070908,0.0,0.033248379232659886,0.0008112030751971089
v219,21600,ours_correct,ours_random,early_half,21661,61,dd_tied,-0.0008726079123361208,0.0,0.267448258979897,-0.003933157518981267
v219,21600,ours_correct,ours_random,early_half,21665,65,dd_tied,0.00017599650791710886,0.0,0.0051547126169282365,9.263213925314595e-05
v219,21600,ours_correct,ours_random,early_half,21666,66,dd_tied,-0.0012501289163318052,0.0,-0.023731518414592756,0.00011179460058108326
v219,21600,ours_correct,ours_random,early_half,21668,68,dd_tied,0.0004296180180141107,0.0,0.06417355755567655,0.00020415607839330274
v219,21600,ours_correct,ours_random,early_half,21669,69,dd_tied,-0.001303100245339528,0.0,0.005632634972201345,0.0001731405276473863
v219,21600,ours_correct,ours_random,early_half,21673,73,dd_tied,0.00047806143760686926,0.0,-0.21220193787677033,-0.0038482867338045512
v219,21600,ours_correct,ours_random,early_half,21674,74,dd_tied,-0.004402035474777244,0.0,-0.03352152929740271,9.8075777748452e-05
v219,21600,ours_correct,ours_random,early_half,21676,76,dd_down,-0.006632264852523884,-0.14285714285714285,-1.2615946981758128,-0.0014601847316007
v219,21600,ours_correct,ours_random,early_half,21677,77,dd_tied,0.00016454628535689242,0.0,0.013485104422230165,-7.622296557685537e-05
v219,21600,ours_correct,ours_random,early_half,21681,81,dd_tied,-0.00026708671024877617,0.0,0.0882126752757415,-0.0017222313299185554
v219,21600,ours_correct,ours_random,early_half,21682,82,dd_tied,-0.0006850703699248228,0.0,0.07336553883199315,0.001900991541604058
v219,21600,ours_correct,ours_random,early_half,21684,84,dd_down,-0.0021021681172507245,-0.2857142857142857,-1.9826627045548975,0.00634593199306277
v219,21600,ours_correct,ours_random,early_half,21685,85,dd_tied,0.013636850714683568,0.0,-0.17935927862714607,-0.007246139860096701
v219,21600,ours_correct,ours_random,early_half,21689,89,dd_tied,0.005113206250326963,0.0,0.12941888780051158,0.003532915767737843
v219,21600,ours_correct,ours_random,early_half,21690,90,dd_tied,-0.0014405771664210976,0.0,-0.042399049762067875,-0.0002104007462095936
v219,21600,ours_correct,ours_random,early_half,21692,92,dd_tied,-0.0001188785689217875,0.0,-0.05211925191353828,3.6392143152874645e-05
v219,21600,ours_correct,ours_random,early_half,21693,93,dd_tied,-0.003623056922639978,0.0,-0.07393167537786383,-0.0002805875370430755
v219,21600,ours_correct,ours_random,early_half,21697,97,dd_tied,-0.0008189048085893713,0.0,-0.1556002312336915,-0.001962999598356774
v219,21600,ours_correct,ours_random,early_half,21698,98,dd_tied,0.0012167620658875,0.0,-0.12400908880655948,-0.0002981720374364283
v219,21600,ours_correct,ours_random,early_half,21700,100,dd_tied,-0.001385549817766507,0.0,0.022736560766659863,9.735212654060632e-05
v219,21600,ours_correct,ours_random,early_half,21701,101,dd_up,-0.00021385056631906263,0.14285714285714285,1.055514805417289,1.4175071187394472e-05
v219,21600,ours_correct,ours_random,early_half,21705,105,dd_down,-0.0024332598277501116,-0.2857142857142857,-2.2249400645661126,0.0023738088339544383
v219,21600,ours_correct,ours_random,early_half,21706,106,dd_tied,0.0035929812703814346,0.0,0.10140583461843278,0.0004087979484962423
v219,21600,ours_correct,ours_random,early_half,21708,108,dd_tied,0.0015988940852028621,0.0,0.0635340682390364,-3.22006523844065e-05
v219,21600,ours_correct,ours_random,early_half,21709,109,dd_tied,-0.00023061207362584657,0.0,0.006042756961463169,0.00013748926964607389
v219,21600,ours_correct,ours_random,early_half,21713,113,dd_up,0.002937499625342177,0.1428571428571428,1.1412150316335925,0.00015539680563492198
v219,21600,ours_correct,ours_random,early_half,21714,114,dd_tied,0.0024692981583730456,0.0,0.03371940098340076,-0.00036955151652162677
v219,21600,ours_correct,ours_random,early_half,21716,116,dd_tied,0.0017685886791775074,0.0,-0.09571622746304342,0.0010383661097327357
v219,21600,ours_correct,ours_random,early_half,21717,117,dd_down,-0.0013142400128499654,-0.1428571428571429,-1.201166534749433,0.0009775635465055776
v219,21600,ours_correct,ours_random,early_half,21721,121,dd_tied,0.0016206509726387486,0.0,-0.007749948379938587,-0.0009244606263576483
v219,21600,ours_correct,ours_random,early_half,21722,122,dd_tied,-0.007923887797764428,0.0,-0.4912012056462629,-0.004941744011708327
v219,21600,ours_correct,ours_random,early_half,21724,124,dd_tied,0.0005094145025524854,0.0,-0.0961242307730572,-0.002461481662134335
v219,21600,ours_correct,ours_random,early_half,21725,125,dd_tied,0.00035712139947075006,0.0,-0.03276270756478539,0.0005123782673061017
v219,21600,ours_correct,ours_random,late_half,21601,1,dd_tied,-0.0010884821414948176,0.0,-0.15585405630314142,-0.0010311934151748803
v219,21600,ours_correct,ours_random,late_half,21602,2,dd_down,0.02218742430210119,-0.125,-0.5447061399841289,-9.925188680026675e-05
v219,21600,ours_correct,ours_random,late_half,21604,4,dd_tied,0.0017127713561058133,0.0,-0.014151047404197925,0.00010627005436947279
v219,21600,ours_correct,ours_random,late_half,21605,5,dd_tied,-0.000731149911880502,0.0,0.20458207184417176,0.00339420733475293
v219,21600,ours_correct,ours_random,late_half,21609,9,dd_tied,0.0012347418069839078,0.0,0.1355794231645433,0.0005481736495484002
v219,21600,ours_correct,ours_random,late_half,21610,10,dd_tied,-0.010087149590253808,0.0,0.0820655002080457,-0.0002596168621307182
v219,21600,ours_correct,ours_random,late_half,21612,12,dd_tied,-0.015024333596229567,0.0,0.16506120176931915,-0.0008378308386260969
v219,21600,ours_correct,ours_random,late_half,21613,13,dd_tied,-0.012965052723884596,0.0,-0.7334577858808302,-0.004601584225955024
v219,21600,ours_correct,ours_random,late_half,21617,17,dd_tied,-0.0028236484527587313,0.0,0.05550694437908987,0.00041728174717770017
v219,21600,ours_correct,ours_random,late_half,21618,18,dd_up,0.019948260337114387,0.125,0.6182951358040043,-0.002972023776970256
v219,21600,ours_correct,ours_random,late_half,21620,20,dd_tied,0.004886735379695861,0.0,-0.09520158208555074,0.0007319071580016434
v219,21600,ours_correct,ours_random,late_half,21621,21,dd_tied,0.025559965670108875,0.0,1.0777162676032646,0.002688739495733672
v219,21600,ours_correct,ours_random,late_half,21625,25,dd_down,-0.0034971797466278876,-0.25,-1.7467809151750089,0.0014468086759875654
v219,21600,ours_correct,ours_random,late_half,21626,26,dd_down,0.0017577487230300282,-0.25,0.3386611011374896,0.007644742830427154
v219,21600,ours_correct,ours_random,late_half,21628,28,dd_tied,-0.006961606740951476,0.0,-0.36174429193988544,-0.00017766770984350977
v219,21600,ours_correct,ours_random,late_half,21629,29,dd_down,-0.004960018396377608,-0.5,-4.112982932464348,0.0005342674950902238
v219,21600,ours_correct,ours_random,late_half,21633,33,dd_tied,-0.030977890342474,0.0,-0.8157113665993165,-0.0045604981202175265
v219,21600,ours_correct,ours_random,late_half,21634,34,dd_down,0.04980498090386387,-0.625,-3.8194385200063294,0.0027809773475595545
v219,21600,ours_correct,ours_random,late_half,21636,36,dd_up,-0.0016112294793129145,0.125,0.6636161350039487,-0.0005756514802254253
v219,21600,ours_correct,ours_random,late_half,21637,37,dd_tied,0.00038635939359665805,0.0,0.21129085435218542,0.0005662099342036431
v219,21600,ours_correct,ours_random,late_half,21641,41,dd_tied,0.0024426394701003717,0.0,0.005546873164760768,-1.1863338182038774e-05
v219,21600,ours_correct,ours_random,late_half,21642,42,dd_tied,-0.007471552491188027,0.0,-0.09017701876621231,0.0008996336416392525
v219,21600,ours_correct,ours_random,late_half,21644,44,dd_down,0.05578104496002201,-0.125,0.10323727185145515,0.0035456490794703033
v219,21600,ours_correct,ours_random,late_half,21645,45,dd_up,8.465915918343114e-05,0.125,-0.1712656023009913,0.0038761620809799613
v219,21600,ours_correct,ours_random,late_half,21649,49,dd_tied,-0.021823678910732336,0.0,-0.020656543658589044,0.00014246462616351874
v219,21600,ours_correct,ours_random,late_half,21650,50,dd_tied,-0.003962185680866259,0.0,-0.2866248475531137,-0.0006131839305463238
v219,21600,ours_correct,ours_random,late_half,21652,52,dd_tied,0.0003346511721610268,0.0,0.024109333034289193,-0.00016928142295480342
v219,21600,ours_correct,ours_random,late_half,21653,53,dd_tied,0.0012308338284492404,0.0,0.06378003469251325,0.00014455985352812561
v219,21600,ours_correct,ours_random,late_half,21657,57,dd_tied,0.02507101118564603,0.0,0.5156019363917466,0.00013082627414184866
v219,21600,ours_correct,ours_random,late_half,21658,58,dd_tied,-0.0032569739222526595,0.0,-0.011537341571496995,3.4864702971093564e-05
v219,21600,ours_correct,ours_random,late_half,21660,60,dd_up,-0.0005429074168205039,0.125,1.122723470928733,0.003491255155590456
v219,21600,ours_correct,ours_random,late_half,21661,61,dd_tied,-0.02935551255941382,0.0,-1.5207589488245503,-0.007500341055162396
v219,21600,ours_correct,ours_random,late_half,21665,65,dd_tied,0.00022772282361982477,0.0,-0.0896918022303339,6.25812782006907e-05
v219,21600,ours_correct,ours_random,late_half,21666,66,dd_tied,0.020415401458740212,0.0,0.3613608783304727,-0.0012466524121637068
v219,21600,ours_correct,ours_random,late_half,21668,68,dd_tied,0.001797660589218153,0.0,0.028866780622067267,-5.187024839270471e-05
v219,21600,ours_correct,ours_random,late_half,21669,69,dd_tied,0.003359233140945439,0.0,0.08883115694912647,0.0011301170134764282
v219,21600,ours_correct,ours_random,late_half,21673,73,dd_tied,-0.009696757495403219,0.0,0.1781209022150847,-0.004241867379127129
v219,21600,ours_correct,ours_random,late_half,21674,74,dd_up,-0.013386944383382837,0.125,-0.6949488074487675,-0.005649443295237977
v219,21600,ours_correct,ours_random,late_half,21676,76,dd_tied,-0.014115070104599003,0.0,-0.5153740464423748,-0.0007221882171777327
v219,21600,ours_correct,ours_random,late_half,21677,77,dd_tied,0.016422650218009927,0.0,0.16184648751334407,0.0005016544602822748
v219,21600,ours_correct,ours_random,late_half,21681,81,dd_tied,0.00852625742554658,0.0,0.42098754770606206,-0.000611712987305002
v219,21600,ours_correct,ours_random,late_half,21682,82,dd_tied,-0.0017673353105783773,0.0,-0.1982604997366657,-0.0030341285424637654
v219,21600,ours_correct,ours_random,late_half,21684,84,dd_down,-0.07979795888066288,-0.375,-4.490396233724098,0.005604307028721944
v219,21600,ours_correct,ours_random,late_half,21685,85,dd_tied,0.011885448582470481,0.0,-5.456629616641521,-0.061193920762641296
v219,21600,ours_correct,ours_random,late_half,21689,89,dd_tied,0.017839963436126705,0.0,1.361278730296192,0.008864265932011062
v219,21600,ours_correct,ours_random,late_half,21690,90,dd_tied,-0.007667522132396631,0.0,0.2834852966376502,-0.000620302291760022
v219,21600,ours_correct,ours_random,late_half,21692,92,dd_tied,-0.00029478192329401853,0.0,0.00483592682631695,0.00035231361010501505
v219,21600,ours_correct,ours_random,late_half,21693,93,dd_tied,0.01017420649528511,0.0,-0.07539585452903452,-0.0014539227718706194
v219,21600,ours_correct,ours_random,late_half,21697,97,dd_tied,-0.020270613133907323,0.0,-0.7764389005229475,-0.005263643592181677
v219,21600,ours_correct,ours_random,late_half,21698,98,dd_tied,0.012979256212711343,0.0,0.02416336299154409,0.00012273396415385385
v219,21600,ours_correct,ours_random,late_half,21700,100,dd_tied,-0.10053144991397855,0.0,-2.4890501031608494,-0.0025550103603305674
v219,21600,ours_correct,ours_random,late_half,21701,101,dd_up,0.02277346260845664,0.375,2.8567241104980496,-0.004212814818424393
v219,21600,ours_correct,ours_random,late_half,21705,105,dd_up,-0.007943216115236296,0.125,0.2846151498448535,-0.013616164920903562
v219,21600,ours_correct,ours_random,late_half,21706,106,dd_tied,0.013154871016740843,0.0,0.17760787987204196,0.0006098417715693083
v219,21600,ours_correct,ours_random,late_half,21708,108,dd_tied,-0.0005285894870757923,0.0,-0.052596735398779515,-0.0024028090993065687
v219,21600,ours_correct,ours_random,late_half,21709,109,dd_down,-0.002831547558307612,-0.125,-1.019209247799509,0.0005362568495249631
v219,21600,ours_correct,ours_random,late_half,21713,113,dd_up,0.06490356445312506,0.375,4.183872037496073,-0.0020305775417228666
v219,21600,ours_correct,ours_random,late_half,21714,114,dd_up,-0.014269471466541228,0.125,0.8002133475909119,6.411252280491553e-05
v219,21600,ours_correct,ours_random,late_half,21716,116,dd_tied,0.012367508709430708,0.0,0.32577912075458926,0.0030439935658066464
v219,21600,ours_correct,ours_random,late_half,21717,117,dd_down,-0.0005132418870925637,-0.25,-1.5888746845308503,0.0012588021315981246
v219,21600,ours_correct,ours_random,late_half,21721,121,dd_down,0.04204354584217074,-0.375,-2.266969253913956,-0.0018875579701539413
v219,21600,ours_correct,ours_random,late_half,21722,122,dd_tied,0.014594007581472335,0.0,0.9359146105039855,0.0016509092852136087
v219,21600,ours_correct,ours_random,late_half,21724,124,dd_tied,0.0017239122092723713,0.0,-0.025041620928519137,-2.0111042733361728e-05
v219,21600,ours_correct,ours_random,late_half,21725,125,dd_tied,-0.007047215104103111,0.0,-0.18428811251861532,0.0006432611574370695
v219,21600,ours_correct,pooled_correct,full,21601,1,dd_tied,0.0010878613789876423,0.0,0.21114826152548005,0.0009045537407978976
v219,21600,ours_correct,pooled_correct,full,21602,2,dd_up,0.003974719365437918,0.06666666666666665,0.5154416092958627,0.00032009899762264205
v219,21600,ours_correct,pooled_correct,full,21604,4,dd_tied,0.0007035156885782934,0.0,-0.022912818199770868,0.00019658305045844315
v219,21600,ours_correct,pooled_correct,full,21605,5,dd_tied,-0.0017034360567729223,0.0,0.02952048895296855,0.00048228466096345013
v219,21600,ours_correct,pooled_correct,full,21609,9,dd_tied,0.0012659431298573942,0.0,-0.04028099206676927,0.0001577422228880021
v219,21600,ours_correct,pooled_correct,full,21610,10,dd_tied,-0.006204268376032496,0.0,-0.18133877761700035,-0.0006807799192216635
v219,21600,ours_correct,pooled_correct,full,21612,12,dd_tied,-0.017786920706431064,0.0,-0.29349983691810166,-0.0001858386999689099
v219,21600,ours_correct,pooled_correct,full,21613,13,dd_up,-0.012037710030873727,0.1333333333333333,0.9025397226585596,0.000587024393903457
v219,21600,ours_correct,pooled_correct,full,21617,17,dd_tied,-0.0066871275107065475,0.0,-0.19866800387593742,0.0006696349427045556
v219,21600,ours_correct,pooled_correct,full,21618,18,dd_tied,-0.004702114105224697,0.0,-0.030992896413806648,-0.0007034241247606543
v219,21600,ours_correct,pooled_correct,full,21620,20,dd_up,-0.004592112700144257,0.06666666666666671,0.24192419122506692,0.001136451813582462
v219,21600,ours_correct,pooled_correct,full,21621,21,dd_up,-0.0007705696423847552,0.06666666666666665,0.4428262896669537,-0.0009244246268403922
v219,21600,ours_correct,pooled_correct,full,21625,25,dd_down,-0.008368268489837627,-0.06666666666666665,-0.7866282032331497,-0.00026771709722694936
v219,21600,ours_correct,pooled_correct,full,21626,26,dd_down,-0.003085174083709785,-0.13333333333333341,-1.000109305603658,0.000573289717324843
v219,21600,ours_correct,pooled_correct,full,21628,28,dd_tied,0.009031740029652902,0.0,-0.14618538597262898,0.00013859693186801803
v219,21600,ours_correct,pooled_correct,full,21629,29,dd_down,0.00028278652826940753,-0.6,-4.6176710641775145,-0.0001810300016286126
v219,21600,ours_correct,pooled_correct,full,21633,33,dd_tied,-0.0214129087924958,0.0,-0.3364658191028127,-0.004562246062613462
v219,21600,ours_correct,pooled_correct,full,21634,34,dd_up,0.00013861441612228464,0.1333333333333333,0.5557602005110169,-0.005079593159067142
v219,21600,ours_correct,pooled_correct,full,21636,36,dd_tied,0.0029123422304788704,0.0,0.14018623855146473,-0.0003943022132311125
v219,21600,ours_correct,pooled_correct,full,21637,37,dd_tied,0.0009744591712952388,0.0,0.09534741950290027,0.00023677047638270832
v219,21600,ours_correct,pooled_correct,full,21641,41,dd_tied,0.0024711745580038302,0.0,0.053362091506500064,0.00014731645904753066
v219,21600,ours_correct,pooled_correct,full,21642,42,dd_tied,-0.004436525344848508,0.0,-0.12241543705570734,-0.00010833610446892017
v219,21600,ours_correct,pooled_correct,full,21644,44,dd_tied,0.029496246337890608,0.0,0.6977200185199877,0.0025246409580155227
