clusters,feature_count,split_label_agreement,split_ari,discovery_silhouette,validation_silhouette,bootstrap_ari_median,bootstrap_ari_p10,minimum_cluster_fraction,boundary_fraction,cluster_exact_layer_nmi,cluster_layer_band_nmi,passed
2,11,0.9722222222222222,0.5164288389704651,0.5880615576645846,0.5003069132647506,-0.004863325015726706,-0.029462540058333927,0.022222222222222223,0.0,0.08297550177819393,0.04810631195396044,0
3,11,0.9694444444444444,0.7874287253214802,0.47479250389673033,0.4333701932048464,0.2648192893890906,0.12434823545091164,0.025,0.0,0.08806737489103277,0.036753494407092475,0
4,11,0.8694444444444445,0.6131637628516357,0.15073292788722245,0.1324088356658845,0.4125811619623461,0.26203914411484136,0.022222222222222223,0.058333333333333334,0.058822478051077216,0.028039277041260285,0
5,11,0.8722222222222222,0.6191833870808868,0.15423684007084826,0.1368189413083411,0.33497052236421876,0.21690363501185544,0.002777777777777778,0.06388888888888888,0.06164591467383894,0.030425553541517728,0
6,11,0.8444444444444444,0.6536994929422657,0.1606956751976659,0.14952225653800902,0.5088880127855109,0.3046147345329781,0.002777777777777778,0.05555555555555555,0.10218385791544711,0.04337508392169811,0
