prompt_split,switch_type,mode,current_frame,nominal_timestep,episode,stale_a_visible,boundary_offset,layer,head,prompt_history_excess,policy_prompt_score,stale_a_mass,persistent_content,persistent_positioned,persistent_output
all,identity_scene,clean,54,0,A,1,-3,11,3,-0.08597338199615479,0.9401763223789443,1.0,-0.0005554556846618652,-1.245737075805664e-05,0.0022464990615844727
all,identity_scene,clean,54,0,A,1,-3,11,4,0.1683809757232666,0.33047366028492525,1.0,-0.00018790364265441895,0.0003097057342529297,0.0015244781970977783
all,identity_scene,clean,54,0,A,1,-3,11,5,0.19884401559829712,0.606499886442798,1.0,-9.948015213012695e-05,-0.0004273056983947754,0.0028823018074035645
all,identity_scene,clean,54,0,A,1,-3,11,6,0.06769794225692749,0.4288892739491318,1.0,-0.0008989572525024414,-0.0002047121524810791,0.0002461075782775879
all,identity_scene,clean,54,0,A,1,-3,11,7,0.10913810133934021,0.5722623937017643,1.0,-0.00020635128021240234,-0.00034111738204956055,0.001392960548400879
all,identity_scene,clean,54,0,A,1,-3,11,8,0.07308518886566162,0.6644741273278035,1.0,-0.0005161166191101074,0.00042538344860076904,0.012377262115478516
all,identity_scene,clean,54,0,A,1,-3,11,9,-0.16284386813640594,1.0692681196646223,1.0,0.0003038272261619568,0.000570833683013916,-0.0009001493453979492
all,identity_scene,clean,54,0,A,1,-3,11,10,-0.00019234418869018555,0.6310798146042763,1.0,-0.0005316734313964844,-0.0002684593200683594,0.004487812519073486
all,identity_scene,clean,54,0,A,1,-3,11,11,0.14510756731033325,1.183977837717141,1.0,0.00042566657066345215,0.0002390742301940918,-0.002312958240509033
all,identity_scene,clean,54,0,A,1,-3,12,0,-0.3924102336168289,0.3730131259392447,1.0,0.0003440380096435547,0.0002442300319671631,0.0013133585453033447
all,identity_scene,clean,54,0,A,1,-3,12,1,0.18040302395820618,1.249289983796635,1.0,-0.0002964138984680176,0.000361025333404541,0.0009525418281555176
