prompt_split,switch_type,mode,current_frame,nominal_timestep,episode,stale_a_visible,boundary_offset,layer,head,prompt_history_excess,policy_prompt_score,stale_a_mass,persistent_content,persistent_positioned,persistent_output
discovery,identity_scene,clean,117,0,B,0,60,7,7,0.0017640888690948486,0.42641456258882376,0.0,0.000617295503616333,0.0009055137634277344,0.0023360848426818848
discovery,identity_scene,clean,117,0,B,0,60,7,8,-0.25249728560447693,0.3868912964907375,0.0,0.0002468228340148926,0.0006013214588165283,6.973743438720703e-06
discovery,identity_scene,clean,117,0,B,0,60,7,9,0.10090097784996033,0.13298176964084887,0.0,0.0008088648319244385,0.0008658766746520996,-0.0013732612133026123
discovery,identity_scene,clean,117,0,B,0,60,7,10,0.17089581489562988,0.6997487324746262,0.0,0.0012110769748687744,0.0018395483493804932,0.0018283724784851074
discovery,identity_scene,clean,117,0,B,0,60,7,11,0.5095202028751373,0.5592241291265994,0.0,0.0009303092956542969,0.0005716085433959961,-0.00010001659393310547
discovery,identity_scene,clean,117,0,B,0,60,8,0,0.06111660599708557,0.2654129230136686,0.0,2.4616718292236328e-05,0.0008406639099121094,0.0009042620658874512
discovery,identity_scene,clean,117,0,B,0,60,8,1,-0.0999298244714737,-0.21242296813240746,0.0,-0.000193864107131958,0.000735744833946228,0.0034428834915161133
discovery,identity_scene,clean,117,0,B,0,60,8,2,0.16208049654960632,1.1848394301739855,0.0,0.000788569450378418,0.0012227147817611694,0.003322899341583252
discovery,identity_scene,clean,117,0,B,0,60,8,3,-0.11265203356742859,1.0998489459988399,0.0,-5.1140785217285156e-05,0.0001679062843322754,-0.00013631582260131836
discovery,identity_scene,clean,117,0,B,0,60,8,4,0.19127827882766724,0.6377589135352395,0.0,-0.0004093647003173828,-0.0003888159990310669,0.0006796121597290039
discovery,identity_scene,clean,117,0,B,0,60,8,5,-0.26817622780799866,0.9743613558363882,0.0,0.00016930699348449707,0.0004950463771820068,0.00021094083786010742
discovery,identity_scene,clean,117,0,B,0,60,8,6,-0.03645649552345276,0.7137282637564035,0.0,0.00015117228031158447,0.0008812546730041504,0.004737138748168945
discovery,identity_scene,clean,117,0,B,0,60,8,7,-0.043064653873443604,0.7989156197034197,0.0,0.0003673732280731201,0.0008069723844528198,0.00021654367446899414
discovery,identity_scene,clean,117,0,B,0,60,8,8,0.14221253991127014,0.713316051510148,0.0,-0.00010338425636291504,0.0005470812320709229,0.0010293126106262207
discovery,identity_scene,clean,117,0,B,0,60,8,9,-0.19441825151443481,1.1780299338302924,0.0,0.0001150965690612793,0.0007196962833404541,0.0048506855964660645
discovery,identity_scene,clean,117,0,B,0,60,8,10,0.1210566908121109,0.6353365800678977,0.0,0.0011438727378845215,0.0008588880300521851,0.0022284388542175293
discovery,identity_scene,clean,117,0,B,0,60,8,11,-0.15808969736099243,0.1268759354830938,0.0,-5.811452865600586e-06,0.0006960183382034302,-6.407499313354492e-05
discovery,identity_scene,clean,117,0,B,0,60,9,0,0.013311058282852173,0.5827269238362542,0.0,-0.0003032684326171875,0.00016546249389648438,0.0009200572967529297
discovery,identity_scene,clean,117,0,B,0,60,9,1,0.16645726561546326,0.6015374174077552,0.0,0.0006014406681060791,0.00024785101413726807,0.0017841458320617676
discovery,identity_scene,clean,117,0,B,0,60,9,2,-0.03830859065055847,0.13693351157198136,0.0,-1.2814998626708984e-05,0.00011625885963439941,0.0013745427131652832
discovery,identity_scene,clean,117,0,B,0,60,9,3,-0.07482865452766418,0.006704613516129082,0.0,0.00010696053504943848,-0.0001621246337890625,0.0006472468376159668
discovery,identity_scene,clean,117,0,B,0,60,9,4,-0.014058530330657959,0.4645853348693647,0.0,0.00022223591804504395,0.001176595687866211,0.008008897304534912
discovery,identity_scene,clean,117,0,B,0,60,9,5,-0.010978132486343384,0.8384233230016397,0.0,0.00032761693000793457,-0.0001201331615447998,-0.0007835030555725098
discovery,identity_scene,clean,117,0,B,0,60,9,6,-0.4877934753894806,0.3843359273555721,0.0,3.0666589736938477e-05,0.00029724836349487305,0.0013640522956848145
discovery,identity_scene,clean,117,0,B,0,60,9,7,0.036747515201568604,0.5446634029127225,0.0,0.0009444057941436768,0.0006454586982727051,0.0021110177040100098
discovery,identity_scene,clean,117,0,B,0,60,9,8,0.2129828929901123,0.8498826645862667,0.0,0.0004019439220428467,0.001500636339187622,0.005376905202865601
discovery,identity_scene,clean,117,0,B,0,60,9,9,-0.09733724594116211,0.5287464337445937,0.0,0.0003611743450164795,0.0005948841571807861,0.002298712730407715
discovery,identity_scene,clean,117,0,B,0,60,9,10,0.2475930154323578,0.7666387181234631,0.0,9.113550186157227e-05,0.000466763973236084,0.0006350874900817871
discovery,identity_scene,clean,117,0,B,0,60,9,11,-0.3901011496782303,1.6500059209364701,0.0,0.0004127919673919678,0.0005494356155395508,-0.0008969902992248535
discovery,identity_scene,clean,117,0,B,0,60,10,0,-0.016986221075057983,0.8858333570955665,0.0,6.139278411865234e-06,5.7131052017211914e-05,9.125471115112305e-05
discovery,identity_scene,clean,117,0,B,0,60,10,1,-0.3637954890727997,0.6798104357993933,0.0,-0.0007228255271911621,-0.00020766258239746094,0.0007259547710418701
discovery,identity_scene,clean,117,0,B,0,60,10,2,0.2003898322582245,0.8464752987591904,0.0,8.577108383178711e-05,0.00012978911399841309,0.0028777718544006348
discovery,identity_scene,clean,117,0,B,0,60,10,3,0.10315603017807007,0.8370741017632649,0.0,8.732080459594727e-05,9.47713851928711e-06,0.00031578540802001953
discovery,identity_scene,clean,117,0,B,0,60,10,4,0.3423933982849121,0.3229739424444444,0.0,-2.1725893020629883e-05,-6.759166717529297e-05,0.0003724396228790283
discovery,identity_scene,clean,117,0,B,0,60,10,5,-0.10147595405578613,0.43571663956903717,0.0,0.0003097802400588989,-3.0875205993652344e-05,0.0021019577980041504
discovery,identity_scene,clean,117,0,B,0,60,10,6,-0.011221170425415039,0.8535864592030791,0.0,9.231269359588623e-05,0.00023129582405090332,-0.002718895673751831
discovery,identity_scene,clean,117,0,B,0,60,10,7,-0.4237498492002487,1.288633412601801,0.0,0.000805586576461792,0.0016840100288391113,0.004505753517150879
discovery,identity_scene,clean,117,0,B,0,60,10,8,0.3650357723236084,1.273147779277991,0.0,0.0006903111934661865,0.0015653669834136963,0.0029619336128234863
discovery,identity_scene,clean,117,0,B,0,60,10,9,0.134660005569458,0.3877311790329486,0.0,0.0004042685031890869,0.0006522089242935181,0.0019342005252838135
discovery,identity_scene,clean,117,0,B,0,60,10,10,-0.6112213730812073,0.07775701117770611,0.0,-0.00011649727821350098,-4.704296588897705e-05,0.0017949342727661133
discovery,identity_scene,clean,117,0,B,0,60,10,11,0.25398242473602295,0.7899153023442935,0.0,0.00010851025581359863,-0.00022366642951965332,0.0012661218643188477
discovery,identity_scene,clean,117,0,B,0,60,11,0,-0.5468171387910843,0.5214370796452488,0.0,4.1425228118896484e-06,0.00021098554134368896,-0.0009636878967285156
discovery,identity_scene,clean,117,0,B,0,60,11,1,-0.23260897397994995,0.4571291648847263,0.0,-0.00017930567264556885,3.933906555175781e-06,0.0003852248191833496
discovery,identity_scene,clean,117,0,B,0,60,11,2,-0.4040463864803314,0.9898353080014541,0.0,0.00035560131072998047,0.000494837760925293,0.0008645355701446533
discovery,identity_scene,clean,117,0,B,0,60,11,3,0.4129508137702942,0.7189763137352987,0.0,-0.0005209743976593018,-2.321600914001465e-05,-0.0016592144966125488
discovery,identity_scene,clean,117,0,B,0,60,11,4,0.0864134207367897,0.5052345704074953,0.0,0.0001296699047088623,-0.00013175606727600098,0.001958101987838745
discovery,identity_scene,clean,117,0,B,0,60,11,5,0.0030227601528167725,0.3391524814264283,0.0,0.0003898143768310547,-6.693601608276367e-05,0.0038906335830688477
discovery,identity_scene,clean,117,0,B,0,60,11,6,-0.38350042700767517,0.7903731531754419,0.0,0.00024816393852233887,0.0005990862846374512,0.00034740567207336426
discovery,identity_scene,clean,117,0,B,0,60,11,7,0.10407625138759613,1.220808490683578,0.0,0.0006898045539855957,-0.00030878186225891113,0.0001329183578491211
discovery,identity_scene,clean,117,0,B,0,60,11,8,0.04407957196235657,0.8447752161265454,0.0,0.0010234415531158447,0.00044095516204833984,0.0007227659225463867
discovery,identity_scene,clean,117,0,B,0,60,11,9,-0.2899639755487442,0.6835990063539701,0.0,0.000621601939201355,0.0004404783248901367,0.00041687488555908203
discovery,identity_scene,clean,117,0,B,0,60,11,10,-0.15023407340049744,0.8283302613373452,0.0,-0.00022011995315551758,0.00012812018394470215,0.0025877952575683594
discovery,identity_scene,clean,117,0,B,0,60,11,11,-0.03389333188533783,0.9286935052220238,0.0,0.0006642341613769531,0.0006636381149291992,0.007362961769104004
discovery,identity_scene,clean,117,0,B,0,60,12,0,-0.5995942801237106,0.12132510431177365,0.0,0.0006956756114959717,0.0005432367324829102,0.0013571679592132568
discovery,identity_scene,clean,117,0,B,0,60,12,1,-0.10300567746162415,0.028744090118704206,0.0,0.0009706020355224609,9.891390800476074e-05,0.0015932321548461914
discovery,identity_scene,clean,117,0,B,0,60,12,2,0.6541301608085632,-0.22874646397728474,0.0,0.0004838705062866211,0.00011489540338516235,0.0010333061218261719
discovery,identity_scene,clean,117,0,B,0,60,12,3,0.018831461668014526,0.6942817292225809,0.0,-8.547306060791016e-05,-6.033480167388916e-05,-9.542703628540039e-05
discovery,identity_scene,clean,117,0,B,0,60,12,4,-0.2986103892326355,0.2842646094802214,0.0,0.0007173717021942139,0.0005953311920166016,0.0005046725273132324
discovery,identity_scene,clean,117,0,B,0,60,12,5,-0.13405054807662964,0.7196058258744771,0.0,0.0010885000228881836,1.3560056686401367e-05,0.002324998378753662
discovery,identity_scene,clean,117,0,B,0,60,12,6,0.5633684992790222,0.5138580995631045,0.0,5.1081180572509766e-05,-0.00024059414863586426,0.0003580451011657715
discovery,identity_scene,clean,117,0,B,0,60,12,7,0.09967810660600662,-0.34236138620348716,0.0,-0.00015312433242797852,-0.00026226043701171875,0.0021404027938842773
discovery,identity_scene,clean,117,0,B,0,60,12,8,0.23921385407447815,0.4005530122315597,0.0,0.00025787949562072754,0.00040578097105026245,0.0006388425827026367
discovery,identity_scene,clean,117,0,B,0,60,12,9,-0.902042031288147,-0.10487955642089947,0.0,-0.0001741349697113037,-0.00017817318439483643,0.0016980767250061035
discovery,identity_scene,clean,117,0,B,0,60,12,10,-0.07007123529911041,0.9882986080153882,0.0,-0.00023442506790161133,0.00031910836696624756,0.001408606767654419
discovery,identity_scene,clean,117,0,B,0,60,12,11,-0.09985774755477905,0.16015238788114378,0.0,0.00047087669372558594,0.0005238950252532959,0.003453373908996582
discovery,identity_scene,clean,117,0,B,0,60,13,0,0.38936862349510193,0.34154916771984795,0.0,-0.0009059011936187744,0.0002667158842086792,-0.0017428398132324219
discovery,identity_scene,clean,117,0,B,0,60,13,1,-0.24858695268630981,0.22260879607999204,0.0,0.00020450353622436523,-0.0005358010530471802,0.0009757280349731445
discovery,identity_scene,clean,117,0,B,0,60,13,2,0.3900068700313568,0.4017668384303371,0.0,0.000368654727935791,0.0007024258375167847,-0.00019547343254089355
discovery,identity_scene,clean,117,0,B,0,60,13,3,-0.12432435154914856,0.4470783385859396,0.0,0.00047451257705688477,-0.00023318827152252197,0.00048428773880004883
discovery,identity_scene,clean,117,0,B,0,60,13,4,0.023829400539398193,0.09347776462576822,0.0,0.0006867051124572754,0.0006452947854995728,0.0002613663673400879
discovery,identity_scene,clean,117,0,B,0,60,13,5,-0.009531021118164062,0.7000666499854806,0.0,0.0012579262256622314,0.0004973411560058594,0.0006533563137054443
discovery,identity_scene,clean,117,0,B,0,60,13,6,0.07720080018043518,0.8697660757220906,0.0,0.00029852986335754395,0.0004477500915527344,0.0030361413955688477
discovery,identity_scene,clean,117,0,B,0,60,13,7,-0.33122536540031433,0.599848623814702,0.0,0.00018784403800964355,0.0004800260066986084,0.00032719969749450684
discovery,identity_scene,clean,117,0,B,0,60,13,8,0.3819543123245239,0.39399503003626524,0.0,0.00027108192443847656,0.00012999773025512695,0.0003937184810638428
discovery,identity_scene,clean,117,0,B,0,60,13,9,-0.15606360137462616,0.5972094250215157,0.0,0.0004939436912536621,0.0005688369274139404,-0.001377701759338379
discovery,identity_scene,clean,117,0,B,0,60,13,10,-0.1776605248451233,0.944301245798787,0.0,0.00015440583229064941,0.00018042325973510742,0.003805190324783325
discovery,identity_scene,clean,117,0,B,0,60,13,11,-0.09249066561460495,0.7465130649395508,0.0,-1.8090009689331055e-05,-0.0003724396228790283,-0.0012654364109039307
discovery,identity_scene,clean,117,0,B,0,60,14,0,-0.3677774667739868,0.5965398701840104,0.0,-0.00017973780632019043,-1.926720142364502e-05,-0.0003548860549926758
discovery,identity_scene,clean,117,0,B,0,60,14,1,-0.22729580104351044,-0.4142325483790973,0.0,0.0006112605333328247,-0.000427931547164917,0.0023726820945739746
discovery,identity_scene,clean,117,0,B,0,60,14,2,-0.03548562526702881,0.2092413132044771,0.0,0.00012153387069702148,0.0012541860342025757,-0.0013551115989685059
discovery,identity_scene,clean,117,0,B,0,60,14,3,-0.1062449961900711,0.5779349797304657,0.0,0.0002961456775665283,0.0002579987049102783,-0.0038037896156311035
discovery,identity_scene,clean,117,0,B,0,60,14,4,-0.30125968158245087,0.16090165169758908,0.0,0.00021952390670776367,-0.00011889636516571045,-0.0012010931968688965
discovery,identity_scene,clean,117,0,B,0,60,14,5,-0.09270864725112915,0.4173721372536264,0.0,-8.806586265563965e-05,-0.0010394752025604248,0.000274658203125
discovery,identity_scene,clean,117,0,B,0,60,14,6,-0.1725662350654602,0.6101685672643167,0.0,0.0004278719425201416,-2.3990869522094727e-05,-0.005337715148925781
discovery,identity_scene,clean,117,0,B,0,60,14,7,-0.012462630867958069,-0.09966933372745426,0.0,0.0003732740879058838,0.0002700984477996826,-0.0018664002418518066
discovery,identity_scene,clean,117,0,B,0,60,14,8,-0.13695022463798523,0.6330473375474819,0.0,0.00046455860137939453,-0.00022237002849578857,0.0017496049404144287
discovery,identity_scene,clean,117,0,B,0,60,14,9,0.34908847510814667,0.8281038057458391,0.0,0.00031644105911254883,0.00014781951904296875,0.0025305747985839844
discovery,identity_scene,clean,117,0,B,0,60,14,10,0.04255568981170654,0.6153157539142574,0.0,-6.905198097229004e-05,6.465613842010498e-05,0.0015949904918670654
discovery,identity_scene,clean,117,0,B,0,60,14,11,0.16305488348007202,0.6107553230538649,0.0,0.0006192028522491455,0.0006938576698303223,0.0022237002849578857
discovery,identity_scene,clean,117,0,B,0,60,15,0,0.07813745737075806,0.7433997543063563,0.0,-1.2129545211791992e-05,0.0003520697355270386,0.0020123720169067383
discovery,identity_scene,clean,117,0,B,0,60,15,1,0.19268126785755157,0.06880521820628804,0.0,2.358853816986084e-05,0.0004257708787918091,-0.0005962252616882324
discovery,identity_scene,clean,117,0,B,0,60,15,2,-0.034095317125320435,0.2031025238703455,0.0,0.0008661746978759766,1.9431114196777344e-05,0.001019209623336792
discovery,identity_scene,clean,117,0,B,0,60,15,3,-0.11063849925994873,-0.0009078052779689484,0.0,0.0004038810729980469,-0.00017243623733520508,0.00112229585647583
discovery,identity_scene,clean,117,0,B,0,60,15,4,0.2815132886171341,0.1711459917464359,0.0,-0.00013169646263122559,0.00030069053173065186,0.00035822391510009766
discovery,identity_scene,clean,117,0,B,0,60,15,5,-0.1488341987133026,0.8536870193396832,0.0,0.0004857182502746582,0.0008988827466964722,0.00036022067070007324
discovery,identity_scene,clean,117,0,B,0,60,15,6,-0.2965491712093353,0.6685511733567184,0.0,5.704164505004883e-05,0.0005384236574172974,-0.0015034079551696777
discovery,identity_scene,clean,117,0,B,0,60,15,7,0.06436198204755783,0.5864887979013438,0.0,0.0005622208118438721,0.0007673799991607666,-0.0010842978954315186
discovery,identity_scene,clean,117,0,B,0,60,15,8,-0.06931224092841148,0.4497948361960934,0.0,0.0007555782794952393,0.0008608847856521606,1.049041748046875e-05
discovery,identity_scene,clean,117,0,B,0,60,15,9,0.09772229194641113,0.4291234725086014,0.0,0.00011017918586730957,0.00035421550273895264,0.002576291561126709
discovery,identity_scene,clean,117,0,B,0,60,15,10,-0.07723131775856018,0.22098524637895794,0.0,0.0008175373077392578,0.0006774365901947021,-0.00269395112991333
discovery,identity_scene,clean,117,0,B,0,60,15,11,0.31908413767814636,1.0703825256603547,0.0,0.0005846917629241943,-0.00045993924140930176,-0.0027534961700439453
discovery,identity_scene,clean,117,0,B,0,60,16,0,0.2746204435825348,0.2590126819150191,0.0,0.0003718137741088867,0.0003857463598251343,-0.0005531013011932373
discovery,identity_scene,clean,117,0,B,0,60,16,1,0.3066987544298172,0.5538236162155031,0.0,-5.620718002319336e-05,0.000467449426651001,-0.0005779862403869629
discovery,identity_scene,clean,117,0,B,0,60,16,2,0.07578417658805847,0.2865657968825779,0.0,0.0005428493022918701,-0.0003172159194946289,0.0004666149616241455
discovery,identity_scene,clean,117,0,B,0,60,16,3,-0.1861928105354309,-0.07519161835638888,0.0,0.00017946958541870117,-0.00013905763626098633,0.0014132857322692871
discovery,identity_scene,clean,117,0,B,0,60,16,4,0.45762893557548523,-0.20515014207843316,0.0,0.0005365908145904541,0.00026232004165649414,0.0008119046688079834
discovery,identity_scene,clean,117,0,B,0,60,16,5,0.2761621028184891,0.48448531991605703,0.0,0.0008954703807830811,0.0005589425563812256,-0.00045865774154663086
discovery,identity_scene,clean,117,0,B,0,60,16,6,0.3340061232447624,0.05050083954104753,0.0,0.0006640851497650146,0.00024837255477905273,0.001678377389907837
discovery,identity_scene,clean,117,0,B,0,60,16,7,-0.018868759274482727,0.45521068046350666,0.0,-0.0008377730846405029,0.0005857646465301514,0.0037317872047424316
discovery,identity_scene,clean,117,0,B,0,60,16,8,0.006681770086288452,0.5510736118767263,0.0,0.00048425793647766113,-9.015202522277832e-05,-0.000316619873046875
discovery,identity_scene,clean,117,0,B,0,60,16,9,-0.2842479646205902,0.5282128199000866,0.0,0.0007585287094116211,3.904104232788086e-06,-0.0016243457794189453
discovery,identity_scene,clean,117,0,B,0,60,16,10,-0.07035785168409348,0.474990155334328,0.0,0.00037610530853271484,0.0005128383636474609,0.0007829070091247559
discovery,identity_scene,clean,117,0,B,0,60,16,11,-0.4233526289463043,0.3125796081693457,0.0,0.00011126697063446045,-8.225440979003906e-05,0.005944728851318359
discovery,identity_scene,clean,117,0,B,0,60,17,0,-0.2606400102376938,0.5148357719306575,0.0,0.00019073486328125,7.450580596923828e-07,0.0003769397735595703
discovery,identity_scene,clean,117,0,B,0,60,17,1,-0.028539717197418213,0.024720708637152297,0.0,-0.00011667609214782715,0.00015750527381896973,0.0020979642868041992
discovery,identity_scene,clean,117,0,B,0,60,17,2,-0.3078438341617584,0.47320175521177504,0.0,0.0005745887756347656,0.00019900500774383545,0.0020548105239868164
discovery,identity_scene,clean,117,0,B,0,60,17,3,0.2640177011489868,0.4103090347302079,0.0,0.00011241436004638672,0.00015932321548461914,-0.0007826685905456543
discovery,identity_scene,clean,117,0,B,0,60,17,4,-0.325522780418396,0.536244564180748,0.0,0.0003155171871185303,0.00043332576751708984,0.00010001659393310547
discovery,identity_scene,clean,117,0,B,0,60,17,5,0.034506700932979584,0.3458580461990519,0.0,9.986758232116699e-05,-0.00015100836753845215,0.0007500052452087402
discovery,identity_scene,clean,117,0,B,0,60,17,6,-0.5268645286560059,-0.3410406533945565,0.0,0.0004355311393737793,0.0006180256605148315,0.00010150671005249023
discovery,identity_scene,clean,117,0,B,0,60,17,7,0.02600237727165222,0.5699947735332314,0.0,0.0001729726791381836,0.00028423964977264404,-0.000834345817565918
discovery,identity_scene,clean,117,0,B,0,60,17,8,0.39324018359184265,0.652106747092118,0.0,0.00026410818099975586,0.00024053454399108887,-0.001010298728942871
discovery,identity_scene,clean,117,0,B,0,60,17,9,-0.24695727974176407,0.4448190925341231,0.0,0.00014907121658325195,8.881092071533203e-05,-0.001696467399597168
discovery,identity_scene,clean,117,0,B,0,60,17,10,0.060213059186935425,0.290855560095649,0.0,0.0002490580081939697,-0.00012236833572387695,-0.0004974007606506348
discovery,identity_scene,clean,117,0,B,0,60,17,11,0.14860835671424866,0.2721705743910734,0.0,-8.693337440490723e-05,3.1560659408569336e-05,0.00048092007637023926
discovery,identity_scene,clean,117,0,B,0,60,18,0,0.0412178710103035,-0.3274982802331946,0.0,0.00025391578674316406,0.00016868114471435547,-0.0037738382816314697
discovery,identity_scene,clean,117,0,B,0,60,18,1,0.5457427501678467,0.167135209410534,0.0,0.00011321902275085449,-9.73045825958252e-06,-0.0019776225090026855
discovery,identity_scene,clean,117,0,B,0,60,18,2,0.8588292300701141,0.07705936308460538,0.0,0.00012981891632080078,0.00017625093460083008,0.00031888484954833984
discovery,identity_scene,clean,117,0,B,0,60,18,3,0.4890676736831665,0.3372336140151895,0.0,0.00014925003051757812,0.00022870302200317383,-0.00027179718017578125
discovery,identity_scene,clean,117,0,B,0,60,18,4,0.1128044594079256,-0.07982400209401769,0.0,7.82310962677002e-06,-0.00015281140804290771,-0.0007706880569458008
discovery,identity_scene,clean,117,0,B,0,60,18,5,0.49512284994125366,-0.5944635806388465,0.0,8.046627044677734e-07,6.601214408874512e-05,0.0005200505256652832
discovery,identity_scene,clean,117,0,B,0,60,18,6,0.5722821205854416,0.58270785941419,0.0,0.00024649500846862793,0.00038379430770874023,0.0007630586624145508
discovery,identity_scene,clean,117,0,B,0,60,18,7,0.23709024488925934,0.4183302804706953,0.0,0.00013595819473266602,4.242360591888428e-05,-0.0010598301887512207
discovery,identity_scene,clean,117,0,B,0,60,18,8,0.5057796239852905,0.39898154147119697,0.0,0.00012546777725219727,0.0002238750457763672,0.00021409988403320312
discovery,identity_scene,clean,117,0,B,0,60,18,9,-0.23472829908132553,0.711640892320071,0.0,0.0002538412809371948,-3.434717655181885e-05,0.0011838674545288086
discovery,identity_scene,clean,117,0,B,0,60,18,10,0.23831429332494736,0.2345518274231262,0.0,-0.00012029707431793213,0.0002655237913131714,-0.0005546808242797852
discovery,identity_scene,clean,117,0,B,0,60,18,11,0.5500897169113159,0.49050935047765487,0.0,2.7745962142944336e-05,-0.00019763410091400146,-0.004041850566864014
discovery,identity_scene,clean,117,0,B,0,60,19,0,0.11014065891504288,0.08049412355290346,0.0,-9.03010368347168e-06,3.0308961868286133e-05,-0.007993876934051514
discovery,identity_scene,clean,117,0,B,0,60,19,1,0.5836443603038788,-0.12873063601215576,0.0,0.0001601576805114746,-3.314018249511719e-05,-0.00031831860542297363
discovery,identity_scene,clean,117,0,B,0,60,19,2,0.529885470867157,-0.29271677998037576,0.0,-0.00026880577206611633,-0.00014228373765945435,0.0005133152008056641
discovery,identity_scene,clean,117,0,B,0,60,19,3,1.224342703819275,-0.026274886465092594,0.0,4.246830940246582e-05,0.00026345252990722656,-0.0006246566772460938
discovery,identity_scene,clean,117,0,B,0,60,19,4,0.07723391801118851,0.14407001539388098,0.0,0.0003529191017150879,0.00025832653045654297,0.0001283884048461914
discovery,identity_scene,clean,117,0,B,0,60,19,5,0.045778244733810425,-0.164109774507734,0.0,0.00016477704048156738,4.7147274017333984e-05,0.0011346936225891113
discovery,identity_scene,clean,117,0,B,0,60,19,6,0.3337613344192505,0.21970305546487667,0.0,0.0004888772964477539,0.000633537769317627,0.00064811110496521
discovery,identity_scene,clean,117,0,B,0,60,19,7,0.16353373229503632,-0.47870969437016064,0.0,0.00035965442657470703,8.355081081390381e-05,0.00010719895362854004
discovery,identity_scene,clean,117,0,B,0,60,19,8,-0.005305822938680649,-0.2945122768305853,0.0,-3.275275230407715e-05,5.093216896057129e-05,-0.0018480420112609863
discovery,identity_scene,clean,117,0,B,0,60,19,9,0.03051617741584778,-0.008501647629773299,0.0,-0.0001176595687866211,1.913309097290039e-05,0.00045287609100341797
discovery,identity_scene,clean,117,0,B,0,60,19,10,0.8167876899242401,0.1359511715521168,0.0,-6.848573684692383e-05,-0.00022214651107788086,-0.0023418068885803223
discovery,identity_scene,clean,117,0,B,0,60,19,11,0.50226229429245,-0.34040276896343413,0.0,0.00019749999046325684,9.721517562866211e-05,0.0004285275936126709
discovery,identity_scene,clean,117,0,B,0,60,20,0,0.1688314825296402,-0.1482353062297502,0.0,0.00012099742889404297,0.00015807151794433594,-0.00042891502380371094
discovery,identity_scene,clean,117,0,B,0,60,20,1,-0.05829271674156189,-0.33459829077477127,0.0,0.0005602538585662842,0.0005490779876708984,0.0006232261657714844
discovery,identity_scene,clean,117,0,B,0,60,20,2,0.5103982388973236,0.42211527354995704,0.0,0.00047782063484191895,0.0006010830402374268,-9.033083915710449e-05
discovery,identity_scene,clean,117,0,B,0,60,20,3,0.68310546875,-0.14988772804095465,0.0,-0.00011938810348510742,2.187490463256836e-05,0.00013321638107299805
discovery,identity_scene,clean,117,0,B,0,60,20,4,0.41824550926685333,0.48487023205908997,0.0,-5.990266799926758e-05,-6.175041198730469e-05,-0.0005932748317718506
discovery,identity_scene,clean,117,0,B,0,60,20,5,-0.3070856034755707,-0.03890951942397766,0.0,-0.001622229814529419,-0.0011098682880401611,-0.00024896860122680664
discovery,identity_scene,clean,117,0,B,0,60,20,6,0.4361469894647598,0.41087803504441045,0.0,5.385279655456543e-05,0.0004106760025024414,-9.542703628540039e-05
discovery,identity_scene,clean,117,0,B,0,60,20,7,-0.16758912801742554,-0.2575245354368535,0.0,0.0003197193145751953,0.000160902738571167,-0.0025506019592285156
discovery,identity_scene,clean,117,0,B,0,60,20,8,-0.21081718802452087,-0.23174947837030602,0.0,-5.692243576049805e-06,-0.0001386702060699463,0.0020483732223510742
discovery,identity_scene,clean,117,0,B,0,60,20,9,0.1276937574148178,0.10013572089024922,0.0,0.00010150671005249023,-0.00013819336891174316,0.0008928179740905762
discovery,identity_scene,clean,117,0,B,0,60,20,10,0.08013702183961868,-0.08280495260937888,0.0,-0.00035575032234191895,6.276369094848633e-05,0.00024446845054626465
discovery,identity_scene,clean,117,0,B,0,60,20,11,0.2103133723139763,0.46282288015842094,0.0,5.5402517318725586e-05,0.00025597214698791504,0.0014372467994689941
discovery,identity_scene,clean,117,0,B,0,60,21,0,-0.1418686807155609,-0.19009712461410821,0.0,0.0003215968608856201,7.545948028564453e-05,0.0013068020343780518
discovery,identity_scene,clean,117,0,B,0,60,21,1,0.7937835454940796,-0.3662451457128369,0.0,2.8908252716064453e-05,0.0003425180912017822,-0.0002218186855316162
discovery,identity_scene,clean,117,0,B,0,60,21,2,0.5703588426113129,0.08031464949031059,0.0,5.027651786804199e-05,8.751451969146729e-05,3.764033317565918e-05
discovery,identity_scene,clean,117,0,B,0,60,21,3,0.037713393568992615,0.011303091799434218,0.0,0.00025272369384765625,0.00015676021575927734,-1.8775463104248047e-05
discovery,identity_scene,clean,117,0,B,0,60,21,4,-0.25992947816848755,-0.36629002963567586,0.0,0.0001690685749053955,-5.461275577545166e-05,0.00011375546455383301
discovery,identity_scene,clean,117,0,B,0,60,21,5,0.05007483810186386,-0.1890801231705095,0.0,-9.313225746154785e-05,8.493661880493164e-05,-0.00099983811378479
discovery,identity_scene,clean,117,0,B,0,60,21,6,0.7094634175300598,0.24418420685964737,0.0,-3.5762786865234375e-05,-0.00018867850303649902,-0.000626981258392334
discovery,identity_scene,clean,117,0,B,0,60,21,7,-0.28082289546728134,-0.14489125088586827,0.0,-7.843971252441406e-05,5.112588405609131e-05,-0.00032651424407958984
discovery,identity_scene,clean,117,0,B,0,60,21,8,0.2529163658618927,-0.32802136089527334,0.0,-4.5239925384521484e-05,-0.00016516447067260742,0.0003707408905029297
discovery,identity_scene,clean,117,0,B,0,60,21,9,0.10622545704245567,-0.2535356688753924,0.0,-4.500150680541992e-05,1.4781951904296875e-05,0.0014760494232177734
discovery,identity_scene,clean,117,0,B,0,60,21,10,0.08619718998670578,0.12235479716480846,0.0,0.00037226080894470215,0.0005403459072113037,-3.8564205169677734e-05
