layer,head,discovery_best,discovery_margin,coverage_gain,episode_gain,stability_frequency,supported_nonlocal,assigned_policy
19,2,recent,3.48475612780277,-3.4926027346422384,-3.48475612780277,1.0,False,recent
19,3,recent,2.8192554896888105,-2.9434123642594217,-2.8192554896888105,1.0,False,recent
19,4,recent,1.7044832107219028,-1.8097771356582868,-1.7044832107219028,1.0,False,recent
19,5,recent,3.627435906299504,-3.6387453972526007,-3.627435906299504,1.0,False,recent
19,6,recent,1.1153541282864423,-1.1153541282864423,-1.1524861249013632,1.0,False,recent
19,7,recent,1.8096870445404054,-1.8252146877378221,-1.8096870445404054,1.0,False,recent
19,8,recent,0.6090412709955539,-0.6090412709955539,-0.6420367018807518,1.0,False,recent
19,9,recent,2.073258172501443,-2.137727745422533,-2.073258172501443,1.0,False,recent
19,10,recent,1.8665458799585144,-1.8691400543612273,-1.8665458799585144,1.0,False,recent
19,11,recent,3.0826997534118448,-3.182763248373711,-3.0826997534118448,1.0,False,recent
20,0,recent,2.004442507009736,-2.0353707092770814,-2.004442507009736,1.0,False,recent
20,1,recent,1.8106963133725387,-1.8106963133725387,-1.8362336544361408,1.0,False,recent
20,2,recent,2.8684373231364884,-2.8684373231364884,-2.8761915834075857,1.0,False,recent
20,3,recent,1.6142094581696647,-1.6142094581696647,-1.6470436960734531,1.0,False,recent
20,4,recent,1.154986960439862,-1.2994787301853048,-1.154986960439862,1.0,False,recent
20,5,recent,3.6077540825111605,-3.6077540825111605,-3.6137807487363354,1.0,False,recent
20,6,recent,0.8121150603296652,-0.9712420547393963,-0.8121150603296652,1.0,False,recent
20,7,recent,7.226344120765685,-7.226344120765685,-7.229107773348485,1.0,False,recent
20,8,recent,3.1921694082810204,-3.1921694082810204,-3.196344884696966,1.0,False,recent
20,9,recent,1.776171817574344,-1.776171817574344,-1.8181120853348993,1.0,False,recent
20,10,recent,0.56051379445638,-0.56051379445638,-0.5945067527934889,1.0,False,recent
20,11,recent,3.6930782451028508,-3.6930782451028508,-3.7149158575892622,1.0,False,recent
21,0,recent,3.7296076046691677,-3.7396198038446844,-3.7296076046691677,1.0,False,recent
21,1,recent,2.412313734017341,-2.5067129945060675,-2.412313734017341,1.0,False,recent
21,2,recent,1.2215002550764695,-1.3066039694271079,-1.2215002550764695,1.0,False,recent
21,3,recent,1.6889774016114192,-1.6889774016114192,-1.695684245793677,1.0,False,recent
21,4,recent,1.5020018120452356,-1.5371139235957267,-1.5020018120452356,1.0,False,recent
21,5,recent,0.7265555003456976,-0.7265555003456976,-0.830760191923642,1.0,False,recent
21,6,recent,1.5006124875740126,-1.6146827426224406,-1.5006124875740126,1.0,False,recent
21,7,recent,2.416077918302976,-2.498234667610922,-2.416077918302976,1.0,False,recent
21,8,recent,6.60263806236909,-6.60263806236909,-6.605858695416859,1.0,False,recent
21,9,recent,1.6940882796689287,-1.6940882796689287,-1.7095774426655908,1.0,False,recent
21,10,recent,3.0859499513080184,-3.0859499513080184,-3.106349204721436,1.0,False,recent
21,11,recent,3.729351222325249,-3.7307702852540316,-3.729351222325249,1.0,False,recent
22,0,recent,0.8994757914851079,-1.1285497240337894,-0.8994757914851079,1.0,False,recent
22,1,recent,1.486436349191353,-1.6810045018061515,-1.486436349191353,1.0,False,recent
22,2,recent,2.0890776058060103,-2.116873219478761,-2.0890776058060103,1.0,False,recent
22,3,recent,2.135868530519696,-2.26970136033133,-2.135868530519696,1.0,False,recent
