method,prompt_index,sample_index,video,decoded_frames,retained_frames,flow_transition_count,fps,duration_seconds,frame_step,sample_interval_seconds,analysis_width,analysis_height,raw_motion_ndps_median,global_motion_ndps_median,residual_motion_ndps_median,residual_motion_p90_ndps_median,residual_transition_active_fraction,residual_active_area_fraction_mean,late_residual_motion_ratio,longest_low_residual_run_fraction,residual_accel_outlier_fraction,camera_motion_fraction_median,camera_fit_valid_fraction,camera_fit_inlier_fraction_median,camera_fit_error_nd_median,residual_energy_concentration_mean,residual_direction_entropy_mean
landmark_all_coverage,2,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000002-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.011837857980470937,0.011578301843447231,0.014340031400366415,0.054685358263377934,1.0,0.6521652578160786,1.2466074661541262,0.0,0.06896551724137931,0.4501865104578515,1.0,0.8898026315789473,0.007252894050477389,0.5552349710043547,0.8126780907983558
landmark_all_coverage,6,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000006-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.0020193122304866602,0.0015067732966751995,0.0011954031598822958,0.01080730646804679,0.576271186440678,0.10822844494388455,0.9855933141135882,0.01694915254237288,0.1206896551724138,0.5630218987009011,1.0,0.8470394736842105,0.0006132126989967622,0.9184568325574248,0.6615644002454357
landmark_all_coverage,10,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000010-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.02265864044116927,0.01981489184252258,0.014179926188493962,0.03626453870313439,1.0,0.6856126352782868,0.6342454283674089,0.0,0.10344827586206896,0.5543123829968063,1.0,0.9358552631578947,0.007119655906350561,0.5429536001916118,0.8204980664365681
landmark_all_coverage,14,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000014-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.003117846177500506,0.002236926559911677,0.0018426805787172234,0.007158080770982425,0.22033898305084745,0.06677039194915253,1.148275804930054,0.0,0.017241379310344827,0.5445474562531296,1.0,0.8766447368421053,0.0009250491131629669,0.759581813892477,0.5215832162663372
landmark_all_coverage,18,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000018-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.05011420036448323,0.0339804693802562,0.04094693219852653,0.09767973995357915,1.0,0.9357973903458544,1.0071056783100056,0.0,0.08620689655172414,0.44298111762065606,1.0,0.9407894736842105,0.020172090242656447,0.5724348475042542,0.6554177957050163
landmark_all_coverage,22,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000022-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.023397552531040963,0.016124107610425847,0.014399476553233894,0.035743763944585484,1.0,0.6358419462895099,0.8648006367609185,0.0,0.13793103448275862,0.5670587718952494,1.0,0.9424342105263158,0.007166162274923924,0.5151722787774938,0.8455285555769
landmark_all_coverage,26,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000026-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.011546188263968062,0.012238355121251833,0.006368269101816003,0.014958968605825854,0.8135593220338984,0.2817711613891434,0.8648593738962884,0.0,0.05172413793103448,0.6807004122000012,1.0,0.930921052631579,0.0032752662461984425,0.5604961845309346,0.8241337416619964
landmark_all_coverage,30,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000030-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.003439481879196357,0.0026648644361309927,0.001650270343730382,0.00821167752080165,0.3728813559322034,0.08348289695945946,1.449894461036976,0.01694915254237288,0.1206896551724138,0.5754068044684153,1.0,0.8667763157894737,0.0008194382593187449,0.7254203476580687,0.4669425359820929
landmark_all_recent,2,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_recent/000002-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.009693839502105624,0.009875999500034833,0.007791020460474274,0.04341132869553787,1.0,0.46219231347343104,0.4669302787692103,0.0,0.08620689655172414,0.5418066147243509,1.0,0.8519736842105263,0.003911433173087411,0.6484482182771442,0.8023058496405245
landmark_all_recent,6,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_recent/000006-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.002009620727502435,0.0015101920317767907,0.0012944218454727253,0.01068177530754769,0.576271186440678,0.11691103842189646,0.6184051330849528,0.01694915254237288,0.06896551724137931,0.5161825403521675,1.0,0.8322368421052632,0.000635186682978006,0.9073918217713255,0.6243008598310508
