method,prompt_index,sample_index,video,decoded_frames,retained_frames,flow_transition_count,fps,duration_seconds,frame_step,sample_interval_seconds,analysis_width,analysis_height,raw_motion_ndps_median,global_motion_ndps_median,residual_motion_ndps_median,residual_motion_p90_ndps_median,residual_transition_active_fraction,residual_active_area_fraction_mean,late_residual_motion_ratio,longest_low_residual_run_fraction,residual_accel_outlier_fraction,camera_motion_fraction_median,camera_fit_valid_fraction,camera_fit_inlier_fraction_median,camera_fit_error_nd_median,residual_energy_concentration_mean,residual_direction_entropy_mean
landmark_all_coverage,1,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000001-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.005384184980351576,0.005924135520156526,0.005552683601986878,0.02078094317131039,0.9322033898305084,0.29966779875744387,1.164713175456328,0.0,0.05172413793103448,0.5209984603959684,1.0,0.8865131578947368,0.002752774719177252,0.6528932855646099,0.5640359383137672
landmark_all_coverage,5,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000005-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.01284084002169391,0.013945432711970178,0.01234418980065376,0.05021430605302258,1.0,0.5915387547240036,0.9931187779291939,0.0,0.05172413793103448,0.49248217925852705,1.0,0.8963815789473685,0.006131247839540584,0.5987440211281081,0.8442621616335669
landmark_all_coverage,9,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000009-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.03815738752727167,0.024910827145224627,0.02903814694215962,0.05622480463307268,1.0,0.8406507672927164,0.7824138433302428,0.0,0.0,0.48474942947378946,1.0,0.9720394736842105,0.014833825971949023,0.4205398489257853,0.7723666889065796
landmark_all_coverage,13,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000013-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.007762657702638233,0.005322886506172984,0.00523110701338639,0.022515865163222334,0.9830508474576272,0.3160850535387082,1.0466476188366862,0.0,0.06896551724137931,0.48641587770534683,1.0,0.8717105263157895,0.0026104240197006457,0.7242724605044571,0.8405538457963966
landmark_all_coverage,17,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000017-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.016346997966282986,0.010287920727415504,0.01574141041655055,0.05042025943697904,1.0,0.7154968792945487,1.0491743967561757,0.0,0.0,0.3929668296402544,1.0,0.930921052631579,0.007827681413982004,0.5162162928981653,0.7196474306443543
landmark_all_coverage,21,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000021-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.02514012562389179,0.02408004007029793,0.016263493856023235,0.03884860077288248,1.0,0.7040170135707741,1.0979465146088883,0.0,0.10344827586206896,0.6231885539282731,1.0,0.9671052631578947,0.00805761479541211,0.4362888520580427,0.847012702205896
landmark_all_coverage,25,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000025-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.01352310839706474,0.01287756312866013,0.016808885387371714,0.05098358519103408,1.0,0.6940169777828676,1.0609476078113271,0.0,0.0,0.44603954336237095,1.0,0.9391447368421053,0.008324578446599697,0.562930130039784,0.8157782917810972
landmark_all_coverage,29,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000029-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.0075141233654237635,0.006016450786852654,0.008918294110383428,0.040211959007856166,1.0,0.515872831252863,0.7933876995846434,0.0,0.05172413793103448,0.41638752489959335,1.0,0.8733552631578947,0.0042489031566698265,0.6281763273529238,0.8386167549169444
landmark_all_recent,1,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_recent/000001-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.008848384250747413,0.007336984593607909,0.0036152623608658604,0.009213238742020444,0.423728813559322,0.14545502533783786,0.838308399907957,0.0,0.15517241379310345,0.6659893625003258,1.0,0.9506578947368421,0.0018197149456569894,0.5476364820053914,0.5390170286976422
landmark_all_recent,5,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_recent/000005-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.009785758435234534,0.01106138116114326,0.007120668672116068,0.03862339435640241,1.0,0.43040728427049924,1.0294891927940486,0.0,0.0,0.6142407683376273,1.0,0.84375,0.0035951874665377816,0.6504270569257065,0.8115062217278569
