method,prompt_index,sample_index,video,decoded_frames,retained_frames,flow_transition_count,fps,duration_seconds,frame_step,sample_interval_seconds,analysis_width,analysis_height,raw_motion_ndps_median,global_motion_ndps_median,residual_motion_ndps_median,residual_motion_p90_ndps_median,residual_transition_active_fraction,residual_active_area_fraction_mean,late_residual_motion_ratio,longest_low_residual_run_fraction,residual_accel_outlier_fraction,camera_motion_fraction_median,camera_fit_valid_fraction,camera_fit_inlier_fraction_median,camera_fit_error_nd_median,residual_energy_concentration_mean,residual_direction_entropy_mean
landmark_horizon_top10,19,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_horizon_top10/000019-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.010754462216759592,0.007823437541729665,0.0069784018881274505,0.05342044309426343,1.0,0.4067049537620248,1.4884022347792079,0.0,0.034482758620689655,0.5331857913614219,1.0,0.8338815789473685,0.003425899506962639,0.8130594271405224,0.6172837898311901
landmark_horizon_top10,23,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_horizon_top10/000023-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.03277347081346834,0.019969249874019344,0.027504785596128338,0.0659583072218645,1.0,0.8835537570144297,1.1203921284889033,0.0,0.06896551724137931,0.4152142535608678,1.0,0.96875,0.013885565748741873,0.4526004410294358,0.8816477443619509
landmark_horizon_top10,27,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_horizon_top10/000027-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.009933684401231022,0.010274755061467418,0.004068500267602232,0.007053888071482643,0.4406779661016949,0.13080121965185526,5.471746516760295,0.01694915254237288,0.08620689655172414,0.7784722543413446,1.0,0.9473684210526315,0.0020414385877966625,0.4741264346352669,0.3122946281808287
landmark_horizon_top10,31,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_horizon_top10/000031-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.006939807292539469,0.004631630350247404,0.007393958979496066,0.035612070182516026,1.0,0.4316307833256986,0.9706235870229963,0.0,0.034482758620689655,0.3953312993825945,1.0,0.8569078947368421,0.0035889337220546746,0.7716717720509865,0.7932523375975948
landmark_static_top10,3,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_static_top10/000003-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.0007408540591253292,0.0007187612005796651,0.0008178012567111759,0.002824209653109335,0.05084745762711865,0.026817220424874028,1.6944176765589574,0.2711864406779661,0.10344827586206896,0.45974763629848914,1.0,0.9029605263157895,0.0004038551582423035,0.7258985006366061,0.17504081930208745
landmark_static_top10,7,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_static_top10/000007-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.0024374072225156326,0.0034769021488483725,0.0050989492707285205,0.04179395212353241,0.9491525423728814,0.39318875615552,0.845055744071883,0.0,0.05172413793103448,0.4043274291376548,1.0,0.7993421052631579,0.0024492275848531538,0.6562406327824194,0.6638106280436864
landmark_static_top10,11,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_static_top10/000011-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.010666983134870942,0.00927850656517203,0.0065438519144331644,0.034250838665448285,1.0,0.4624155405405405,0.6397500785339588,0.0,0.017241379310344827,0.545329050156772,1.0,0.8519736842105263,0.0031863425519132677,0.5946256679923659,0.6908092293107612
landmark_static_top10,15,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_static_top10/000015-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.021347296356636368,0.01578442265806681,0.016582108440458,0.04469045959510344,1.0,0.7651508102382043,1.3365858243012807,0.0,0.034482758620689655,0.456312996669251,1.0,0.9424342105263158,0.008448674150935313,0.4958172062930523,0.8220852896584819
landmark_static_top10,19,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_static_top10/000019-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.011382879583904736,0.008496116986606414,0.007284690665365368,0.05678121942846993,1.0,0.4761598860513055,0.8995957199062963,0.0,0.034482758620689655,0.4865277675108391,1.0,0.8273026315789473,0.0036873462817278435,0.786985432938651,0.5980403778918805
landmark_static_top10,23,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_static_top10/000023-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.030578610010664257,0.018498593543919112,0.02680243562230087,0.05884279025420449,1.0,0.8646264279374715,0.8597281503131237,0.0,0.017241379310344827,0.42427646109259237,1.0,0.9720394736842105,0.013372521321446128,0.4526186232435682,0.8456327089661451
