method,prompt_index,sample_index,video,decoded_frames,retained_frames,flow_transition_count,fps,duration_seconds,frame_step,sample_interval_seconds,analysis_width,analysis_height,raw_motion_ndps_median,global_motion_ndps_median,residual_motion_ndps_median,residual_motion_p90_ndps_median,residual_transition_active_fraction,residual_active_area_fraction_mean,late_residual_motion_ratio,longest_low_residual_run_fraction,residual_accel_outlier_fraction,camera_motion_fraction_median,camera_fit_valid_fraction,camera_fit_inlier_fraction_median,camera_fit_error_nd_median,residual_energy_concentration_mean,residual_direction_entropy_mean
landmark_all_coverage,0,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000000-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.021567195907624386,0.015625564901330477,0.01053078882803657,0.03299780994256313,0.9661016949152542,0.5141093821575813,1.7289209373306673,0.0,0.017241379310344827,0.5640688201777658,1.0,0.9407894736842105,0.0052676062822360715,0.5531533307196183,0.770243483900913
landmark_all_coverage,4,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000004-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.01958539576851074,0.017295282912282918,0.015735385241234256,0.042289720938832084,1.0,0.6798700183234081,0.9772293306723618,0.0,0.0,0.5120875049453734,1.0,0.9226973684210527,0.007941461743602291,0.5098890825086569,0.7151786184236854
landmark_all_coverage,8,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000008-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.007814984656130796,0.006274496392936574,0.0036861026608195516,0.012311355915959055,0.6949152542372882,0.15563489535616126,1.0547368064148586,0.0,0.0,0.6464118562663808,1.0,0.9078947368421053,0.001804837730555084,0.6461117997779601,0.6668740252092428
landmark_all_coverage,12,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000012-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.02421442124256882,0.018625775194520203,0.02041422406735606,0.047442554746702274,1.0,0.7895724776683464,1.0156380107644811,0.0,0.017241379310344827,0.48447382319942733,1.0,0.9555921052631579,0.009987888546138645,0.5208905090842744,0.750821751284729
landmark_all_coverage,16,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000016-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.008533439439584782,0.006171952999660304,0.0038636802067300493,0.008473842144377257,0.3389830508474576,0.09915442123797527,1.3801632614692627,0.06779661016949153,0.06896551724137931,0.6428892006525021,1.0,0.9819078947368421,0.001898903276024399,0.43614214881906577,0.4372039679063586
landmark_all_coverage,20,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000020-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.04314888604010375,0.029957273515958033,0.0335634219202483,0.06663356996326518,1.0,0.940894930285158,0.9756442036014058,0.0,0.034482758620689655,0.46267146893920685,1.0,0.9769736842105263,0.01707037857245627,0.39201631652578345,0.8527623651625443
landmark_all_coverage,24,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000024-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.0032231001610431957,0.002324028692264826,0.003878332899106678,0.029644470078023753,1.0,0.28005378922354557,0.9152349203936267,0.0,0.0,0.3821807496966123,1.0,0.7976973684210527,0.0019597501034718124,0.7709881208758426,0.8232467092566375
landmark_all_coverage,28,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_coverage/000028-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.004807207234508226,0.006748524226014114,0.009788414252729784,0.039074773543942544,1.0,0.5358474039452588,0.7927147978053114,0.0,0.0,0.4396589636914213,1.0,0.8519736842105263,0.00487981565787525,0.564017351061648,0.6082239847811667
landmark_all_recent,0,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_recent/000000-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.016052015804489048,0.016940236024313465,0.002493396791303067,0.009938884674683453,0.4915254237288136,0.17373283969880896,4.231112011963477,0.01694915254237288,0.1206896551724138,0.8895235941296642,1.0,0.8832236842105263,0.0012682145727035102,0.7653677299493754,0.5497021935775136
landmark_all_recent,4,0,/apdcephfs_gy2/share_303214315/cedricnie/develop/training-free/runs/v201_head_phase_horizon_sf_screen/screen32/vbench_comparison/published/landmark_all_recent/000004-0.mp4,477,60,59,16.0,29.8125,8,0.5,256,148,0.0031257529275706573,0.0067088787709623544,0.008432564182218088,0.04044546148157206,1.0,0.518108233365781,1.3212032856298797,0.0,0.06896551724137931,0.46896909299988015,1.0,0.8322368421052632,0.004194193092608148,0.5692787838492778,0.6002782915797121
